"FilingID","ReferenceID","Foreign Regulatory Authority"
"975003","200896","Guernsey - Guernsey Financial Services Commission"
"980547","127195","Other-CAYMAN ISLANDS MONEYTARY AUTHORITY"
"980547","127195","Other-VIETNAM - STATE SECURITIES COMMISSION (FOR REPRESENTATIVE OFFICE IN VIETNAM)"
"984630","140577","United Kingdom - Financial Conduct Authority"
"978493","165602","Japan - Financial Services Agency"
"969148","118195","Jersey - Jersey Financial Services Commission"
"969148","118201","South Africa - Financial Services Board"
"969148","118193","South Africa - Financial Services Board"
"969148","118204","Jersey - Jersey Financial Services Commission"
"969148","118206","South Africa - Financial Services Board"
"978493","165602","Other-HONG KONG MONETARY AUTHORITY"
"978493","165602","Singapore - Monetary Authority of Singapore"
"978493","165599","Japan - Financial Services Agency"
"978493","165600","Ireland -  Central Bank of Ireland"
"978493","165590","Bermuda - Bermuda Monetary Authority"
"978493","165592","United Kingdom - Financial Conduct Authority"
"978493","165598","United Kingdom - Financial Conduct Authority"
"978493","165593","Guernsey - Guernsey Financial Services Commission"
"978493","165591","Other-BANK OF GREECE"
"978493","165594","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"978493","165596","Other-MONACO COMMISSION DE CONTROLE DES ACTIVITIES FINANCIERES"
"978493","165597","Switzerland - Swiss Financial Market Supervisory Authority"
"978493","165649","United Kingdom - Financial Conduct Authority"
"978493","165601","Germany - German Federal Financial Supervisory Agency"
"985722","197280","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"985722","196744","United Kingdom - Financial Conduct Authority"
"989611","191871","Australia - Australian Securities and Investments Commission"
"989611","191872","Australia - Australian Securities and Investments Commission"
"989611","191874","Other-OTHER- SINGAPORE-ACCOUNTING AND CORPORATE REGULATORY AUTHORITY"
"975210","186666","Hong Kong - Securities and Futures Commission"
"979776","141109","Brazil - Securities and Exchange Commission"
"990473","186833","Australia - Australian Securities and Investments Commission"
"990473","186835","Australia - Australian Securities and Investments Commission"
"990473","186832","Other-AUSTRALIA - AUSTRALIAN TRANSACTION REPORTING AND ANALYSIS CENTRE"
"990473","186832","Australia - Australian Securities and Investments Commission"
"990473","186835","Other-AUSTRALIA - AUSTRALIAN TRANSACTION REPORTING AND ANALYSIS CENTRE"
"990473","186836","Australia - Australian Securities and Investments Commission"
"974755","121005","Jersey - Jersey Financial Services Commission"
"974755","121007","Jersey - Jersey Financial Services Commission"
"974755","121013","Jersey - Jersey Financial Services Commission"
"974755","121016","Jersey - Jersey Financial Services Commission"
"974755","121018","Jersey - Jersey Financial Services Commission"
"974755","131255","Jersey - Jersey Financial Services Commission"
"974755","131264","Jersey - Jersey Financial Services Commission"
"974755","131271","Jersey - Jersey Financial Services Commission"
"974755","131273","Jersey - Jersey Financial Services Commission"
"974755","131282","Jersey - Jersey Financial Services Commission"
"974755","131288","Jersey - Jersey Financial Services Commission"
"974755","145306","Jersey - Jersey Financial Services Commission"
"974755","145308","Jersey - Jersey Financial Services Commission"
"974755","168073","Jersey - Jersey Financial Services Commission"
"974755","200833","Jersey - Jersey Financial Services Commission"
"979497","141810","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"979497","105927","Hong Kong - Securities and Futures Commission"
"979497","106068","United Kingdom - Financial Conduct Authority"
"979497","106082","Guernsey - Guernsey Financial Services Commission"
"979497","106083","Guernsey - Guernsey Financial Services Commission"
"979497","106084","Guernsey - Guernsey Financial Services Commission"
"979497","106085","Guernsey - Guernsey Financial Services Commission"
"979497","106089","Guernsey - Guernsey Financial Services Commission"
"979497","106091","Guernsey - Guernsey Financial Services Commission"
"979497","141803","United Kingdom - Financial Conduct Authority"
"979497","141808","United Kingdom - Financial Conduct Authority"
"990943","137491","Other-IRISH FINANCIAL SERVICES REGULATORY AUTHORITY"
"987758","165504","Ireland -  Central Bank of Ireland"
"998153","196204","United Kingdom - Financial Conduct Authority"
"998153","196207","Singapore - Monetary Authority of Singapore"
"998153","196205","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"998153","196205","United Kingdom - Financial Conduct Authority"
"998153","196205","South Africa - Financial Services Board"
"998153","196212","United Kingdom - Financial Conduct Authority"
"988662","124187","Hong Kong - Securities and Futures Commission"
"998219","121459","United Kingdom - Financial Conduct Authority"
"986313","147286","Hong Kong - Securities and Futures Commission"
"986313","147289","Singapore - Monetary Authority of Singapore"
"989434","149827","Singapore - Monetary Authority of Singapore"
"996639","172178","Jersey - Jersey Financial Services Commission"
"996639","119833","Jersey - Jersey Financial Services Commission"
"980544","196676","Hong Kong - Securities and Futures Commission"
"986637","201913","United Kingdom - Financial Conduct Authority"
"986637","201919","United Kingdom - Financial Conduct Authority"
"986637","201919","Hong Kong - Securities and Futures Commission"
"986637","201919","Canada - Quebec, Financial Markets Authority"
"986637","201919","Canada - Ontario Securities Commission"
"986637","201919","Canada - Alberta Securities Commission"
"986338","194209","Cayman Islands - Cayman Islands Monetary Authority"
"988823","169869","Bermuda - Bermuda Monetary Authority"
"981053","51415","Singapore - Monetary Authority of Singapore"
"965045","155994","Singapore - Monetary Authority of Singapore"
"965045","115248","Hong Kong - Securities and Futures Commission"
"965045","117507","Mauritius, Republic of - Financial Services Commission"
"967824","140577","United Kingdom - Financial Conduct Authority"
"968046","136816","Russia - Federal Financial Markets Service"
"960965","133862","United Kingdom - Financial Conduct Authority"
"963043","200292","Other-SWITZERLAND - THE SELF-REGULATORY ORGANIZATION OF WEALTH MANAGERS"
"963043","201204","Mauritius, Republic of - Financial Services Commission"
"984446","142070","Bermuda - Bermuda Monetary Authority"
"984446","142071","Bermuda - Bermuda Monetary Authority"
"978918","113176","Japan - Financial Services Agency"
"978918","113179","Hong Kong - Securities and Futures Commission"
"994274","202329","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"994598","156556","United Kingdom - Financial Conduct Authority"
"994598","156559","Guernsey - Guernsey Financial Services Commission"
"986949","201981","Singapore - Monetary Authority of Singapore"
"985116","173634","Other-NEW BRUNSWICK FINANCIAL AND CONSUMER SERVICES COMMISSION"
"985116","157921","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"974727","169395","United Kingdom - Financial Conduct Authority"
"987470","146250","United Kingdom - Financial Conduct Authority"
"987470","146250","South Africa - Financial Services Board"
"973716","200716","United Kingdom - Prudential Regulation Authority"
"976459","144582","United Kingdom - Financial Conduct Authority"
"979672","201202","Jersey - Jersey Financial Services Commission"
"979672","201203","Jersey - Jersey Financial Services Commission"
"980072","198901","Cayman Islands - Cayman Islands Monetary Authority"
"974117","168902","Cayman Islands - Cayman Islands Monetary Authority"
"962894","199690","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"962894","199646","Hong Kong - Securities and Futures Commission"
"962894","166983","United Kingdom - Financial Conduct Authority"
"962894","148618","France - Financial Markets Authority"
"962894","167014","United Kingdom - Financial Conduct Authority"
"962894","167019","Guernsey - Guernsey Financial Services Commission"
"962894","167022","United Kingdom - Financial Conduct Authority"
"962894","167023","Guernsey - Guernsey Financial Services Commission"
"962894","167024","Jersey - Jersey Financial Services Commission"
"962894","167028","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"962894","167035","Other-INDONESIAN FINANCIAL SERVICES AUTHORITY, INDONESIA"
"962894","167036","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"962894","167037","United Kingdom - Financial Conduct Authority"
"962894","167029","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"962894","161600","United Kingdom - Financial Conduct Authority"
"962894","139776","Malaysia - Securities Commission"
"962894","148652","Other-IRELAND - CENTRAL BANK OF IRELAND"
"962894","148624","Hungary - Hungarian Financial Supervisory Authority"
"962894","148625","Jersey - Jersey Financial Services Commission"
"962894","148626","Jersey - Jersey Financial Services Commission"
"962894","148670","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"962894","148670","Canada - Ontario Securities Commission"
"962894","148670","Canada - Quebec, Financial Markets Authority"
"962894","122759","Canada - New Brunswick Securities Commission"
"962894","122759","Canada - Nova Scotia Securities Commission"
"962894","122759","Ireland -  Central Bank of Ireland"
"962894","122759","Canada - Ontario Securities Commission"
"962894","122759","India - Securities and Exchange Board of India"
"962894","124793","Brazil - Securities and Exchange Commission"
"962894","122761","Australia - Australian Securities and Investments Commission"
