"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
"1016086","46758","CDH VENTURE GP III COMPANY LIMITED","",""
"1016091","44538","CDH SPECIAL OPPORTUNITY HOLDINGS COMPANY LIMITED","",""
"1024732","32149","BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","802-76129","162379"
"1024732","32149","BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","107105"
"1024732","32066","CAPULA  INVESTMENT MANAGEMENT ASIA LIMITED","802-76916","164564"
"1024732","32066","CAPULA INVESTMENT US LP","801-73189","157589"
"1024732","32066","CAPULA INVESTMENT  JAPAN LIMITED","802-75440","163365"
"1024732","32149","CAPULA  INVESTMENT MANAGEMENT ASIA LIMITED","802-76916","164564"
"1016441","177942","KURAMO CAPITAL MAURITIUS LLC","",""
"1021452","55571","ADP II GP LIMITED","",""
"1021452","6841","ADP I GP LIMITED","",""
"1021452","4725","DPI MANAGEMENT LTD","","173316"
"1021452","6841","DPI MANAGEMENT LTD","","173316"
"1026978","32149","BLACKROCK INVESTMENT MANAGEMENT (UK) LIMITED","802-76129","162379"
"1026978","32149","BLACKROCK FINANCIAL MANAGEMENT, INC","801-48433","107105"
"1026978","32066","CAPULA  INVESTMENT MANAGEMENT ASIA LIMITED","802-76916","164564"
"1026978","32066","CAPULA INVESTMENT US LP","801-73189","157589"
"1026978","32066","CAPULA INVESTMENT  JAPAN LIMITED","802-75440","163365"
"1026978","32149","CAPULA  INVESTMENT MANAGEMENT ASIA LIMITED","802-76916","164564"
"1026496","166266","TRILANTIC CAPITAL MANAGEMENT GP LIMITED","",""
"1026496","178373","TRILANTIC CAPITAL MANAGEMENT GP LIMITED","",""
"1026496","178372","TRILANTIC CAPITAL MANAGEMENT GP LIMITED","",""
"972882","169233","36ONE ASSET MANAGEMENT (PTY) LTD.","","282823"
"972882","169266","36ONE ASSET MANAGEMENT (PTY) LTD.","","282823"
"1016726","35256","MARSHALL WACE NORTH AMERICA L.P.","801-70586","135902"
"1016726","35256","MARSHALL WACE ASIA LIMITED","801-72327","157501"
"1010826","11716","PROVENIRE CAPITAL LLC","","170390"
"1010826","11716","QUINN OPPORTUNITY PARTNERS","801-80967","167470"
"1010826","11716","JET CAPITAL INVESTORS, LP","801-65543","138656"
"999535","120710","LDVP ASIA, LIMITED","",""
"1016179","76433","FIVE ARROWS MANAGERS SAS","",""
"1016179","76433","N M ROTHSCHILD & SONS LIMITED","802-80816","172287"
"1023544","66139","HSBC MANAGEMENT (GUERNSEY) LIMITED","",""
"1023544","66138","HSBC MANAGEMENT (GUERNSEY) LIMITED","",""
"1019928","166950","EQT PARTNERS AG","802-73205","160717"
"1019928","166949","EQT PARTNERS AG","802-73205","160717"
"1019928","166950","EQT PARTNERS UK ADVISORS LLP","802-73188","160723"
"1019928","166950","EQT PARTNERS AS","802-73208","160718"
"1019928","166950","EQT PARTNERS INC.","801-73187","160179"
"1019928","166950","EQT PARTNERS OY","802-73207","160720"
"1019928","166950","EQT PARTNERS A/S","802-73201","160719"
"1019928","166950","EQT PARTNERS AB","802-73186","160716"
"1019928","166950","EQT PARTNERS GMBH","802-73200","160722"
