"FilingID","ReferenceID","Form D File Number"
"1025048","6672","021-93273"
"1025048","6671","021-93275"
"1011927","167140","021-238811"
"1011927","167139","021-238811"
"1011927","167138","021-238811"
"1011927","167137","021-238811"
"1011927","167136","021-238811"
"1011927","167135","021-238811"
"1011927","167134","021-238811"
"1011927","167133","021-238811"
"1011927","167132","021-238811"
"1011927","167131","021-238811"
"1011927","167130","021-238811"
"1011927","167129","021-238811"
"1011927","167128","021-238811"
"1011927","167127","021-238811"
"1011927","167125","021-238811"
"1026338","159149","021-231417"
"1026338","14417","021-108398"
"1006412","58597","021-209994"
"1020899","28042","021-150657"
"1017602","173309","021-258984"
"1017602","4490","021-168317"
"1017602","4492","021-48069"
"1017602","4605","021-168314"
"1017602","4497","021-125549"
"1026776","43416","021-1455515"
"1026776","43416","021-1391842"
"1026776","40506","021-1412163"
"1023076","178291","021-257014"
"1023076","46769","021-153122"
"1025913","39186","021-168414"
"1025913","41474","021-107125"
"1027051","166266","021-221787"
"1027051","38208","021-101636"
"1005981","177138","021-161888"
"1005981","177137","021-174183"
"1005981","177135","021-202700"
"1005981","177133","021-164995"
"1005981","177122","021-200807"
"1005981","177130","021-150850"
"1005981","177117","021-229516"
"1005981","177136","021-212528"
"1005981","177134","021-180810"
"1005981","177095","021-22993"
"1005981","177127","021-242880"
"1005981","177120","021-173167"
"1005981","177118","021-234303"
"1005981","177109","021-159780"
"1005981","177128","021-199400"
"1005981","177124","021-12364"
"1005981","177125","021-211683"
"1005981","177099","021-19826"
"1010356","46018","021-187093"
"1010356","46018","021-184752"
"1009931","177271","021-260964"
"1010300","42505","021-108930"
"1015413","43557","021-72109"
"1015413","43527","021-75168"
"1015450","64976","021-221980"
"1021187","6853","021-164818"
"1021187","6853","021-164104"
"1021187","6853","021-164815"
"1022602","50278","021-172755"
"1022602","54122","021-212602"
"1022602","64554","021-219341"
"1022602","58839","021-212605"
"1024379","21152","021-42941"
"1024379","21150","021-67650"
"1025412","176248","021-189694"
"1025412","68008","021-224716"
"1025412","43807","021-177130"
"1011812","65847","021-224706"
"1011748","51473","021-235999"
"1011748","41495","021-187482"
"1011748","35459","021-52909"
"1023226","55022","021-189587"
"1023226","55022","021-189664"
"1019045","29331","021-91201"
"1019045","29331","021-91252"
"1008634","30257","021-123759"
"1025000","158930","021-230376"
"1025000","158930","021-230377"
"1027007","66700","021-999999999"
"1027007","66699","021-215049"
"1001569","60655","021-999999"
"1001569","51748","021-999999"
"1001569","51750","021-999999"
"1001569","39387","021-999999"
"1001569","39460","021-999999"
"1001569","39453","021-999999"
"1001569","39441","021-999999"
"1001569","39419","021-999999"
"996033","173309","021-258984"
"996033","4490","021-168317"
"996033","4492","021-48069"
"996033","4605","021-168314"
"996033","4497","021-125549"
"1006550","26129","021-144377"
"975673","169812","021-23066"
"1007556","65550","021-222800"
"1007556","65550","021-220957"
"996627","21596","021-32350076"
"980008","55987","021-118791"
"1008843","177211","021-204123"
"992011","65768","021-221646"
"1009395","67617","021-204123"
"1007843","120450","021-45103"
"1007978","68636","021-216699"
"997956","43982","021-174865"
"1009111","134733","021-1640316"
"1015142","174068","021-246246"
"1015142","17361","021-132370"
"1014021","167186","021-250497"
"1024287","37131","021-150277"
"1024287","37083","021-70515"
"1024797","5558","021-146540"
"1024797","5558","021-222992"
"1022312","178010","021-247542"
"1026298","65759","021-221096"
"985092","170782","021-257272"
"1012494","177110","021-228419"
"1020676","64404","021-210822"
"1020676","171057","021-243029"
"1022269","166748","021-242540"
"1021637","80233","021-231247"
"1021637","80234","021-231530"
"1021637","55026","021-195778"
"1009782","177302","021-260524"
"1009782","177302","021-260517"
"1009782","54681","021-260524"
"1009782","54681","021-184358"
"1024785","65785","021-230029"
"1002475","175541","021-256627"
"1012727","13317","021-81980"
"1018017","167636","021-251567"
"1018437","170319","021-260624"
"1023989","58346","021-138049"
"1023037","39740","021-115717"
"1019687","14201","021-81673"
"1019687","14201","021-81669"
"1019687","14196","021-81691"
"1019687","14196","021-81745"
"1019687","14198","021-81745"
"1019687","14193","021-81691"
"1019687","14193","021-81745"
"1019687","53933","021-81745"
"1019687","14189","021-81691"
"1019687","14189","021-81745"
"1019687","14198","021-81691"
"1019687","53933","021-81691"
"1018756","51396","021-137647"
"1018756","51396","021-184123"
"999632","66133","021-209582"
"1006076","27408","021-48060"
"1006076","29159","021-93515"
"1006076","29158","021-93516"
"1006076","22951","021-141010"
"964089","60819","021-207854"
"964089","20823","021-109952"
"964089","20828","021-170372"
"964089","20822","021-87934"
"965802","166247","021-243477"
"965802","166246","021-243476"
"965802","166245","021-243469"
"965802","166243","021-233703"
"965802","166242","021-217124"
"965802","166244","021-243471"
"965802","177157","021-256914"
"965802","177153","021-250866"
"965802","177151","021-246285"
"965802","177152","021-246281"
"965802","177158","021-256912"
"965802","177156","021-252002"
"1008818","8162","021-89573"
"1004968","69381","021-222601"
"1004968","29391","021-70911"
"1004968","29364","021-111014"
"1010019","177280","021-158386"
"1011150","177110","021-228419"
"994618","20550","021-166574"
"994618","59278","021-210537"
"994618","59279","021-210546"
"994618","59280","021-210552"
"1011328","10551","021-111989"
"1011328","10532","021-112361"
"1014503","43592","021-91657"
"1014503","43593","021-111585"
"1014506","46758","021-183925"
"1015151","55571","021-200160"
"997030","39299","021-44819"
"1015499","26602","021-106193"
"1010408","3474","021-177697"
"1010408","3474","021-177695"
"1015826","167549","021-249953"
"1015826","167548","021-249953"
"1015826","167611","021-249953"
"1015455","64976","021-221980"
"1007902","36226","021-163760"
"993316","172596","021-261530"
"993316","172596","021-261529"
"1007834","65827","021-218799"
"1007834","65805","021-167035"
"1009801","173629","021-205020"
"1009801","173624","021-212326"
"1009801","173622","021-90223"
"1009801","173620","021-110724"
"1009801","173591","021-58316"
"998613","40718","021-113517"
"1016068","173188","021-235405"
"1016068","72769","021-99999"
"1016068","72735","021-216149"
"1016068","21219","021-99999"
"1016068","19834","021-104281"
"1016068","19827","021-54228"
"1016068","19825","021-99999"
"1016068","173138","021-45902"
"1016068","21235","021-99999"
"1016068","173137","021-99999"
"1016068","173135","021-99999"
"1014267","177444","021-162088"
"1018961","177778","021-260264"
"1018961","177779","021-260264"
"1024272","177321","021-262186"
"1024434","29685","021-162099"
"1024434","176521","021-252794"
"1018516","64691","021-204552"
"1018516","64691","021-204550"
"1023070","69908","021-198840"
"993409","60308","021-999999"
"993409","33249","021-999999"
"993409","33323","021-999999"
"993409","33278","021-99999"
"1005008","40161","021-120245"
"1005008","40036","021-97329"
"1005008","40110","021-169684"
"1005008","176617","021-249775"
"1010032","65638","021-233679"
"1009994","177309","021-236151"
"1016785","31402","021-149753"
"1025032","168513","021-243095"
"1021402","66190","021-220058"
"1012253","44486","021-213328"
"1012253","43913","021-213329"
"1012253","43914","021-95666"
"1017269","177597","021-258919"
"1020458","54697","021-1571653"
"1020458","54680","021-1571649"
"1013893","54006","021-195055"
"1013893","50119","021-192964"
"1018744","65415","021-1584916"
"1018744","65412","021-1584909"
"1018744","65410","021-1584907"
"1018744","65409","021-1584884"
"1021769","169044","021-226698"
"1021769","169047","021-227545"
"1021769","169043","021-227544"
"1021769","169046","021-227359"
"1003355","64831","021-216606"
"1021917","167099","021-245614"
"1019162","55146","021-198016"
"1008253","177321","021-262186"
"1020922","65182","021-217126"
"1023035","69471","021-22478"
"1023035","170721","021-257245"
"1023035","170720","021-257244"
"1023767","177958","021-80940"
"1024041","172296","021-22214"
"1023817","12149","021-145814"
"1006369","33863","021-1510899"
"1008763","120585","021-236154"
"1008763","120585","021-236144"
"1008763","5021","021-236422"
"1008763","5021","021-174658"
"1011418","170219","021-129459"
"1011418","170220","021-134338"
"1016769","54974","021-197773"
"1022273","90230","021-234889"
"1022273","90230","021-234890"
"1026620","25808","021-99999999"
"1026620","25768","021-47166"
"1026620","25777","021-99999999"
"1026620","25741","021-1321122"
"1009460","68739","021-94379"
"1009460","50689","021-184506"
"1009460","50692","021-189016"
"1009460","33279","021-117639"
"1009460","169991","021-24172"
"1009460","169990","021-254601"
"1008260","177187","021-250415"
"1021789","130733","021-237922"
"1019544","177841","021-194713"
"1019544","177854","021-208265"
"1019544","177841","021-194714"
"1019544","177858","021-246917"
"1010473","177316","021-226492"
"1010473","176048","021-261678"
"1010473","176085","021-241887"
"1010473","65874","021-226326"
"1012400","36952","021-136983"
"1012400","36932","021-96986"
"1026584","61609","021-205943"
"1026584","61616","021-205939"
"1025758","52760","021-188778"
"1025758","52759","021-169262"
"1025758","36473","021-169262"
"1025758","36456","021-152029"
"1025758","41644","021-140926"
"1025057","38120","021-167116"
"988525","31651","021-140766"
"1024647","167104","021-209985"
"1027040","172002","021-242629"
"1027040","14033","021-175826"
"1027040","14033","021-175827"
"1027040","73930","021-234679"
"1027040","46366","021-1556910"
"1027040","67652","021-232271"
"1024803","7422","021-113312"
"1024803","7420","021-112697"
