"FilingID","Other Name","BD","RR","Pool","FCM","Real Estate","Insurance","Bank","Trust","Municipal","Swap Dealer","Swap Participant","Accountant","Lawyer","Other","Other Description"
"954083","OLD VAM LLP","N","N","Y","N","N","N","N","N","N","N","N","N","N","N",""
"954862","C&G SAVINGS","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",""
"954862","WORLDWIDE SERVICE","N","N","N","N","N","N","Y","N","N","N","N","N","N","N",""
