"FilingID","ReferenceID","Name of Prime Broker","SEC Number","CRD Number","City","State","Country","Custodian"
"1009619","177258","JEFFERIES LLC","8-15074","2347","NEW YORK","New York","United States","Y"
"1002879","175709","JP MORGAN CLEARING CORP","","","NEW YORK","New York","United States","Y"
"1002879","175709","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1020288","158918","MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359","16139","NEW YORK","New York","United States","Y"
"1020288","158918","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1020288","158918","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"1022041","47630","UBS AG","","","LONDON","","United Kingdom","Y"
"1022041","47630","MORGAN STANLEY & CO INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1022041","47630","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1022041","166296","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","N"
"1022041","166296","MORGAN STANLEY & CO INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1025309","25644","MERRILL LYNCH PROFESSIONAL CLEARING CORP.","8-33359","16139","NEW YORK","New York","United States","Y"
"1024732","32149","BNP PARIBAS, LONDON BRANCH","","","LONDON","","United Kingdom","Y"
"1024732","32149","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"1024732","32149","MERRILL LYNCH INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1024732","32066","BARCLAYS CAPITAL INC.","8-41342","19714","NEW YORK","New York","United States","Y"
"1024732","32149","BARCLAYS CAPITAL INC.","8-41342","19714","NEW YORK","New York","United States","Y"
"1024732","32149","UBS AG, LONDON BRANCH","","","LONDON","","United Kingdom","Y"
"1024732","32066","BARCLAYS BANK PLC","","","LONDON","","United Kingdom","Y"
"1024732","32066","CREDIT SUISSE SECURITIES (EUROPE) LTD","","","LONDON","","United Kingdom","Y"
"1024732","32066","UBS AG, LONDON BRANCH","","","LONDON","","United Kingdom","Y"
"1024732","32149","BARCLAYS CAPITAL SECURITES LIMITED","","","LONDON","","United Kingdom","Y"
"1024732","32066","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"1024732","32066","MERRILL LYNCH INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"1024732","32066","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"1024732","32066","BARCLAYS CAPITAL SECURITES LIMITED","","","LONDON","","United Kingdom","Y"
"1024732","32149","BARCLAYS BANK PLC","","","LONDON","","United Kingdom","Y"
