"FilingID","Fund Name","Fund ID","ReferenceID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion","Master Fund","Feeder Fund","Master Fund Name","Master Fund ID","Fund of Funds","Fund Invested Self or Related","Fund Invested in Securities","Fund Type","Fund Type Other","Gross Asset Value","Minimum Investment","Owners","%Owned You or Related","%Owned Funds","%Owned Non-US","Subadviser","Other IAs Advise","Clients Solicited","Percentage Invested","Exempt from Registration","Annual Audit","GAAP","FS Distributed","Unqualified Opinion","Prime Brokers","Custodians","Administrator","% Assets Valued","Marketing"
1038309,"SIXTH CINVEN FUND (NO.2) LIMITED PARTNERSHIP",805-3268555820,178315,"","Guernsey","N","Y","N","N","",,"N","","N","Private Equity Fund","",2029362931,22032000,65,0,20,99,"N","N","N",0,"Y","Y","Y","N","Report Not Yet Received","N","N","Y",0,"N"
1038309,"SIXTH CINVEN FUND (NO.3) LIMITED PARTNERSHIP",805-8971275867,178316,"","Guernsey","N","Y","N","N","",,"N","","N","Private Equity Fund","",1156413248,22032000,41,0,5,1,"N","N","N",0,"Y","Y","Y","N","Report Not Yet Received","N","N","Y",0,"N"
1038309,"SIXTH CINVEN FUND (NO.1) LIMITED PARTNERSHIP",805-1665188518,178314,"","Guernsey","N","Y","Y","N","",,"N","","N","Private Equity Fund","",2436982342,22032000,75,0,15,75,"N","N","N",0,"Y","Y","Y","N","Report Not Yet Received","N","N","Y",0,"N"
1038309,"SIXTH CINVEN FUND (NO.4) LIMITED PARTNERSHIP",805-6482477724,178317,"","Guernsey","N","Y","N","N","",,"N","","N","Private Equity Fund","",2088441480,22032000,51,0,9,75,"N","N","N",0,"Y","Y","Y","N","Report Not Yet Received","N","N","Y",0,"N"
1038933,"CFP OPPORTUNITY MASTER FUND",805-4438784079,179112,"","Ireland","N","Y","Y","N","",,"N","","N","Hedge Fund","",27444471,1000000,1,0,0,0,"N","N","N",0,"N","Y","N","Y","Report Not Yet Received","Y","Y","Y",100,"Y"
1038988,"EXCELSIOR OPPORTUNITY FUND L.P.",805-7089848778,43389,"Delaware","United States","Y","N","N","N","",,"Y","Y","N","Other Private Fund","POOLED INVESTMENT VEHICLES OPERATED, AND OTHER INVESTMENTS MANAGED BY INDEPENDENT DESIGNATED MANAGERS",51964000,500000,94,11,18,0,"N","Y","Y",16,"Y","Y","Y","Y","Yes","N","Y","Y",100,"N"
1034191,"MEDICXI VENTURES I LP",805-1051875861,178837,"","Jersey","N","Y","N","N","",,"N","","N","Venture Capital Fund","",228154500,5000000,20,0,45,55,"N","Y","N",0,"Y","Y","N","Y","Yes","N","N","Y",0,"N"
1034191,"MEDICXI GROWTH I LP",805-3543859499,178838,"","Jersey","N","Y","N","N","",,"N","","N","Venture Capital Fund","",54458306,5000000,2,0,0,100,"N","Y","N",0,"Y","Y","N","Y","Report Not Yet Received","N","N","Y",0,"N"
1038715,"BLUE SKY INVESTOR HOLDCO LLC",805-3014702945,179772,"","Australia","N","Y","N","N","",,"N","","N","Other Private Fund","HOLDING COMPANY",2156250,0,4,1,0,0,"N","N","N",0,"Y","N","","","","N","N","N",0,"N"
1038715,"BLUE SKY PRIVATE EQUITY HOSPITAL PHARMACY SERVICES FUND",805-4415799783,173717,"","Australia","N","Y","N","N","",,"N","","N","Private Equity Fund","",28891886,50000,221,16,0,99,"N","N","N",100,"Y","N","","","","N","N","N",100,"N"
1038715,"BLUE SKY RESIDENTIAL ASSET INCOME FUND",805-8400645813,173719,"","Australia","N","Y","N","N","",,"N","","N","Real Estate Fund","",5568190,50000,73,5,0,99,"N","N","N",100,"Y","N","","","","N","N","N",0,"N"
1038715,"BLUE SKY WATER FUND",805-8004481185,173713,"","Australia","N","Y","Y","N","",,"N","","N","Other Private Fund","REAL ASSETS",122534092,50000,338,34,0,99,"N","N","N",100,"Y","Y","Y","N","Yes","N","Y","Y",100,"N"
1038715,"BLUE SKY AGRICULTURE FUND",805-7143933425,173710,"","Australia","N","Y","N","N","",,"N","","N","Other Private Fund","REAL ASSET FUND",12889562,50000,51,49,0,99,"N","N","N",100,"Y","N","","","","N","N","N",100,"N"
1038715,"MILKY WAY DEVELOPMENT 4 UNIT TRUST",805-9847328873,173720,"","Australia","N","Y","N","N","",,"N","","N","Real Estate Fund","",8732650,50000,27,0,0,99,"N","N","N",100,"Y","N","","","","N","N","N",0,"N"
1038715,"BLUE SKY STUDENT ACCOMMODATION FUND II",805-6882518717,173726,"","Australia","N","Y","N","N","",,"N","","N","Real Estate Fund","",32181089,50000,93,18,0,99,"N","N","N",100,"Y","N","","N","","N","Y","N",100,"N"
1038715,"BLUE SKY BEACH BURRITO COMPANY FUND",805-5757265268,173712,"","Australia","N","Y","N","N","",,"N","","N","Private Equity Fund","",5064455,50000,73,0,0,99,"N","N","N",100,"Y","N","","","","N","N","N",0,"N"
1038715,"BLUE SKY PRIVATE EQUITY RETIREMENT VILLAGE FUND",805-7310087981,173721,"","Australia","N","Y","N","N","",,"N","","N","Private Equity Fund","",55287689,100000,162,18,0,99,"N","N","N",100,"Y","N","","","","N","N","N",100,"N"
1038715,"BLUE SKY PRIVATE EQUITY SHOES OF PREY FUND",805-5034792173,173722,"","Australia","N","Y","N","N","",,"N","","N","Private Equity Fund","",8996026,50000,128,11,0,99,"N","N","N",100,"Y","N","","","","N","N","N",100,"N"
1038715,"BLUE SKY WATER FUND LP",805-7499890106,173715,"Delaware","United States","N","Y","N","Y","BLUE SKY WATER FUND",805-8004481185,"N","","N","Other Private Fund","REAL ASSETS",11926962,500000,11,0,0,100,"N","N","N",100,"Y","Y","Y","Y","Yes","N","N","N",100,"N"
1038715,"BLUE SKY PRIVATE EQUITY 2010 INSTITUTIONAL TRUST",805-5851824999,173716,"","Australia","N","Y","N","N","",,"N","","N","Private Equity Fund","",23715990,50000,158,8,0,99,"N","N","N",100,"Y","N","N","","","N","Y","N",100,"N"
1038715,"BLUE SKY VC MILK FUND",805-8016469547,173718,"","Australia","N","Y","N","N","",,"N","","N","Venture Capital Fund","",2501988,20000,57,1,0,99,"N","N","N",100,"Y","N","","","","N","N","N",0,"N"
1038715,"BLUE SKY AGRICULTURE FUND II",805-9537642693,179770,"","Australia","N","Y","N","N","",,"N","","N","Other Private Fund","REAL ASSET FUND",8732650,50000,58,1,0,99,"N","N","N",100,"Y","N","","","","N","N","N",100,"N"
1042483,"ACCEL GROWTH FUND III STRATEGIC PARTNERS L.P.",805-4674622181,66157,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",48339218,0,111,0,20,5,"N","N","N",0,"Y","Y","Y","Y","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL XII L.P.",805-3332805902,66158,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",519322546,0,126,0,30,23,"N","N","N",0,"Y","Y","Y","Y","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL XII STRATEGIC PARTNERS L.P.",805-2678065969,66159,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",26297420,0,114,1,19,4,"N","N","N",0,"Y","Y","Y","Y","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2013 L.L.C.",805-1503047663,66160,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",18577502,0,61,85,0,3,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2014 L.L.C.",805-9638643433,66162,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",31702248,0,56,73,0,8,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL GROWTH FUND INVESTORS 2013 L.L.C.",805-2137384742,66163,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",34017903,0,61,85,0,3,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL GROWTH FUND INVESTORS 2014 L.L.C.",805-5039091590,66165,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",66282213,0,56,73,0,8,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL VII L.P.",805-8337179869,38599,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",143279592,0,58,0,42,11,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL VIII L.P.",805-2614215844,38619,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",251157391,0,127,0,38,13,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL IX L.P.",805-3678385682,38628,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",317841620,0,84,0,40,18,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL KEIRETSU VI L.P.",805-5205160049,39100,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1917622,0,90,5,1,4,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL INTERNET FUND IV L.P.",805-7889351608,39132,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",49174814,0,146,4,20,26,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL INTERNET FUND II L.P.",805-3058452677,39110,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",2069176,0,9,0,6,14,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL INTERNET FUND III L.P.",805-9623377202,39121,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",36633477,0,81,2,8,22,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL IX STRATEGIC PARTNERS L.P.",805-2189508435,39138,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",33659589,0,100,0,28,13,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL X STRATEGIC PARTNERS L.P.",805-7011949782,39145,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",104196346,0,106,0,16,16,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL XI STRATEGIC PARTNERS L.P.",805-1251594531,39152,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",41840345,0,156,0,27,9,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL GROWTH FUND STRATEGIC PARTNERS L.P.",805-6543512828,39162,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",10459998,0,40,1,0,2,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL GROWTH FUND II STRATEGIC PARTNERS L.P.",805-1282717644,39167,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",80635953,0,155,0,29,10,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL VI L.P.",805-7854199074,36452,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",17666425,0,35,0,31,6,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL VI-S L.P.",805-4739046322,38529,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",50475129,0,33,0,33,7,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL X L.P.",805-4321676368,39029,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",1378239711,0,83,0,43,17,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL XI L.P.",805-1053870176,39043,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",559617586,0,118,0,33,24,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL GROWTH FUND L.P.",805-1577351254,39051,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",546064222,0,79,0,52,31,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL GROWTH FUND II L.P.",805-4579927950,39067,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",1114791091,0,124,0,34,26,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS '98 (B) L.P.",805-4332771300,39229,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",937020,0,17,84,0,0,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS '98-S L.P.",805-3546840426,39234,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1822734,0,21,53,0,0,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS '99 L.P.",805-7735470211,39240,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",2730080,0,24,80,0,0,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS '98 L.P.",805-6966155170,39220,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",3632960,0,20,91,0,0,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2000 L.L.C.",805-4873326479,39247,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",2152146,0,34,48,0,0,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2002 L.L.C.",805-5755940345,39255,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1822598,0,36,52,0,0,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2003 L.L.C.",805-7945496978,39296,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",514085,0,32,49,0,0,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2004 L.L.C.",805-7375370360,39308,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",2801943,0,31,65,0,0,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2005 L.L.C.",805-8107738953,39314,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",4072997,0,32,80,0,2,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2006 L.L.C.",805-3221738315,39322,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",865658,0,31,82,0,0,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2007 L.L.C.",805-7226480345,39326,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",3563234,0,44,77,0,2,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2008 L.L.C.",805-9448253723,39336,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",8935471,0,43,78,0,1,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2009 L.L.C.",805-8381003372,39339,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1860794,0,38,51,0,2,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
