"FilingID","Fund Name","Fund ID","ReferenceID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion","Master Fund","Feeder Fund","Master Fund Name","Master Fund ID","Fund of Funds","Fund Invested Self or Related","Fund Invested in Securities","Fund Type","Fund Type Other","Gross Asset Value","Minimum Investment","Owners","%Owned You or Related","%Owned Funds","%Owned Non-US","Subadviser","Other IAs Advise","Clients Solicited","Percentage Invested","Exempt from Registration","Annual Audit","GAAP","FS Distributed","Unqualified Opinion","Prime Brokers","Custodians","Administrator","% Assets Valued","Marketing"
1042483,"ACCEL INVESTORS 2010 L.L.C.",805-4272937176,39341,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",16698349,0,41,79,0,1,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2010 (B) L.L.C.",805-5809095874,39346,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",2182673,0,21,85,0,2,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INVESTORS 2012 L.L.C.",805-1920876519,39349,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",20412608,0,55,87,0,2,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL GROWTH FUND INVESTORS 2009 L.L.C.",805-2502690278,39354,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",327665,0,33,53,0,3,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL GROWTH FUND INVESTORS 2010 L.L.C.",805-4663073277,39362,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",6813011,0,38,91,0,1,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL GROWTH FUND INVESTORS 2011 L.L.C.",805-2760005933,39367,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",8725359,0,42,92,0,2,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL GROWTH FUND INVESTORS 2012 L.L.C.",805-8588284229,39370,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",33321501,0,55,87,0,2,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INDIA II INVESTORS L.L.C.",805-4728906027,39374,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",4541561,0,21,55,0,1,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INDIA III INVESTORS L.L.C.",805-9925011349,39383,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",14075812,0,33,84,0,5,"N","N","N",0,"N","N","N","N","Report Not Yet Received","N","Y","N",0,"N"
1042483,"ACCEL INDIA VENTURE FUND II L.P.",805-6087565495,39392,"","Cayman Islands","N","Y","N","N","",,"N","","N","Venture Capital Fund","",550499014,0,34,0,58,24,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042483,"ACCEL INDIA III L.P.",805-1541167200,39399,"","Cayman Islands","N","Y","N","N","",,"N","","N","Venture Capital Fund","",234696085,0,55,0,42,25,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042777,"CHRYSALIS VENTURES (HEALTHCARE) III, LP",805-4291129161,29503,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",11921882,50000,2,1,0,0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042777,"CHRYSALIS VENTURES (OHIO) III, LP",805-2810846106,29511,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",16565837,50000,3,51,0,1,"N","N","N",1,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042777,"CHRYSALIS VENTURES I, LP",805-7235525111,29063,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",2080618,1000000,5,1,0,0,"N","N","N",0,"Y","N","N","N","No","N","Y","N",0,"N"
1042777,"CHRYSALIS VENTURES II, LP",805-6297059195,29442,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",89268522,50000,48,1,0,1,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1042777,"CHRYSALIS VENTURES III, LP",805-3717629379,29477,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",113233263,50000,59,1,0,1,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1024279,"SANTÉ CAPITAL MASTER FUND, LP",805-6725222313,178193,"","Cayman Islands","N","Y","Y","N","",,"N","","N","Hedge Fund","",0,5000000,3,0,0,0,"N","N","N",0,"Y","N","Y","","Report Not Yet Received","N","N","N",0,"N"
1027660,"CBRE PROJECT FUSO PTE. LTD.",805-5833239348,178449,"","Singapore","Y","Y","N","N","",,"N","","N","Hedge Fund","",950000000,10000000,9,3,0,78,"N","N","Y",33,"N","Y","N","Y","Report Not Yet Received","N","Y","Y",0,"Y"
1027660,"LMTC LP",805-5001179429,178450,"","Singapore","Y","Y","N","N","",,"Y","Y","N","Real Estate Fund","",287000,30000,8,0,0,94,"N","N","N",0,"N","N","","N","","N","Y","Y",100,"N"
1036093,"MACQUARIE RUSSIA & CIS INFRASTRUCTURE FUND LP",805-4652857570,64786,"","Guernsey","N","Y","N","N","",,"N","","N","Private Equity Fund","",64900000,10000000,4,30,0,70,"N","N","N",0,"Y","Y","N","Y","Yes","N","N","Y",0,"N"
1036093,"MACQUARIE EUROPEAN INFRASTRUCTURE FUND II",805-3866342548,38077,"","United Kingdom","N","Y","N","N","",,"N","","N","Other Private Fund","INFRASTRUCTURE FUND",6522500000,13242000,99,1,4,98,"N","N","N",0,"Y","Y","N","Y","Yes","N","N","Y",0,"Y"
1036093,"MACQUARIE EUROPEAN INFRASTRUCTURE FUND III",805-1163596162,38102,"","United Kingdom","N","Y","N","N","",,"N","","N","Other Private Fund","INFRASTRUCTURE FUND",2115400000,13242100,48,0,23,87,"N","N","N",0,"Y","Y","N","Y","Yes","N","N","Y",0,"Y"
1036093,"MACQUARIE EUROPEAN INFRASTRUCTURE FUND 4 LP",805-6901253478,38120,"","United Kingdom","N","Y","N","N","",,"N","","N","Other Private Fund","INFRASTRUCTURE FUND",3326300000,13242000,67,2,6,95,"N","N","N",0,"Y","Y","N","Y","Yes","N","N","Y",0,"Y"
1036093,"MACQUARIE EUROPEAN INFRASTRUCTURE FUND LP",805-1638684626,33158,"","United Kingdom","N","Y","N","N","",,"N","","N","Other Private Fund","INFRASTRUCTURE FUND",232100000,13242000,42,13,7,97,"N","N","N",0,"Y","Y","N","Y","Yes","N","N","Y",0,"Y"
1031009,"FLAGSHIP VENTURES FUND IV-RX, L.P.",805-8817921252,35953,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",251881196,30000000,2,18,0,0,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"NUTRITIONAL HEALTH SIDE FUND, L.P.",805-1914283250,73046,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",38323031,40000000,2,10,0,100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"NEWCOGEN ADVISORS L.L.C.",805-5373525609,35024,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",51684,14,10,0,0,0,"N","N","N",0,"Y","N","Y","","Report Not Yet Received","N","Y","N",0,"N"
1031009,"NEWCOGEN EQUITY INVESTORS, L.L.C.",805-4709791747,35908,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",6364820,26500,38,2,46,4,"N","N","N",8,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"FLAGSHIP VENTURES FUND 2004, L.P.",805-2873952426,35939,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",61504046,50000,33,2,14,7,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"NEWCOGEN-PE, L.L.C.",805-5436800506,35915,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1602425,5000000,1,0,0,0,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"FLAGSHIP VENTURELABS IV LLC",805-3513723583,73362,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",290609467,0,6,99,99,0,"N","N","N",4,"N","N","Y","","Report Not Yet Received","N","Y","N",0,"N"
1031009,"NEWCOGEN-ELAN, L.L.C.",805-7497063841,35922,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",1278418,5000000,1,0,0,100,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"NEWCOGEN-LONG REIGN HOLDING, L.L.C.",805-4515573854,35929,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",484526,5000000,1,0,0,100,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"ST NEWCOGEN, L.L.C.",805-3372024865,35935,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",348626,1000000,2,0,80,20,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"FLAGSHIP VENTURES CNYELSF FUND, L.P.",805-8620039548,73036,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",28800960,7500000,4,0,0,0,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"FLAGSHIP VENTURES V AGRICULTURAL FUND, L.P.",805-4229016265,73040,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",23990023,25000000,2,0,0,0,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"FLAGSHIP VENTURES FUND V, L.P.",805-5368409829,72979,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",323766302,250000,38,24,2,36,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"FLAGSHIP V VENTURELABS RX FUND, L.P.",805-9266840419,73004,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",50770915,50000000,2,0,0,0,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"NUTRITIONAL HEALTH DISRUPTIVE INNOVATION FUND, L.P.",805-5681619783,73044,"Delaware","United States","N","Y","N","N","",,"N","","N","Venture Capital Fund","",88305510,90000000,2,16,0,100,"N","N","N",0,"N","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"APPLIED GENOMIC TECHNOLOGY CAPITAL FUND, L.P.",805-6219865672,34800,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",40410856,100000,34,21,28,2,"N","N","N",4,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"AGTC ADVISORS FUND, L.P.",805-1147275026,34819,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",2773396,25000,66,19,13,4,"N","N","N",4,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"NEWCOGEN GROUP L.L.C.",805-9660145164,34826,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",4955212,1,100,82,18,0,"N","N","N",8,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
1031009,"FLAGSHIP VENTURES FUND 2007, L.P.",805-3377315497,35945,"Delaware","United States","Y","N","N","N","",,"N","","N","Venture Capital Fund","",414375068,100000,37,21,9,9,"N","N","N",0,"Y","Y","Y","Y","Yes","N","Y","N",0,"N"
