"FilingID","ReferenceID","Private Fund Name","Fund ID"
1036812,54183,"MARSHALL WACE MANAGED ACCOUNTS PLC - MW TOPS INTERNATIONAL EQUITIES FUND",805-4863460587
1036812,54185,"MARSHALL WACE MANAGED ACCOUNTS PLC - MW TOPS COMPOSITE FUND",805-9757363888
1036812,35256,"MARSHALL WACE FUNDS LP - MW EUREKA (US) FUND",805-8281242279
1036812,35456,"MARSHALL WACE FUNDS PLC - MW MARKET NEUTRAL TOPS FUND",805-1740049001
1036812,35353,"MARSHALL WACE MANAGED ACCOUNTS PLC - MW EUROPA SRI FUND",805-7740378767
1036812,34858,"MARSHALL WACE FUNDS PLC - MW TOPS FUND",805-6839575389
1036812,35294,"MARSHALL WACE FUNDS PLC - MW EUROPA FUND",805-4009501864
1036812,35449,"MARSHALL WACE FUNDS LP - MW TOPS (US) FUND II",805-6823853341
1036812,35256,"MARSHALL WACE FUNDS PLC - MW EUREKA FUND",805-9818888736
1036812,35256,"MARSHALL WACE MANAGED ACCOUNTS PLC - MW EUREKA V",805-4153206103
1036812,64347,"MARSHALL WACE FUNDS LP - MW TOPS WORLD EQUITIES (US) FUND",805-8676386272
1024369,178212,"LCM PARTNERS CO IIIA LP",805-1666497240
1034489,179018,"BRX GLOBAL ONSHORE LP",805-8043143114
1034489,179018,"BRX GLOBAL OFFSHORE LTD",805-1327877263
1025019,179753,"LAURIUM LIMPOPO CAYMAN FEEDER SEGREGATED PORTFOLIO",805-3490032031
1025019,179753,"LAURIUM LIMPOPO US FEEDER LP",805-2440038029
1025019,179753,"LIMPOPO AFRICA SEGREGATED PORTFOLIO",805-4989691608
1025019,179750,"CHOBE SUB-SAHARAN SEGREGATED PORTFOLIO",805-9256666974
1025019,179750,"LAURIUM CHOBE US FEEDER LP",805-1527035363
1031850,63720,"IBIS GLOBAL MEDIA FUND II",805-5264818947
1031850,63665,"IBIS GLOBAL MEDIA FUND",805-5930776127
1041447,174019,"SCIENS GROUP ALTERNATIVE STRATEGIES PCC LIMITED - SCARLET OMEGA CELL",805-9345894176
1041447,174012,"SCIENS GROUP ALTERNATIVE STRATEGIES LLC - LAVENDER ALPHA SERIES",805-9633597619
1041447,174310,"SCIENS GROUP ALTERNATIVE STRATEGIES LLC - SILVER GAMMA SERIES",805-2127923891
1041447,174310,"SCIENS GROUP ALTERNATIVE STRATEGIES PCC LIMITED - SILVER GAMMA CELL",805-8053705743
1041447,69711,"SCIENS GROUP ALTERNATIVE STRATEGIES PCC LIMITED - FLOWPOINT CAPITAL PARTNERS CELL",805-2947656629
1041447,174265,"SCIENS GROUP ALTERNATIVE STRATEGIES PCC LIMITED - PEARL VEGA CELL",805-6531353028
1041447,174189,"SCIENS GROUP ALTERNATIVE STRATEGIES PCC LIMITED  - BLUE DIAMOND CELL",805-4086159940
1041447,174154,"SCIENS GROUP ALTERNATIVE STRATEGIES PCC LIMITED - AMBER EPSILON CELL",805-1349856895
1041447,60506,"SCIENS GROUP ALTERNATIVE STRATEGIES PCC LIMITED - CORAL DELTA CELL",805-4602134886
1041447,174279,"SCIENS GROUP ALTERNATIVE STRATEGIES PCC LIMITED - ROSE OMEGA CELL",805-8166684362
1041447,69711,"SCIENS GROUP ALTERNATIVE STRATEGIES LLC - FLOWPOINT CAPITAL PARTNERS SERIES",805-6146515423
1041451,173826,"FUGU CREDIT PLC",805-6072662077
1032696,178866,"ENA OPPORTUNITY OFFSHORE FUND LTD",805-2598090719
