"FilingID","ReferenceID","Foreign Regulatory Authority"
1020053,178135,"Ireland -  Central Bank of Ireland"
1020053,178134,"Ireland -  Central Bank of Ireland"
1025283,169789,"Cayman Islands - Cayman Islands Monetary Authority"
1025283,169787,"Cayman Islands - Cayman Islands Monetary Authority"
1027107,178455,"Netherlands - The Netherlands Authority for the Financial Markets"
1022648,178670,"United Kingdom - Financial Conduct Authority"
1022648,178611,"United Kingdom - Financial Conduct Authority"
1022648,178609,"United Kingdom - Financial Conduct Authority"
1022648,178599,"United Kingdom - Financial Conduct Authority"
1022648,178595,"United Kingdom - Financial Conduct Authority"
1022648,178610,"United Kingdom - Financial Conduct Authority"
1022648,178602,"United Kingdom - Financial Conduct Authority"
1022648,178601,"United Kingdom - Financial Conduct Authority"
1022648,178598,"United Kingdom - Financial Conduct Authority"
1022648,178597,"United Kingdom - Financial Conduct Authority"
1022648,178033,"United Kingdom - Financial Conduct Authority"
1022648,178600,"United Kingdom - Financial Conduct Authority"
1022648,178605,"United Kingdom - Financial Conduct Authority"
1022648,178604,"United Kingdom - Financial Conduct Authority"
1022648,178603,"United Kingdom - Financial Conduct Authority"
1022648,178596,"United Kingdom - Financial Conduct Authority"
1022648,178608,"United Kingdom - Financial Conduct Authority"
1022648,178607,"United Kingdom - Financial Conduct Authority"
1022648,178606,"United Kingdom - Financial Conduct Authority"
1030399,6693,"Other - CIMA"
1031035,178278,"Cayman Islands - Cayman Islands Monetary Authority"
1031035,178285,"Cayman Islands - Cayman Islands Monetary Authority"
1029609,178798,"Cayman Islands - Cayman Islands Monetary Authority"
1034191,178838,"Jersey - Jersey Financial Services Commission"
1034191,178837,"Jersey - Jersey Financial Services Commission"
1028097,167432,"Cayman Islands - Cayman Islands Monetary Authority"
1033170,64827,"Cayman Islands - Cayman Islands Monetary Authority"
1038316,177690,"Cayman Islands - Cayman Islands Monetary Authority"
1038316,177692,"Cayman Islands - Cayman Islands Monetary Authority"
1029196,74019,"Cayman Islands - Cayman Islands Monetary Authority"
1029196,74015,"Cayman Islands - Cayman Islands Monetary Authority"
1031200,168202,"Ireland -  Central Bank of Ireland"
1034062,15536,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1023548,28572,"Ireland -  Central Bank of Ireland"
1025788,19089,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1025788,19445,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1030190,64152,"Singapore - Monetary Authority of Singapore"
1030190,64153,"Singapore - Monetary Authority of Singapore"
1030190,64151,"Singapore - Monetary Authority of Singapore"
1030190,64153,"Norway - The Banking, Insurance and Securities Commission"
1030190,64151,"Norway - The Banking, Insurance and Securities Commission"
1030190,64152,"Sweden - Swedish Financial Supervisory Authority"
1030190,64152,"South Africa - Financial Services Board"
1030190,64152,"Denmark - Danish Financial Supervisory Authority"
1030190,64153,"South Africa - Financial Services Board"
1030190,64153,"Sweden - Swedish Financial Supervisory Authority"
1030190,64153,"Finland - Financial Supervision Authority"
1030190,64153,"Denmark - Danish Financial Supervisory Authority"
1030190,64152,"Finland - Financial Supervision Authority"
1030190,64151,"Finland - Financial Supervision Authority"
1030190,64151,"Sweden - Swedish Financial Supervisory Authority"
1030190,64151,"Denmark - Danish Financial Supervisory Authority"
1030190,64153,"United Kingdom - Prudential Regulation Authority"
1030190,64153,"Jersey - Jersey Financial Services Commission"
1030190,64153,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1030190,64152,"United Kingdom - Financial Conduct Authority"
1030190,64152,"Jersey - Jersey Financial Services Commission"
1030190,64152,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1030190,64151,"South Africa - Financial Services Board"
1030190,64151,"United Kingdom - Financial Conduct Authority"
1030190,64151,"Jersey - Jersey Financial Services Commission"
1030190,64151,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1030190,64152,"Norway - The Banking, Insurance and Securities Commission"
1026664,42508,"Guernsey - Guernsey Financial Services Commission"
1024097,178119,"Mauritius, Republic of - Financial Services Commission"
1024097,178118,"Mauritius, Republic of - Financial Services Commission"
1029926,41435,"Other - NETHERLANDS/DE NEDERLANDSCHE BANK N.V."
1030467,178662,"Guernsey - Guernsey Financial Services Commission"
1030467,178664,"Guernsey - Guernsey Financial Services Commission"
1030467,55348,"Guernsey - Guernsey Financial Services Commission"
1030467,55347,"Guernsey - Guernsey Financial Services Commission"
1030467,35154,"Guernsey - Guernsey Financial Services Commission"
1030467,35183,"Guernsey - Guernsey Financial Services Commission"
1030467,162323,"Guernsey - Guernsey Financial Services Commission"
1030467,162322,"Guernsey - Guernsey Financial Services Commission"
1030467,162321,"Guernsey - Guernsey Financial Services Commission"
1030467,162310,"Guernsey - Guernsey Financial Services Commission"
1030467,178665,"Guernsey - Guernsey Financial Services Commission"
1030467,178663,"Guernsey - Guernsey Financial Services Commission"
1028591,38056,"United Kingdom - Financial Conduct Authority"
1028591,38020,"United Kingdom - Financial Conduct Authority"
1028591,65167,"United Kingdom - Financial Conduct Authority"
1028591,166275,"United Kingdom - Financial Conduct Authority"
1028591,166274,"United Kingdom - Financial Conduct Authority"
1031859,178805,"Cayman Islands - Cayman Islands Monetary Authority"
1031859,166250,"Cayman Islands - Cayman Islands Monetary Authority"
1032386,35877,"Mauritius, Republic of - Financial Services Commission"
1029171,170127,"Cayman Islands - Cayman Islands Monetary Authority"
1030166,68041,"Cayman Islands - Cayman Islands Monetary Authority"
1031254,39801,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1031254,49485,"Ireland -  Central Bank of Ireland"
1032714,178585,"Cayman Islands - Cayman Islands Monetary Authority"
