"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
"956182","167780","PANGAEA VENTURES LTD.","",""
"956182","167781","PANGAEA VENTURES LTD.","",""
"953341","38850","AMP CAPITAL INVESTORS (LUXEMBOURG) S.A.R.L.","",""
"958562","167184","FUNDPARTNER SOLUTIONS (EUROPE) S.A.","",""
"952996","50780","PERMIRA DEBT MANAGERS GROUP HOLDINGS LIMITED","",""
"952996","23257","PERMIRA DEBT MANAGERS GROUP HOLDINGS LIMITED","",""
"952996","24553","PERMIRA SCF S.A.R.L.","",""
"952996","23588","PERMIRA DEBT MANAGERS GROUP HOLDINGS LIMITED","",""
"952996","24548","PERMIRA DEBT MANAGERS GROUP HOLDINGS LIMITED","",""
"952996","24551","PERMIRA DEBT MANAGERS GROUP HOLDINGS LIMITED","",""
"952996","50777","PERMIRA DEBT MANAGERS GROUP HOLDINGS LIMITED","",""
"952996","50784","PERMIRA SCF S.A.R.L.","",""
"952996","73410","PERMIRA CREDIT SOLUTIONS II G.P. LIMITED","",""
"952996","73411","PERMIRA CREDIT SOLUTIONS II G.P. LIMITED","",""
"952996","73412","PERMIRA CREDIT SOLUTIONS II G.P. LIMITED","",""
"952996","73922","PERMIRA CREDIT SOLUTIONS II G.P. LIMITED","",""
"952996","73923","PERMIRA CREDIT SOLUTIONS II G.P. LIMITED","",""
"952996","73924","PERMIRA CREDIT SOLUTIONS II G.P. LIMITED","",""
"952996","73925","PERMIRA CREDIT SOLUTIONS II G.P. LIMITED","",""
"939894","67656","SCIPION CAPITAL LTD.","",""
"956635","47027","VINCI ZAFFERANO CAPITAL LP","",""
"958131","2775","AZENTUS CAPITAL MANAGEMENT (CAYMAN) LIMITED","",""
"955014","7080","SEGANTII CAPITAL MANAGEMENT (CAYMAN) LIMITED","",""
"950181","167188","SW7 ASSET MANAGEMENT (SINGAPORE) PTE LTD","802-106602","281312"
"950181","167189","SW7 ASSET MANAGEMENT (SINGAPORE) PTE LTD","802-106602","281312"
"950181","167191","SW7 ASSET MANAGEMENT (SINGAPORE) PTE LTD","802-106602","281312"
"950181","167187","SW7 ASSET MANAGEMENT (SINGAPORE) PTE LTD","802-106602","281312"
