FilingID,Initial SEC Registration Request,Annual Updating Amendment for Registered Adviser,Other-Than Anual Amendment For Registered Adviser,Initial State Registration Request,Initial SEC ERA Report,Annual Updating Amendment ERA Report,Other-Than Annual Amendment ERA Report,Initial State ERA Report,Final State ERA Report, Final SEC ERA Report,Annual Updating Amendment Fiscal Year
1049617,"","","Y","","","","","","","",
1049621,"Y","","","","","","","","","",
1049622,"","","Y","","","","","","","",
1049625,"","","Y","","","","","","","",
1049626,"","","Y","","","","","","","",
1049628,"","","Y","","","","","","","",
1049629,"","","Y","","","","","","","",
1049630,"","Y","","","","","","","","",2016
1049631,"","","Y","","","","","","","",
1049635,"","","Y","","","","","","","",
1049636,"","","Y","","","","","","","",
1049640,"","","Y","","","","","","","",
1049641,"Y","","","","","","","","","",
1049642,"","","Y","","","","","","","",
1049643,"Y","","","","","","","","","",
1049650,"","","Y","","","","","","","",
1049657,"","","Y","","","","","","","",
1049660,"","","Y","","","","","","","",
1049661,"","","Y","","","","","","","",
1049662,"","","Y","","","","","","","",
1049671,"","","Y","","","","","","","",
1049672,"Y","","","Y","","","","","","",
1049673,"","","","","","","","","Y","Y",
1049674,"","","Y","","","","","","","",
1049675,"","","Y","","","","","","","",
1049676,"","","Y","","","","","","","",
1049677,"","","Y","","","","","","","",
1049679,"","","Y","","","","","","","",
1049681,"","","Y","","","","","","","",
1049683,"","","Y","","","","","","","",
1049686,"","","Y","","","","","","","",
1049689,"","","Y","","","","","","","",
1049692,"","","Y","","","","","","","",
1049695,"","","Y","","","","","","","",
1049696,"","","Y","","","","","","","",
1049697,"","Y","","","","","","","","",2016
1049701,"","","Y","","","","","","","",
1049702,"","","","Y","","","","","","",
1049705,"Y","","","","","","","","","",
1049711,"","","Y","","","","","","","",
1049712,"","","Y","","","","","","","",
1049714,"","","Y","","","","","","","",
1049716,"","","Y","","","","","","","",
1049721,"","","Y","","","","","","","",
1049723,"","","Y","","","","","","","",
1049724,"","","Y","","","","","","","",
1049728,"","","Y","","","","","","","",
1049735,"","","Y","","","","","","","",
1049736,"","","Y","","","","","","","",
1049737,"","","Y","","","","","","","",
1049740,"","","Y","","","","","","","",
1049749,"","","Y","","","","","","","",
1049750,"","","","","","","Y","","","",
1049752,"","","Y","","","","","","","",
1049755,"","","Y","","","","","","","",
1049757,"","","Y","","","","","","","",
1049759,"","","Y","","","","","","","",
1049761,"","","Y","","","","","","","",
1049762,"","","Y","","","","","","","",
1049765,"Y","","Y","","","","","","","",
1049772,"","","Y","","","","","","","",
1049774,"","","Y","","","","","","","",
1049775,"","","Y","","","","","","","",
1049779,"","","Y","","","","","","","",
1049780,"","","Y","","","","","","","",
1049784,"","","Y","","","","","","","",
1049787,"","","Y","","","","","","","",
1049790,"","","Y","","","","","","","",
1049792,"","","","","Y","","","Y","","",
1049795,"","","Y","","","","","","","",
1049804,"","Y","","","","","","","","",2016
1049806,"","","Y","","","","","","","",
1049807,"","","Y","","","","","","","",
1049814,"","","Y","","","","","","","",
1049816,"Y","","","","","","","","","",
1049818,"","","Y","","","","","","","",
1049819,"","","Y","","","","","","","",
1049822,"","Y","","","","","","","","",2016
1049823,"","","Y","","","","","","","",
1049827,"","","Y","","","","","","","",
1049828,"","","Y","","","","","","","",
1049830,"","","Y","","","","","","","",
1049831,"","","Y","","","","","","","",
1049832,"","","Y","","","","","","","",
1049836,"","","Y","","","","","","","",
1049842,"","","Y","","","","","","","",
1049843,"","","Y","","","","","","","",
1049845,"","","Y","","","","","","","",
1049846,"","","Y","","","","","","","",
1049847,"","","Y","","","","","","","",
1049848,"","","Y","","","","","","","",
1049852,"","","Y","","","","","","","",
1049854,"","","Y","","","","","","","",
1049855,"","","Y","","","","","","","",
1049856,"","","","","Y","","","","","",
1049857,"","","Y","","","","","","","",
1049859,"","","Y","","","","","","","",
1049861,"","","Y","","","","","","","",
1049862,"","","Y","","","","","","","",
1049863,"","","Y","","","","","","","",
1049869,"","","","","","","Y","","","",
1049870,"","","Y","","","","","","","",
1049871,"","","Y","","","","","","","",
1049873,"","","Y","","","","","","","",
1049876,"","","Y","","","","","","","",
1049879,"","","Y","","","","","","","",
1049881,"","","Y","","","","","","","",
1049892,"","","Y","","","","","","","",
1049893,"","","Y","","","","","","","",
1049901,"","","Y","","","","","","","",
1049903,"Y","","","","","","","","","",
1049906,"","","","","Y","","","","","",
1049910,"","","Y","","","","","","","",
1049914,"","","Y","","","","","","","",
1049918,"","","Y","","","","","","","",
1049920,"","","Y","","","","","","","",
1049926,"","","Y","","","","","","","",
1049935,"","","Y","","","","","","","",
1049936,"","","Y","","","","","","","",
1049938,"","","Y","","","","","","","",
1049944,"","","Y","","","","","","","",
1049945,"","","Y","","","","","","","",
1049946,"","","Y","","","","","","","",
1049948,"","","Y","","","","","","","",
1049949,"","","Y","","","","","","","",
1049958,"","","Y","","","","","","","",
1049962,"","","Y","","","","","","","",
1049968,"","","Y","","","","","","","",
1049970,"","Y","","","","","","","","",2016
1049971,"","","","","","","Y","","","",
1049973,"","","Y","","","","","","","",
1049974,"","","Y","","","","","","","",
1049976,"","","Y","","","","","","","",
1049981,"","","Y","","","","","","","",
1049984,"","","Y","","","","","","","",
1049986,"","","Y","","","","","","","",
1049988,"","","Y","","","","","","","",
1049992,"","Y","","","","","","","","",2016
1049997,"","","Y","","","","","","","",
1050003,"","","Y","","","","","","","",
1050006,"","","Y","","","","","","","",
1050007,"","","Y","","","","","","","",
1050010,"","","Y","","","","","","","",
1050011,"","","Y","","","","","","","",
1050012,"","","Y","","","","","","","",
1050017,"","","Y","","","","","","","",
1050021,"","","Y","","","","","","","",
1050022,"","","Y","","","","","","","",
1050029,"","","Y","","","","","","","",
1050034,"","","Y","","","","","","","",
1050038,"","","Y","","","","","","","",
1050039,"","","Y","","","","","","","",
1050044,"","","Y","","","","","","","",
1050050,"","","Y","","","","","","","",
1050051,"","","","","","Y","","","","",2016
1050052,"Y","","","","","","","","","",
1050057,"","","Y","","","","","","","",
1050058,"","","Y","","","","","","","",
1050059,"","","Y","","","","","","","",
1050060,"","","Y","","","","","","","",
1050061,"","","Y","","","","","","","",
1050062,"","","Y","","","","","","","",
1050065,"","","Y","","","","","","","",
1050066,"Y","","","","","","","","","Y",
1050068,"","","Y","","","","","","","",
1050073,"","","Y","","","","","","","",
1050074,"","","Y","","","","","","","",
1050075,"","","Y","","","","","","","",
1050076,"","","Y","","","","","","","",
1050077,"","","Y","","","","","","","",
1050081,"","","Y","","","","","","","",
1050082,"Y","","","","","","","","","",
1050083,"","","Y","","","","","","","",
1050084,"","","Y","","","","","","","",
1050087,"","","Y","","","","","","","",
1050088,"","","Y","","","","","","","",
1050090,"","","Y","","","","","","","",
1050091,"","","Y","","","","","","","",
1050093,"","","Y","","","","","","","",
1050094,"","","Y","","","","","","","",
1050095,"","","Y","","","","","","","",
1050096,"","","Y","","","","","","","",
1050097,"","","Y","","","","","","","",
1050104,"","","Y","","","","","","","",
1050108,"","","Y","","","","","","","",
1050109,"","","Y","","","","","","","",
1050112,"","","Y","","","","","","","",
1050115,"Y","","","","","","","","","",
1050124,"","","Y","","","","","","","",
1050126,"","","Y","","","","","","","",
1050127,"","","Y","","","","","","","",
1050130,"","","Y","","","","","","","",
1050131,"","","Y","","","","","","","",
1050140,"","","Y","","","","","","","",
1050143,"Y","","","","","","","","","",
1050144,"","","Y","","","","","","","",
1050145,"","","Y","","","","","","","",
1050149,"","","Y","","","","","","","",
1050152,"","","","","","","Y","","","",
1050153,"","","Y","","","","","","","",
1050154,"","","Y","","","","","","","",
1050159,"","","","","","","Y","","","",
1050164,"","","Y","","","","","","","",
1050165,"","","Y","","","","","","","",
1050169,"","","Y","","","","","","","",
1050173,"","","Y","","","","","","","",
1050175,"","","Y","","","","","","","",
1050180,"","","Y","","","","","","","",
1050184,"","","Y","","","","","","","",
1050187,"","","Y","","","","","","","",
1050191,"","","Y","","","","","","","",
1050192,"","","Y","","","","","","","",
1050193,"","","Y","","","","","","","",
1050194,"","","Y","","","","","","","",
1050195,"","","Y","","","","","","","",
1050196,"","","Y","","","","","","","",
1050198,"","","Y","","","","","","","",
1050199,"","","Y","","","","","","","",
1050200,"","","Y","","","","","","","",
1050201,"","","Y","","","","","","","",
1050203,"","","Y","","","","","","","",
1050205,"","","Y","","","","","","","",
1050209,"","","Y","","","","","","","",
1050213,"","","Y","","","","","","","",
1050214,"","","Y","","","","","","","",
1050216,"Y","","","","","","","","","",
1050219,"","","Y","","","","","","","",
1050226,"","","Y","","","","","","","",
1050229,"","","Y","","","","","","","",
1050232,"","","Y","","","","","","","",
1050233,"","","Y","","","","","","","",
1050244,"","","Y","","","","","","","",
1050248,"","","Y","","","","","","","",
1050251,"","","Y","","","","","","","",
1050253,"","","Y","","","","","","","",
1050254,"","","Y","","","","","","","",
1050255,"","","Y","","","","","","","",
1050256,"","","","","Y","","","","","",
1050257,"","","Y","","","","","","","",
1050260,"","","Y","","","","","","","",
1050261,"","","Y","","","","","","","",
1050262,"","","Y","","","","","","","",
1050265,"","","Y","","","","","","","",
1050267,"","","Y","","","","","","","",
1050268,"","","Y","","","","","","","",
1050269,"","","Y","","","","","","","",
1050272,"","","Y","","","","","","","",
1050274,"","Y","","","","","","","","",2016
1050280,"","","Y","","","","","","","",
1050284,"","","Y","","","","","","","",
1050285,"","","","","","","Y","","","",
1050287,"","","Y","","","","","","","",
1050297,"","","Y","","","","","","","",
1050298,"","","Y","","","","","","","",
1050300,"Y","","","","","","","","","",
1050302,"","","Y","","","","","","","",
1050312,"","","Y","","","","","","","",
1050315,"","","Y","","","","","","","",
1050316,"","","Y","","","","","","","",
1050323,"","","Y","","","","","","","",
1050324,"","","Y","","","","","","","",
1050329,"","","Y","","","","","","","",
1050332,"","","Y","","","","","","","",
1050336,"","","","","","","","","","Y",
1050337,"","","Y","","","","","","","",
1050338,"","","Y","","","","","","","",
1050339,"","","Y","","","","","","","",
1050342,"","","Y","","","","","","","",
1050347,"","","Y","","","","","","","",
1050356,"","","Y","","","","","","","",
1050361,"","","Y","","","","","","","",
1050368,"","","Y","","","","","","","",
1050370,"","","Y","","","","","","","",
1050371,"","","Y","","","","","","","",
1050373,"Y","","","","","","","","","",
1050374,"","","Y","","","","","","","",
1050375,"","","Y","","","","","","","",
1050380,"","","Y","","","","","","","",
1050382,"","","Y","","","","","","","",
1050388,"","","","","","","Y","","","",
1050392,"","","Y","","","","","","","",
1050393,"","","Y","","","","","","","",
1050396,"","","Y","","","","","","","",
1050397,"","","Y","","","","","","","",
1050400,"","","Y","","","","","","","",
1050409,"","","Y","","","","","","","",
1050410,"","","Y","","","","","","","",
1050414,"","","Y","","","","","","","",
1050420,"Y","","","","","","","","","",
1050423,"","","Y","","","","","","","",
1050424,"","","Y","","","","","","","",
1050425,"","","","Y","","","","","","",
1050427,"","","Y","","","","","","","",
1050432,"","","","","","","","","Y","Y",
1050433,"","Y","","","","","","","","",2016
1050437,"","","Y","","","","","","","",
1050444,"","","Y","","","","","","","",
1050449,"","","Y","","","","","","","",
1050452,"","","Y","","","","","","","",
1050456,"","","Y","","","","","","","",
1050460,"","","Y","","","","","","","",
1050461,"","","Y","","","","","","","",
1050463,"","","Y","","","","","","","",
1050464,"","","Y","","","","","","","",
1050465,"","","Y","","","","","","","",
1050466,"","","Y","","","","","","","",
1050469,"","","Y","","","","","","","",
1050472,"","","Y","","","","","","","",
1050473,"","","Y","","","","","","","",
1050474,"","","Y","","","","","","","",
1050475,"","","Y","","","","","","","",
1050477,"","","Y","","","","","","","",
1050478,"","","Y","","","","","","","",
1050480,"","","Y","","","","","","","",
1050490,"","","Y","","","","","","","",
1050493,"","","Y","","","","","","","",
1050494,"","","Y","","","","","","","",
1050496,"","","Y","","","","","","","",
1050510,"","","Y","","","","","","","",
1050514,"","","Y","","","","","","","",
1050520,"","","Y","","","","","","","",
1050521,"","","Y","","","","","","","",
1050523,"","","Y","","","","","","","",
1050524,"","","Y","","","","","","","",
1050529,"","","Y","","","","","","","",
1050533,"","","Y","","","","","","","",
1050537,"","","Y","","","","","","","",
1050539,"","","Y","","","","","","","",
1050543,"","","Y","","","","","","","",
1050546,"","","Y","","","","","","","",
1050547,"","","Y","","","","","","","",
1050548,"","","","","","","Y","","","",
1050553,"","","Y","","","","","","","",
1050555,"","","","","","","Y","","","",
1050560,"","","Y","","","","","","","",
1050561,"","","","","","","Y","","","",
1050563,"","","Y","","","","","","","",
1050565,"","","Y","","","","","","","",
1050568,"","","Y","","","","","","","",
1050571,"","","Y","","","","","","","",
1050575,"","","Y","","","","","","","",
1050579,"","","Y","","","","","","","",
1050589,"","","Y","","","","","","","",
1050591,"","","Y","","","","","","","",
1050592,"","","Y","","","","","","","",
1050594,"","","Y","","","","","","","",
1050596,"","","Y","","","","","","","",
1050603,"","","Y","","","","","","","",
1050610,"","","Y","","","","","","","",
1050611,"","","Y","","","","","","","",
1050612,"","","Y","","","","","","","",
1050614,"","","Y","","","","","","","",
1050615,"","","Y","","","","","","","",
1050617,"","","Y","","","","","","","",
1050618,"","","Y","","","","","","","",
1050620,"","","Y","","","","","","","",
1050621,"","","Y","","","","","","","",
1050622,"Y","","","","","","","","Y","Y",
1050623,"","","Y","","","","","","","",
1050626,"","","Y","","","","","","","",
1050628,"","","Y","","","","","","","",
1050629,"","","Y","","","","","","","",
1050631,"","","Y","","","","","","","",
1050633,"","","Y","","","","","","","",
1050640,"","","Y","","","","","","","",
1050641,"","","Y","","","","","","","",
1050642,"","","Y","","","","","","","",
1050644,"","","Y","","","","","","","",
1050645,"","","Y","","","","","","","",
1050650,"","","Y","","","","","","","",
1050655,"","","Y","","","","","","","",
1050659,"","","Y","","","","","","","",
1050662,"","","Y","","","","","","","",
1050667,"","","Y","","","","","","","",
1050676,"","","Y","","","","","","","",
1050680,"","","Y","","","","","","","",
1050682,"","","Y","","","","","","","",
1050684,"","","Y","","","","","","","",
1050685,"","","Y","","","","","","","",
1050690,"","","Y","","","","","","","",
1050692,"","","Y","","","","","","","",
1050694,"","","Y","","","","","","","",
1050695,"","","Y","","","","","","","",
1050696,"","","Y","","","","","","","",
1050697,"","","Y","","","","","","","",
1050707,"","","Y","","","","","","","",
1050709,"","","Y","","","","","","","",
1050716,"","","Y","","","","","","","",
1050720,"","","Y","","","","","","","",
1050726,"","","Y","","","","","","","",
1050732,"","","Y","","","","","","","",
1050741,"Y","","","","","","","","","",
1050742,"","","Y","","","","","","","",
1050744,"","","Y","","","","","","","",
1050745,"","","Y","","","","","","","",
1050750,"Y","","","","","","","","","",
1050753,"","","Y","","","","","","","",
1050755,"","","Y","","","","","","","",
1050758,"","","Y","","","","","","","",
1050760,"","","Y","","","","","","","",
1050765,"","","Y","","","","","","","",
1050766,"","","Y","","","","","","","",
1050767,"","","Y","","","","","","","",
1050768,"","","Y","","","","","","","",
1050769,"","","Y","","","","","","","",
1050770,"","","","","","","Y","","","",
1050771,"","","","","Y","","","","","",
1050772,"","","Y","","","","","","","",
1050773,"","Y","","","","","","","","",2016
1050774,"","","Y","","","","","","","",
1050790,"","","Y","","","","","","","",
1050796,"","","","Y","","","","","","",
1050800,"","","Y","","","","","","","",
1050812,"","","Y","","","","","","","",
1050819,"","","Y","","","","","","","",
1050825,"","","Y","","","","","","","",
1050830,"","","Y","","","","","","","",
1050839,"","","Y","","","","","","","",
1050841,"","","Y","","","","","","","",
1050843,"","","","","","Y","","","","",2016
1050844,"","","Y","","","","","","","",
1050845,"","","Y","","","","","","","",
1050846,"","","","","Y","","","","","",
1050849,"","","Y","","","","","","","",
1050850,"","","Y","","","","","","","",
1050854,"","","Y","","","","","","","",
1050857,"","","Y","","","","","","","",
1050858,"","","Y","","","","","","","",
1050859,"","","Y","","","","","","","",
1050865,"","","Y","","","","","","","",
1050869,"","","Y","","","","","","","",
1050872,"","","Y","","","","","","","",
1050875,"","","Y","","","","","","","",
1050877,"","","Y","","","","","","","",
1050878,"","","Y","","","","","","","",
1050881,"","","Y","","","","","","","",
1050884,"","","Y","","","","","","","",
1050888,"","","Y","","","","","","","",
1050892,"","","Y","","","","","","","",
1050895,"","","Y","","","","","","","",
1050897,"","","Y","","","","","","","",
1050899,"","","Y","","","","","","","",
1050905,"","","Y","","","","","","","",
1050907,"","","Y","","","","","","","",
1050912,"","","Y","","","","","","","",
1050914,"","Y","","","","","","","","",2016
1050916,"","","Y","","","","","","","",
1050923,"","","Y","","","","","","","",
1050927,"","","Y","","","","","","","",
1050931,"","","Y","","","","","","","",
1050933,"","","Y","","","","","","","",
1050934,"","","Y","","","","","","","",
1050942,"","","","","Y","","","Y","","",
1050943,"","","Y","","","","","","","",
1050947,"","","Y","","","","","","","",
1050950,"","","","","Y","","","","","",
1050951,"","","Y","","","","","","","",
1050955,"","","Y","","","","","","","",
1050959,"","","Y","","","","","","","",
1050963,"","","Y","","","","","","","",
1050965,"","","Y","","","","","","","",
1050966,"","","Y","","","","","","","",
1050969,"Y","","","","","","","","","",
1050972,"","","Y","","","","","","","",
1050975,"","","Y","","","","","","","",
1050988,"","","Y","","","","","","","",
1050989,"","","Y","","","","","","","",
1050990,"","","Y","","","","","","","",
1050999,"","","Y","","","","","","","",
1051006,"","","Y","","","","","","","",
1051007,"","","Y","","","","","","","",
1051011,"","","Y","","","","","","","",
1051015,"","","Y","","","","","","","",
1051018,"","","Y","","","","","","","",
1051024,"","","Y","","","","","","","",
1051033,"","","Y","","","","","","","",
1051035,"","","Y","","","","","","","",
1051038,"","Y","","","","","","","","",2016
1051040,"","","Y","","","","","","","",
1051044,"","","Y","","","","","","","",
1051046,"","","Y","","","","","","","",
1051048,"","","Y","","","","","","","",
1051049,"","","Y","","","","","","","",
1051050,"","","Y","","","","","","","",
1051051,"Y","","","","","","","","","",
1051053,"","","Y","","","","","","","",
1051063,"","","Y","","","","","","","",
1051072,"","","Y","","","","","","","",
1051074,"","","Y","","","","","","","",
1051090,"","","Y","","","","","","","",
1051100,"","","","","","Y","","","","",2016
1051105,"Y","","","","","","","","","",
1051107,"","","Y","","","","","","","",
1051108,"","","","","","","Y","","","",
1051113,"","","","","Y","","","","","",
1051114,"","","Y","","","","","","","",
1051117,"","","Y","","","","","","","",
1051118,"","","Y","","","","","","","",
1051119,"","","Y","","","","","","","",
1051121,"","","Y","","","","","","","",
1051128,"","","Y","","","","","","","",
1051135,"","","Y","","","","","","","",
1051136,"","","Y","","","","","","","",
1051143,"","","","","","","Y","","","",
1051145,"","","Y","","","","","","","",
1051146,"","","Y","","","","","","","",
1051147,"","","Y","","","","","","","",
1051148,"","Y","","","","","","","","",2016
1051149,"","","Y","","","","","","","",
1051150,"","","Y","","","","","","","",
1051154,"","","Y","","","","","","","",
1051157,"","","Y","","","","","","","",
1051161,"","","Y","","","","","","","",
1051163,"","","Y","","","","","","","",
1051167,"","","Y","","","","","","","",
1051170,"","","","","Y","","","","","",
1051171,"","","Y","","","","","","","",
1051173,"","","Y","","","","","","","",
1051174,"","","Y","","","","","","","",
1051176,"","","Y","","","","","","","",
1051181,"","","Y","","","","","","","",
1051190,"","","Y","","","","","","","",
1051192,"","","Y","","","","","","","",
1051200,"","","Y","","","","","","","",
1051201,"","","Y","","","","","","","",
1051204,"Y","","","","","","","","","",
1051205,"","","Y","","","","","","","",
1051206,"","","Y","","","","","","","",
1051208,"","","Y","","","","","","","",
1051211,"","","Y","","","","","","","",
1051213,"","","Y","","","","","","","",
1051216,"","","Y","","","","","","","",
1051217,"Y","","","","","","","","","",
1051220,"","","","","Y","","","","","",
1051222,"","","Y","","","","","","","",
1051223,"","","Y","","","","","","","",
1051226,"","","Y","","","","","","","",
1051228,"","Y","","","","","","","","",2016
1051229,"","","Y","","","","","","","",
1051231,"","","Y","","","","","","","",
1051233,"","","Y","","","","","","","",
1051235,"","","Y","","","","","","","",
1051239,"","","Y","","","","","","","",
1051241,"","","Y","","","","","","","",
1051249,"","","Y","","","","","","","",
1051251,"","","Y","","","","","","","",
1051253,"","","Y","","","","","","","",
1051254,"","","Y","","","","","","","",
1051255,"","","Y","","","","","","","",
1051258,"","","Y","","","","","","","",
1051260,"","","Y","","","","","","","",
1051267,"","","Y","","","","","","","",
1051270,"","","Y","","","","","","","",
1051277,"","","Y","","","","","","","",
1051279,"","","Y","","","","","","","",
1051283,"","","Y","","","","","","","",
1051284,"","","Y","","","","","","","",
1051286,"","","Y","","","","","","","",
1051287,"","","Y","","","","","","","",
1051289,"","","Y","","","","","","","",
1051290,"","","Y","","","","","","","",
1051294,"","","Y","","","","","","","",
1051300,"","Y","","","","","","","","",2016
1051301,"","","Y","","","","","","","",
1051304,"","","Y","","","","","","","",
1051311,"","","Y","","","","","","","",
1051317,"","","Y","","","","","","","",
1051318,"","","Y","","","","","","","",
1051326,"","","Y","","","","","","","",
1051327,"","","Y","","","","","","","",
1051328,"","","","","Y","","","","","",
1051330,"","","Y","","","","","","","",
1051331,"","","Y","","","","","","","",
1051337,"","","Y","","","","","","","",
1051338,"","","Y","","","","","","","",
1051342,"","","Y","","","","","","","",
1051344,"","","Y","","","","","","","",
1051351,"","","Y","","","","","","","",
1051352,"","","Y","","","","","","","",
1051354,"","","Y","","","","","","","",
1051357,"","","Y","","","","","","","",
1051370,"","","Y","","","","","","","",
1051372,"","","Y","","","","","","","",
1051374,"","","Y","","","","","","","",
1051381,"","","Y","","","","","","","",
1051386,"","","Y","","","","","","","",
1051387,"Y","","","","","","","","","",
1051388,"","","Y","","","","","","","",
1051389,"","","Y","","","","","","","",
1051391,"","","Y","","","","","","","",
1051395,"","","Y","","","","","","","",
1051400,"Y","","","","","","","","","",
1051405,"","","Y","","","","","","","",
1051406,"","","","","","","Y","","","",
1051407,"","","Y","","","","","","","",
1051410,"","","Y","","","","","","","",
1051413,"","","Y","","","","","","","",
1051415,"","","Y","","","","","","","",
1051422,"","","Y","","","","","","","",
1051423,"","","Y","","","","","","","",
1051426,"","","Y","","","","","","","",
1051427,"","","Y","","","","","","","",
1051432,"","","Y","","","","","","","",
1051435,"Y","","","","","","","","","",
1051437,"","","Y","","","","","","","",
1051439,"","","Y","","","","","","","",
1051444,"","Y","","","","","","","","",2016
1051451,"","","Y","","","","","","","",
1051452,"","","Y","","","","","","","",
1051458,"","","","","","","Y","","","",
1051460,"","","Y","","","","","","","",
1051461,"","","Y","","","","","","","",
1051463,"","","Y","","","","","","","",
1051465,"","","Y","","","","","","","",
1051469,"Y","","","","","","","","","",
1051472,"","","Y","","","","","","","",
1051473,"","","Y","","","","","","","",
1051475,"","","Y","","","","","","","",
1051480,"","","Y","","","","","","","",
1051482,"","","Y","","","","","","","",
1051483,"","","Y","","","","","","","",
1051486,"","","Y","","","","","","","",
1051489,"","","Y","","","","","","","",
1051495,"","","Y","","","","","","","",
1051498,"","","Y","","","","","","","",
1051505,"","","Y","","","","","","","",
1051507,"","","Y","","","","","","","",
1051509,"","","","","","","Y","","","",
1051513,"","","Y","","","","","","","",
1051520,"","","Y","","","","","","","",
1051529,"","","Y","","","","","","","",
1051531,"","","Y","","","","","","","",
1051532,"","","Y","","","","","","","",
1051536,"","","Y","","","","","","","",
1051542,"","","Y","","","","","","","",
1051545,"","","Y","","","","","","","",
1051551,"","","Y","","","","","","","",
1051566,"","","Y","","","","","","","",
1051567,"","Y","","","","","","","","",2016
1051571,"","","Y","","","","","","","",
1051582,"","","Y","","","","","","","",
1051583,"","","Y","","","","","","","",
1051584,"","","Y","","","","","","","",
1051589,"","","Y","","","","","","","",
1051590,"","Y","","","","","","","","",2016
1051591,"","","Y","","","","","","","",
1051592,"","","Y","","","","","","","",
1051594,"","","Y","","","","","","","",
1051602,"","","Y","","","","","","","",
1051605,"","","Y","","","","","","","",
1051630,"","","Y","","","","","","","",
1051632,"","","Y","","","","","","","",
1051633,"","","Y","","","","","","","",
1051634,"","","Y","","","","","","","",
1051637,"","","Y","","","","","","","",
1051639,"","","Y","","","","","","","",
1051642,"","","Y","","","","","","","",
1051645,"","","Y","","","","","","","",
1051646,"","","Y","","","","","","","",
1051649,"","","Y","","","","","","","",
1051650,"","","Y","","","","","","","",
1051653,"","","Y","","","","","","","",
1051656,"","","Y","","","","","","","",
1051657,"","","Y","","","","","","","",
1051658,"","","Y","","","","","","","",
1051660,"","","Y","","","","","","","",
1051661,"","","Y","","","","","","","",
1051666,"","","Y","","","","","","","",
1051667,"","","Y","","","","","","","",
1051668,"","","Y","","","","","","","",
1051669,"","","","","","Y","","","","",2016
1051673,"","","Y","","","","","","","",
1051678,"","","Y","","","","","","","",
1051679,"","","Y","","","","","","","",
1051680,"","","Y","","","","","","","",
1051681,"Y","","","","","","","","","",
1051683,"","","Y","","","","","","","",
1051685,"","","Y","","","","","","","",
1051686,"","","Y","","","","","","","",
1051689,"","","Y","","","","","","","",
1051691,"","","Y","","","","","","","",
1051692,"","","Y","","","","","","","",
1051695,"","","Y","","","","","","","",
1051696,"","","Y","","","","","","","",
1051699,"","Y","","","","","","","","",2016
1051701,"","","Y","","","","","","","",
1051703,"","","Y","","","","","","","",
1051704,"","","Y","","","","","","","",
1051706,"","","Y","","","","","","","",
1051708,"","","Y","","","","","","","",
1051711,"","","Y","","","","","","","",
1051713,"","","Y","","","","","","","",
1051715,"","","Y","","","","","","","",
1051721,"","","Y","","","","","","","",
1051727,"","","Y","","","","","","","",
1051732,"","","Y","","","","","","","",
1051734,"","","Y","","","","","","","",
1051740,"","","Y","","","","","","","",
1051742,"","","Y","","","","","","","",
1051743,"","","Y","","","","","","","",
1051744,"","","Y","","","","","","","",
1051746,"","","Y","","","","","","","",
1051749,"","","Y","","","","","","","",
1051763,"","","Y","","","","","","","",
1051764,"","","Y","","","","","","","",
1051771,"","","Y","","","","","","","",
1051773,"","","Y","","","","","","","",
1051778,"","","Y","","","","","","","",
1051779,"","Y","","","","","","","","",2016
1051782,"","","Y","","","","","","","",
1051783,"","","Y","","","","","","","",
1051793,"","","Y","","","","","","","",
1051794,"","","Y","","","","","","","",
1051795,"","","Y","","","","","","","",
1051798,"","","Y","","","","","","","",
1051799,"","","Y","","","","","","","",
1051802,"","","Y","","","","","","","",
1051808,"","","Y","","","","","","","",
1051812,"","","Y","","","","","","","",
1051813,"","","Y","","","","","","","",
1051815,"","","Y","","","","","","","",
1051818,"","","Y","","","","","","","",
1051821,"","","Y","","","","","","","",
1051823,"","","Y","","","","","","","",
1051830,"","","Y","","","","","","","",
1051833,"","","Y","","","","","","","",
1051835,"","","Y","","","","","","","",
1051839,"","","Y","","","","","","","",
1051848,"","","Y","","","","","","","",
1051850,"","","","","","","","","","Y",
1051855,"","","Y","","","","","","","",
1051857,"","","Y","","","","","","","",
1051871,"","","Y","","","","","","","",
1051873,"","","Y","","","","","","","",
1051881,"","","Y","","","","","","","",
1051884,"","","Y","","","","","","","",
1051885,"","","Y","","","","","","","",
1051886,"","","Y","","","","","","","",
1051888,"","","Y","","","","","","","",
1051890,"","","Y","","","","","","","",
1051894,"","","Y","","","","","","","",
1051895,"","","Y","","","","","","","",
1051897,"","","Y","","","","","","","",
1051899,"","","","","","","Y","","","",
1051902,"","","Y","","","","","","","",
1051903,"","","Y","","","","","","","",
1051904,"","","Y","","","","","","","",
1051913,"","","Y","","","","","","","",
1051920,"","","Y","","","","","","","",
1051923,"","","Y","","","","","","","",
1051925,"","","Y","","","","","","","",
1051926,"","","Y","","","","","","","",
1051934,"","","Y","","","","","","","",
1051937,"","","Y","","","","","","","",
1051938,"","","","","","Y","","","","",2016
1051954,"","","","","","","Y","","","",
1051955,"","","Y","","","","","","","",
1051959,"","Y","","","","","","","","",2016
1051960,"","","Y","","","","","","","",
1051962,"","Y","","","","","","","","",2016
1051963,"","","Y","","","","","","","",
1051964,"","","Y","","","","","","","",
1051966,"","","Y","","","","","","","",
1051967,"","","Y","","","","","","","",
