FilingID,Initial SEC Registration Request,Annual Updating Amendment for Registered Adviser,Other-Than Anual Amendment For Registered Adviser,Initial State Registration Request,Initial SEC ERA Report,Annual Updating Amendment ERA Report,Other-Than Annual Amendment ERA Report,Initial State ERA Report,Final State ERA Report, Final SEC ERA Report,Annual Updating Amendment Fiscal Year
1045973,"Y","","","","","","","","","",
1045974,"","","Y","","","","","","","",
1045978,"","","Y","","","","","","","",
1045982,"","","Y","","","","","","","",
1045984,"","","Y","","","","","","","",
1045986,"Y","","","","","","","","","",
1045987,"","","Y","","","","","","","",
1045988,"","","Y","","","","","","","",
1045989,"","","Y","","","","","","","",
1045990,"","","Y","","","","","","","",
1045995,"","","Y","","","","","","","",
1045999,"","","Y","","","","","","","",
1046001,"","","Y","","","","","","","",
1046007,"","","Y","","","","","","","",
1046011,"","","Y","","","","","","","",
1046013,"","","Y","","","","","","","",
1046014,"","","Y","","","","","","","",
1046015,"","","Y","","","","","","","",
1046021,"","","Y","","","","","","","",
1046023,"","","Y","","","","","","","",
1046024,"","","","","","","Y","","","",
1046027,"","","Y","","","","","","","",
1046031,"","","","","Y","","","","","",
1046033,"","","Y","","","","","","","",
1046034,"","","","","","","Y","","","",
1046036,"","","Y","","","","","","","",
1046037,"","","","","Y","","","","","",
1046040,"","","","","Y","","","","","",
1046042,"","","Y","","","","","","","",
1046044,"","","Y","","","","","","","",
1046048,"","","","Y","","","","","","",
1046049,"","","Y","","","","","","","",
1046051,"","","Y","","","","","","","",
1046053,"","","Y","","","","","","","",
1046054,"","","Y","","","","","","","",
1046058,"","","Y","","","","","","","",
1046062,"","","Y","","","","","","","",
1046063,"","","Y","","","","","","","",
1046064,"","","Y","","","","","","","",
1046073,"","","Y","","","","","","","",
1046074,"","","Y","","","","","","","",
1046075,"","","Y","","","","","","","",
1046078,"","","Y","","","","","","","",
1046080,"","","Y","","","","","","","",
1046081,"","","Y","","","","","","","",
1046082,"","","Y","","","","","","","",
1046084,"","","Y","","","","","","","",
1046086,"","","Y","","","","","","","",
1046087,"Y","","","","","","","","","",
1046091,"","","Y","","","","","","","",
1046095,"","","Y","","","","","","","",
1046098,"","","Y","","","","","","","",
1046101,"Y","","","","","","","","","",
1046102,"","","Y","","","","","","","",
1046103,"","","Y","","","","","","","",
1046104,"","","Y","","","","","","","",
1046106,"","","Y","","","","","","","",
1046107,"","","Y","","","","","","","",
1046109,"","","Y","","","","","","","",
1046113,"","","","","","","Y","","","",
1046114,"","","Y","","","","","","","",
1046116,"","","Y","","","","","","","",
1046125,"","","Y","","","","","","","",
1046127,"Y","","","","","","","","","",
1046128,"","","Y","","","","","","","",
1046129,"","","Y","","","","","","","",
1046130,"","","","","Y","","","","Y","",
1046132,"","","","","","","Y","","","",
1046134,"","","Y","","","","","","","",
1046137,"","","Y","","","","","","","",
1046138,"","","Y","","","","","","","",
1046139,"","","Y","","","","","","","",
1046140,"","","Y","","","","","","","",
1046148,"","","Y","","","","","","","",
1046149,"","","Y","","","","","","","",
1046156,"","","Y","","","","","","","",
1046158,"","","Y","","","","","","","",
1046160,"","","Y","","","","","","","",
1046161,"","","Y","","","","","","","",
1046162,"","","Y","","","","","","","",
1046167,"","","Y","","","","","","","",
1046168,"","","Y","","","","","","","",
1046171,"","","Y","","","","","","","",
1046173,"","","Y","","","","","","","",
1046177,"","","Y","","","","","","","",
1046180,"","","Y","","","","","","","",
1046181,"","","Y","","","","","","","",
1046182,"","","Y","","","","","","","",
1046187,"Y","","","","","","","","","",
1046188,"","","Y","","","","","","","",
1046200,"","","Y","","","","","","","",
1046203,"","","Y","","","","","","","",
1046204,"","","Y","","","","","","","",
1046206,"","","Y","","","","","","","",
1046207,"","","Y","","","","","","","",
1046208,"","","Y","","","","","","","",
1046210,"","","Y","","","","","","","",
1046211,"","","Y","","","","","","","",
1046212,"","","Y","","","","","","","",
1046213,"","","Y","","","","","","","",
1046214,"","","Y","","","","","","","",
1046215,"","","Y","","","","","","","",
1046217,"","","Y","","","","","","","",
1046222,"","","Y","","","","","","","",
1046225,"","","Y","","","","","","","",
1046226,"","","Y","","","","","","","",
1046227,"","","Y","","","","","","","",
1046228,"","","Y","","","","","","","",
1046231,"","","Y","","","","","","","",
1046234,"","","Y","","","","","","","",
1046236,"Y","","","","","","","","","",
1046238,"","","Y","","","","","","","",
1046245,"","","Y","","","","","","","",
1046246,"","","Y","","","","","","","",
1046247,"","","Y","","","","","","","",
1046249,"","","Y","","","","","","","",
1046250,"","","","","","","Y","","","",
1046251,"","","Y","","","","","","","",
1046260,"","","","","Y","","","","","",
1046263,"","Y","","","","","","","","",2016
1046273,"","","","","Y","","","","","",
1046277,"","","Y","","","","","","","",
1046278,"","","Y","","","","","","","",
1046282,"","","Y","","","","","","","",
1046285,"","","Y","","","","","","","",
1046288,"","","Y","","","","","","","",
1046289,"","","Y","","","","","","","",
1046290,"","","Y","","","","","","","",
1046292,"","","","","","","Y","","","",
1046294,"","","Y","","","","","","","",
1046300,"","","Y","","","","","","","",
1046302,"","","Y","","","","","","","",
1046318,"","","Y","","","","","","","",
1046319,"","","Y","","","","","","","",
1046323,"","","Y","","","","","","","",
1046324,"","","Y","","","","","","","",
1046326,"","","Y","","","","","","","",
1046328,"","","Y","","","","","","","",
1046329,"","","Y","","","","","","","",
1046330,"","","Y","","","","","","","",
1046337,"","Y","","","","","","","","",2016
1046339,"","","Y","","","","","","","",
1046343,"","","Y","","","","","","","",
1046348,"","","Y","","","","","","","",
1046353,"","","","","Y","","","Y","","",
1046356,"","","Y","","","","","","","",
1046366,"","","Y","","","","","","","",
1046367,"","","Y","","","","","","","",
1046371,"","","Y","","","","","","","",
1046372,"","","Y","","","","","","","",
1046375,"","","Y","","","","","","","",
1046376,"","","Y","","","","","","","",
1046377,"","","Y","","","","","","","",
1046378,"","","Y","","","","","","","",
1046379,"","","Y","","","","","","","",
1046380,"","","Y","","","","","","","",
1046382,"","","Y","","","","","","","",
1046389,"","","Y","","","","","","","",
1046393,"","","Y","","","","","","","",
1046396,"","","Y","","","","","","","",
1046398,"","","Y","","","","","","","",
1046403,"","","","","","","Y","","","",
1046404,"","","Y","","","","","","","",
1046407,"","","Y","","","","","","","",
1046412,"","","Y","","","","","","","",
1046414,"","","Y","","","","","","","",
1046416,"Y","","","","","","","","","",
1046418,"","","Y","","","","","","","",
1046419,"","","Y","","","","","","","",
1046421,"","","Y","","","","","","","",
1046423,"","","Y","","","","","","","",
1046425,"","","Y","","","","","","","",
1046426,"","","Y","","","","","","","",
1046427,"","","Y","","","","","","","",
1046428,"","","Y","","","","","","","",
1046429,"","","Y","","","","","","","",
1046430,"","","Y","","","","","","","",
1046433,"","","Y","","","","","","","",
1046442,"","","Y","","","","","","","",
1046445,"","","Y","","","","","","","",
1046448,"","","Y","","","","","","","",
1046449,"","","Y","","","","","","","",
1046452,"","","Y","","","","","","","",
1046457,"Y","","","","","","","","","",
1046459,"","","Y","","","","","","","",
1046467,"","","Y","","","","","","","",
1046468,"","","","","Y","","","","","",
1046472,"","","Y","","","","","","","",
1046475,"","","","","Y","","","","","",
1046487,"","","","","Y","","","Y","","",
1046497,"","","Y","","","","","","","",
1046502,"","","Y","","","","","","","",
1046503,"","","","","Y","","","","","",
1046506,"","","Y","","","","","","","",
1046511,"","","Y","","","","","","","",
1046516,"","","Y","","","","","","","",
1046519,"","","Y","","","","","","","",
1046521,"","","Y","","","","","","","",
1046522,"","","Y","","","","","","","",
1046524,"","","Y","","","","","","","",
1046525,"","","Y","","","","","","","",
1046527,"","","Y","","","","","","","",
1046528,"","","","","","","Y","","","",
1046529,"","","Y","","","","","","","",
1046530,"","","Y","","","","","","","",
1046537,"","","Y","","","","","","","",
1046538,"","","Y","","","","","","","",
1046539,"","","Y","","","","","","","",
1046540,"","","Y","","","","","","","",
1046543,"","","Y","","","","","","","",
1046544,"","","Y","","","","","","","",
1046545,"","","Y","","","","","","","",
1046546,"","","Y","","","","","","","",
1046547,"","","Y","","","","","","","",
1046548,"","","Y","","","","","","","",
1046552,"","","Y","","","","","","","",
1046555,"","","Y","","","","","","","",
1046557,"","","Y","","","","","","","",
1046565,"","","Y","","","","","","","",
1046572,"","","Y","","","","","","","",
1046573,"Y","","","","","","","","","",
1046576,"","","Y","","","","","","","",
1046578,"","","Y","","","","","","","",
1046579,"","","Y","","","","","","","",
1046583,"","","Y","","","","","","","",
1046585,"Y","","","","","","","","","",
1046586,"","","Y","","","","","","","",
1046587,"","","Y","","","","","","","",
1046588,"Y","","","","","","","","","",
1046592,"","","Y","","","","","","","",
1046598,"","","Y","","","","","","","",
1046609,"","","Y","","","","","","","",
1046612,"","","Y","","","","","","","",
1046613,"","","Y","","","","","","","",
1046614,"Y","","","","","","","","","",
1046621,"","Y","","","","","","","","",2016
1046625,"","","Y","","","","","","","",
1046632,"","","Y","","","","","","","",
1046636,"","","Y","","","","","","","",
1046637,"","","Y","","","","","","","",
1046638,"","","","","Y","","","","","",
1046639,"","","Y","","","","","","","",
1046640,"","","Y","","","","","","","",
1046642,"","","Y","","","","","","","",
1046645,"","","Y","","","","","","","",
1046646,"","","Y","","","","","","","",
1046651,"","","","","","","Y","","","",
1046652,"","","Y","","","","","","","",
1046656,"","","Y","","","","","","","",
1046666,"","","Y","","","","","","","",
1046670,"","","Y","","","","","","","",
1046672,"","","Y","","","","","","","",
1046676,"Y","","","","","","","","","",
1046678,"","","Y","","","","","","","",
1046681,"","","Y","","","","","","","",
1046683,"","","Y","","","","","","","",
1046686,"","","Y","","","","","","","",
1046687,"","","Y","","","","","","","",
1046688,"","","Y","","","","","","","",
1046692,"","","Y","","","","","","","",
1046697,"","","","","","","Y","","","",
1046698,"","","","","","","Y","","","",
1046699,"","","","","","","Y","","","",
1046701,"","","Y","","","","","","","",
1046704,"","","Y","","","","","","","",
1046706,"","","Y","","","","","","","",
1046710,"","","Y","","","","","","","",
1046713,"","","Y","","","","","","","",
1046716,"","","Y","","","","","","","",
1046717,"","","Y","","","","","","","",
1046719,"","","Y","","","","","","","",
1046722,"","","Y","","","","","","","",
1046726,"Y","","","","","","","","","",
1046729,"","","Y","","","","","","","",
1046732,"","","Y","","","","","","","",
1046734,"","","Y","","","","","","","",
1046736,"","","Y","","","","","","","",
1046739,"","","Y","","","","","","","",
1046741,"","","Y","","","","","","","",
1046742,"","","","","","","Y","","","",
1046744,"","","Y","","","","","","","",
1046745,"","","Y","","","","","","","",
1046746,"","","Y","","","","","","","",
1046747,"","","","","","","Y","","","",
1046748,"","Y","","","","","","","","",2016
1046750,"","","Y","","","","","","","",
1046751,"","","Y","","","","","","","",
1046754,"Y","","","","","","","","","",
1046755,"","","Y","","","","","","","",
1046761,"","","Y","","","","","","","",
1046767,"","","Y","","","","","","","",
1046770,"","","Y","","","","","","","",
1046772,"","","Y","","","","","","","",
1046773,"","","Y","","","","","","","",
1046780,"","","","","Y","","","","","",
1046783,"","","Y","","","","","","","",
1046784,"","","Y","","","","","","","",
1046785,"","","Y","","","","","","","",
1046793,"","","Y","","","","","","","",
1046794,"","","Y","","","","","","","",
1046799,"Y","","","","","","","","","",
1046806,"","","Y","","","","","","","",
1046807,"","","Y","","","","","","","",
1046809,"","","Y","","","","","","","",
1046810,"","","Y","","","","","","","",
1046812,"","","Y","","","","","","","",
1046820,"","","Y","","","","","","","",
1046825,"","","Y","","","","","","","",
1046827,"","","Y","","","","","","","",
1046838,"","","Y","","","","","","","",
1046839,"","","Y","","","","","","","",
1046840,"","","Y","","","","","","","",
1046843,"","","Y","","","","","","","",
1046844,"","","Y","","","","","","","",
1046845,"","","Y","","","","","","","",
1046852,"","Y","","","","","","","","",2016
1046853,"","","Y","","","","","","","",
1046854,"","","Y","","","","","","","",
1046857,"","","Y","","","","","","","",
1046858,"","","Y","","","","","","","",
1046859,"","","Y","","","","","","","",
1046861,"","","Y","","","","","","","",
1046863,"","","","","Y","","","","","",
1046865,"","","Y","","","","","","","",
1046870,"","","Y","","","","","","","",
1046874,"","","","Y","","","","","","",
1046875,"","","","Y","","","","","","",
1046877,"","","Y","","","","","","","",
1046878,"","","Y","","","","","","","",
1046880,"","","Y","","","","","","","",
1046882,"","","Y","","","","","","","",
1046884,"","","Y","","","","","","","",
1046887,"","","Y","","","","","","","",
1046888,"","","Y","","","","","","","",
1046893,"","","Y","","","","","","","",
1046897,"","","Y","","","","","","","",
1046898,"","","Y","","","","","","","",
1046900,"","","Y","","","","","","","",
1046909,"","","Y","","","","","","","",
1046910,"","","Y","","","","","","","",
1046912,"","","Y","","","","","","","",
1046917,"","","Y","","","","","","","",
1046921,"","","Y","","","","","","","",
1046922,"","","Y","","","","","","","",
1046923,"","","Y","","","","","","","",
1046926,"","","Y","","","","","","","",
1046929,"","","Y","","","","","","","",
1046930,"","","Y","","","","","","","",
1046938,"","","Y","","","","","","","",
1046939,"","","Y","","","","","","","",
1046941,"Y","","","","","","","","","",
1046942,"","","Y","","","","","","","",
1046943,"","","Y","","","","","","","",
1046944,"","","Y","","","","","","","",
1046947,"","","Y","","","","","","","",
1046949,"","","Y","","","","","","","",
1046953,"","","Y","","","","","","","",
1046954,"","","Y","","","","","","","",
1046957,"","","Y","","","","","","","",
1046958,"","","Y","","","","","","","",
1046961,"","","Y","","","","","","","",
1046962,"","","Y","","","","","","","",
1046964,"","","","","","","Y","","","",
1046965,"","","Y","","","","","","","",
1046966,"","","Y","","","","","","","",
1046970,"","","Y","","","","","","","",
1046971,"","","","","Y","","","","","",
1046972,"Y","","","","","","","","","",
1046974,"","","Y","","","","","","","",
1046979,"Y","","","","","","","","","",
1046983,"","","Y","","","","","","","",
1046988,"","","Y","","","","","","","",
1047003,"","","","","","","","","","Y",
1047009,"","","Y","","","","","","","",
1047011,"","","Y","","","","","","","",
1047013,"","","Y","","","","","","","",
1047015,"","","Y","","","","","","","",
1047016,"","","Y","","","","","","","",
1047017,"","","Y","","","","","","","",
1047018,"","","Y","","","","","","","",
1047020,"","","Y","","","","","","","",
1047026,"","","Y","","","","","","","",
1047027,"","","Y","","","","","","","",
1047030,"","","Y","","","","","","","",
1047031,"","","Y","","","","","","","",
1047032,"","","Y","","","","","","","",
1047035,"","","Y","","","","","","","",
1047036,"","","Y","","","","","","","",
1047039,"","","Y","","","","","","","",
1047040,"","","","","","","Y","","","",
1047044,"","","Y","","","","","","","",
1047046,"Y","","","","","","","","","",
1047049,"","","","","","Y","","","","",2016
1047057,"","","Y","","","","","","","",
1047063,"","","Y","","","","","","","",
1047064,"","","Y","","","","","","","",
1047066,"","","Y","","","","","","","",
1047071,"","","Y","","","","","","","",
1047072,"Y","","","","","","","","Y","Y",
1047074,"","","Y","","","","","","","",
1047078,"","","Y","","","","","","","",
1047079,"","","Y","","","","","","","",
1047081,"","","Y","","","","","","","",
1047082,"","","Y","","","","","","","",
1047086,"","","Y","","","","","","","",
1047093,"","","Y","","","","","","","",
1047095,"","","Y","","","","","","","",
1047099,"","Y","","","","","","","","",2016
1047102,"","","Y","","","","","","","",
1047106,"","","Y","","","","","","","",
1047109,"","","Y","","","","","","","",
1047111,"","","","","Y","","","","","",
1047112,"","","Y","","","","","","","",
1047114,"","","Y","","","","","","","",
1047123,"","","Y","","","","","","","",
1047129,"","","Y","","","","","","","",
1047132,"","","Y","","","","","","","",
1047135,"","","","","Y","","","","","",
1047141,"Y","","","","","","","","","",
1047144,"","","Y","","","","","","","",
1047146,"","","Y","","","","","","","",
1047147,"","","Y","","","","","","","",
1047153,"","","","","","","Y","","","",
1047154,"","","Y","","","","","","","",
1047160,"","","Y","","","","","","","",
1047162,"","","Y","","","","","","","",
1047163,"","","Y","","","","","","","",
1047168,"","","","","Y","","","","","",
1047172,"","","Y","","","","","","","",
1047173,"","","Y","","","","","","","",
1047178,"","","Y","","","","","","","",
1047179,"","","Y","","","","","","","",
1047180,"","","Y","","","","","","","",
1047185,"","","","","Y","","","Y","","",
1047189,"","","Y","","","","","","","",
1047190,"","","Y","","","","","","","",
1047191,"","","Y","","","","","","","",
1047192,"","","Y","","","","","","","",
1047195,"","","Y","","","","","","","",
1047196,"","","Y","","","","","","","",
1047197,"","","Y","","","","","","","",
1047203,"","","Y","","","","","","","",
1047207,"","","Y","","","","","","","",
1047208,"","","Y","","","","","","","",
1047211,"","","Y","","","","","","","",
1047212,"","","Y","","","","","","","",
1047214,"","","Y","","","","","","","",
1047216,"","","Y","","","","","","","",
1047217,"","","Y","","","","","","","",
1047220,"","","Y","","","","","","","",
1047226,"","","Y","","","","","","","",
1047227,"","","Y","","","","","","","",
1047228,"","","Y","","","","","","","",
1047230,"","","Y","","","","","","","",
1047234,"","","Y","","","","","","","",
1047235,"","Y","","","","","","","","",2016
1047236,"","","Y","","","","","","","",
1047237,"","","Y","","","","","","","",
1047239,"","","Y","","","","","","","",
1047240,"","","Y","","","","","","","",
1047243,"","","Y","","","","","","","",
1047244,"","","","","","","Y","","","",
1047246,"","","","","","","Y","","","",
1047252,"","","Y","","","","","","","",
1047253,"","","Y","","","","","","","",
1047259,"","","Y","","","","","","","",
1047261,"","","Y","","","","","","","",
1047264,"","","Y","","","","","","","",
1047265,"","","Y","","","","","","","",
1047268,"","","","","Y","","","","","",
1047270,"","","Y","","","","","","","",
1047271,"","","Y","","","","","","","",
1047273,"","","Y","","","","","","","",
1047276,"","","Y","","","","","","","",
1047277,"","","Y","","","","","","","",
1047280,"","","Y","","","","","","","",
1047282,"","","Y","","","","","","","",
1047283,"","","Y","","","","","","","",
1047285,"","","Y","","","","","","","",
1047287,"","","","","","","Y","","","",
1047288,"","","Y","","","","","","","",
1047289,"","","Y","","","","","","","",
1047290,"Y","","","","","","","","","",
1047298,"","","Y","","","","","","","",
1047310,"","","Y","","","","","","","",
1047311,"","","Y","","","","","","","",
1047315,"","","Y","","","","","","","",
1047327,"Y","","","","","","","","","",
1047329,"","","","","","","Y","","","",
1047332,"","","Y","","","","","","","",
1047333,"","","Y","","","","","","","",
1047335,"","","Y","","","","","","","",
1047336,"","","Y","","","","","","","",
1047344,"","","Y","","","","","","","",
1047345,"","","Y","","","","","","","",
1047346,"","","Y","","","","","","","",
1047347,"","","Y","","","","","","","",
1047348,"","","Y","","","","","","","",
1047351,"","","Y","","","","","","","",
1047356,"","","Y","","","","","","","",
1047357,"","","Y","","","","","","","",
1047360,"Y","","","","","","","","","",
1047362,"","Y","","","","","","","","",2016
1047366,"","","Y","","","","","","","",
1047368,"","","Y","","","","","","","",
1047370,"","","Y","","","","","","","",
1047372,"","","Y","","","","","","","",
1047377,"","","Y","","","","","","","",
1047378,"","","Y","","","","","","","",
1047382,"","","Y","","","","","","","",
1047386,"","","Y","","","","","","","",
1047388,"","","","","","","Y","","","",
1047389,"","","Y","","","","","","","",
1047392,"","","Y","","","","","","","",
1047394,"","","Y","","","","","","","",
1047397,"","","Y","","","","","","","",
1047398,"","","Y","","","","","","","",
1047400,"","","","","Y","","","","","",
1047401,"","","Y","","","","","","","",
1047407,"","","Y","","","","","","","",
1047409,"","","Y","","","","","","","",
1047413,"","","Y","","","","","","","",
1047414,"","","Y","","","","","","","",
1047419,"","","Y","","","","","","","",
1047422,"","","","","","Y","","","","",2016
1047424,"","","","","Y","","","","","",
1047427,"","","Y","","","","","","","",
1047434,"","","Y","","","","","","","",
1047435,"","","Y","","","","","","","",
1047444,"","","Y","","","","","","","",
1047445,"","","Y","","","","","","","",
1047448,"","","Y","","","","","","","",
1047451,"","","Y","","","","","","","",
1047452,"","","Y","","","","","","","",
1047454,"","","Y","","","","","","","",
1047455,"","","Y","","","","","","","",
1047458,"","Y","","","","","","","","",2016
1047459,"","","Y","","","","","","","",
1047460,"","","Y","","","","","","","",
1047462,"","","Y","","","","","","","",
1047463,"","Y","","","","","","","","",2016
1047464,"","","Y","","","","","","","",
1047466,"","","Y","","","","","","","",
1047467,"","","Y","","","","","","","",
1047487,"","","Y","","","","","","","",
1047493,"Y","","","","","","","","","",
1047495,"","","Y","","","","","","","",
1047498,"","","Y","","","","","","","",
1047502,"","","Y","","","","","","","",
1047504,"","","Y","","","","","","","",
1047505,"","","Y","","","","","","","",
1047507,"","","Y","","","","","","","",
1047512,"","","Y","","","","","","","",
1047517,"","","Y","","","","","","","",
1047518,"","","Y","","","","","","","",
1047519,"","","Y","","","","","","","",
1047521,"","","Y","","","","","","","",
1047530,"","","Y","","","","","","","",
1047531,"","","Y","","","","","","","",
1047538,"","","Y","","","","","","","",
1047552,"","","Y","","","","","","","",
1047555,"Y","","","","","","","","","",
1047557,"","","Y","","","","","","","",
1047558,"Y","","","","","","","","","",
1047561,"","","Y","","","","","","","",
1047563,"","","Y","","","","","","","",
1047567,"","","Y","","","","","","","",
1047568,"","","Y","","","","","","","",
1047569,"","","Y","","","","","","","",
1047573,"","","Y","","","","","","","",
1047574,"","","Y","","","","","","","",
1047577,"","Y","","","","","","","","",2016
1047581,"","","Y","","","","","","","",
1047582,"","","Y","","","","","","","",
1047584,"","","Y","","","","","","","",
1047585,"","","Y","","","","","","","",
1047586,"","","Y","","","","","","","",
1047587,"","","Y","","","","","","","",
1047588,"","","","","","","Y","","","Y",
1047589,"","","Y","","","","","","","",
1047590,"","","Y","","","","","","","",
1047596,"","","Y","","","","","","","",
1047598,"","","Y","","","","","","","",
1047599,"","","Y","","","","","","","",
1047600,"","","Y","","","","","","","",
1047602,"","","Y","","","","","","","",
1047606,"","","Y","","","","","","","",
1047607,"","","Y","","","","","","","",
1047610,"","","Y","","","","","","","",
1047611,"","","Y","","","","","","","",
1047613,"","","Y","","","","","","","",
1047615,"","","Y","","","","","","","",
1047618,"","","Y","","","","","","","",
1047620,"Y","","","","","","","","","",
1047621,"","","Y","","","","","","","",
1047623,"","","Y","","","","","","","",
1047624,"","","Y","","","","","","","",
1047627,"","","Y","","","","","","","",
1047629,"","","Y","","","","","","","",
1047630,"","","Y","","","","","","","",
1047635,"","","Y","","","","","","","",
1047641,"","","Y","","","","","","","",
1047647,"","","","","","","Y","","","",
1047648,"","","Y","","","","","","","",
1047649,"","","","","Y","","","","","",
1047651,"","","Y","","","","","","","",
1047656,"","","Y","","","","","","","",
1047657,"","","Y","","","","","","","",
1047658,"","","Y","","","","","","","",
1047659,"","","Y","","","","","","","",
1047667,"","","","","","","Y","","","",
1047668,"","","Y","","","","","","","",
1047669,"","","Y","","","","","","","",
1047674,"","","","Y","","","","","","",
1047675,"","","Y","","","","","","","",
1047680,"","","Y","","","","","","","",
1047681,"","","Y","","","","","","","",
1047682,"Y","","","","","","","","","",
1047684,"","","Y","","","","","","","",
1047686,"","","Y","","","","","","","",
1047689,"","","Y","","","","","","","",
1047690,"","","Y","","","","","","","",
1047692,"","","","","","","Y","","","",
1047705,"","","Y","","","","","","","",
1047707,"","","Y","","","","","","","",
1047708,"","","Y","","","","","","","",
1047710,"","","Y","","","","","","","",
1047711,"","","Y","","","","","","","",
1047712,"","","Y","","","","","","","",
1047714,"","","Y","","","","","","","",
1047715,"","","Y","","","","","","","",
1047716,"","","Y","","","","","","","",
1047719,"","","Y","","","","","","","",
1047720,"","","Y","","","","","","","",
1047722,"","","Y","","","","","","","",
1047723,"","","Y","","","","","","","",
1047724,"","","Y","","","","","","","",
1047730,"","","Y","","","","","","","",
1047731,"","","Y","","","","","","","",
1047734,"","","Y","","","","","","","",
1047737,"","","Y","","","","","","","",
1047746,"","","Y","","","","","","","",
1047747,"","","","","Y","","","","","",
1047750,"","","Y","","","","","","","",
1047751,"","","Y","","","","","","","",
1047753,"","","Y","","","","","","","",
1047755,"","","Y","","","","","","","",
1047759,"","","Y","","","","","","","",
1047766,"","","Y","","","","","","","",
1047772,"","Y","","","","","","","","",2016
1047774,"","","Y","","","","","","","",
1047775,"","","Y","","","","","","","",
1047776,"","","Y","","","","","","","",
1047777,"","","Y","","","","","","","",
1047778,"","","Y","","","","","","","",
1047784,"","","Y","","","","","","","",
1047787,"","","Y","","","","","","","",
1047790,"","","Y","","","","","","","",
1047791,"","","Y","","","","","","","",
1047792,"","","Y","","","","","","","",
1047794,"","","Y","","","","","","","",
1047795,"","","","","Y","","","","","",
1047799,"","","Y","","","","","","","",
1047800,"","","Y","","","","","","","",
1047802,"","","Y","","","","","","","",
1047808,"","","Y","","","","","","","",
1047812,"","","Y","","","","","","","",
1047816,"","","Y","","","","","","","",
1047817,"","","Y","","","","","","","",
1047820,"Y","","","","","","","","","",
1047823,"","","","","","","Y","","","",
1047825,"","","Y","","","","","","","",
1047833,"","","Y","","","","","","","",
1047835,"","","Y","","","","","","","",
1047836,"","","","","Y","","","Y","","",
1047838,"","","Y","","","","","","","",
1047841,"","","Y","","","","","","","",
1047843,"","","Y","","","","","","","",
1047846,"","","Y","","","","","","","",
1047847,"","","Y","","","","","","","",
1047848,"","","Y","","","","","","","",
1047851,"","","Y","","","","","","","",
1047855,"","","Y","","","","","","","",
1047857,"","","Y","","","","","","","",
1047858,"","","Y","","","","","","","",
1047863,"","","Y","","","","","","","",
1047864,"","","Y","","","","","","","",
1047867,"","","Y","","","","","","","",
1047868,"","","Y","","","","","","","",
1047869,"","","Y","","","","","","","",
1047870,"","","Y","","","","","","","",
1047873,"","","Y","","","","","","","",
1047874,"","","Y","","","","","","","",
1047879,"","","Y","","","","","","","",
1047880,"","","","Y","","","","","","",
1047881,"","","Y","","","","","","","",
1047882,"","","Y","","","","","","","",
1047883,"","","Y","","","","","","","",
1047884,"","","Y","","","","","","","",
1047885,"","","Y","","","","","","","",
1047888,"","","Y","","","","","","","",
1047889,"","","Y","","","","","","","",
1047894,"","","Y","","","","","","","",
1047900,"","","","Y","","","","","","",
1047906,"","","Y","","","","","","","",
1047907,"","","Y","","","","","","","",
1047908,"","","Y","","","","","","","",
1047914,"","","Y","","","","","","","",
1047921,"","","Y","","","","","","","",
1047922,"","","Y","","","","","","","",
1047926,"","","Y","","","","","","","",
1047938,"","","Y","","","","","","","",
1047946,"","","Y","","","","","","","",
1047951,"","","","","Y","","","Y","","",
1047952,"","","Y","","","","","","","",
1047953,"","","Y","","","","","","","",
1047955,"","","Y","","","","","","","",
1047956,"","","Y","","","","","","","",
1047957,"","","Y","","","","","","","",
1047959,"","","Y","","","","","","","",
1047960,"Y","","Y","","","","","","","",
1047962,"","","Y","","","","","","","",
1047963,"","","","","","Y","","","","",2016
1047964,"","","Y","","","","","","","",
1047965,"","","","","Y","","","","","",
1047968,"","","Y","","","","","","","",
1047969,"","","Y","","","","","","","",
1047971,"","","Y","","","","","","","",
1047974,"","","Y","","","","","","","",
1047978,"","","Y","","","","","","","",
1047986,"","","Y","","","","","","","",
1047987,"","","Y","","","","","","","",
1047988,"","","Y","","","","","","","",
1047990,"","","Y","","","","","","","",
1047992,"","","","","","Y","","","","",2016
1047993,"","","Y","","","","","","","",
1047999,"","","Y","","","","","","","",
1048000,"Y","","","","","","","","","",
1048001,"","","Y","","","","","","","",
1048002,"","","Y","","","","","","","",
1048004,"","","Y","","","","","","","",
1048005,"","","Y","","","","","","","",
1048009,"","","Y","","","","","","","",
1048013,"","","Y","","","","","","","",
1048014,"","","Y","","","","","","","",
1048015,"","","Y","","","","","","","",
1048018,"Y","","","","","","","","","",
1048019,"","","Y","","","","","","","",
1048020,"","","Y","","","","","","","",
1048022,"","","Y","","","","","","","",
1048023,"","","Y","","","","","","","",
1048024,"","","Y","","","","","","","",
1048027,"","","","","Y","","","","","",
1048028,"","","Y","","","","","","","",
1048029,"","","Y","","","","","","","",
1048031,"","","Y","","","","","","","",
1048032,"","","Y","","","","","","","",
1048033,"","","Y","","","","","","","",
1048037,"","","Y","","","","","","","",
1048040,"","","Y","","","","","","","",
1048042,"","","Y","","","","","","","",
1048043,"","","Y","","","","","","","",
1048044,"","","Y","","","","","","","",
1048048,"","Y","","","","","","","","",2016
1048050,"","","Y","","","","","","","",
