"FilingID","Country/Authority"
"960226","Other: UK - FINANCIAL CONDUCT AUTHORITY"
"957060","Ireland -  Central Bank of Ireland"
"961226","Hong Kong - Securities and Futures Commission"
"962682","United Kingdom - Financial Conduct Authority"
"960236","Singapore - Monetary Authority of Singapore"
"954326","Singapore - Monetary Authority of Singapore"
"963255","United Kingdom - Financial Conduct Authority"
"961770","Ireland -  Central Bank of Ireland"
"961770","United Kingdom - Financial Conduct Authority"
"963507","Canada - Ontario Securities Commission"
"963507","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"958562","Switzerland - Swiss Financial Market Supervisory Authority"
"963826","United Kingdom - Financial Conduct Authority"
"948977","Hong Kong - Securities and Futures Commission"
"948977","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"946229","United Kingdom - Financial Conduct Authority"
"942031","India - Securities and Exchange Board of India"
"949972","United Kingdom - Financial Conduct Authority"
"949972","Ireland -  Central Bank of Ireland"
"944288","United Kingdom - Financial Conduct Authority"
"945841","United Kingdom - Financial Conduct Authority"
"943962","Mauritius, Republic of - Financial Services Commission"
"946490","South Africa - Financial Services Board"
"946490","India - Securities and Exchange Board of India"
"946490","United Kingdom - Financial Conduct Authority"
"950181","United Kingdom - Financial Conduct Authority"
"945839","Hong Kong - Securities and Futures Commission"
"945839","Japan - Financial Services Agency"
"945839","Other: CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"945839","Singapore - Monetary Authority of Singapore"
"942772","Singapore - Monetary Authority of Singapore"
"949646","United Kingdom - Financial Conduct Authority"
"950428","Hong Kong - Securities and Futures Commission"
"950428","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"949947","Jersey - Jersey Financial Services Commission"
"939628","Ireland -  Central Bank of Ireland"
"949280","Brazil - Securities and Exchange Commission"
"933192","Hong Kong - Securities and Futures Commission"
"933192","Canada - Ontario Securities Commission"
"933192","Canada - Quebec, Financial Markets Authority"
"951091","United Kingdom - Financial Conduct Authority"
"936151","United Kingdom - Financial Conduct Authority"
"951094","United Kingdom - Financial Conduct Authority"
"940965","United Kingdom - Financial Conduct Authority"
"951271","United Kingdom - Financial Conduct Authority"
"951279","Dubai - Dubai Financial Services Authority"
"950861","United Kingdom - Financial Conduct Authority"
"951289","Guernsey - Guernsey Financial Services Commission"
"951140","United Kingdom - Financial Conduct Authority"
"947140","Australia - Australian Securities and Investments Commission"
"951484","Mauritius, Republic of - Financial Services Commission"
"947985","United Kingdom - Financial Conduct Authority"
"951490","India - Securities and Exchange Board of India"
"940577","Cayman Islands - Cayman Islands Monetary Authority"
"945381","Bermuda - Bermuda Monetary Authority"
"952469","United Kingdom - Financial Conduct Authority"
"950422","Australia - Australian Securities and Investments Commission"
"952762","Guernsey - Guernsey Financial Services Commission"
"952306","Jersey - Jersey Financial Services Commission"
"952306","Jersey - Jersey Financial Services Commission"
