"FilingID","ReferenceID","Foreign Regulatory Authority"
"1010346","178497","India - Securities and Exchange Board of India"
"1010346","126381","Other-TAIWAN - SECURITIES AND FUTURES BUREAU UNDER FINANCIAL SUPERVISORY COMMISSION"
"1010346","126389","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"1010346","126412","Ireland -  Central Bank of Ireland"
"1010346","126414","Japan - Financial Services Agency"
"1010346","144587","Bahrain - Central Bank of Bahrain"
"1010346","145417","Other-PHILIPPINES - SECURITIES AND EXCHANGE COMMISSION"
"1010346","145417","Hong Kong - Securities and Futures Commission"
"1010346","145417","India - Securities and Exchange Board of India"
"1010346","126314","Other-KENYA - CAPITAL MARKETS AUTHORITY; KENYA - RETIREMENT BENEFITS AUTHORITY; UGANDA - CAPITAL MARKETS AUTHORITY"
"1010346","126329","Hong Kong - Securities and Futures Commission"
"1010346","126329","Other-HONG KONG CHINA SECURITIES REGULATORY COMMISSION"
"1010346","126335","Mauritius, Republic of - Financial Services Commission"
"1010346","126344","Singapore - Monetary Authority of Singapore"
"1010346","126357","China, People's Republic of - China Securities Regulatory Commission "
"998655","148766","Other-UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY"
"1003427","128260","Guernsey - Guernsey Financial Services Commission"
"993409","122297","Mauritius, Republic of - Financial Services Commission"
"993409","122301","Mauritius, Republic of - Financial Services Commission"
"996033","103425","Other-JERSEY - JERSEY FINANCIAL SERVICES AUTHORITY"
"1004640","178473","United Kingdom - Financial Conduct Authority"
"1007405","168165","Cayman Islands - Cayman Islands Monetary Authority"
"1006377","194164","United Kingdom - Financial Conduct Authority"
"993075","158339","Other-UNITED ARAB EMIRATES - UAE CENTRAL BANK"
"993075","207843","Other-DUBAI INTERNATIONAL FINANCIAL AUTHORITY"
"993075","158052","Other-DUBAI INTERNATIONAL FINANCIAL AUTHORITY"
"1002886","131358","Hong Kong - Securities and Futures Commission"
"999839","187026","United Kingdom - Financial Conduct Authority"
"999839","187027","United Kingdom - Financial Conduct Authority"
"999839","187024","United Kingdom - Financial Conduct Authority"
"1004338","169698","Cayman Islands - Cayman Islands Monetary Authority"
"996710","147543","United Kingdom - Financial Conduct Authority"
"996710","131125","Jersey - Jersey Financial Services Commission"
"996710","147539","Other-CAYMAN ISLANDS MONETARY AUTHORITY"
"1008333","204449","United Kingdom - Prudential Regulation Authority"
"1004514","173323","Jersey - Jersey Financial Services Commission"
"1004514","162764","Jersey - Jersey Financial Services Commission"
"1004514","135037","Jersey - Jersey Financial Services Commission"
"1004514","135038","Jersey - Jersey Financial Services Commission"
"1004514","135039","Jersey - Jersey Financial Services Commission"
"1004514","135040","Jersey - Jersey Financial Services Commission"
"1004514","208437","Jersey - Jersey Financial Services Commission"
"1008658","204201","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1006211","111722","Other-IRISH FINANCIAL SERVICES REGULATORY AUTHORITY (IFSRA)"
"1006211","111722","Ireland -  Central Bank of Ireland"
"1017057","196721","United Kingdom - Financial Conduct Authority"
"1016975","197814","Singapore - Monetary Authority of Singapore"
"1024467","210224","Bermuda - Bermuda Monetary Authority"
"1024467","210227","Bermuda - Bermuda Monetary Authority"
"1017749","147543","United Kingdom - Financial Conduct Authority"
"1017749","131125","Jersey - Jersey Financial Services Commission"
"1017749","147539","Other-CAYMAN ISLANDS MONETARY AUTHORITY"
"1018233","120757","China, People's Republic of - China Securities Regulatory Commission "
"1018516","112334","United Kingdom - Financial Conduct Authority"
"1018516","163001","United Kingdom - Financial Conduct Authority"
"1008260","209100","Cayman Islands - Cayman Islands Monetary Authority"
"1022804","194355","Italy - National Stock Exchange Commission"
"1022804","194355","Other-BANK OF ITALY"
"1022804","194352","United Kingdom - Financial Conduct Authority"
"1022804","194356","Other-BANK OF ITALY"
"1022804","194356","Italy - National Stock Exchange Commission"
"1022804","194262","Switzerland - Swiss Financial Market Supervisory Authority"
"1022804","196053","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1017608","123016","United Kingdom - Financial Conduct Authority"
"1017608","123130","China, People's Republic of - China Securities Regulatory Commission "
"1023141","149859","Cayman Islands - Cayman Islands Monetary Authority"
"1019323","210689","Cayman Islands - Cayman Islands Monetary Authority"
"1019323","210739","Jersey - Jersey Financial Services Commission"
"982112","201411","United Kingdom - Financial Conduct Authority"
"982112","201417","United Kingdom - Financial Conduct Authority"
"982112","201416","United Kingdom - Financial Conduct Authority"
"1016086","138788","Hong Kong - Securities and Futures Commission"
"1016091","135468","Hong Kong - Securities and Futures Commission"
"1022822","157921","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"1022822","173634","Other-NEW BRUNSWICK FINANCIAL AND CONSUMER SERVICES COMMISSION"
"1022822","173634","Australia - Australian Securities and Investments Commission"
"1022822","173634","Canada - Alberta Securities Commission"
"1022822","173634","Canada - British Columbia Securities Commission"
"1022822","173634","Canada - Ontario Securities Commission"
"1022822","173634","Canada - Quebec, Financial Markets Authority"
"1022822","173634","Ireland -  Central Bank of Ireland"
"1022822","173634","Netherlands - The Netherlands Authority for the Financial Markets"
"1022822","173634","Other-IRISH FINANCIAL SERVICES REGULATORY AUTHORITY"
"1022822","173634","Canada - Nova Scotia Securities Commission"
"1022822","173634","Canada - Manitoba Securities Commission"
"1022822","173634","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"1022822","127821","Other-HONG KONG - OFFICE OF THE COMMISSIONER OF INSURANCE - HONG KONG"
"1022822","127845","Hong Kong - Securities and Futures Commission"
"1022822","127845","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"1022822","131402","Canada - Ontario Securities Commission"
"1022822","131402","Canada - Quebec, Financial Markets Authority"
"1022822","131406","Canada - Ontario Securities Commission"
"1022822","131406","United Kingdom - Financial Conduct Authority"
"1022822","131500","Japan - Financial Services Agency"
"1022822","142454","United Kingdom - Financial Conduct Authority"
"1022822","144342","Ireland -  Central Bank of Ireland"
"1022822","144354","United Kingdom - Financial Conduct Authority"
"1024890","196205","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"1024890","196205","United Kingdom - Financial Conduct Authority"
"1024890","196205","South Africa - Financial Services Board"
"1024890","196204","United Kingdom - Financial Conduct Authority"
"1024890","196207","Singapore - Monetary Authority of Singapore"
"1024890","210770","Australia - Australian Securities and Investments Commission"
"1024890","210770","China, People's Republic of - China Securities Regulatory Commission "
"1024890","210770","Hong Kong - Securities and Futures Commission"
"1024890","210770","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"1024890","210767","Singapore - Monetary Authority of Singapore"
"1024890","210766","Canada - British Columbia Securities Commission"
"1024890","210766","Canada - Manitoba Securities Commission"
"1024890","210766","Canada - New Brunswick Securities Commission"
"1024890","210766","Canada - Nova Scotia Securities Commission"
"1024890","210766","Canada - Ontario Securities Commission"
"1024890","210766","Canada - Quebec, Financial Markets Authority"
"1024890","210766","India - Securities and Exchange Board of India"
"1024890","210768","Belgium - Banking, Finance and Insurance Commission"
"1024890","210768","France - Financial Markets Authority"
"1024890","210768","Germany - German Federal Financial Supervisory Agency"
"1024890","210768","Italy - National Stock Exchange Commission"
"1024890","210768","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1024890","210768","Netherlands - The Netherlands Authority for the Financial Markets"
"1024890","210768","Spain - National Commission of Securities Markets"
"1024890","210768","United Kingdom - Financial Conduct Authority"
"1025535","198179","Cayman Islands - Cayman Islands Monetary Authority"
"1024732","121316","Japan - Financial Services Agency"
"1024732","149945","Hong Kong - Securities and Futures Commission"
"1025976","192005","United Kingdom - Financial Conduct Authority"
"1025976","192002","Singapore - Monetary Authority of Singapore"
"1025976","192004","United Kingdom - Financial Conduct Authority"
"1025976","192003","United Kingdom - Financial Conduct Authority"
"1025976","115036","Hong Kong - Securities and Futures Commission"
"1018444","209468","United Kingdom - Financial Conduct Authority"
"1022841","186383","United Kingdom - Financial Conduct Authority"
"1022841","186384","United Kingdom - Financial Conduct Authority"
"1022841","186385","United Kingdom - Financial Conduct Authority"
"1023751","210547","Other-HONG KONG SECURITIES & FINANCIAL AUTHORITY"
"1019182","191963","Guernsey - Guernsey Financial Services Commission"
"1019182","149190","Guernsey - Guernsey Financial Services Commission"
"1019182","149191","Guernsey - Guernsey Financial Services Commission"
"1019182","149192","Guernsey - Guernsey Financial Services Commission"
"1025792","186758","Cayman Islands - Cayman Islands Monetary Authority"
"1026492","168165","Cayman Islands - Cayman Islands Monetary Authority"
"986454","201864","Jersey - Jersey Financial Services Commission"
"986454","201865","Jersey - Jersey Financial Services Commission"
"986454","165163","Jersey - Jersey Financial Services Commission"
"986454","165164","Jersey - Jersey Financial Services Commission"
"986454","165165","United Kingdom - Financial Conduct Authority"
"986454","186972","Jersey - Jersey Financial Services Commission"
"1026064","188148","Mauritius, Republic of - Financial Services Commission"
"1026311","211015","Cayman Islands - Cayman Islands Monetary Authority"
"1023638","166665","Dubai - Dubai Financial Services Authority"
"1023638","166665","Australia - Australian Securities and Investments Commission"
"1023638","166665","Other-AUSTRALIA - ASX CLEAR PTY LIMITED"
"1023638","166665","Other-AUSTRALIA - ASX LIMITED"
"1023638","166665","Other-AUSTRALIA - AUSTRALIAN PRUDENTIAL REGULATORY AUTHORITY"
"1023638","166665","Other-FRANCE - POWERNEXT"
"1023638","166665","Other-GERMANY - BUNDESANSTALT FUR FINANZDIENSLEISTUNGSAUFSICHT"
"1023638","166665","Other-HONG KONG - HONG KONG MONETARY AUTHORITY"
"1023638","166665","India - Securities and Exchange Board of India"
"1023638","166665","Other-SOUTH KOREA - FINANCIAL SERVICES COMMISSION"
"1023638","166665","Other-NEW ZEALAND - NEW ZEALAND FINANCIAL MARKETS AUTHORITY"
"1023638","166665","Other-NEW ZEALAND - RESERVE BANK OF NEW ZEALAND"
"1023638","166665","Other-NORWAY - INTERNATIONAL MARITIME EXCHANGE"
"1023638","166665","Other-NORWAY - NOS CLEARING ASA"
"1023638","166665","Other-PRUDENTIAL REGULATION AUTHORITY"
"1023638","166665","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"1018558","205375","Brazil - Securities and Exchange Commission"
"1018558","205376","Singapore - Monetary Authority of Singapore"
"1018558","172729","Other-BANCA D'ITALIA"
"1018558","172735","United Kingdom - Financial Conduct Authority"
"1018558","172736","United Kingdom - Financial Conduct Authority"
"1018558","155968","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1018558","155969","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1018558","155971","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"1018558","115633","Guernsey - Guernsey Financial Services Commission"
"1018558","115632","Guernsey - Guernsey Financial Services Commission"
"1018558","115636","Guernsey - Guernsey Financial Services Commission"
"1018558","115638","Guernsey - Guernsey Financial Services Commission"
"1018558","115640","Guernsey - Guernsey Financial Services Commission"
"1018558","115641","Guernsey - Guernsey Financial Services Commission"
"1018558","115643","Guernsey - Guernsey Financial Services Commission"
"1018558","115646","Guernsey - Guernsey Financial Services Commission"
"1018558","115648","Guernsey - Guernsey Financial Services Commission"
"1018558","115649","Guernsey - Guernsey Financial Services Commission"
"1018558","115657","Canada - Ontario Securities Commission"
"1018558","115657","Canada - Alberta Securities Commission"
