"FilingID","Fund Name","Fund ID","ReferenceID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion","Master Fund","Feeder Fund","Master Fund Name","Master Fund ID","Fund of Funds","Fund Invested Self or Related","Fund Invested in Securities","Fund Type","Fund Type Other","Gross Asset Value","Minimum Investment","Owners","%Owned You or Related","%Owned Funds","%Owned Non-US","Subadviser","Other IAs Advise","Clients Solicited","Percentage Invested","Exempt from Registration","Annual Audit","GAAP","FS Distributed","Unqualified Opinion","Prime Brokers","Custodians","Administrator","% Assets Valued","Marketing"
"888276","CARMEL VENTURES IV PRINCIPALS FUND, L.P.","805-4811416211","69700","","Cayman Islands","Y","N","N","N","","","N","","N","Venture Capital Fund","","4435000","39000","8","100","0","100","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"888276","CARMEL VENTURES IV CEO PROGRAM, L.P.","805-4273993706","69705","","Cayman Islands","Y","N","N","N","","","N","","N","Venture Capital Fund","","1183000","11250","16","1","0","91","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"888724","LONGLEAD MARKET NEUTRAL FUND LIMITED","805-1867860632","65008","","Cayman Islands","N","Y","Y","N","","","N","","N","Hedge Fund","","67000000","250000","12","2","36","0","N","N","N","0","Y","Y","N","Y","Report Not Yet Received","Y","Y","Y","0","N"
"876511","MAKO RESOURCES, LLC","805-9774108438","54878","Delaware","United States","Y","N","N","N","","","N","","N","Private Equity Fund","","27795150","50000","50","1","0","2","N","N","N","0","Y","N","N","N","","N","N","N","0","N"
"889942","DITMAS PARK CAPITAL, LP","805-7830079106","54122","Delaware","United States","Y","N","N","N","","","Y","N","Y","Hedge Fund","","3700000","100000","12","10","0","0","N","N","Y","51","Y","N","Y","N","Report Not Yet Received","N","Y","Y","100","N"
"889942","ROCKWELL FULTON QUALIFIED CAPITAL, LP","805-5331965936","58839","Delaware","United States","N","Y","N","N","","","N","","N","Hedge Fund","","14000000","500000","21","43","0","0","N","N","N","26","Y","Y","Y","Y","Report Not Yet Received","Y","Y","Y","100","Y"
"889942","FOSTER GLENWOOD CAPITAL LP","805-1334968179","64554","Delaware","United States","Y","N","N","N","","","N","","N","Hedge Fund","","5700000","50000","12","22","0","0","N","N","Y","100","Y","N","Y","","","Y","Y","Y","100","Y"
"889942","ROCKWELL FULTON CAPITAL","805-6051997617","50278","Delaware","United States","Y","N","N","N","","","N","","N","Hedge Fund","","17823958","100000","77","23","0","0","N","N","Y","0","Y","Y","Y","Y","No","N","Y","Y","100","Y"
"884743","PLEXUS FUND, LP","805-4542675410","45264","Delaware","United States","Y","N","N","N","","","N","","N","Hedge Fund","","3008713","50000","75","1","0","0","N","Y","N","0","Y","Y","Y","Y","Report Not Yet Received","Y","Y","N","100","N"
"879922","FENOX VENTURE COMPANY III, LP","805-6724324603","58807","Delaware","United States","Y","N","N","N","","","N","","N","Venture Capital Fund","","12359935","0","14","1","0","99","N","N","N","0","Y","Y","Y","Y","No","N","Y","N","0","N"
"879922","FENOX VENTURE COMPANY, LP","805-9046508688","44626","Delaware","United States","Y","N","N","N","","","N","","N","Venture Capital Fund","","20000000","0","3","1","0","99","N","N","N","0","Y","N","","","No","N","Y","N","100","N"
"879922","FENOX VENTURE COMPANY II, LP","805-6595975446","44629","Delaware","United States","Y","N","N","N","","","N","","N","Venture Capital Fund","","1120000","0","3","1","0","99","N","N","N","0","Y","N","","","No","N","Y","N","100","N"
"879922","FENOX INFOCOM VENTURE COMPANY V, LP","805-5437031111","68627","Delaware","United States","Y","N","N","N","","","N","","N","Venture Capital Fund","","20000000","0","3","1","0","99","N","N","N","0","Y","Y","Y","Y","No","N","Y","N","0","N"
"879922","FENOX  VENTURE COMPANY VII, LP","805-2488911690","68629","Delaware","United States","Y","N","N","N","","","N","","N","Venture Capital Fund","","25000000","0","3","1","0","99","N","N","N","0","Y","N","N","","","N","Y","N","0","N"
"891438","POND  VENTURES III ALP","805-6861621930","34469","","United Kingdom","Y","N","N","N","","","N","","N","Venture Capital Fund","","58789862","100000","14","84","0","84","N","N","N","0","N","Y","N","Y","Yes","N","Y","N","0","N"
"891438","POND VENTURES III BLP","805-6404100146","34573","","United Kingdom","Y","N","N","N","","","N","","N","Venture Capital Fund","","9432949","100000","2","14","0","14","N","N","N","0","N","Y","N","Y","Yes","N","Y","N","0","N"
"891438","POND VENTURES III ASSOCIATES LP","805-3683530215","34617","","United Kingdom","Y","N","N","N","","","N","","N","Venture Capital Fund","","1846044","100000","13","2","0","1","N","N","N","0","N","Y","N","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 11","805-9720294338","26480","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","12967602","10000000","26","0","33","45","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 15","805-8903558467","26492","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","12119254","10000000","16","0","17","88","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 10","805-8434904195","26479","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","7693092","10000000","19","9","35","82","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 12","805-7062727166","26483","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","12872756","10000000","18","0","98","84","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 13","805-2521006348","26486","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","13004487","10000000","20","0","58","91","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 14","805-3649687325","26488","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","12135062","10000000","19","0","29","90","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 16","805-5628020300","26497","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","1580772","10000000","1","0","0","100","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP A","805-8756199334","26500","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","192327","10000000","16","0","0","0","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO TECHNOLOGY LIMITED PARTNERSHIP NUMBER 1","805-4925287717","26513","","United Kingdom","N","Y","N","N","","","N","","N","Venture Capital Fund","","3361460","10000000","1","0","0","0","N","Y","N","0","Y","N","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO TECHNOLOGY LIMITED PARTNERSHIP NUMBER 2","805-1754476430","26517","","United Kingdom","N","Y","N","N","","","N","","N","Venture Capital Fund","","2016876","10000000","1","0","0","0","N","Y","N","0","Y","N","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO TECHNOLOGY LIMITED PARTNERSHIP NUMBER 3","805-4022503008","26547","","United Kingdom","N","Y","N","N","","","N","","N","Venture Capital Fund","","6033820","10000000","12","0","70","17","N","Y","N","0","Y","N","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO TECHNOLOGY LIMITED PARTNERSHIP NUMBER 4","805-5495350085","26564","","United Kingdom","N","Y","N","N","","","N","","N","Venture Capital Fund","","3237086","10000000","11","0","69","93","N","Y","N","0","Y","N","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO TECHNOLOGY LIMITED PARTNERSHIP NUMBER 5","805-6056064052","26582","","United Kingdom","N","Y","N","N","","","N","","N","Venture Capital Fund","","1263909","10000000","7","0","100","85","N","Y","N","0","Y","N","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO TECHNOLOGY II LP","805-1309276644","26591","","United Kingdom","N","Y","N","N","","","N","","N","Venture Capital Fund","","133830334","12100000","10","0","37","48","N","Y","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO EUROPEAN REAL ESTATE II LP","805-7267218351","26598","","United Kingdom","N","Y","N","N","","","N","","N","Real Estate Fund","","253260050","12100000","30","0","5","75","N","Y","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO EUROPEAN REAL ESTATE LIMITED PARTNERSHIP NUMBER ONE","805-4523017792","26611","","United Kingdom","N","Y","N","N","","","N","","N","Real Estate Fund","","21931709","10000000","13","0","0","18","N","N","N","0","Y","N","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO EUROPEAN REAL ESTATE LIMITED PARTNERSHIP NUMBER TWO","805-4463970456","26615","","United Kingdom","N","Y","N","N","","","N","","N","Real Estate Fund","","3652241","10000000","4","0","0","0","N","N","N","0","Y","N","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO EUROPEAN REAL ESTATE LIMITED PARTNERSHIP NUMBER THREE","805-4478744984","26617","","United Kingdom","N","Y","N","N","","","N","","N","Real Estate Fund","","2660919","10000000","5","0","0","100","N","N","N","0","Y","N","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO EUROPEAN REAL ESTATE LIMITED PARTNERSHIP NUMBER FOUR","805-7213859348","26622","","United Kingdom","N","Y","N","N","","","N","","N","Real Estate Fund","","3913116","10000000","1","0","0","0","N","N","N","0","Y","N","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO V LP NO.1","805-1007145397","8831","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","580153135","24200000","62","0","28","38","N","Y","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO V LP NO.2","805-4175163647","23524","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","1163623355","24200000","151","0","50","66","N","Y","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO IV LIMITED PARTNERSHIP NUMBER 1","805-7178809454","25687","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","229091513","12100000","20","0","33","11","N","Y","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO IV LIMITED PARTNERSHIP NUMBER 2","805-1063140507","26422","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","247030973","12100000","39","0","36","73","N","Y","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO IV LIMITED PARTNERSHIP NUMBER 3","805-8883566810","26436","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","54494365","12100000","10","0","35","1","N","Y","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO IV LIMITED PARTNERSHIP NUMBER 4","805-2274461282","26441","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","213317452","12100000","85","0","56","70","N","Y","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 1","805-4083321750","26443","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","48108171","10000000","13","0","36","0","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 2","805-8014481650","26452","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","5545876","10000000","2","0","72","0","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 3","805-1659664411","26455","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","96163650","10000000","9","0","13","1","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 6","805-5530653772","26465","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","13594642","10000000","20","0","21","5","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 4","805-5514927540","26461","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","20920759","10000000","13","0","16","10","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 5","805-1168858774","26463","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","6105179","10000000","9","0","74","0","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 7","805-7332471063","26467","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","9323922","10000000","15","0","45","24","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 8","805-3723885612","26470","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","1678253","10000000","14","0","0","5","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883675","DOUGHTY HANSON & CO III LIMITED PARTNERSHIP NUMBER 9","805-8027124217","26473","","United Kingdom","N","Y","N","N","","","N","","N","Private Equity Fund","","6317820","10000000","13","0","43","75","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"889844","FINANCIAL INSTITUTIONS OPPORTUNITY FUND, L.P.","805-8623682143","41362","Wisconsin","United States","Y","N","N","N","","","N","","N","Hedge Fund","","37649233","100000","80","44","0","0","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"883826","KHOSLA VENTURES I, LP","805-2954024575","41831","Delaware","United States","N","Y","N","N","","","N","","N","Venture Capital Fund","","96572284","0","6","28","0","0","N","N","N","0","Y","N","N","N","No","N","N","N","0","N"
"883826","KHOSLA VENTURES IV CF, LP","805-6601093378","43038","Delaware","United States","N","Y","N","N","","","N","","N","Venture Capital Fund","","61682268","0","2","0","0","0","N","N","N","0","Y","Y","Y","Y","Yes","N","N","N","0","N"
"883826","KHOSLA VENTURES SEED SIDE FUND, LP","805-4711030995","43046","Delaware","United States","N","Y","N","N","","","N","","N","Venture Capital Fund","","154884411","0","4","100","0","0","N","N","N","0","Y","Y","Y","Y","Yes","N","N","N","0","N"
"883826","KHOSLA VENTURES SEED, LP","805-2516749299","43057","Delaware","United States","N","Y","N","N","","","N","","N","Venture Capital Fund","","307390504","0","69","0","23","17","N","N","N","0","Y","Y","Y","Y","Yes","N","N","N","0","N"
"883826","KHOSLA VENTURES SEED B, LP","805-2190143495","46353","Delaware","United States","N","Y","N","N","","","N","","N","Venture Capital Fund","","444653557","0","64","29","15","13","N","N","N","0","Y","Y","Y","Y","Yes","N","N","N","0","N"
"883826","KHOSLA VENTURES SEED B (CF), LP","805-5666423947","46360","Delaware","United States","N","Y","N","N","","","N","","N","Venture Capital Fund","","26169240","0","2","6","0","0","N","N","N","0","Y","Y","Y","Y","Yes","N","N","N","0","N"
"883826","KHOSLA VENTURES II, LP","805-2660076658","42532","Delaware","United States","N","Y","N","N","","","N","","N","Venture Capital Fund","","1137179638","0","7","28","0","0","N","N","N","0","Y","N","N","N","No","N","N","N","0","N"
"883826","KHOSLA VENTURES III, LP","805-9158420927","42992","Delaware","United States","N","Y","N","N","","","N","","N","Venture Capital Fund","","1664469386","0","85","9","18","17","N","N","N","0","Y","Y","Y","Y","Yes","N","N","N","0","N"
"883826","KHOSLA VENTURES IV, LP","805-4730654728","43027","Delaware","United States","N","Y","N","N","","","N","","N","Venture Capital Fund","","964620045","0","80","11","23","22","N","N","N","0","Y","Y","Y","Y","Yes","N","N","N","0","N"
"883826","KHOSLA VENTURES V, LP","805-1614490046","69081","Delaware","United States","N","Y","N","N","","","N","","N","Venture Capital Fund","","138038996","0","58","11","23","10","N","N","N","0","Y","Y","Y","Y","Yes","N","N","N","0","N"
"889809","RESOLUTION LIFE L.P.","805-8873778693","69908","","Bermuda","N","Y","N","N","","","N","","N","Private Equity Fund","","1097420000","20000000","24","2","0","41","N","Y","N","0","Y","Y","Y","Y","Report Not Yet Received","N","Y","Y","0","Y"
"881335","RESOLUTION LIFE L.P.","805-8873778693","55922","","Bermuda","N","Y","N","N","","","N","","N","Private Equity Fund","","995000000","20000000","22","2","0","42","N","N","N","0","Y","Y","Y","Y","Report Not Yet Received","N","Y","Y","0","Y"
"889299","TECOMA CAPITAL, LLC","805-9361430676","54995","Delaware","United States","Y","N","N","N","","","N","","N","Hedge Fund","","240000000","1000000","8","10","0","0","N","N","N","0","Y","N","","","","Y","Y","Y","100","N"
"885587","SHORT HILLS CAPITAL PARTNERS MASTER FUND LTD.","805-2081771699","63746","","Cayman Islands","Y","N","Y","N","","","Y","N","N","Hedge Fund","","35665000","1000000","19","4","0","66","N","N","N","0","Y","Y","Y","Y","Report Not Yet Received","N","Y","Y","100","N"
"889235","LINZOR CAPITAL PARTNERS II, L.P.","805-7025670539","32136","","Canada","N","Y","N","N","","","N","","N","Private Equity Fund","","207430381","5000000","61","3","13","75","N","N","N","0","Y","Y","Y","Y","Yes","N","N","Y","0","Y"
"891614","VIRGIN GREEN FUND I, LP","805-8253866233","21685","","Cayman Islands","Y","Y","N","N","","","N","","N","Venture Capital Fund","","49347673","0","17","47","20","80","N","N","N","0","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"891565","GA INVESTORS I LLC","805-1635923377","41517","Delaware","United States","Y","N","N","N","","","N","","N","Private Equity Fund","","515000","10000","12","7","0","0","N","N","N","20","N","Y","Y","Y","Yes","N","Y","Y","0","N"
"891565","GA INVESTORS II LLC","805-7634199729","40657","Delaware","United States","Y","N","N","N","","","N","","N","Private Equity Fund","","25000000","600000","9","1","0","0","N","N","N","30","N","Y","Y","Y","Yes","N","Y","Y","0","N"
"890262","LINZOR CAPITAL PARTNERS, L.P.","805-8159900847","37463","","Canada","N","Y","N","N","","","N","","N","Private Equity Fund","","34653077","5000000","18","6","8","81","N","N","N","0","Y","Y","Y","Y","Report Not Yet Received","N","N","Y","0","N"
"891425","APPIAN NATURAL RESOURCES (UST) FUND LP","805-6814178376","56543","","Jersey","N","Y","N","N","","","N","","N","Private Equity Fund","","36840000","250000","13","0","22","0","N","N","N","0","Y","Y","N","Y","Report Not Yet Received","N","Y","Y","0","Y"
"891425","APPIAN NATURAL RESOURCES FUND L.P.","805-4108931743","56539","","Jersey","N","Y","N","N","","","N","","N","Private Equity Fund","","339605000","250000","23","1","0","37","N","N","N","0","Y","Y","N","Y","Report Not Yet Received","N","Y","Y","0","Y"
"875489","ENVEST II, LLC","805-7673026672","23307","Virginia","United States","Y","N","N","N","","","N","","N","Venture Capital Fund","","8845520","350000","100","25","0","0","N","N","Y","100","Y","Y","N","Y","Yes","N","N","N","0","N"
"882168","STARVEST PARTNERS OPPORTUNITY FUND, L.P.","805-1160912812","70286","Delaware","United States","Y","N","N","N","","","N","","N","Venture Capital Fund","","19413444","10000","5","0","0","0","N","N","N","5","Y","N","Y","N","No","N","Y","N","0","N"
"882168","STARVEST PARTNERS II (PARALLEL), L.P.","805-5925894929","29493","Delaware","United States","Y","N","N","N","","","N","","N","Venture Capital Fund","","44839698","5000000","2","5","0","0","N","N","N","2","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"882168","STARVEST PARTNERS, L.P.","805-7070016966","29434","Delaware","United States","Y","N","N","N","","","N","","N","Venture Capital Fund","","9632705","100000","50","5","8","8","N","N","N","70","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"882168","STARVEST PARTNERS II, L.P.","805-8530553375","29460","Delaware","United States","Y","N","N","N","","","N","","N","Venture Capital Fund","","153985442","500000","18","1","0","0","N","N","N","25","Y","Y","Y","Y","Yes","N","Y","N","0","N"
"882168","STARVEST PARTNERS II (ADVISORS), L.P.","805-3904287531","35956","Delaware","United States","Y","N","N","N","","","N","","N","Venture Capital Fund","","712930","25000","7","0","0","0","N","N","N","7","Y","N","Y","N","No","N","Y","N","0","N"
"891686","ENVEST III, LLC","805-4744643153","23319","Virginia","United States","Y","N","N","N","","","N","","N","Venture Capital Fund","","81393599","400000","100","23","0","0","N","N","Y","100","Y","Y","N","Y","Yes","N","N","N","0","N"
"878793","LARSEN MACCOLL PARTNERS III, LP","805-3727314732","68949","Delaware","United States","N","Y","N","N","","","N","","N","Private Equity Fund","","16690000","250000","33","14","28","21","N","N","N","0","Y","Y","Y","Y","Yes","N","N","N","0","Y"
"878793","LARSEN MACCOLL PARTNERS, L.P.","805-5286621463","51625","Delaware","United States","Y","N","N","N","","","N","","N","Private Equity Fund","","50847000","250000","63","20","0","1","N","N","N","0","Y","Y","Y","Y","Yes","N","N","N","0","N"
"878793","LARSEN MACCOLL PARTNERS II, L.P.","805-6828349643","51630","Delaware","United States","Y","N","N","N","","","N","","N","Private Equity Fund","","20006000","250000","80","15","0","3","N","N","N","0","Y","Y","Y","Y","Yes","N","N","N","0","N"
"890886","HEM PRIVATE EQUITY FUND 2008, LLC","805-7983326450","45011","Delaware","United States","Y","N","N","N","","","Y","Y","N","Private Equity Fund","","6637228","0","14","11","0","0","N","N","N","0","Y","N","","","Report Not Yet Received","N","N","N","0","N"
