"FilingID","ReferenceID","SubreferenceID","Related Person","Name of Marketer","SEC Number","CRD Number","City","State","Country","Websites"
"1022041","166296","61028","N","MAN INVESTMENTS INC.","8-32575","15770","NEW YORK","New York","United States","N"
"1025309","25644","37870","N","303 ALTERNATIVES, LLC","8-69225","166675","CHICAGO","Illinois","United States","Y"
"1024732","32149","16347","N","MITSUBISHI CORPORATION ASSET MANAGEMENT LTD.","","","TOKYO","","Japan","N"
"1024732","32066","16344","N","TOKAI TOKYO SECURITIES CO. LTD.","","","TOKYO","","Japan","N"
"1024732","32066","16343","N","MITSUBISHI CORPORATION ASSET MANAGEMENT LTD.","","","TOKYO","","Japan","N"
"1025976","21306","7923","N","CREDIT SUISSE SECURITIES (EUROPE) LIMITED","","","LONDON","","United Kingdom","N"
"1025976","159014","56916","N","TRIUM CAPITAL","","","LONDON","","United Kingdom","N"
"1025976","21306","56921","N","NH INVESTMENT & SECURITIES","","","SEOUL","","Korea, South","N"
"1025976","21306","56920","N","OCEANO ADVISORS","","","ZURICH","","Switzerland","N"
"1025976","159014","56919","N","NH INVESTMENT & SECURITIES","","","SEOUL","","Korea, South","N"
"1025976","159014","56918","N","ISP FINANCIAL SERVICES","","","HERZELIA","","Israel","N"
"1025976","159014","56917","N","OCEANO ADVISORS","","","ZURICH","","Switzerland","N"
"996710","72373","65072","N","SUSSEX PARTNERS LIMITED","","","LONDON","","United Kingdom","N"
"1007118","166942","61379","N","SOURCE CAPITAL GROUP, INC.","801-88199","36719","WESTPORT","Connecticut","United States","N"
"1016442","177542","68145","N","BCI CO., LTD (BETHER CAPITAL INC.)","","","SEOUL","","Korea, South","Y"
"1016442","177542","68146","N","EB5 BRIDGE","","","IRVINE","California","United States","N"
"994238","46249","68173","N","EUREKA CAPITAL PARTNERS","","","SINGAPORE","","Singapore","N"
"994238","46249","68174","N","ALISAL PARTNERS","","","SAN RAMON","California","United States","N"
"1023141","54982","27695","N","OPPENHEIMER & CO. INC.","801-887","249","NEW YORK","New York","United States","N"
"1023141","54982","27694","N","BOOMERANG CAPITAL LLC","8-65273","120313","DARIEN","Connecticut","United States","N"
"1016441","171237","66542","N","EATON PARTNERS, LLC","8-46718","31170","ROWAYTON","Connecticut","United States","N"
"1016441","171244","66537","N","EATON PARTNERS, LLC","8-46718","31170","ROWAYTON","Connecticut","United States","N"
"1025190","176584","67662","N","SILVER LEAF PARTNERS, LLC","8-65902","126694","NEW YORK","New York","United States","N"
"1025190","176584","67666","N","BLUE SAND SECURITIES LLC","8-67514","142976","NEW YORK","New York","United States","N"
"1025190","65809","33665","N","SILVER LEAF PARTNERS, LLC","8-65902","126694","NEW YORK","New York","United States","N"
"1025190","65809","43161","N","BLUE SAND SECURITIES LLC","8-67514","142976","NEW YORK","New York","United States","N"
"1025948","64534","32927","N","PARK HILL GROUP LLC","8-66958","135898","NEW YORK","New York","United States","N"
"1025948","64533","32926","N","PARK HILL GROUP LLC","8-66958","135898","NEW YORK","New York","United States","N"
"1025948","64532","32925","N","PARK HILL GROUP LLC","8-66958","135898","NEW YORK","New York","United States","N"
"1025948","64531","32924","N","PARK HILL GROUP LLC","8-66958","135898","NEW YORK","New York","United States","N"
"1025948","33376","16967","N","MONUMENT GROUP, INC.","8-47248","36399","BOSTON","Massachusetts","United States","N"
"1025948","33367","16966","N","MONUMENT GROUP, INC.","8-47248","36399","BOSTON","Massachusetts","United States","N"
"1025948","33363","16964","N","MONUMENT GROUP, INC.","8-47248","36399","BOSTON","Massachusetts","United States","N"
"1025948","33342","16952","N","MONUMENT GROUP, INC.","8-47248","36399","BOSTON","Massachusetts","United States","N"
"1025948","64529","32923","N","PARK HILL GROUP LLC","8-66958","135898","NEW YORK","New York","United States","N"
"1025948","33352","16960","N","MONUMENT GROUP, INC.","8-47248","36399","BOSTON","Massachusetts","United States","N"
"1025948","33349","16959","N","MONUMENT GROUP, INC.","8-47248","36399","BOSTON","Massachusetts","United States","N"
"1025948","30333","15508","N","MONUMENT GROUP, INC.","8-47248","36399","BOSTON","Massachusetts","United States","N"
"1023638","67263","34173","Y","MACQUARIE CAPITAL SECURITIES LIMITED","","","HONG KONG","","Hong kong","N"
"1023638","67263","34172","Y","MACQUARIE INFRASTRUCTURE AND REAL ASSETS (EUROPE) LIMITED","","163161","LONDON","","United Kingdom","N"
"1023638","67263","34170","Y","MACQUARIE FUND ADVISERS PTY LTD","","163507","SYDNEY","","Australia","N"
"1023638","67263","34171","Y","MACQUARIE CAPITAL (USA) INC.","8-47198","36368","NEW YORK","New York","United States","N"
"1023638","67263","68382","Y","MACQUARIE SECURITIES KOREA LIMITED","","","SEOUL","","Korea, South","N"
"1022897","177540","68140","N","BERCHWOOD PARTNERS LLC","8-53091","108399","NEW YORK","New York","United States","N"
"1021452","55571","27902","N","PARK HILL GROUP LLC","8-66958","135898","SAN FRANCISCO","California","United States","N"
"1026978","32149","16347","N","MITSUBISHI CORPORATION ASSET MANAGEMENT LTD.","","","TOKYO","","Japan","N"
"1026978","32066","16344","N","TOKAI TOKYO SECURITIES CO. LTD.","","","TOKYO","","Japan","N"
