"FilingID","ReferenceID","Foreign Regulatory Authority"
"952996","115314","Hong Kong - Securities and Futures Commission"
"952996","115321","United Kingdom - Financial Conduct Authority"
"952996","115342","Guernsey - Guernsey Financial Services Commission"
"952996","129000","Guernsey - Guernsey Financial Services Commission"
"952996","129006","Guernsey - Guernsey Financial Services Commission"
"952996","157013","Guernsey - Guernsey Financial Services Commission"
"952996","158181","Guernsey - Guernsey Financial Services Commission"
"950258","108781","Guernsey - Guernsey Financial Services Commission"
"950258","145716","Guernsey - Guernsey Financial Services Commission"
"950258","108783","Guernsey - Guernsey Financial Services Commission"
"948977","163014","Cayman Islands - Cayman Islands Monetary Authority"
"948977","163011","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"948977","163017","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"948977","163010","Hong Kong - Securities and Futures Commission"
"948977","163010","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"949972","151717","United Kingdom - Financial Conduct Authority"
"949972","151717","Australia - Australian Securities and Investments Commission"
"949972","151714","Canada - Nova Scotia Securities Commission"
"949972","151714","Canada - Ontario Securities Commission"
"949972","151714","Canada - Quebec, Financial Markets Authority"
"949972","151714","Ireland -  Central Bank of Ireland"
"949972","151714","United Kingdom - Financial Conduct Authority"
"949972","151714","Australia - Australian Securities and Investments Commission"
"949972","151720","Singapore - Monetary Authority of Singapore"
"949972","151720","Ireland -  Central Bank of Ireland"
"949972","151722","Singapore - Monetary Authority of Singapore"
"949972","151722","Australia - Australian Securities and Investments Commission"
"949972","152655","Ireland -  Central Bank of Ireland"
"949972","152655","United Kingdom - Financial Conduct Authority"
"949972","151713","Canada - Alberta Securities Commission"
"949972","151713","Australia - Australian Securities and Investments Commission"
"949972","151713","Canada - Nova Scotia Securities Commission"
"949972","151713","Canada - Ontario Securities Commission"
"949972","151713","Canada - Quebec, Financial Markets Authority"
"949972","151713","India - Securities and Exchange Board of India"
"949972","151713","Ireland -  Central Bank of Ireland"
"949972","151713","United Kingdom - Financial Conduct Authority"
"949972","151713","Canada - British Columbia Securities Commission"
"943962","197714","India - Securities and Exchange Board of India"
"946490","129545","India - Securities and Exchange Board of India"
"946490","129545","Other-INDIA-MINISTRY OF CORPORATE AFFAIRS"
"946490","129545","Other-RESERVE BANK OF INDIA"
"946490","142110","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"946490","129256","India - Securities and Exchange Board of India"
"946490","129294","India - Securities and Exchange Board of India"
"946490","129346","Hong Kong - Securities and Futures Commission"
"946490","129346","Ireland -  Central Bank of Ireland"
"946490","129346","India - Securities and Exchange Board of India"
"946490","167560","Isle of Man - Financial Supervision Commission"
"946490","142108","Ireland -  Central Bank of Ireland"
"946490","129409","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"946490","129486","Other-UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY"
"946490","129423","United Kingdom - Financial Conduct Authority"
"946490","129423","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"946490","129423","India - Securities and Exchange Board of India"
"946490","129502","Canada - Alberta Securities Commission"
"946490","129502","Canada - British Columbia Securities Commission"
"946490","129502","Canada - Manitoba Securities Commission"
"946490","129502","Canada - New Brunswick Securities Commission"
"946490","129502","Canada - Newfoundland and Labrador, Financial Services Regulation Division"
"946490","129502","Canada - Northwest Territories, Office of the Registrar of Securities"
"946490","129502","Canada - Nova Scotia Securities Commission"
"946490","129502","Canada - Nunavut, Registrar of Securities"
"946490","129502","Canada - Ontario Securities Commission"
"946490","129502","Canada - Quebec, Financial Markets Authority"
"946490","129502","Canada - Saskatchewan Financial Services Commission"
"946490","129502","Canada - Yukon Territories, Registrar of Securities"
"946490","129502","Canada - Prince Edward Island, Securities Office"
"946490","156713","Switzerland - Swiss Financial Market Supervisory Authority"
"946490","156445","Brazil - Securities and Exchange Commission"
"946490","129565","China, People's Republic of - China Securities Regulatory Commission "
"946490","129565","Hong Kong - Securities and Futures Commission"
"946490","129565","India - Securities and Exchange Board of India"
"946490","129573","China, People's Republic of - China Securities Regulatory Commission "
"946490","129573","India - Securities and Exchange Board of India"
"946490","129573","Other-UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY"
"946490","129577","India - Securities and Exchange Board of India"
"946490","129577","Singapore - Monetary Authority of Singapore"
"948466","197813","United Kingdom - Financial Conduct Authority"
"948466","197816","United Kingdom - Financial Conduct Authority"
"948466","197818","United Kingdom - Financial Conduct Authority"
"954083","146250","United Kingdom - Financial Conduct Authority"
"954083","146250","South Africa - Financial Services Board"
"953689","150118","Other-CAYMAN ISLANDS MONETARY AUTHORITY"
"953689","150119","Other-CAYMAN ISLANDS MONETARY AUTHORITY"
"954862","124218","Other-SPAIN - BANK OF SPAIN (BANCO DE ESPANA)"
"954862","124218","United Kingdom - Financial Conduct Authority"
"954862","124218","Australia - Australian Securities and Investments Commission"
"954862","124218","Other-AUSTRALIAN PRUDENTIAL REGULATION AUTHORITY"
"954862","124218","Other-FRANCE - AUTORITE DE CONTROLE PRUDENTIEL (BANQUE DE FRANCE)"
"954862","124218","Other-GERMANY - BUNDESANSTALT FUR FINANZDIENSTLESTUNGSAUSFSICHT (BAFIN)"
"954862","124218","Isle of Man - Financial Supervision Commission"
"954862","124218","Jersey - Jersey Financial Services Commission"
"954862","124218","Sweden - Swedish Financial Supervisory Authority"
"954862","124218","Netherlands - The Netherlands Authority for the Financial Markets"
"954777","150997","Other-CAYMAN ISLANDS MONETARY AUTHORITY"
"954296","133701","Hong Kong - Securities and Futures Commission"
"954768","140577","United Kingdom - Financial Conduct Authority"
"954768","155887","Singapore - Monetary Authority of Singapore"
"954359","131814","Singapore - Monetary Authority of Singapore"
"954359","131795","India - Securities and Exchange Board of India"
"954359","131825","China, People's Republic of - China Securities Regulatory Commission "
"954359","131825","India - Securities and Exchange Board of India"
"954359","131825","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"954359","131928","Canada - Alberta Securities Commission"
"954359","131928","Guam - Department of Revenue and Taxation"
"954359","131928","Canada - British Columbia Securities Commission"
"954359","131928","Canada - Manitoba Securities Commission"
"954359","131928","Canada - New Brunswick Securities Commission"
"954359","131928","Canada - Newfoundland and Labrador, Financial Services Regulation Division"
"954359","131928","Canada - Northwest Territories, Office of the Registrar of Securities"
"954359","131928","Canada - Nova Scotia Securities Commission"
"954359","131928","Canada - Nunavut, Registrar of Securities"
"954359","131928","Canada - Ontario Securities Commission"
