"FilingID","ReferenceID","Legal Name of Custodian","Primary Business Name","City","State","Country","Related Person","SEC Number","CRD Number"
"899427","3212","CALEDONIA BANK LIMITED","CALEDONIA BANK LIMITED","GRAND CAYMAN GEORGETOWN","","Cayman Islands","N","",""
"899427","3212","ALBERT FRIED & COMPANY, LLC","ALBERT FRIED & COMPANY, LLC","NEW YORK","New York","United States","N","8-3337","1914"
"899427","3212","FIFTH THIRD BANK","FIFTH THIRD BANK","CINCINNATI","Ohio","United States","N","",""
"899427","3212","J.H. DARBIE & CO., INC.","J.H. DARBIE & CO., INC.","HACKENSACK","New Jersey","United States","N","8-50335","43520"
"899427","3212","CHIMAERA FINANCIAL GROUP","CHIMAERA FINANCIAL GROUP","MELBOURNE","","Australia","N","",""
"899427","3212","SHARD CAPITAL PARTNERS LLP","SHARD CAPITAL PARTNERS LLP","LONDON","","United Kingdom","N","",""
"878422","3228","BROADRIDGE FINANCIAL SOLUTIONS, INC.","BROADRIDGE CORPORATE ISSUER SOLUTIONS","LAKE SUCCESS","New York","United States","N","",""
"878422","47972","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC","AMERICAN STOCK TRANSFER & TRUST COMPANY, LLC","CHARLOTTE","North Carolina","United States","N","",""
"878422","3217","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","NEW YORK","New York","United States","N","8-7221","7691"
"878422","3217","CREDIT SUISSE SECURITIES (USA) LLC","CREDIT SUISSE SECURITIES (USA) LLC","BOSTON","Massachusetts","United States","N","8-422","816"
