"FilingID","ReferenceID","SubreferenceID","Private Fund Name","Fund ID","State","Country","3(c)(1) Exclusion","3(c)(7) Exclusion"
"893883","46018","10010","TRIENT GLOBAL MACRO PARTNERS LP","805-1299697654","Delaware","United States","N","Y"
"893883","46018","8314","TRIENT GLOBAL INVESTMENT FUNDS PLC","805-4048069266","","Ireland","N","Y"
"893883","63076","12823","GFS MAP TRIENT GLOBAL MACRO","805-7454579198","","Ireland","N","Y"
"891961","58441","11827","WHITEHAVEN CREDIT OPPORTUNITIES FUND, LP","805-4209012447","Delaware","United States","N","Y"
"891961","58441","24376","WHITEHAVEN CREDIT OPPORTUNITIES FUND, LTD.","805-4015133100","","Cayman Islands","N","Y"
"897912","46112","8329","PANORAMA PARTNERS OFFSHORE, LTD.","805-5425306727","","Cayman Islands","Y","N"
"897912","46112","8328","PANORAMA PARTNERS ONSHORE, LP","805-8366397580","Delaware","United States","Y","N"
"882951","53921","10568","THE ABACO FINANCIALS FUND LIMITED","805-8915089146","","Cayman Islands","Y","N"
"878536","30771","5598","PWP RE FUND I US FEEDER LP","805-2240168102","","United Kingdom","N","Y"
"878536","49263","9065","PWP RE FUND II US FEEDER LP","805-2240168102","","Jersey","N","Y"
"895167","15921","3229","IROQUOIS CAPITAL OFFSHORE LTD.","805-6361764881","","Cayman Islands","Y","N"
"895167","15921","3226","IROQUOIS CAPITAL LP","805-4457207793","Delaware","United States","Y","N"
"874447","57896","11670","ARAVT GLOBAL PARTNERS LP","805-1613900364","Delaware","United States","N","Y"
"874447","57896","11671","ARAVT GLOBAL FUND LTD.","805-5622103684","","Cayman Islands","N","Y"
"893078","64704","13157","CARLYLE GLOBAL BALANCED-RISK ONSHORE L.P.","805-5237501303","Delaware","United States","N","Y"
"893078","64704","13201","CARLYLE GLOBAL BALANCED-RISK OFFSHORE L.P.","805-9347279920","","Cayman Islands","N","Y"
"894615","56780","11272","CASDIN PARTNERS, L.P.","805-2784613488","Delaware","United States","N","Y"
"897236","57045","11358","ETHIKA OPPS FOREIGN FEEDER II, L.P.","805-9828727676","","Cayman Islands","Y","Y"
"897236","57045","11356","ETHIKA OPPS DOMESTIC FEEDER, L.P.","805-7754288962","Delaware","United States","Y","Y"
"897236","57045","11357","ETHIKA OPPS FOREIGN FEEDER I, L.P.","805-7051793521","","Cayman Islands","Y","Y"
"894266","5752","1835","O.S.S. OVERSEAS LTD.","805-5122400165","","Cayman Islands","N","Y"
"898081","59099","47378","JERICA COMMERCIAL MORTGAGE OPPORTUNITY INTERMEDIATE FUND, LP","805-1758996107","","Cayman Islands","N","Y"
"898081","59099","47376","JERICA COMMERCIAL MORTGAGE OPPORTUNITY FUND, LTD.","805-3522160304","","Cayman Islands","N","Y"
"898081","59099","47375","JERICA COMMERICAL MORTGAGE OPPORTUNITY FUND, LLC","805-1150719629","Delaware","United States","N","Y"
"900821","54459","10721","ARMADA LATIN AMERICA OPPORTUNITY FUND, LTD.","805-5612221075","","Cayman Islands","N","Y"
"900827","54459","10721","ARMADA LATIN AMERICA OPPORTUNITY FUND, LTD.","805-5612221075","","Cayman Islands","N","Y"
"877167","68469","13987","GEC PARTNERS III FEEDER LP","805-3156143318","","Bermuda","Y","Y"
"894570","38850","7162","AMP CAPITAL INFRASTRUCTURE DEBT FUND (USD), LP","805-3055492140","","Cayman Islands","N","Y"
"894570","38850","7160","AMP CAPITAL INFRASTRUCTURE DEBT FUND (JPY), LP","805-4979812865","","Cayman Islands","N","Y"
"894536","15355","3298","MADRONA IV ENTREPRENEURS FUND, LP","805-3045804390","Delaware","United States","Y","N"
"894536","52461","10157","MADRONA V ENTREPRENEURS FUND, LP","805-9376030536","Delaware","United States","Y","N"
"894536","15352","3296","MADRONA IV MANAGER FUND, LP","805-4302903342","Delaware","United States","N","Y"
"894536","52456","10155","MADRONA V MANAGER FUND, LP","805-3173242135","Delaware","United States","N","Y"
"894536","15307","3279","MADRONA III MANAGER FUND, LP","805-8880908119","Delaware","United States","N","Y"
"894536","15311","3293","MADRONA III ENTREPRENEURS FUND, LP","805-6625335293","Delaware","United States","Y","N"
"892838","46035","8320","SVOBODA, COLLINS & COMPANY QP, L.P.","805-6165424125","Delaware","United States","N","Y"
"892838","46035","8319","SVOBODA, COLLINS & COMPANY, L.P.","805-2587629505","Delaware","United States","Y","N"
"872912","64864","13217","PORT MEADOW (US) FUND","805-1321572837","","Cayman Islands","N","Y"
"872912","5562","1681","DYMON ASIA MACRO FUND","805-6562995239","","Cayman Islands","N","Y"
"872912","55699","10996","DYMON ASIA CURRENCY VALUE FUND","805-6090320867","","Cayman Islands","N","Y"
"872912","56492","11190","DYMON ASIA MACRO PLUS FUND","805-8986156259","","Cayman Islands","N","Y"
"872912","5562","1682","DYMON ASIA MACRO (US) FUND","805-6035200146","","Cayman Islands","N","Y"
"872912","64008","12984","DYMON ASIA MULTI-STRATEGY FUND","805-6664571629","","Cayman Islands","N","Y"
"872912","64864","13218","PORT MEADOW FUND","805-8667065950","","Cayman Islands","N","Y"
"872912","64008","12983","DYMON ASIA MULTI-STRATEGY (US) FUND","805-7209719930","","Cayman Islands","N","Y"
"872912","56492","11189","DYMON ASIA MACRO PLUS (US) FUND","805-7662987322","","Cayman Islands","N","Y"
"896493","56163","11125","TWO OCEAN GLOBAL EQUITIES LP","805-4265863847","Delaware","United States","N","Y"
"896493","56163","11126","TWO OCEAN GLOBAL EQUITIES LTD","805-4116693752","","Cayman Islands","N","Y"
"894696","57618","11582","WPEF V FEEDER LP","805-3858949390","","Guernsey","N","Y"
"894696","57618","11581","WPEF V FEEDER COÖPERATIEF U.A.","805-3733404980","","Netherlands","N","Y"
"894696","57617","11580","WPEF IV FEEDER COÖPERATIEF U.A.","805-8870023757","","Netherlands","N","Y"
"894696","57617","11579","WPEF IV FEEDER (SCOTLAND) LP","805-3282161482","","United Kingdom","N","Y"
"894696","57616","11578","WATERLAND PRIVATE EQUITY FUND III INTERMEDIATE B.V.","805-7816416954","","Netherlands","N","Y"
"894696","57616","11577","WATERLAND LUX II SARL","805-3158424485","","Luxembourg","N","Y"
"894696","57616","11576","WATERLAND LUX I SARL","805-3406813494","","Luxembourg","N","Y"
"894696","57616","11575","COÖPERATIEVE WATERLAND III INTERMEDIATE U.A.","805-8139624326","","Netherlands","N","Y"
"894696","57615","11574","WATERLAND PRIVATE EQUITY FUND II INTERMEDIATE B.V.","805-5562548432","","Netherlands","N","Y"
"893017","23675","4416","SNOW LAKE CHINA OFFSHORE FUND, LTD.","805-7874982763","","Cayman Islands","N","Y"
"893017","23675","4415","SNOW LAKE CHINA FUND, LTD.","805-4341842395","","Cayman Islands","N","Y"
"893850","57779","33364","TERRA GROVE TRUST - JAPAN FUND","805-2602719451","","Cayman Islands","N","Y"
"897554","73958","40365","SPINNAKER ECA HOLDINGS LTD","805-3612045365","","Cayman Islands","N","Y"
"897554","50678","9515","SPINNAKER GSS HOLDINGS LTD.","805-2673961984","","Cayman Islands","N","Y"
"897554","31241","5698","SPINNAKER GEM HOLDINGS LTD.","805-9246296815","","British Virgin Islands","N","Y"
"892295","52197","12418","CAPMAN ENDOWMENT NORDIC REAL ESTATE KY","805-5138882259","","Finland","Y","N"
"892295","37874","7027","CAPMAN PRIVATE BUYOUT VIII KY","805-9580167674","","Finland","Y","N"
"892295","36232","6723","CAPMAN PRIVATE RAHASTO II KY","805-5064224166","","Finland","Y","N"
"897537","62041","12603","OAKLEY CAPITAL PRIVATE EQUITY II-C LP","805-5426393929","","Bermuda","N","Y"
"897537","62041","12602","OAKLEY CAPITAL PRIVATE EQUITY II-B LP","805-2476128362","","Bermuda","N","Y"
"897537","62041","12601","OAKLEY CAPITAL PRIVATE EQUITY II-A LP","805-9792614112","","Bermuda","N","Y"
"897537","62041","12600","OAKLEY CAPITAL FOUNDER MEMBER II LP","805-6744100996","","Bermuda","N","Y"
"897532","74223","43386","ARCM DISTRESSED ENERGY OPPORTUNITIES US FEEDER FUND LTD.","805-5064738183","","Cayman Islands","N","Y"
"897532","74223","43384","ARCM DISTRESSED ENERGY OPPORTUNITIES FEEDER FUND LTD.","805-4270743833","","Cayman Islands","N","Y"
"897532","56951","11401","ARCM PERPETUAL FEEDER FUND LTD.","805-9185128534","","Cayman Islands","N","Y"
"897532","45646","8240","ARCM FEEDER FUND LTD.","805-3488486926","","Cayman Islands","N","Y"
"897532","56951","11321","ARCM FEEDER FUND II LTD.","805-8750317750","","Cayman Islands","N","Y"
"897532","56951","11319","ARCM US FEEDER FUND II LTD.","805-9783200254","","Cayman Islands","N","Y"
"897532","56951","11320","ARCM PERPETUAL FUND LTD.","805-4862283380","","Cayman Islands","N","Y"
"897532","45646","8241","ARCM US FEEDER FUND LTD.","805-5098715894","","Cayman Islands","N","Y"
"898674","5605","2398","CC ASIA ABSOLUTE RETURN FUND LP","805-4257000424","","Cayman Islands","N","Y"
"898674","5605","2395","CC ASIA ABSOLUTE RETURN FUND LIMITED","805-3540523898","","Cayman Islands","N","Y"
"902203","17361","9124","INVESCO ASIA REAL ESTATE FEEDER FUND I, LTD.","805-2525538556","","Cayman Islands","Y","Y"
"902210","15648","3203","OCEANWOOD OPPORTUNITIES FUND LP","805-3615154435","Delaware","United States","N","Y"
"902210","15648","3202","OCEANWOOD OPPORTUNITIES FUND","805-3920170910","","Cayman Islands","N","Y"
"902225","17381","5352","DENJOY INTEGRAL FUND LIMITED","805-4849486437","","Cayman Islands","Y","N"
"874740","20143","4382","RION FUND LP","805-4048533722","Delaware","United States","Y","N"
"879359","49699","9744","NEA 14 MANAGER FUND, L.P.","805-2589867046","","Cayman Islands","N","Y"
"879359","21866","4239","PRESIDENTS FUND III, L.P.","805-9400510050","Delaware","United States","N","Y"
"879359","20655","4233","PRESIDENTS FUND II, L.P.","805-5624385577","Delaware","United States","N","Y"
"881902","68905","14115","GEF OPPORTUNITIES FUND (U.S.) L.P.","805-6082020150","Delaware","United States","N","Y"
"881902","68905","14114","GEF OPPORTUNITIES FUND (CAYMAN) LIMITED","805-8854048931","","Cayman Islands","N","Y"
"897006","27006","4948","ROYALCAP VALUE FUND, LTD.","805-2503499491","","Cayman Islands","Y","N"
"885976","65827","13451","LIQUIDALTS H2O FORCE 10 FEEDER FUND","805-5828069236","","Jersey","N","Y"
"885976","65815","13442","LIQUIDALTS OMEGA FEEDER FUND","805-4402578760","","Jersey","N","Y"
"885976","65805","13439","LIQUIDALTS TUDOR TENSOR FEEDER FUND","805-2311533065","","Jersey","N","Y"
"882628","30954","5801","LANEXA GLOBAL MANAGEMENT, LP","805-2502574746","Delaware","United States","N","Y"
"882628","30954","5655","LANEXA GLOBAL OFFSHORE FUND, LTD","805-7352604440","","Cayman Islands","N","Y"
"895131","59797","12089","KARMA STAR FUND (KARMA FUND LP SERIES A)","805-1924887419","Delaware","United States","Y","N"
"895131","59797","12088","KARMA OFFSHORE FUND LTD","805-4683791365","","Cayman Islands","Y","N"
"895131","59797","12087","KARMA SELECT FUND (KARMA FUND LP SERIES B)","805-3472726107","Delaware","United States","Y","N"
"902402","59099","47378","JERICA COMMERCIAL MORTGAGE OPPORTUNITY INTERMEDIATE FUND, LP","805-1758996107","","Cayman Islands","N","Y"
"902402","59099","47376","JERICA COMMERCIAL MORTGAGE OPPORTUNITY FUND, LTD.","805-3522160304","","Cayman Islands","N","Y"
"902402","59099","47375","JERICA COMMERICAL MORTGAGE OPPORTUNITY FUND, LLC","805-1150719629","Delaware","United States","N","Y"
"900459","36083","6687","CATO FUND LTD.","805-1657758895","","Cayman Islands","N","Y"
"900459","36083","6685","CATO PARTNERS, LP","805-6663118291","Delaware","United States","N","Y"
"895341","25922","4775","CAYMANS FEEDER","805-1501189762","","Cayman Islands","N","Y"
"896930","12652","2773","HIP II INTERNATIONAL L.P.","805-8408341840","","United Kingdom","N","Y"
"896930","12382","2755","HIP INTERNATIONAL L.P.","805-5105915710","","United Kingdom","N","Y"
"896930","52082","10050","HIP III GUERNSEY L.P. INC","805-9548817708","","Guernsey","N","Y"
"896930","52082","10049","HIP III INTERNATIONAL L.P.","805-9012001843","","United Kingdom","N","Y"
"890655","41835","7564","MBK EMPLOYEES INVESTMENT FUND II, L.P.","805-3328900169","","Cayman Islands","N","Y"
"890655","41742","7549","MBK EMPLOYEE INVESTMENT, L.P.","805-7919955672","","Cayman Islands","N","Y"
"890655","49412","12090","MBK EMPLOYEES INVESTMENT FUND III, L.P.","805-1687617626","","Cayman Islands","N","Y"
"877827","37579","6968","PC FEEDER L.P. IV","805-6785825551","","Guernsey","Y","N"
"877827","37553","6960","PATRON CAPITAL SCOTLAND III L.P.","805-3480650703","","United Kingdom","Y","N"
"877827","36114","6708","CPF PATRON SCOTLAND LP","805-3775381199","","United Kingdom","Y","N"
"877827","36114","6707","MIT ENDOWMENT/PATRON SCOTLAND LP","805-9190630886","","United Kingdom","Y","N"
"877827","36114","6706","MIT RETIREMENT/PATRON SCOTLAND LP","805-9304737221","","United Kingdom","Y","N"
"877827","36114","6704","COLUMBIA/PATRON SCOTLAND LP","805-1313255389","","United Kingdom","Y","N"
"877827","36114","6703","PATRON CAPITAL SCOTLAND II LP","805-3408593228","","United Kingdom","Y","N"
"877827","36114","6700","CHICAGO/PATRON SCOTLAND L.P.","805-8474165244","","United Kingdom","Y","N"
"877827","36114","6697","NORTHWESTERN/PATRON SCOTLAND LP","805-6142014767","","United Kingdom","Y","N"
"877827","36114","6696","MICHIGAN/PATRON SCOTLAND LP","805-6870107360","","United Kingdom","Y","N"
"877827","36114","6695","HPC PATRON SCOTTISH LP","805-2283258196","","United Kingdom","Y","N"
"877827","36114","6693","COMMODORE SCOTTISH II LP","805-4937805947","","United Kingdom","Y","N"
"895673","57969","11702","VALARC OFFSHORE FUND, LTD","805-6961759842","","Cayman Islands","N","Y"
"895673","57969","11701","VALARC FUND, LP","805-4849856345","Delaware","United States","N","Y"
"895796","56367","11177","SYCAMORE LANE OFFSHORE FUND, LTD.","805-5756817829","","Cayman Islands","Y","N"
"895796","56367","11180","SYCAMORE LANE FUND, L.P.","805-9311692024","Delaware","United States","Y","N"
"873754","38836","7161","STAIRWAY CAPITAL II LIMITED","805-4812577337","","Cayman Islands","N","Y"
"899950","56824","11349","ATREVIDA MULTI-STRATEGY CHARTER FUND LP","805-2288913431","Delaware","United States","N","Y"
"889009","35639","6570","BRAZIL REAL ESTATE OPPORTUNITIES FUND I (CAYMAN), L.P.","805-9225682637","","Cayman Islands","Y","Y"
"876428","37647","6995","EPOCH OVERSEAS, LTD.","805-6597449834","","Cayman Islands","N","Y"
"876428","37647","6994","EPOCH CAPITAL PARTNERS, L.P.","805-9249239427","Delaware","United States","N","Y"
"903165","43514","7885","C12 HELIX LIQUID OPPORTUNITIES INTERMEDIATE L.P.","805-2683153864","","Cayman Islands","N","Y"
"903165","43514","7887","C12 HELIX LIQUID OPPORTUNITIES LTD.","805-8021775258","","Cayman Islands","N","Y"
"903165","43514","7886","C12 HELIX LIQUID OPPORTUNITIES LP","805-9532837272","Delaware","United States","N","Y"
"877061","55989","11091","OBERLAND CAPITAL HEALTHCARE OFFSHORE LP","805-4784795007","Delaware","United States","N","Y"
"877061","55989","11090","OBERLAND CAPITAL HEALTHCARE LP","805-4647600559","Delaware","United States","N","Y"
"891775","70373","17364","SPECIAL INVESTMENTS PCC1","805-1753355772","","Guernsey","Y","N"
"891775","74161","43377","FINANCORP FUNDS, SCC","805-7115292336","","Barbados","Y","N"
"894309","41998","7592","NEWCASTLE OFFSHORE FUND, LTD.","805-5501410933","","British Virgin Islands","N","Y"
"893737","44753","8088","TYBOURNE EQUITY (OFFSHORE) FUND","805-2334911738","","Cayman Islands","N","Y"
"893737","44753","8080","TYBOURNE EQUITY (US) FUND","805-3976947035","","Cayman Islands","N","Y"
"893737","61533","12473","TYBOURNE LONG OPPORTUNITIES (OFFSHORE) FUND","805-7350494647","","Cayman Islands","N","Y"
"893737","61533","12472","TYBOURNE LONG OPPORTUNTIES (US) FUND","805-1683569347","","Cayman Islands","N","Y"
"879740","50492","9444","TVV ASSOCIATES III, LLC","805-8207451066","Tennessee","United States","Y","N"
"879740","42285","7648","TVV ASSOCIATES III, LLC","805-8207451066","Tennessee","United States","Y","N"
"879740","42162","7605","TVV ASSOCIATES II","805-5055224504","Tennessee","United States","Y","N"
"900389","31718","5776","BULWARKBAY CREDIT OPPORTUNITIES FUND LP","805-6112747695","Delaware","United States","N","Y"
"900389","31718","5777","BULWARKBAY CREDIT OPPORTUNITIES FUND LTD","805-6522028437","","Cayman Islands","N","Y"
"895790","41899","7570","MIDDLE EAST NORTH AFRICA OPPORTUNITIES FUND, LTD.","805-8344270280","","British Virgin Islands","N","Y"
"895790","41899","7568","MIDDLE EAST NORTH AFRICA OPPORTUNITIES FUND, L.P.","805-3447450709","Delaware","United States","N","Y"
"895860","35794","7551","MEDA ACCESS FEEDER FUND, LTD.","805-8720436116","","Cayman Islands","N","Y"
"895860","35794","7550","MEDA ACCESS FEEDER FUND, LP","805-8123417093","Delaware","United States","N","Y"
"894478","65123","13288","KONTIKI ONSHORE FUND","805-8925530567","","Cayman Islands","N","Y"
"894478","65123","13287","KONTIKI OFFSHORE FUND","805-4211793600","","Cayman Islands","N","Y"
"903143","36775","6820","AMARANTH PARTNERS LLC","805-6948659339","Delaware","United States","N","Y"
"903143","36775","6819","AMARANTH CAPITAL PARTNERS LLC","805-7235191020","Delaware","United States","N","Y"
"903143","36775","6815","AMARANTH INTERNATIONAL LIMITED","805-1743056960","","Bermuda","N","Y"
"898425","39311","7207","HUMBER VIEW LTD (LIQUIDATION)","805-5638888013","","Cayman Islands","N","Y"
"898425","39245","7202","PIPE SELECT OFFSHORE FUND, LTD (LIQUIDATION)","805-8193955487","","Cayman Islands","N","Y"
"898425","36228","7192","WARRANT STRATEGIES OFFSHORE FUND, LTD","805-2388491093","","Cayman Islands","N","Y"
"898425","39284","7204","PIPE EQUITY INVESTORS, LTD","805-5356808552","","Cayman Islands","N","Y"
"903456","52145","10059","IRONBARK ONSHORE FUND, L.P.","805-3827579011","Delaware","United States","N","Y"
"903456","52145","10057","IRONBARK OFFSHORE, LTD.","805-4647093455","","Cayman Islands","N","Y"
"903520","40348","10556","CANTILEVER LIMITED PARTNERSHIP","805-4839375733","","Cayman Islands","Y","N"
"903520","53836","10555","CANTILEVER II LIMITED PARTNERSHIP","805-8920614861","","Cayman Islands","Y","N"
"904180","40348","10556","CANTILEVER LIMITED PARTNERSHIP","805-4839375733","","Cayman Islands","Y","N"
"904180","53836","10555","CANTILEVER II LIMITED PARTNERSHIP","805-8920614861","","Cayman Islands","Y","N"
"863626","50487","9445","GAVEA JUS BRAZILIAN GOVERNMENT LIABILITIES FUND II-B L.P.","805-7207446081","","Cayman Islands","N","Y"
"863626","50487","9443","GAVEA JUS BRAZILIAN GOVERNMENT LIABILITIES FUND II-A L.P.","805-4739126215","","Cayman Islands","N","Y"
"863626","34831","6460","GAVEA INVESTMENT FUND LTD","805-1639515064","","Cayman Islands","Y","N"
"863626","34831","6458","GAVEA INVESTMENT FUND US LP","805-9640245351","Delaware","United States","Y","N"
"863626","37784","7590","GÁVEA FUND LTD.","805-5873792409","","Cayman Islands","N","Y"
"863626","37784","7591","GÁVEA FUND (US) LP.","805-4355956517","Delaware","United States","N","Y"
"863626","61813","12529","GAVEA FUND PLUS US LP","805-1966775717","Delaware","United States","N","Y"
"863626","61813","12528","GAVEA FUND PLUS LTD","805-2648853380","","Cayman Islands","N","Y"
"896384","27556","7127","CQS CREDIT LONG SHORT FEEDER FUND LIMITED","805-3988320397","","Cayman Islands","N","Y"
"896384","27184","7085","CQS ABS FEEDER FUND, LP","805-6429981081","Delaware","United States","N","Y"
"896384","27184","6961","CQS ABS FEEDER FUND LIMITED","805-6339203210","","Cayman Islands","N","Y"
"896384","59077","11997","CQS EUROPEAN EQUITY LONG SHORT FEEDER FUND LIMITED","805-5309204561","","Cayman Islands","N","Y"
"896384","27526","7155","CQS SELECT ABS FEEDER FUND, LP","805-1736154894","Delaware","United States","N","Y"
"896384","27526","7154","CQS SELECT ABS FEEDER FUND LIMITED","805-3164806265","","Cayman Islands","N","Y"
"896384","27795","7147","CQS LATIN AMERICAN EQUITY FEEDER FUND LIMITED","805-3919574403","","Cayman Islands","N","Y"
"896384","27676","7136","CQS DIRECTIONAL OPPORTUNITIES FEEDER FUND, LP","805-1919423369","Delaware","United States","N","Y"
"896384","27676","7134","CQS DIRECTIONAL OPPORTUNITIES FEEDER FUND LIMITED","805-8129460675","","Cayman Islands","N","Y"
"896384","73736","39368","CQS GLOBAL CONVERTIBLE ARBITRAGE FEEDER FUND LIMITED","805-8869198690","","Cayman Islands","N","Y"
"899256","48010","8805","DPE GERMANY II A FEEDER FUND (JERSEY) LP","805-2903687893","","Jersey","Y","Y"
"902670","42919","7755","NV PARTNERS IV SLP LP","805-3708852570","Delaware","United States","Y","N"
"902670","42950","7758","NV PARTNERS IV SLP LP","805-3708852570","Delaware","United States","Y","N"
"894201","48603","12015","SHORT VINCENT PARTNERS III(A), LP","805-4969689519","Ohio","United States","Y","N"
"904389","41052","7476","SKIFF CAPITAL FUND, LP","805-1833314517","Delaware","United States","N","Y"
"904389","41052","7471","SKIFF CAPITAL (OFFSHORE) FUND, LTD.","805-1400807731","","Cayman Islands","N","Y"
"904275","43359","7837","EKLEKITIKOS RETURN INTERNATIONAL FUND LTD.","805-3927610082","","Cayman Islands","N","Y"
"904275","43359","7838","EKLEKTIKOS ABSOLUTE RETURN FUND LP","805-7110583660","Texas","United States","N","Y"
"904275","43357","7836","CITI GREENWICH STREET PARTNERS II OFFSHORE FUND","805-3562098082","","Cayman Islands","N","Y"
"896715","57441","11458","PCM SPECIAL OPPORTUNITIES FUND L.P.","805-7270653722","Delaware","United States","N","Y"
"896715","57441","11459","PCM SPECIAL OPPORTUNITIES FUND LTD.","805-3590035352","","Cayman Islands","N","Y"
"872016","65010","13274","VORTUS INVESTMENTS, LTD.","805-1902928571","","Cayman Islands","N","Y"
"876410","1926","14161","ANGELENO INVESTORS III-KINEMATICS, L.P.","805-7041381483","Delaware","United States","Y","Y"
"876410","1926","2830","ANGELENO INVESTORS III-F (CAYMAN), L.P.","805-9818067712","","Cayman Islands","Y","Y"
"899520","75435","46394","ASIAN OPPORTUNITIES ABSOLUTE RETURN FUND LIMITED","805-9372897226","","Cayman Islands","Y","N"
"899520","64945","13254","ASIAN EQUITY SPEICAL OPPORTUNITIES PORTFOLIO LIMITED","805-2511452204","","Cayman Islands","Y","N"
"899520","64947","13255","AQUARIUS FUND","805-2775354539","","Cayman Islands","Y","N"
"899520","64947","13256","INFINITY AQUARIUS FUND","805-5674662040","","Cayman Islands","Y","N"
"896506","65500","56378","BOSVALEN US FEEDER FUND","805-4992437401","","Cayman Islands","N","Y"
"896506","65500","13364","BOSVALEN FEEDER FUND","805-8796992644","","Cayman Islands","N","Y"
"893005","56306","11143","RED CLIFF ASIA FUND","805-8848082992","","Cayman Islands","N","Y"
"893831","44538","8035","CDH SPECIAL OPPORTUNITY FEEDER FUND, L.P.","805-5866065211","","Cayman Islands","N","Y"
"894545","34774","46426","ARTHUR","805-9691416636","Delaware","United States","Y","N"
"894545","60954","46425","ORLICK","805-5384335518","Delaware","United States","Y","N"
"904662","64763","13194","PEDDER STREET ASIA ABSOLUTE RETURN FUND LIMITED","805-5410216716","","Cayman Islands","N","Y"
"880718","68909","14094","TRIGRAM GLOBAL MACRO NON-US FEEDER FUND","805-9701120876","","Cayman Islands","N","Y"
"904638","23768","4430","ABAX ARHAT FUND","805-4580953597","","Cayman Islands","N","Y"
"904638","23768","4429","ABAX UPLAND FUND, LLC","805-3245431333","Delaware","United States","N","Y"
"894669","60377","12197","SCREP V JAPAN INSTITUTIONAL FEEDER G, L.P.","805-7625615767","","Cayman Islands","N","Y"
"894669","60376","12195","SCREP V JAPAN INSTITUTIONAL FEEDER C, L.P.","805-7172332107","","Cayman Islands","N","Y"
"894669","60375","12194","SCREP V JAPAN FEEDER B, L.P.","805-3312073702","","Cayman Islands","N","Y"
"894669","60375","12193","SCREP V JAPAN FEEDER A, L.P.","805-3878579359","","Cayman Islands","N","Y"
"894669","22136","9534","PACIFIC ALLIANCE ASIA OPPORTUNITY FEEDER FUND IV L.P.","805-3446083476","","Cayman Islands","N","Y"
"894669","22994","4351","PACIFIC ALLIANCE-FF FEEDER FUND, L.P.","805-1445493966","","Cayman Islands","N","Y"
"894669","23013","4354","PAG ASIA I FEEDER FUND LP","805-8114356887","","Cayman Islands","N","Y"
"894669","22985","4347","PACIFIC ALLIANCE SPECIAL SITUATIONS FEEDER FUND L.P.","805-2087714037","","Cayman Islands","N","Y"
"894669","22136","4270","PACIFIC ALLIANCE ASIA OPPORTUNITY FEEDER FUND III LIMITED","805-3299265325","","Cayman Islands","N","Y"
"894669","22136","4269","PACIFIC ALLIANCE ASIA OPPORTUNITY FEEDER FUND II LIMITED","805-4833591087","","Cayman Islands","N","Y"
"894669","22136","4268","PACIFIC ALLIANCE ASIA OPPORTUNITY FEEDER FUND LIMITED","805-3631386866","","Cayman Islands","N","Y"
"894669","22136","4267","PACIFIC ALLIANCE ASIA OPPORTUNITY FUND LIMITED","805-1261677471","","Cayman Islands","N","Y"
"894669","50037","9258","PAG ASIA LOAN FEEDER FUND II LP","805-8965402736","","Cayman Islands","N","Y"
"894669","50037","9257","PAG ASIA LOAN FEEDER FUND LP","805-4893849940","","Cayman Islands","N","Y"
"894669","21571","9357","SECURED CAPITAL JAPAN REAL ESTATE PARTNERS IV, L.P.","805-6210072598","Delaware","United States","N","Y"
"894669","21571","9355","SECURED CAPITAL JAPAN REAL ESTATE PARTNERS IV CAYMAN L.P.","805-9456759624","","Cayman Islands","N","Y"
"894669","50352","9353","SCREP V FEEDER B, L.P.","805-3844046057","","Cayman Islands","N","Y"
"894669","50352","9352","SCREP V FEEDER A, L.P.","805-5457241567","","Cayman Islands","N","Y"
"894669","73932","39379","PAG ASIA LOAN II FEEDER FUND II L.P.","805-8348551117","","Cayman Islands","N","Y"
"894669","73932","39378","PAG ASIA LOAN FEEDER FUND LP","805-7417060723","","Cayman Islands","N","Y"
"894669","73928","39376","PAG ASIA SPECIAL SITUATIONS II FEEDER FUND L.P.","805-9607667655","","Cayman Islands","N","Y"
"875771","52596","11980","HAYFIN SPECIAL OPPORTUNITIES CREDIT FUND (FEEDER) LP","805-2892454069","","Cayman Islands","N","Y"
"875771","59357","11979","HAYFIN DIRECT LENDING FUND (FEEDER) LP","805-4373279520","","Cayman Islands","N","Y"
"875771","59371","11978","HAYFIN DIRECT LENDING FUND (USD PARALLEL) (FEEDER) LP","805-3306681391","","Cayman Islands","N","Y"
"904646","66787","13676","TRILOGY CAYMAN FEEDER LIMITED","805-8794719839","","Cayman Islands","N","Y"
"904646","67080","13741","TRILOGY CAYMAN FEEDER LIMITED","805-8794719839","","Cayman Islands","N","Y"
"886535","62601","12712","L CAPITAL ASIA 2 SING LP","805-8195797584","","Singapore","N","Y"
"886535","62601","12711","L CAPITAL ASIA 2 LP","805-8869995949","","Cayman Islands","N","Y"
"894665","15536","4678","SYLEBRA CAPITAL PARTNERS (ONSHORE), LTD.","805-2933402373","","Cayman Islands","N","Y"
"894665","15536","4679","SYLEBRA CAPITAL PARTNERS (OFFSHORE), LTD.","805-5412756563","","Cayman Islands","N","Y"
"895497","73202","33368","GAW NP CAPITAL VIETNAM FUND 1-TE, L.P.","805-8866480368","","Cayman Islands","Y","Y"
"895497","52820","10259","GATEWAY REAL ESTATE FUND IV-TE, L.P.","805-2120166537","","Cayman Islands","Y","Y"
"895497","39912","7301","GATEWAY REAL ESTATE FUND III-FEEDER, L.P.","805-5997651623","","Cayman Islands","Y","Y"
