"FilingID","ReferenceID","Name of Administrator","City","State","Country","Related Person","Statements","Who Sends Statements"
"1025976","21364","BANK OF NEW YORK MELLON","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025976","21354","BANK OF NEW YORK MELLON","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025976","21347","BANK OF NEW YORK MELLON","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025976","159012","CITIBANK INTERNATIONAL PLC","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1025976","21306","BNP PARIBAS SECURITIES SERVICES","ST. HELIER","","Jersey","N","Yes (provided to all investors)",""
"1025976","21288","ELIAN","ST. HELIER","","Jersey","N","Yes (provided to all investors)",""
"1025976","64808","BNP PARIBAS SECURITIES SERVICES","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025976","64806","VIRTUS GROUP L.P.","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025976","21224","ELIAN","ST HELIER","","Jersey","N","Yes (provided to all investors)",""
"1003549","62515","LEVERPOINT MANAGEMENT LLC","CLIFTON PARK","New York","United States","N","Yes (provided to all investors)",""
"1003549","36149","LEVERPOINT MANAGEMENT LLC","CLIFTON PARK","New York","United States","N","Yes (provided to all investors)",""
"1003549","37442","LEVERPOINT MANAGEMENT LLC","CLIFTON PARK","New York","United States","N","Yes (provided to all investors)",""
"1003549","37433","LEVERPOINT MANAGEMENT LLC","CLIFTON PARK","New York","United States","N","Yes (provided to all investors)",""
"996710","72373","EQUINOXE ALTERNATIVE INVESTMENT SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1007118","166942","STATE STREET ALTERNATIVE INVESTMENT SOLUTIONS - INTERNATIONAL FUND SERVICES","BOSTON","Massachusetts","United States","N","Yes (provided to all investors)",""
"1016442","177542","CRESCENT SCNOLA MANAGER LLC","NEW ORLEANS","Louisiana","United States","Y","No (provided to no investors)","NES FINANCIAL"
"1016442","177542","NES FINANCIAL","SAN JOSE","California","United States","N","Yes (provided to all investors)",""
"1016442","177542","OPUS BANK","IRVINE","California","United States","N","No (provided to no investors)","NES FINANCIAL"
"1020155","67743","ATLAS FUND SERVICES","CHARLOTTE","North Carolina","United States","N","Yes (provided to all investors)",""
"1023652","178083","OPUS FUND SERVICES","NAPERVILLE","Illinois","United States","N","Yes (provided to all investors)",""
"1023652","178082","OPUS FUND SERVICES","NAPERVILLE","Illinois","United States","N","Yes (provided to all investors)",""
"1024286","73414","MINERVA FIDUCIARY SERVICES (MAURITIUS) LIMITED","EBENE","","Mauritius","N","No (provided to no investors)","NOT APPLICABLE"
"1024286","73413","MINERVA FIDUCIARY SERVICES (MAURITIUS) LIMITED","EBENE","","Mauritius","N","No (provided to no investors)","NOT APPLICABLE"
"1024286","176585","MINERVA FIDUCIARY SERVICES (MAURITIUS) LIMITED","EBENE","","Mauritius","N","No (provided to no investors)","NOT APPLICABLE"
"1017276","177771","STONE COAST FUND SERVICES LLC","PORTLAND","Maine","United States","N","Yes (provided to all investors)","INVESTOR BOOKS AND RECORDS"
"994238","46249","APEX FUND SERVICES (SINGAPORE) PTE. LTD","SINGAPORE","","Singapore","N","Yes (provided to all investors)",""
"1025535","167329","SS & C FUND SERVICES (ASIA) LTD.","HONG KONG","","Hong kong","N","Yes (provided to all investors)",""
"1023141","54982","GLOBEOP FINANCIAL SERVICES (CAYMAN) LIMITED","GRAND CAYMAN","","Cayman Islands","N","Yes (provided to all investors)",""
"1016441","171237","JPMORGAN PRIVATE EQUITY & REAL ESTATE SERVICES","BROOKLYN","New York","United States","N","Yes (provided to all investors)","INVESTORS HAVE DIRECT ACCESS TO THEIR STATEMENTS AT THE JPMORGAN PRIVATE EQUITY & REAL ESTATE SERVICES INTERNET PORTAL. IN ADDITION, KURAMO CAPITAL FORWARDS INVESTOR ACCOUNT STATEMENTS TO INVESTORS."
"1016441","171244","JPMORGAN PRIVATE EQUITY & REAL ESTATE SERVICES","BROOKLYN","New York","United States","N","Yes (provided to all investors)","INVESTORS HAVE DIRECT ACCESS TO THEIR STATEMENTS AT THE JPMORGAN PRIVATE EQUITY & REAL ESTATE SERVICES INTERNET PORTAL.  IN ADDITION, KURAMO CAPITAL FORWARDS INVESTOR ACCOUNT STATEMENTS TO INVESTORS."
"1016441","47077","JPMORGAN PRIVATE EQUITY & REAL ESTATE SERVICES","BROOKLYN","New York","United States","N","Yes (provided to all investors)","INVESTORS HAVE DIRECT ACCESS TO THEIR STATEMENTS AT THE JPMORGAN PRIVATE EQUITY & REAL ESTATE SERVICES INTERNET PORTAL. IN ADDITION, KURAMO CAPITAL FORWARDS INVESTOR ACCOUNT STATEMENTS TO INVESTORS."
"1016441","177942","AUGENTIUS FUND ADMINISTRATION (MAURITIUS) LIMITED","EBENE","","Mauritius","N","Yes (provided to all investors)","THIS IS A NEW ENTITY, AND AS SUCH THE ADMINISTRATOR WILL PREPARE AND SEND INVESTOR ACCOUNT STATEMENTS TO ALL INVESTORS STARTING WITH FISCAL YEAR 2016."
"1026638","32615","CITCO FUND SERVICES (CAYMAN ISLANDS) LIMITED","GRAND CAYMAN","","Cayman Islands","N","Yes (provided to all investors)",""
"1026638","32599","CITCO FUND SERVICES (CAYMAN ISLANDS) LIMITED","GRAND CAYMAN","","Cayman Islands","N","Yes (provided to all investors)",""
"1025463","2655","QUINTILLION LTD","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1025190","65809","NAV CONSULTING, INC.","OAKBROOK TERRACE","Illinois","United States","N","Yes (provided to all investors)",""
"1025190","176584","NAV CONSULTING INC.","OAKBROOK TERRACE","Illinois","United States","N","Yes (provided to all investors)",""
"1004922","145733","SS&C TECHNOLOGIES INC.","WINDSOR","Connecticut","United States","N","Yes (provided to all investors)",""
"1026212","76423","HC GLOBAL FUND SERVICES, LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
"1026212","54506","HC GLOBAL FUND SERVICES, LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
"1026212","175728","HC GLOBAL FUND SERVICES, LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
"1026311","178359","INTERNATIONAL FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1025948","64534","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025948","64533","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025948","64532","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025948","64531","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025948","64529","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025948","33376","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025948","33367","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025948","33363","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025948","33352","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025948","33349","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025948","30333","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025948","159082","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1025948","33342","IPES (UK) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1023638","67263","DEUTSCHE BANK AG SINGAPORE BRANCH","SINGAPORE","","Singapore","N","No (provided to no investors)","MAPLESFS LIMITED SENDS THE INVESTOR ACCOUNT STATEMENTS TO THE PRIVATE FUND'S INVESTORS."
"1022897","177540","STRAIT CAPITAL COMPANY LIMITED","DALLAS","Texas","United States","N","Yes (provided to all investors)",""
"1021452","55571","AUGENTIUS (GUERNSEY) LIMITED","ST PETER PORT","","Guernsey","N","Yes (provided to all investors)",""
"1021452","6841","ELIAN FUND SERVICES (JERSEY) LIMITED","ST. HELIER","","Jersey","N","Yes (provided to all investors)",""
"1021452","4725","INTERNATIONAL FINANCIAL SERVICES LIMITED","EBENE","","Mauritius","N","Yes (provided to all investors)",""
"1026963","178359","INTERNATIONAL FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1025903","166182","BNP PARIBAS SECURITIES SERVICES","LUXEMBOURG","","Luxembourg","N","Yes (provided to all investors)",""
"1025903","166181","STATE STREET FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1025903","166183","BNP PARIBAS SECURITIES SERVICES","LUXEMBOURG","","Luxembourg","N","Yes (provided to all investors)",""
"1025903","166179","STATE STREET FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1025903","166178","STATE STREET FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1025903","166177","STATE STREET FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1025903","165151","DEUTSCHE BANK LUXEMBOURG SA","LUXEMBOURG","","Luxembourg","N","Yes (provided to all investors)",""
"1025903","165152","DEUTSCHE BANK LUXEMBOURG SA","LUXEMBOURG","","Luxembourg","N","Yes (provided to all investors)",""
"1026978","32066","GLOBEOP FINANCIAL SERVICES (CAYMAN) LIMITED","GRAND CAYMAN","","Cayman Islands","N","Yes (provided to all investors)",""
"1026978","32149","INTERNATIONAL FUND SERVICES (IRELAND) LIMITED","DUBLIN 2","","Ireland","N","Yes (provided to all investors)",""
"1022078","56384","INVESTMENT PARTNERSHIP SERVICES","BOSTON","Massachusetts","United States","N","Yes (provided to all investors)",""
"1022078","56382","INVESTMENT PARTNERSHIP SERVICES","BOSTON","Massachusetts","United States","N","Yes (provided to all investors)",""
"1022078","56380","INVESTMENT PARTNERSHIP SERVICES","BOSTON","Massachusetts","United States","N","Yes (provided to all investors)",""
"1026496","178373","AZTEC FINANCIAL SERVICES (LUXEMBOURG) S.A.","LUXEMBOURG","","Luxembourg","N","No (provided to no investors)","TRILANTIC CAPITAL PARTNERS V (EUROPE) GP S.À R.L."
"1026496","38208","MUFG CAPITAL ANALYTICS LLC","DALLAS","Texas","United States","N","No (provided to no investors)","TRILANTIC CAPITAL PARTNERS MANAGEMENT LIMITED"
"1026496","166266","HERITAGE INTERNATIONAL FUND MANAGERS LIMITED","ST PETER PORT","","Guernsey","N","No (provided to no investors)","TRILANTIC CAPITAL PARTNERS V MANAGEMENT LIMITED"
"1026496","166266","AZTEC FINANCIAL SERVICES (UK) LIMITED","LONDON","","United Kingdom","N","No (provided to no investors)","TRILANTIC CAPITAL PARTNERS V MANAGEMENT LIMITED"
"1026496","178372","HERITAGE INTERNATIONAL FUND MANAGERS LIMITED","ST PETER PORT","","Guernsey","N","No (provided to no investors)","TRILANTIC CAPITAL PARTNERS V MANAGEMENT LIMITED"
"1026496","178372","AZTEC FINANCIAL SERVICES (UK) LIMITED","LONDON","","United Kingdom","N","No (provided to no investors)","TRILANTIC CAPITAL PARTNERS V MANAGEMENT LIMITED"
"1026904","58256","ALPS FUND SERVICES INC.","MIAMI","Florida","United States","N","Yes (provided to all investors)",""
"1010691","162222","MOORE CAPITAL MANAGEMENT , LP","NEW YORK","New York","United States","N","Yes (provided to all investors)",""
"1011344","68301","AUGENTIUS FUND ADMINISTRATION LLP","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1011344","68300","AUGENTIUS FUND ADMINISTRATION LLP","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1011344","68298","AUGENTIUS FUND ADMINISTRATION LLP","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1011344","67560","AUGENTIUS FUND ADMINISTRATION LLP","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1011344","68128","AUGENTIUS FUND ADMINISTRATION LLP","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1016316","59062","FRONTIERE FINANCE","PORT LOUIS","","Mauritius","N","No (provided to no investors)","NOT APPLICABLE"
"1017601","6385","CITCO FUND SERVICES (IRELAND) LTD.","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"998460","53505","STANDISH MANAGEMENT, LLC","SANTA MONICA","California","United States","N","Yes (provided to all investors)",""
"998460","35398","STANDISH MANAGEMENT, LLC","SANTA MONICA","California","United States","N","Yes (provided to all investors)",""
"999060","64837","NORTHERN TRUST","ST PETER PORT","","Guernsey","N","Yes (provided to all investors)",""
"999060","64524","NORTHERN TRUST","ST PETER PORT","","Guernsey","N","Yes (provided to all investors)",""
"999060","64836","NORTHERN TRUST","ST PETER PORT","","Guernsey","N","Yes (provided to all investors)",""
"999060","64835","NORTHERN TRUST","ST PETER PORT","","Guernsey","N","Yes (provided to all investors)",""
"999060","64834","NORTHERN TRUST","ST PETER PORT","","Guernsey","N","Yes (provided to all investors)",""
"1013592","57562","TRIDENT TRUST COMPANY (CAYMAN) LTD","GEORGE TOWN","","Cayman Islands","N","Yes (provided to all investors)",""
"1013592","43970","TRIDENT TRUST COMPANY (CAYMAN) LTD","GEORGE TOWN","","Cayman Islands","N","Yes (provided to all investors)",""
"1012009","177351","EISNERAMPER FUND SERVICES, LLC","SAN FRANCISCO","California","United States","N","Yes (provided to all investors)",""
"994809","173129","MEADOWS URQUHART ACREE & COOK LLP","RICHMOND","Virginia","United States","N","No (provided to no investors)","ADMINSTRATOR SENDS K-1 FILINGS TO INVESTORS, BUT MONTHLY STATEMENTS ARE SENT BY THE MANAGER."
"1019430","166837","TRINITY FUND ADMINISTRATION LIMITED","BLACKROCK","","Ireland","N","Yes (provided to all investors)",""
"1025296","57719","WELLS FARGO GLOBAL FUND SERVICES LIMITED","EDINA","Minnesota","United States","N","Yes (provided to all investors)",""
"1025296","13325","WELLS FARGO GLOBAL FUND SERVICES LIMITED","EDINA","Minnesota","United States","N","Yes (provided to all investors)",""
"1025296","49286","WELLS FARGO GLOBAL FUND SERVICES LIMITED","EDINA","Minnesota","United States","N","Yes (provided to all investors)",""
"1025296","49013","WELLS FARGO GLOBAL FUND SERVICES LIMITED","EDINA","Minnesota","United States","N","Yes (provided to all investors)",""
"1025296","49012","WELLS FARGO GLOBAL FUND SERVICES LIMITED","EDINA","Minnesota","United States","N","Yes (provided to all investors)",""
"1025296","170159","WELLS FARGO GLOBAL FUND SERVICES LIMITED","EDINA","Minnesota","United States","N","Yes (provided to all investors)",""
"1025296","170160","WELLS FARGO GLOBAL FUND SERVICES LIMITED","EDINA","Minnesota","United States","N","Yes (provided to all investors)",""
"1025296","171055","WELLS FARGO GLOBAL FUND SERVICES LIMITED","EDINA","Minnesota","United States","N","Yes (provided to all investors)",""
"1025296","171050","WELLS FARGO GLOBAL FUND SERVICES LIMITED","EDINA","Minnesota","United States","N","Yes (provided to all investors)",""
"1025661","34338","APEX FUND SERVICES (CHARLOTTE) LLC","CHARLOTTE","North Carolina","United States","N","Yes (provided to all investors)",""
"1023915","178172","EDMOND DE ROTHSCHILD ASSET MANAGEMENT (LUXEMBOURG)","LUXEMBOURG","","Luxembourg","N","No (provided to no investors)","CORDIANT CAPITAL INC."
"1026498","178376","CIM FUND SERVICES LIMTIED","PORT LOUIS","","Mauritius","N","Yes (provided to all investors)",""
"1026498","160163","DTOS LIMITED","EBENE","","Mauritius","N","Yes (provided to all investors)",""
"1026498","160165","CIM FUND SERVICES LTD","PORT LOUIS","","Mauritius","N","Yes (provided to all investors)",""
"1026498","160164","CIM FUND SERVICES LTD","PORT LOUIS","","Mauritius","N","Yes (provided to all investors)",""
"1026498","42177","CIM FUND SERVICES LTD","PORT LOUIS","","Mauritius","N","Yes (provided to all investors)",""
"1026498","42237","DTOS LIMITED","EBENE","","Mauritius","N","Yes (provided to all investors)",""
"1026498","42206","APEX FUND SERVICES (MAURITIUS) LIMITED","EBENE","","Mauritius","N","Yes (provided to all investors)",""
"1018712","76610","STATE STREET BANK AND TRUST COMPANY","AMSTERDAM","","Netherlands","N","No (provided to no investors)","SGG GROUP, CORPORATE AND FUND ADMINISTRATION SERVICES, AMSTERDAM, THE NETHERLANDS"
"972882","169266","CITCO FUND SERVICES (CAYMAN ISLANDS) LIMITED","GRAND CAYMAN","","Cayman Islands","N","Yes (provided to all investors)",""
"972882","169233","CITCO FUND SERVICES (CAYMAN ISLANDS) LIMITED","GRAND CAYMAN","","Cayman Islands","N","Yes (provided to all investors)",""
"1016726","177573","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177576","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177575","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177574","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177674","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177677","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177673","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177727","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177730","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","35468","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","168077","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","168079","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","168078","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","35456","CITCO FUND SERVICES (IRELAND) LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1016726","35449","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","35415","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","35399","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","35196","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","34858","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","35353","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","54166","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","54164","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","54184","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","54183","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","54188","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","54186","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","54185","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","120656","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","64347","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","64262","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","64264","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","64263","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","35324","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","35294","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","35279","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","35256","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","36234","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","35495","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177732","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177678","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177731","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177729","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177725","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177724","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177675","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177726","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177723","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177722","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177676","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1016726","177672","CITCO FUND SERVICES (IRELAND) LIMITED","DUBLIN","","Ireland","N","Yes (provided to all investors)",""
"1020864","6853","MORGAN STANLEY FUND SERVICES (BERMUDA) LTD.","HAMILTON","","Bermuda","N","Yes (provided to all investors)",""
"1020864","6853","MORGAN STANLEY FUND SERVICES USA LLC","PURCHASE","New York","United States","N","Yes (provided to all investors)",""
"1020668","177542","CRESCENT SCNOLA MANAGER LLC","NEW ORLEANS","Louisiana","United States","Y","No (provided to no investors)","NES FINANCIAL"
"1020668","177542","NES FINANCIAL","SAN JOSE","California","United States","N","Yes (provided to all investors)",""
"1020668","177542","OPUS BANK","IRVINE","California","United States","N","No (provided to no investors)","NES FINANCIAL"
"1022841","120281","AUGENTIUS UK LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1022841","120280","AUGENTIUS UK LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1022841","120271","AUGENTIUS UK LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"1022841","117229","AUGENTIUS UK LIMITED","LONDON","","United Kingdom","N","Yes (provided to all investors)",""
"979489","77513","ADURO ADVISORS","SUNOL","California","United States","N","Yes (provided to all investors)",""
"1013786","44777","CACEIS","ONTARIO","","Canada","N","Yes (provided to all investors)",""
"1015976","74099","APEX FUND SERVICES (MAURITIUS) LTD","4TH FLOOR, RAFFLES TOWER, 19 CYBERCITY, EBENE","","Mauritius","N","Yes (provided to all investors)",""
