FilingID,Initial SEC Registration Request,Annual Updating Amendment for Registered Adviser,Other-Than Anual Amendment For Registered Adviser,Initial State Registration Request,Initial SEC ERA Report,Annual Updating Amendment ERA Report,Other-Than Annual Amendment ERA Report,Initial State ERA Report,Final State ERA Report, Final SEC ERA Report,Annual Updating Amendment Fiscal Year
1033869,"","","Y","","","","","","","",
1033870,"","","Y","","","","","","","",
1033873,"","","","Y","","","","","","",
1033874,"","","Y","","","","","","","",
1033875,"","","Y","","","","","","","",
1033877,"","","Y","","","","","","","",
1033878,"","","Y","","","","","","","",
1033881,"","","Y","","","","","","","",
1033884,"","","Y","","","","","","","",
1033892,"","","Y","","","","","","","",
1033893,"","","Y","","","","","","","",
1033908,"","","Y","","","","","","","",
1033917,"","","Y","","","","","","","",
1033918,"","","Y","","","","","","","",
1033919,"Y","","","","","","","","","",
1033921,"","","Y","","","","","","","",
1033923,"","","Y","","","","","","","",
1033927,"","","Y","","","","","","","",
1033928,"","","Y","","","","","","","",
1033930,"","","Y","","","","","","","",
1033933,"","","Y","","","","","","","",
1033944,"","","","","","","Y","","","",
1033946,"","","Y","","","","","","","",
1033947,"","","Y","","","","","","","",
1033951,"","Y","","","","","","","","",2016
1033953,"Y","","","","","","","","","",
1033954,"","","Y","","","","","","","",
1033955,"","","Y","","","","","","","",
1033958,"","Y","","","","","","","","",2016
1033964,"","","Y","","","","","","","",
1033967,"","","Y","","","","","","","",
1033970,"","","Y","","","","","","","",
1033971,"","","Y","","","","","","","",
1033972,"","","Y","","","","","","","",
1033974,"","","Y","","","","","","","",
1033975,"","","Y","","","","","","","",
1033976,"","","Y","","","","","","","",
1033977,"","","Y","","","","","","","",
1033980,"","","Y","","","","","","","",
1033983,"","","Y","","","","","","","",
1033986,"","","","","Y","","","","","",
1033987,"","","Y","","","","","","","",
1033988,"","","Y","","","","","","","",
1033989,"Y","","","","","","","","","",
1033991,"","","Y","","","","","","","",
1033993,"","","Y","","","","","","","",
1033995,"","","Y","","","","","","","",
1033996,"","","Y","","","","","","","",
1033997,"","","Y","","","","","","","",
1034003,"","","Y","","","","","","","",
1034004,"","","Y","","","","","","","",
1034005,"","","Y","","","","","","","",
1034006,"","","Y","","","","","","","",
1034008,"","","Y","","","","","","","",
1034009,"","","Y","","","","","","","",
1034012,"","","Y","","","","","","","",
1034013,"","","Y","","","","","","","",
1034014,"","","Y","","","","","","","",
1034015,"","","Y","","","","","","","",
1034017,"","","Y","","","","","","","",
1034018,"","","Y","","","","","","","",
1034019,"","","Y","","","","","","","",
1034025,"","","Y","","","","","","","",
1034028,"","","Y","","","","","","","",
1034035,"","","Y","","","","","","","",
1034036,"","","Y","","","","","","","",
1034038,"","","Y","","","","","","","",
1034041,"","","Y","","","","","","","",
1034042,"","","Y","","","","","","","",
1034044,"","","Y","","","","","","","",
1034045,"","","Y","","","","","","","",
1034046,"","","Y","","","","","","","",
1034052,"","","Y","","","","","","","",
1034056,"","","Y","","","","","","","",
1034060,"","Y","","","","","","","","",2016
1034062,"","","","","","","Y","","","",
1034066,"","","","","Y","","","","","",
1034072,"","","Y","","","","","","","",
1034073,"Y","","","","","","","","","",
1034074,"","","Y","","","","","","","",
1034075,"","","Y","","","","","","","",
1034076,"","","Y","","","","","","","",
1034081,"","","Y","","","","","","","",
1034085,"","","Y","","","","","","","",
1034087,"","","Y","","","","","","","",
1034092,"","","Y","","","","","","","",
1034093,"","","Y","","","","","","","",
1034095,"","","Y","","","","","","","",
1034096,"","","Y","","","","","","","",
1034099,"","","Y","","","","","","","",
1034103,"","","Y","","","","","","","",
1034105,"","","Y","","","","","","","",
1034110,"","","Y","","","","","","","",
1034113,"","","Y","","","","","","","",
1034114,"","","Y","","","","","","","",
1034116,"","","Y","","","","","","","",
1034117,"","","Y","","","","","","","",
1034124,"Y","","","","","","","","","",
1034128,"","","Y","","","","","","","",
1034130,"","","Y","","","","","","","",
1034138,"","","","","","","Y","","","",
1034139,"","","Y","","","","","","","",
1034155,"","","Y","","","","","","","",
1034157,"Y","","","","","","","","","",
1034160,"","","Y","","","","","","","",
1034161,"","","Y","","","","","","","",
1034163,"","","Y","","","","","","","",
1034165,"","","","","","","Y","","","",
1034174,"","","Y","","","","","","","",
1034175,"","","Y","","","","","","","",
1034178,"","","Y","","","","","","","",
1034185,"","","Y","","","","","","","",
1034189,"","","Y","","","","","","","",
1034190,"","","Y","","","","","","","",
1034191,"","","","","","","Y","","","",
1034196,"","","Y","","","","","","","",
1034197,"","","Y","","","","","","","",
1034200,"","","Y","","","","","","","",
1034201,"","","Y","","","","","","","",
1034202,"","","Y","","","","","","","",
1034204,"","","Y","","","","","","","",
1034206,"","","Y","","","","","","","",
1034209,"","","Y","","","","","","","",
1034210,"","","Y","","","","","","","",
1034213,"","Y","","","","","","","","",2015
1034214,"","","Y","","","","","","","",
1034215,"","","Y","","","","","","","",
1034220,"","","Y","","","","","","","",
1034222,"","","Y","","","","","","","",
1034235,"","","Y","","","","","","","",
1034240,"","","Y","","","","","","","",
1034242,"","","Y","","","","","","","",
1034248,"","","Y","","","","","","","",
1034249,"","","Y","","","","","","","",
1034250,"","","Y","","","","","","","",
1034257,"","","Y","","","","","","","",
1034258,"","","Y","","","","","","","",
1034260,"","","Y","","","","","","","",
1034261,"","","Y","","","","","","","",
1034267,"","","Y","","","","","","","",
1034268,"","","Y","","","","","","","",
1034274,"","","Y","","","","","","","",
1034278,"","","Y","","","","","","","",
1034279,"","","Y","","","","","","","",
1034283,"","","Y","","","","","","","",
1034284,"","","Y","","","","","","","",
1034288,"","","Y","","","","","","","",
1034290,"","","Y","","","","","","","",
1034291,"","","Y","","","","","","","",
1034292,"","","Y","","","","","","","",
1034301,"","","Y","","","","","","","",
1034303,"","","Y","","","","","","","",
1034304,"","","Y","","","","","","","",
1034306,"","","Y","","","","","","","",
1034311,"Y","","","","","","","","","",
1034315,"","","Y","","","","","","","",
1034321,"","","Y","","","","","","","",
1034330,"","","","","","","Y","","","",
1034333,"","","Y","","","","","","","",
1034334,"","","Y","","","","","","","",
1034335,"","","","","","Y","","","","",2016
1034337,"","","Y","","","","","","","",
1034338,"","","Y","","","","","","","",
1034340,"","Y","","Y","","","","","","",2016
1034343,"","","Y","","","","","","","",
1034344,"","","Y","","","","","","","",
1034346,"","","Y","","","","","","","",
1034349,"","","","","","","Y","","","",
1034351,"","","Y","","","","","","","",
1034353,"","","Y","","","","","","","",
1034354,"","","Y","","","","","","","",
1034355,"","","Y","","","","","","","",
1034357,"","","Y","","","","","","","",
1034363,"","","Y","","","","","","","",
1034370,"","","Y","","","","","","","",
1034380,"","","Y","","","","","","","",
1034381,"","","Y","","","","","","","",
1034383,"","","Y","","","","","","","",
1034384,"","","Y","","","","","","","",
1034385,"","","Y","","","","","","","",
1034390,"","","Y","","","","","","","",
1034391,"","","Y","","","","","","","",
1034403,"","","Y","","","","","","","",
1034404,"","","Y","","","","","","","",
1034406,"","","Y","","","","","","","",
1034411,"","","Y","","","","","","","",
1034413,"","","Y","","","","","","","",
1034416,"","","Y","","","","","","","",
1034417,"","","Y","","","","","","","",
1034422,"","","Y","","","","","","","",
1034424,"","Y","","","","","","","","",2016
1034427,"","","Y","","","","","","","",
1034428,"","","Y","","","","","","","",
1034429,"","","Y","","","","","","","",
1034430,"","","","","Y","","","","","",
1034435,"","","Y","","","","","","","",
1034436,"","","Y","","","","","","","",
1034437,"","","Y","","","","","","","",
1034438,"","","Y","","","","","","","",
1034439,"","","Y","","","","","","","",
1034441,"","","Y","","","","","","","",
1034442,"","","Y","","","","","","","",
1034450,"","","Y","","","","","","","",
1034458,"","","Y","","","","","","","",
1034460,"","","Y","","","","","","","",
1034462,"","","","","","","Y","","","",
1034468,"","","Y","","","","","","","",
1034469,"","","Y","","","","","","","",
1034470,"","","Y","","","","","","","",
1034475,"","","Y","","","","","","","",
1034477,"","","Y","","","","","","","",
1034480,"","","Y","","","","","","","",
1034482,"","","Y","","","","","","","",
1034484,"","","Y","","","","","","","",
1034485,"","","Y","","","","","","","",
1034487,"","","Y","","","","","","","",
1034489,"","","","","Y","","","","","",
1034490,"","","Y","","","","","","","",
1034491,"","","Y","","","","","","","",
1034493,"","","Y","","","","","","","",
1034495,"","","Y","","","","","","","",
1034497,"","","Y","","","","","","","",
1034498,"","","Y","","","","","","","",
1034506,"","","Y","","","","","","","",
1034514,"","","Y","","","","","","","",
1034515,"","","Y","","","","","","","",
1034517,"","","Y","","","","","","","",
1034522,"","","Y","","","","","","","",
1034524,"","","Y","","","","","","","",
1034525,"","","Y","","","","","","","",
1034527,"","","Y","","","","","","","",
1034530,"","Y","","","","","","","","",2013
1034534,"","Y","","","","","","","","",2016
1034538,"","","Y","","","","","","","",
1034540,"","","Y","","","","","","","",
1034542,"","","Y","","","","","","","",
1034544,"","","Y","","","","","","","",
1034548,"","","Y","","","","","","","",
1034549,"","","Y","","","","","","","",
1034550,"","","Y","","","","","","","",
1034551,"","Y","","","","","","","","",2016
1034553,"","","Y","","","","","","","",
1034557,"","","Y","","","","","","","",
1034559,"","","Y","","","","","","","",
1034563,"","","Y","","","","","","","",
1034564,"","","Y","","","","","","","",
1034566,"","","Y","","","","","","","",
1034567,"","","Y","","","","","","","",
1034569,"","","Y","","","","","","","",
1034574,"","","Y","","","","","","","",
1034581,"","","Y","","","","","","","",
1034582,"","","Y","","","","","","","",
1034586,"","Y","","","","","","","","",2016
1034591,"","","Y","","","","","","","",
1034595,"","","Y","","","","","","","",
1034596,"","","Y","","","","","","","",
1034598,"","","Y","","","","","","","",
1034602,"","","Y","","","","","","","",
1034603,"","","Y","","","","","","","",
1034607,"","","Y","","","","","","","",
1034610,"","","Y","","","","","","","",
1034611,"","","Y","","","","","","","",
1034619,"","","","","","","Y","","","",
1034620,"","","Y","","","","","","","",
1034621,"","","Y","","","","","","","",
1034623,"","","","","Y","","","Y","","",
1034625,"","","Y","","","","","","","",
1034626,"","","Y","","","","","","","",
1034629,"","","","","Y","","","Y","","",
1034630,"","","Y","","","","","","","",
1034633,"","","Y","","","","","","","",
1034634,"","","Y","","","","","","","",
1034638,"","","Y","","","","","","","",
1034642,"","","Y","","","","","","","",
1034644,"","","Y","","","","","","","",
1034647,"","","Y","","","","","","","",
1034653,"","","Y","","","","","","","",
1034655,"","Y","","","","","","","","",2016
1034656,"","","Y","","","","","","","",
1034662,"","","Y","","","","","","","",
1034666,"","","Y","","","","","","","",
1034668,"","","Y","","","","","","","",
1034670,"","","Y","","","","","","","",
1034675,"","","Y","","","","","","","",
1034677,"","","","","","Y","","","","",2016
1034678,"","","Y","","","","","","","",
1034679,"","","Y","","","","","","","",
1034688,"","","Y","","","","","","","",
1034690,"","","Y","","","","","","","",
1034694,"","","Y","","","","","","","",
1034696,"","","Y","","","","","","","",
1034700,"","","Y","","","","","","","",
1034701,"","","Y","","","","","","","",
1034702,"","","","","Y","","","","","",
1034704,"","","Y","","","","","","","",
1034705,"","","Y","","","","","","","",
1034707,"","","Y","","","","","","","",
1034720,"","","Y","","","","","","","",
1034729,"Y","","","","","","","","","",
1034731,"","","Y","","","","","","","",
1034737,"","","Y","","","","","","","",
1034740,"","","Y","","","","","","","",
1034746,"Y","","","","","","","","","",
1034752,"","","","","Y","","","Y","","",
1034755,"","","Y","","","","","","","",
1034756,"","","Y","","","","","","","",
1034758,"","","Y","","","","","","","",
1034765,"","","Y","","","","","","","",
1034766,"Y","","","","","","","","","",
1034769,"","","Y","","","","","","","",
1034777,"","","Y","","","","","","","",
1034782,"","","Y","","","","","","","",
1034784,"","","Y","","","","","","","",
1034785,"","","Y","","","","","","","",
1034786,"","","Y","","","","","","","",
1034788,"","","Y","","","","","","","",
1034790,"","","Y","","","","","","","",
1034791,"","","Y","","","","","","","",
1034793,"","","","","Y","","","","Y","",
1034796,"","","Y","","","","","","","",
1034802,"","","","","","","Y","","","",
1034803,"","Y","","","","","","","","",2016
1034809,"","","Y","","","","","","","",
1034811,"","","Y","","","","","","","",
1034813,"","","Y","","","","","","","",
1034815,"","","Y","","","","","","","",
1034818,"","","Y","","","","","","","",
1034819,"","","Y","","","","","","","",
1034820,"","","Y","","","","","","","",
1034823,"","","Y","","","","","","","",
1034830,"","","Y","","","","","","","",
1034831,"","","Y","","","","","","","",
1034832,"","","Y","","","","","","","",
1034835,"","","Y","","","","","","","",
1034837,"","","Y","","","","","","","",
1034838,"","","Y","","","","","","","",
1034839,"","","Y","","","","","","","",
1034840,"Y","","","","","","","","","",
1034847,"","","","","Y","","","","","",
1034851,"","","Y","","","","","","","",
1034856,"","","Y","","","","","","","",
1034857,"","","Y","","","","","","","",
1034858,"Y","","","","","","","","","",
1034870,"","","Y","","","","","","","",
1034874,"","","Y","","","","","","","",
1034875,"","","Y","","","","","","","",
1034879,"","","Y","","","","","","","",
1034883,"","","Y","","","","","","","",
1034884,"","","Y","","","","","","","",
1034889,"","","Y","","","","","","","",
1034894,"","Y","","","","","","","","",2016
1034896,"","","Y","","","","","","","",
1034902,"","","Y","","","","","","","",
1034903,"Y","","","","","","","","","Y",
1034906,"","","Y","","","","","","","",
1034911,"","","Y","","","","","","","",
1034913,"","","Y","","","","","","","",
1034924,"","","Y","","","","","","","",
1034926,"","","Y","","","","","","","",
1034928,"","","Y","","","","","","","",
1034929,"","","Y","","","","","","","",
1034930,"","","Y","","","","","","","",
1034934,"","","","","","","Y","","","",
1034936,"","","Y","","","","","","","",
1034939,"","","Y","","","","","","","",
1034941,"","","","","","","Y","","","",
1034942,"","","Y","","","","","","","",
1034944,"","","Y","","","","","","","",
1034949,"","","Y","","","","","","","",
1034950,"","","Y","","","","","","","",
1034958,"","","Y","","","","","","","",
1034960,"","","Y","","","","","","","",
1034967,"","","Y","","","","","","","",
1034973,"","","Y","","","","","","","",
1034977,"","","Y","","","","","","","",
1034978,"","","Y","","","","","","","",
1034979,"","","Y","","","","","","","",
1034984,"","","Y","","","","","","","",
1034986,"","","Y","","","","","","","",
1034987,"","","","","Y","","","","","",
1034988,"","","Y","","","","","","","",
1034990,"","","Y","","","","","","","",
1034991,"","","Y","","","","","","","",
1034993,"","","Y","","","","","","","",
1034996,"","","","","","","Y","","","",
1034997,"","","Y","","","","","","","",
1034998,"","","Y","","","","","","","",
1035000,"","","Y","","","","","","","",
1035001,"","","Y","","","","","","","",
1035004,"","","Y","","","","","","","",
1035009,"","","Y","","","","","","","",
1035011,"","","","","","","Y","","","",
1035015,"","","Y","","","","","","","",
1035016,"","","","Y","","","","","","",
1035017,"","","","","","","Y","","","",
1035020,"","","","Y","","","","","","",
1035021,"","","","","","","Y","","","",
1035026,"","","","Y","","","","","","",
1035029,"","","Y","","","","","","","",
1035031,"","","Y","","","","","","","",
1035033,"","","Y","","","","","","","",
1035034,"","","Y","","","","","","","",
1035038,"","Y","","","","","","","","",2016
1035039,"","","Y","","","","","","","",
1035041,"","","Y","","","","","","","",
1035043,"","","Y","","","","","","","",
1035046,"","","Y","","","","","","","",
1035048,"","","Y","","","","","","","",
1035050,"","","","","Y","","","","","",
1035053,"","","Y","","","","","","","",
1035055,"","","Y","","","","","","","",
1035060,"","","Y","","","","","","","",
1035062,"","","Y","","","","","","","",
1035063,"","","Y","","","","","","","",
1035064,"","","Y","","","","","","","",
1035066,"","","Y","","","","","","","",
1035067,"Y","","","","","","","","","",
1035068,"","","Y","","","","","","","",
1035072,"","","Y","","","","","","","",
1035080,"","","Y","","","","","","","",
1035083,"","","","","","Y","","","","",2016
1035086,"","","","","Y","","","","","",
1035087,"","","Y","","","","","","","",
1035088,"","","Y","","","","","","","",
1035090,"","","Y","","","","","","","",
1035097,"","","Y","","","","","","","",
1035102,"","","","","Y","","","","","",
1035108,"","","Y","","","","","","","",
1035112,"","","Y","","","","","","","",
1035115,"","","Y","","","","","","","",
1035118,"","","Y","","","","","","","",
1035122,"","","Y","","","","","","","",
1035126,"","Y","","","","","","","","",2016
1035132,"","","Y","","","","","","","",
1035133,"Y","","","","","","","","","",
1035134,"","","Y","","","","","","","",
1035137,"","","Y","","","","","","","",
1035145,"","","Y","","","","","","","",
1035148,"","","Y","","","","","","","",
1035160,"","","Y","","","","","","","",
1035162,"","","Y","","","","","","","",
1035164,"","","Y","","","","","","","",
1035166,"","","Y","","","","","","","",
1035168,"","","Y","","","","","","","",
1035172,"","","Y","","","","","","","",
1035176,"","","Y","","","","","","","",
1035180,"","","Y","","","","","","","",
1035181,"","","Y","","","","","","","",
1035184,"","","Y","","","","","","","",
1035187,"","","Y","","","","","","","",
1035188,"","","Y","","","","","","","",
1035189,"","","Y","","","","","","","",
1035190,"","","Y","","","","","","","",
1035191,"","","Y","","","","","","","",
1035192,"","","Y","","","","","","","",
1035194,"","","Y","","","","","","","",
1035198,"","","Y","","","","","","","",
1035199,"","","Y","","","","","","","",
1035204,"","","Y","","","","","","","",
1035205,"","","Y","","","","","","","",
1035206,"","","Y","","","","","","","",
1035211,"","","Y","","","","","","","",
1035212,"","","Y","","","","","","","",
1035214,"","","Y","","","","","","","",
1035217,"","","Y","","","","","","","",
1035218,"","","Y","","","","","","","",
1035221,"","","Y","","","","","","","",
1035222,"","","Y","","","","","","","",
1035223,"","","Y","","","","","","","",
1035229,"","","Y","","","","","","","",
1035233,"","","Y","","","","","","","",
1035234,"","","Y","","","","","","","",
1035235,"","","Y","","","","","","","",
1035236,"","","Y","","","","","","","",
1035238,"","","Y","","","","","","","",
1035239,"","","Y","","","","","","","",
1035241,"","","Y","","","","","","","",
1035242,"","","Y","","","","","","","",
1035245,"","","Y","","","","","","","",
1035248,"","","Y","","","","","","","",
1035256,"","","Y","","","","","","","",
1035257,"","","Y","","","","","","","",
1035258,"","","Y","","","","","","","",
1035260,"","","","","","","","Y","","",
1035261,"","","Y","","","","","","","",
1035271,"","","Y","","","","","","","",
1035274,"","","Y","","","","","","","",
1035277,"","","Y","","","","","","","",
1035279,"","","Y","","","","","","","",
1035282,"","","Y","","","","","","","",
1035285,"","","Y","","","","","","","",
1035293,"Y","","","","","","","","","",
1035295,"","","Y","","","","","","","",
1035304,"","","Y","","","","","","","",
1035307,"","","Y","","","","","","","",
1035310,"","","Y","","","","","","","",
1035311,"","","Y","","","","","","","",
1035315,"Y","","","","","","","","","",
1035316,"","","Y","","","","","","","",
1035318,"","","Y","","","","","","","",
1035319,"Y","","","","","","","","","",
1035322,"","","Y","","","","","","","",
1035324,"","","Y","","","","","","","",
1035325,"","","Y","","","","","","","",
1035330,"","","Y","","","","","","","",
1035332,"","","Y","","","","","","","",
1035334,"","","Y","","","","","","","",
1035336,"","","Y","","","","","","","",
1035338,"","","Y","","","","","","","",
1035339,"","","Y","","","","","","","",
1035341,"","","Y","","","","","","","",
1035344,"","","Y","","","","","","","",
1035362,"","","Y","","","","","","","",
1035363,"","","Y","","","","","","","",
1035364,"","","Y","","","","","","","",
1035368,"","","Y","","","","","","","",
1035371,"","","Y","","","","","","","",
1035373,"Y","","","","","","","","","",
1035374,"","","Y","","","","","","","",
1035376,"","","Y","","","","","","","",
1035381,"","","Y","","","","","","","",
1035383,"","","Y","","","","","","","",
1035385,"","","Y","","","","","","","",
1035386,"","","Y","","","","","","","",
1035387,"","","Y","","","","","","","",
1035389,"","","Y","","","","","","","",
1035395,"","","Y","","","","","","","",
1035397,"","","Y","","","","","","","",
1035404,"","","Y","","","","","","","",
1035408,"","","Y","","","","","","","",
1035413,"","","Y","","","","","","","",
1035416,"","","Y","","","","","","","",
1035424,"","","Y","","","","","","","",
1035425,"","","Y","","","","","","","",
1035426,"","","Y","","","","","","","",
1035433,"","","Y","","","","","","","",
1035438,"","","","Y","","","","","","",
1035440,"","","Y","","","","","","","",
1035443,"","Y","","","","","","","","",2016
1035445,"","","Y","","","","","","","",
1035446,"","","Y","","","","","","","",
1035450,"","","Y","","","","","","","",
1035452,"","","Y","","","","","","","",
1035455,"","","Y","","","","","","","",
1035456,"","","","","","","Y","","","",
1035458,"","","Y","","","","","","","",
1035462,"","","Y","","","","","","","",
1035470,"","","Y","","","","","","","",
1035474,"","","Y","","","","","","","",
1035475,"","","Y","","","","","","","",
1035476,"","","Y","","","","","","","",
1035480,"","","Y","","","","","","","",
1035481,"","","Y","","","","","","","",
1035485,"","","Y","","","","","","","",
1035487,"","","Y","","","","","","","",
1035488,"","","Y","","","","","","","",
1035492,"","","Y","","","","","","","",
1035493,"","","Y","","","","","","","",
1035498,"","","Y","","","","","","","",
1035499,"","","Y","","","","","","","",
1035501,"","","","","Y","","","","","",
1035502,"","","Y","","","","","","","",
1035503,"","","Y","","","","","","","",
1035504,"","","Y","","","","","","","",
1035505,"","","Y","","","","","","","",
1035510,"","","Y","","","","","","","",
1035511,"Y","","","","","","","","","",
1035512,"","","Y","","","","","","","",
1035515,"","","Y","","","","","","","",
1035516,"","","Y","","","","","","","",
1035517,"","","Y","","","","","","","",
1035523,"","","Y","","","","","","","",
1035524,"","","Y","","","","","","","",
1035527,"","","Y","","","","","","","",
1035528,"","","Y","","","","","","","",
1035531,"","","Y","","","","","","","",
1035535,"","","Y","","","","","","","",
1035542,"","","Y","","","","","","","",
1035544,"","","Y","","","","","","","",
1035547,"","","","","","Y","","","","",2016
1035549,"","","","","","","Y","","","",
1035550,"","","Y","","","","","","","",
1035553,"","","Y","","","","","","","",
1035554,"","","","","Y","","","","","",
1035557,"","","Y","","","","","","","",
1035559,"","","Y","","","","","","","",
1035560,"","","Y","","","","","","","",
1035561,"Y","","","","","","","","","",
1035564,"","","Y","","","","","","","",
1035569,"","","Y","","","","","","","",
1035573,"","","Y","","","","","","","",
1035579,"","","Y","","","","","","","",
1035580,"","","Y","","","","","","","",
1035581,"","","Y","","","","","","","",
1035582,"","","Y","","","","","","","",
1035584,"","","Y","","","","","","","",
1035585,"","","Y","","","","","","","",
1035588,"","","Y","","","","","","","",
1035590,"","","Y","","","","","","","",
1035592,"","","Y","","","","","","","",
1035593,"","","Y","","","","","","","",
1035600,"","","","","","","Y","","","",
1035603,"","","Y","","","","","","","",
1035604,"","","Y","","","","","","","",
1035605,"","","Y","","","","","","","",
1035607,"","","Y","","","","","","","",
1035610,"Y","","","","","","","","","",
1035615,"","","Y","","","","","","","",
1035617,"","","Y","","","","","","","",
1035621,"","","Y","","","","","","","",
1035628,"","","Y","","","","","","","",
1035629,"","","Y","","","","","","","",
1035631,"","","Y","","","","","","","",
1035633,"","","","","Y","","","","","",
1035634,"","","Y","","","","","","","",
1035635,"","","Y","","","","","","","",
1035636,"","","Y","","","","","","","",
1035640,"","","Y","","","","","","","",
1035642,"","","Y","","","","","","","",
1035645,"","","Y","","","","","","","",
1035646,"","","Y","","","","","","","",
1035650,"","","Y","","","","","","","",
1035653,"","","Y","","","","","","","",
1035654,"","","Y","","","","","","","",
1035658,"","","Y","","","","","","","",
1035659,"","","Y","","","","","","","",
1035663,"","","Y","","","","","","","",
1035672,"","","Y","","","","","","","",
1035675,"","","Y","","","","","","","",
1035679,"","","Y","","","","","","","",
1035680,"","","Y","","","","","","","",
1035685,"","","Y","","","","","","","",
1035687,"","","Y","","","","","","","",
1035688,"","","Y","","","","","","","",
1035690,"Y","","","","","","","","","",
1035692,"","","Y","","","","","","","",
1035697,"","","Y","","","","","","","",
1035700,"","","Y","","","","","","","",
1035702,"","Y","","","","","","","","",2016
1035706,"","","Y","","","","","","","",
1035708,"","","Y","","","","","","","",
1035709,"","","","","Y","","","","","",
1035711,"","","Y","","","","","","","",
1035717,"","","Y","","","","","","","",
1035720,"","","Y","","","","","","","",
1035725,"","","Y","","","","","","","",
1035726,"","","Y","","","","","","","",
1035728,"","","Y","","","","","","","",
1035730,"","","Y","","","","","","","",
1035733,"","","Y","","","","","","","",
1035738,"","","Y","","","","","","","",
1035739,"","","Y","","","","","","","",
1035740,"","","Y","","","","","","","",
1035741,"","","Y","","","","","","","",
1035742,"","","Y","","","","","","","",
1035743,"","","Y","","","","","","","",
1035750,"","","Y","","","","","","","",
1035763,"","","Y","","","","","","","",
1035765,"","","Y","","","","","","","",
1035769,"","","Y","","","","","","","",
1035770,"","","Y","","","","","","","",
1035773,"","","Y","","","","","","","",
1035777,"","","Y","","","","","","","",
1035786,"","","Y","","","","","","","",
1035788,"","Y","","","","","","","","",2016
1035790,"","","Y","","","","","","","",
1035791,"","","","","","Y","","","","",2016
1035796,"","","","","","","Y","","","",
1035800,"","","Y","","","","","","","",
1035804,"","","Y","","","","","","","",
1035810,"","","Y","","","","","","","",
1035821,"","","Y","","","","","","","",
1035823,"","","Y","","","","","","","",
1035825,"","","Y","","","","","","","",
1035826,"","","Y","","","","","","","",
1035827,"","","Y","","","","","","","",
1035829,"Y","","","","","","","","","",
1035831,"","","Y","","","","","","","",
1035832,"","","Y","","","","","","","",
1035835,"","","Y","","","","","","","",
1035837,"","","Y","","","","","","","",
1035841,"","","Y","","","","","","","",
1035843,"","","Y","","","","","","","",
1035844,"","","Y","","","","","","","",
1035845,"","","Y","","","","","","","",
1035846,"","","Y","","","","","","","",
1035850,"","","Y","","","","","","","",
1035855,"Y","","","","","","","","","",
1035856,"Y","","","","","","","","","",
1035858,"","","Y","","","","","","","",
1035859,"","","Y","","","","","","","",
1035861,"","","Y","","","","","","","",
1035864,"","","Y","","","","","","","",
1035865,"","","Y","","","","","","","",
1035866,"","Y","","","","","","","","",2016
1035871,"","","Y","","","","","","","",
1035872,"","","Y","","","","","","","",
1035873,"","","Y","","","","","","","",
1035874,"","","Y","","","","","","","",
1035875,"Y","","","","","","","","","",
1035876,"","","Y","","","","","","","",
1035877,"","","Y","","","","","","","",
1035886,"","","Y","","","","","","","",
1035888,"","","Y","","","","","","","",
1035890,"","","Y","","","","","","","",
1035896,"","","Y","","","","","","","",
1035906,"","","Y","","","","","","","",
1035909,"","","Y","","","","","","","",
1035913,"","","Y","","","","","","","",
1035914,"","","Y","","","","","","","",
1035917,"","","Y","","","","","","","",
1035918,"","","Y","","","","","","","",
1035925,"","","Y","","","","","","","",
1035928,"","","Y","","","","","","","",
1035930,"","","Y","","","","","","","",
1035934,"","","Y","","","","","","","",
1035935,"","","Y","","","","","","","",
1035939,"","","","","","","Y","","","",
1035942,"","","Y","","","","","","","",
1035946,"","","Y","","","","","","","",
1035947,"","","Y","","","","","","","",
1035949,"","","Y","","","","","","","",
1035950,"","","Y","","","","","","","",
1035957,"","","Y","","","","","","","",
1035960,"","","Y","","","","","","","",
1035962,"","","Y","","","","","","","",
1035964,"","","Y","","","","","","","",
1035965,"","","Y","","","","","","","",
1035966,"","","Y","","","","","","","",
1035972,"","","Y","","","","","","","",
1035976,"","","Y","","","","","","","",
1035977,"","","Y","","","","","","","",
1035980,"","","Y","","","","","","","",
1035983,"","","Y","","","","","","","",
1035991,"","","Y","","","","","","","",
1035993,"","","Y","","","","","","","",
1035999,"","","Y","","","","","","","",
1036004,"","","Y","","","","","","","",
1036005,"","","Y","","","","","","","",
1036015,"","","Y","","","","","","","",
1036016,"","","Y","","","","","","","",
1036024,"","","Y","","","","","","","",
1036026,"","","Y","","","","","","","",
1036027,"","","Y","","","","","","","",
1036030,"","Y","","","","","","","","",2016
1036032,"","","Y","","","","","","","",
1036034,"","","Y","","","","","","","",
1036036,"","","Y","","","","","","","",
1036037,"Y","","","","","","","","","",
1036055,"","","Y","","","","","","","",
1036059,"","","Y","","","","","","","",
1036063,"","","Y","","","","","","","",
1036065,"","","Y","","","","","","","",
1036066,"","","Y","","","","","","","",
1036068,"","","Y","","","","","","","",
1036070,"","","Y","","","","","","","",
1036078,"","","Y","","","","","","","",
1036085,"","","Y","","","","","","","",
1036086,"","","Y","","","","","","","",
1036089,"","","Y","","","","","","","",
1036093,"","","","","","","Y","","","",
1036094,"","","Y","","","","","","","",
1036095,"","","Y","","","","","","","",
1036097,"","","Y","","","","","","","",
1036100,"","","Y","","","","","","","",
