"FilingID","ReferenceID","Name of Prime Broker","SEC Number","CRD Number","City","State","Country","Custodian"
"993934","30078","SMITH & WILLIAMSON INVESTMENT MANAGEMENT","","","DUBLIN","","Ireland","Y"
"993934","30078","MORGAN STANLEY & CO. LLC","8-15869","8209","BOSTON","Massachusetts","United States","Y"
"993934","30078","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"998013","74161","FINANCORP GROUP INTERNATIONAL CORPORATION","8-45367","31793","FORT LAUDERDALE","Florida","United States","N"
"998013","70373","FINANCORP GROUP INTERNATIONAL CORPORATION","8-45367","31793","FORT LAUDERDALE","Florida","United States","N"
"992841","41803","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"992841","77265","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"975071","5984","BNP PARIBAS PRIME BROKERAGE, INC.","8-40490","24962","NEW YORK","New York","United States","Y"
"975071","5984","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"975071","5008","BNP PARIBAS PRIME BROKERAGE, INC.","8-40490","24962","NEW YORK","New York","United States","Y"
"975071","5008","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"975071","5005","BNP PARIBAS PRIME BROKERAGE, INC.","8-40490","24962","NEW YORK","New York","United States","Y"
"975071","5005","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"996733","36052","KOTAK SECURITIES LIMITED","","","MUMBAI","","India","N"
"996733","36052","DAIWA CAPITAL MARKETS INDIA PVT. LTD","","","MUMBAI","","India","N"
"996746","36159","DAIWA CAPITAL MARKETS INDIA PVT. LTD","","","MUMBAI","","India","N"
"996746","36159","CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED","","","MUMBAI","","India","N"
"987957","162222","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"987957","162222","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"987975","55612","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"987975","55612","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"984896","15253","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","Y"
"984896","15254","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","Y"
"984896","15253","BTIG, LLC","8-65473","122225","NEW YORK","New York","United States","Y"
"984702","33484","E*TRADE CLEARING LLC","8-41354","25025","JERSEY CITY","New Jersey","United States","Y"
"994555","53882","STERNE AGEE & LEECH","","","BIRMINGHAM","Alabama","United States","N"
"994555","120487","STERNE AGEE & LEECH","","","BIRMINGHAM","Alabama","United States","N"
"986945","45323","WEEDEN PRIME SERVICES, LLC.","8-67787","146103","GREENWICH","Connecticut","United States","Y"
"986306","6142","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"986306","6142","NATIONAL FINANCIAL SERVICES LLC","8-26740","13041","BOSTON","Massachusetts","United States","Y"
"990834","63446","BTIG, LLC","8-65473","122225","SAN FRANCISCO","California","United States","N"
"992844","26429","SMITH & WILLIAMSON INVESTMENT MANAGEMENT","","","DUBLIN","","Ireland","Y"
"992844","26429","MORGAN STANLEY & CO. LLC","8-15869","8209","BOSTON","Massachusetts","United States","Y"
"992844","26429","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"1000014","170363","J.P. MORGAN CLEARING CORP.","8-43724","28432","JERSEY","New Jersey","United States","Y"
"978365","57898","BTIG, LLC","8-65473","122225","NEW YORK","New York","United States","N"
"975929","169750","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"975929","169742","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"978159","20406","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","NEW YORK","New York","United States","N"
"962595","168521","NOMURA INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"962595","168521","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"973430","25435","MERRILL LYNCH INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"973430","48234","DEUTSCHE BANK AG","","","LONDON","","United Kingdom","Y"
"973430","48234","CITI GROUP GLOBAL MARKETS LIMITED","","","LONDON","","United Kingdom","Y"
"973430","48234","MERRILL LYNCH INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"985889","45357","M. S. HOWELLS & CO.","8-52558","104100","SCOTTSDALE","Arizona","United States","N"
"985889","45358","M. S. HOWELLS & CO.","8-52558","104100","SCOTTSDALE","Arizona","United States","N"
"983085","22553","MORGAN STANLEY & CO. INC.","","","NEW YORK","New York","United States","Y"
"983085","22486","MORGAN STANLEY & CO INC.","","","NEW YORK","New York","United States","Y"
"977184","56670","BTIG, LLC","8-65473","122225","NEW YORK","New York","United States","N"
"986418","55797","MERRILL LYNCH INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"986418","55797","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"986418","55797","BARCLAYS BANK PLC","","","LONDON","","United Kingdom","Y"
"976325","169782","DEUTSCHE BANK AG","","","LONDON","","United Kingdom","Y"
"976325","45140","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"976325","45140","DEUTSCHE BANK AG","","","LONDON","","United Kingdom","Y"
"982016","60674","BNP PARIBAS PRIME BROKERAGE, INC.","8-40490","24962","CHICAGO","Illinois","United States","Y"
"982016","41151","BNP PARIBAS PRIME BROKERAGE, INC.","8-40490","24962","CHICAGO","Illinois","United States","Y"
"992899","25143","UBS SECURITIES LLC","8-22651","7654","NEW YORK","New York","United States","Y"
"993307","57776","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"993307","57779","DEUTSCHE BANK AG","","","LONDON","","United Kingdom","Y"
"993307","57776","DEUTSCHE BANK AG","","","LONDON","","United Kingdom","Y"
"981142","21162","MORGAN STANLEY","8-68191","149777","BOSTON","Massachusetts","United States","Y"
"981142","21110","MORGAN STANLEY","8-68191","149777","BOSTON","Massachusetts","United States","Y"
"996856","47734","J.P. MORGAN CLEARING CORP.","8-43724","28432","NEW YORK","New York","United States","Y"
"996856","47734","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"996856","47734","WELLS FARGO PRIME SERVICES, LLC","8-66677","133068","NEW YORK","New York","United States","Y"
"1004513","23768","MERRILL LYNCH INTERNATIONAL","","","LONDON, ENGLAND","","United Kingdom","Y"
"990929","46366","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","HONG KONG","","Hong kong","Y"
"990929","14033","UBS AG","","","HONG KONG","","Hong kong","Y"
"990929","14033","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","HONG KONG","","Hong kong","Y"
"990929","14033","GOLDMAN SACHS INTERNATIONAL","","","HONG KONG","","Hong kong","Y"
"990929","172002","MERRILL LYNCH INTERNATIONAL","","","HONG KONG","","Hong kong","Y"
"1003829","34689","PERSHING LLC","8-17574","7560","JERSEY CITY","New Jersey","United States","Y"
"987698","55399","COWEN PRIME SERVICES LLC","8-68531","153397","NEW YORK","New York","United States","N"
"998100","52553","BTIG, LLC","8-65473","122225","SAN FRANCISCO","California","United States","N"
"998100","30175","BTIG, LLC","8-65473","122225","SAN FRANCISCO","California","United States","N"
"1002216","66415","MORGAN STANLEY & CO. LLC","8-15869","8209","DALLAS","Texas","United States","Y"
"991746","162149","UBS AG","","","LONDON","","United Kingdom","Y"
"991746","162149","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"989960","32639","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"989960","32639","MORGAN STANLEY","8-68191","149777","CHICAGO","Illinois","United States","Y"
"989960","32639","J.P. MORGAN SECURITIES LLC","8-35008","79","NEW YORK","New York","United States","Y"
"989960","32639","NATIONAL FINANCIAL SERVICES LLC","8-26740","13041","CHICAGO","Illinois","United States","Y"
"998497","29290","US BANK","","","CHANHASSEN","Minnesota","United States","Y"
"998497","29290","VANGUARD MARKETING CORPORATION","8-21570","7452","MALVERN","Pennsylvania","United States","Y"
"998497","29290","RBC CAPITAL MARKETS, LLC","8-45411","31194","LANSING","Michigan","United States","Y"
"998497","29290","TRADESTATION SECURITIES, INC.","8-48711","39473","PLANTATION","Florida","United States","Y"
"998497","29290","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"998321","31997","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"998321","31997","DEUTSCHEBANK AG","","","BALTIMORE","Maryland","United States","N"
"998321","32160","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"998321","32122","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"990224","65500","MORGAN STANLEY & CO. INTERNATIONAL PLC.","","","LONDON","","United Kingdom","Y"
"990224","65500","UBS AG","","","LONDON","","United Kingdom","Y"
"990224","65500","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"978877","70214","BANK OF NOVA SCOTIA","","","TORONTO","","Canada","Y"
"989241","120386","JEFFERIES LLC","8-15074","2347","NEW YORK","New York","United States","Y"
"994372","1153","WILLIAM BLAIR","8-2698","1252","CHICAGO","Illinois","United States","Y"
"994372","1153","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","BOSTON","Massachusetts","United States","Y"
"1000347","38926","GOLDMAN SACHS","","","NEW YORK","New York","United States","Y"
"1000347","38059","GOLDMAN SACHS","","","NEW YORK","New York","United States","Y"
"997728","57992","JEFFERIES LLC","8-15074","2347","NEW YORK","New York","United States","Y"
"1003804","26863","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"1003804","27006","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"975188","69967","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"980490","29061","J.P. MORGAN CLEARING CORP.","8-43724","28432","BROOKLYN","New York","United States","Y"
"980490","29061","GOLDMAN SACHS EXECUTION & CLEARING, L.P.","8-526","3466","NEW YORK","New York","United States","Y"
"980490","29061","WELLS FARGO PRIME SERVICES, LLC","8-66677","133068","NEW YORK","New York","United States","N"
"982041","170339","MORGAN STANLEY","8-68191","149777","NEW YORK","New York","United States","Y"
"987830","47237","BTIG","","","NEW YORK","New York","United States","Y"
"989059","59099","CANTOR FITZGERALD & CO.","8-201","134","NEW YORK","New York","United States","Y"
"989059","171610","CANTOR FITZGERALD & CO.","8-201","134","NEW YORK","New York","United States","Y"
"989059","171615","CANTOR FITZGERALD & CO.","8-201","134","NEW YORK","New York","United States","Y"
"989059","171597","CANTOR FITZGERALD & CO.","8-201","134","NEW YORK","New York","United States","Y"
"978955","21602","MORGAN STANLEY","8-68191","149777","BOSTON","Massachusetts","United States","Y"
"978955","21632","MORGAN STANLEY","8-68191","149777","BOSTON","Massachusetts","United States","Y"
"978955","21623","MORGAN STANLEY","8-68191","149777","BOSTON","Massachusetts","United States","Y"
"978955","21605","MORGAN STANLEY","8-68191","149777","BOSTON","Massachusetts","United States","Y"
"996931","26472","COWEN PRIME SERVICES LLC","8-68531","153397","NEW YORK","New York","United States","Y"
"989261","58343","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"969437","166883","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"972259","166837","MORGAN STANLEY & CO INTERNATIONAL PLC","","","LONDON","","United Kingdom","N"
"969973","55794","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"968105","168801","SCOTIA CAPITAL INC.","","","TORONTO","","Canada","Y"
"968105","166785","SCOTIA CAPITAL INC.","","","TORONTO","","Canada","Y"
"968105","166829","SCOTIA CAPITAL INC.","","","TORONTO","","Canada","Y"
"977571","22511","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"977571","22504","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"977571","22492","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"977571","22467","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"979561","171363","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"979561","72354","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"979561","54944","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"979561","54959","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"979561","60817","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"986648","63843","BNP PARIBAS PRIME BROKERAGE, INC.","8-40490","24962","NEW YORK","New York","United States","Y"
"986648","15898","BNP PARIBAS PRIME BROKERAGE, INC.","8-40490","24962","NEW YORK","New York","United States","Y"
"986648","63845","BNP PARIBAS PRIME BROKERAGE, INC.","8-40490","24962","NEW YORK","New York","United States","Y"
"986648","63844","BNP PARIBAS PRIME BROKERAGE, INC.","8-40490","24962","NEW YORK","New York","United States","Y"
"976018","62693","BTIG LLC","","","SAN FRANCISCO","California","United States","Y"
"979631","1380","BTIG, LLC","8-65473","122225","NEW YORK","New York","United States","Y"
"979631","1380","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"980072","167951","DEUTSCHE BANK","","","LONDON","","United Kingdom","Y"
"985681","170406","JP MORGAN CLEARING CORP","","","BROOKLYN","New York","United States","Y"
"1000112","174579","INTERACTIVE BROKERS CORP.","8-53615","117942","CHICAGO","Illinois","United States","Y"
"994154","43973","MERRILL LYNCH WEALTH MANAGEMENT","","","SAN FRANCISCO","California","United States","Y"
"994154","43972","MERRILL LYNCH WEALTH MANAGEMENT","","","SAN FRANCISCO","California","United States","Y"
"1003488","65807","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","N"
"1003349","166975","JEFFERIES LLC","","","NEW YORK","New York","United States","Y"
"1003349","166975","JP MORGAN CLEARING CORP","","","BROOKLYN","New York","United States","Y"
"1000236","76524","DEUTSCHE BANK SECURITIES","8-1782","","BALTIMORE","Maryland","United States","Y"
"1000236","76519","DEUTSCHE BANK SECURITIES","8-1782","","SANTA CLARA","California","United States","Y"
"1000236","76515","DEUTSCHE BANK SECURITIES","8-1782","","BALTIMORE","Maryland","United States","Y"
"1000236","76507","DEUTSCHE BANK SECURITIES","8-1782","","BALTIMORE","Maryland","United States","Y"
"1000236","20497","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1000236","20493","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1000236","20487","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1000236","20476","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1000236","20471","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1000236","20465","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1000236","20460","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1000236","75271","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","BALTIMORE","Maryland","United States","Y"
"1000236","76527","DEUTSCHE BANK SECURITIES","8-1782","","BALTIMORE","Maryland","United States","Y"
"1000200","39173","JEFFERIES LLC","8-15074","2347","NEW YORK","New York","United States","Y"
"1000200","29841","JEFFERIES LLC","8-15074","2347","NEW YORK","New York","United States","Y"
"998713","25922","CREDIT SUISSE SECURITIES (EUROPE) LIMITED","","","SINGAPORE","","Singapore","Y"
"998713","25922","DEUTSCHE BANK AG, ACTING THROUGH ITS LONDON BRANCH","","","HONG KONG","","Hong kong","Y"
"998713","25922","GOLDMAN SACHS INTERNATIONAL","","","HONG KONG","","Hong kong","Y"
"998713","25922","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","SINGAPORE","","Singapore","Y"
"998713","25922","MERRILL LYNCH INTERNATIONAL","","","HONG KONG","","Hong kong","Y"
"999313","60365","PIPER JAFFRAY & CO.","8-15204","665","MINNEAPOLIS","Minnesota","United States","Y"
"999313","60365","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"963043","168581","AFRASIA BANK LIMITED","","","PORT LOUIS","","Mauritius","Y"
"963043","168581","THE MAURITIUS COMMERCIAL BANK LTD","","","PORT LOUIS","","Mauritius","Y"
"963043","168574","AFRASIA BANK LIMITED","","","PORT LOUIS","","Mauritius","Y"
"963043","168574","THE MAURITIUS COMMERCIAL BANK LTD","","","PORT LOUIS","","Mauritius","Y"
"983597","3371","CITIGROUP GLOBAL MARKETS INC.","8-8177","7059","NEW YORK","New York","United States","Y"
"983597","3371","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"983597","3371","INDUSTRIAL AND COMMERCIAL BANK OF CHINA FINANCIAL SERVICES LLC","8-66471","131487","NEW YORK","New York","United States","Y"
"983597","3371","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"986198","55224","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","N"
"980799","158996","UBS AG","","","LONDON","","United Kingdom","Y"
"980799","158996","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"980799","64674","UBS AG","","","LONDON","","United Kingdom","Y"
"980799","64674","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"995634","57891","MERRILL LYNCH INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"976450","47918","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"990675","27676","BNP PARIBAS","","","PARIS","","France","Y"
"990675","168241","UBS AG","","","LONDON","","United Kingdom","Y"
"990675","27676","J.P. MORGAN SECURITIES PLC","","","LONDON","","United Kingdom","Y"
"990675","50094","CREDIT SUISSE SECURITIES (EUROPE) LIMITED","","","LONDON","","United Kingdom","Y"
"990675","27184","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"990675","27676","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"990675","27676","BARCLAYS CAPITAL SECURITIES LIMITED","","","LONDON","","United Kingdom","Y"
"990675","27676","CREDIT SUISSE SECURITIES (EUROPE) LIMITED","","","LONDON","","United Kingdom","Y"
"990675","27184","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"990675","27184","BARCLAYS CAPITAL SECURITIES LIMITED","","","LONDON","","United Kingdom","Y"
"990675","27184","CREDIT SUISSE SECURITIES (EUROPE) LIMITED","","","LONDON","","United Kingdom","Y"
"990675","27676","CREDIT SUISSE SECURITIES (USA) LLC","8-422","816","NEW YORK","New York","United States","Y"
"990675","73736","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"990675","73736","BARCLAYS BANK PLC","","","LONDON","","United Kingdom","Y"
"990675","73736","CREDIT SUISSE SECURITIES (EUROPE) LIMITED","","","LONDON","","United Kingdom","Y"
"990675","168241","CREDIT SUISSE SECURITIES (EUROPE) LIMITED","","","LONDON","","United Kingdom","Y"
"990675","168241","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"990675","73736","BNP PARIBAS","","","PARIS","","France","Y"
"998662","168521","NOMURA INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"998662","168521","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"970675","67550","MORGAN STANLEY & CO INTERNATIONAL LIMITED","","","LONDON","","United Kingdom","Y"
"975301","66777","UBS AG, LONDON BRANCH","","","LONDON","","United Kingdom","Y"
"975301","66777","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"975301","66777","CREDIT SUISSE SECURITIES (EUROPE) LIMITED","","","LONDON","","United Kingdom","Y"
"965582","18634","BARCLAYS BANK PLC","","","LONDON","","United Kingdom","Y"
"995673","13529","DEUTSCHE BANK AG","","","NEW YORK","New York","United States","Y"
"995673","13529","DEUTSCHE BANK SECURITIES INC.","8-17822","2525","SAN FRANCISCO","California","United States","Y"
"995673","13707","DEUTSCHE BANK AG, SINGAPORE BRANCH","","","SINGAPORE","","Singapore","Y"
"1000068","39507","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"1000068","40976","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"1000117","73039","INTERACTIVE BROKERS LLC","8-47257","36418","CHICAGO","Illinois","United States","Y"
"997433","73336","JEFFERIES LLC","8-15074","2347","NEW YORK","New York","United States","Y"
"993121","43913","WELLS FARGO PRIME SERVICES, LLC","8-66677","133068","SAN FRANCISCO","California","United States","N"
"993121","44486","WELLS FARGO PRIME SERVICES, LLC","8-66677","133068","SAN FRANCISCO","California","United States","N"
"993121","43914","WELLS FARGO PRIME SERVICES, LLC","8-66677","133068","SAN FRANCISCO","California","United States","N"
