"FilingID","ReferenceID","Name of Prime Broker","SEC Number","CRD Number","City","State","Country","Custodian"
"965773","68108","CONVERGEX EXECUTION SOLUTIONS LLC","8-46838","35693","NEW YORK","New York","United States","Y"
"965773","68109","CONVERGEX EXECUTION SOLUTIONS LLC","8-46838","35693","NEW YORK","New York","United States","Y"
"965773","68310","CONVERGEX EXECUTION SOLUTIONS LLC","8-46838","35693","NEW YORK","New York","United States","N"
"965638","168681","GOLDMAN SACHS","","","NEW YORK","New York","United States","Y"
"965037","56267","DEUTSCHE BANK","","","LONDON","","United Kingdom","Y"
"965037","47178","DEUTSCHE BANK","","","LONDON","","United Kingdom","Y"
"965037","47178","GOLDMAN SACHS","","","LONDON","","United Kingdom","Y"
"965037","56267","GOLDMAN SACHS","","","LONDON","","United Kingdom","Y"
"963003","58839","TD AMERITRADE CLEARING, INC.","8-16335","5633","NEW YORK","New York","United States","Y"
"963003","58839","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"963003","64554","TD AMERITRADE CLEARING, INC.","8-16335","5633","NEW YORK","New York","United States","Y"
"963003","64554","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"966449","69125","RBC DOMINION SECURITIES","8-11322","","CALGARY","","Canada","Y"
"966449","35401","RBC DOMINION SECURITIES","8-11322","","CALGARY","","Canada","Y"
"966449","35394","RBC DOMINION SECURITIES","8-11322","","CALGARY","","Canada","Y"
"966449","35334","RBC DOMINION SECURITIES","8-11322","","CALGARY","","Canada","Y"
"964976","2225","UBS SECURITIES LLC","8-22651","7654","STAMFORD","Connecticut","United States","Y"
"964447","19547","CITIGROUP GLOBAL MARKETS INC.","8-8177","7059","NEW YORK","New York","United States","Y"
"964259","32857","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"964948","59601","INTERACTIVE BROKERS LLC","8-47257","36418","GREEWICH","Connecticut","United States","Y"
"948386","167320","UBS AG","","","LONDON","","United Kingdom","Y"
"948386","167320","MERRILL LYNCH INTERNATIONAL","8-162416","","LONDON","","United Kingdom","Y"
"948386","167319","UBS AG","","","LONDON","","United Kingdom","Y"
"948386","167319","MERRILL LYNCH INTERNATIONAL","8-162416","","LONDON","","United Kingdom","Y"
"948386","167317","UBS AG","","","LONDON","","United Kingdom","Y"
"948386","167317","MERRILL LYNCH INTERNATIONAL","8-162416","","LONDON","","United Kingdom","Y"
"964971","65793","M. S. HOWELLS & CO.","8-52558","104100","SCOTTSDALE","Arizona","United States","Y"
"957540","168008","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"957540","168008","MORGAN STANLEY & CO. INTERNATIONAL PLC.","","","LONDON","","United Kingdom","Y"
"966526","46886","MORGAN STANLEY INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"966526","46886","UBS AG","","","LONDON","","United Kingdom","Y"
"966526","46886","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"966770","48622","UBS SECURITIES LLC","8-22651","7654","NEW YORK","New York","United States","Y"
"962290","29461","UBS AG","","","LONDON","","United Kingdom","Y"
"962290","29461","MORGAN STANLEY & CO. INTERNATIONAL PLC","","","LONDON","","United Kingdom","Y"
"962290","29461","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"962290","57430","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","Y"
"962290","57430","UBS AG","","","LONDON","","United Kingdom","Y"
"952946","65869","FIDELITY CAPITAL MARKETS","","","BOSTON","Massachusetts","United States","Y"
"952946","65869","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"972396","167298","GOLDMAN, SACHS & CO.","8-129","361","NEW YORK","New York","United States","Y"
"972396","167298","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"980646","111230","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"974535","67427","INTERACTIVE BROKERS LLC","8-47257","36418","GREENWICH","Connecticut","United States","Y"
"983802","120734","CREDIT SUISSE SECURITIES (EUROPE) LIMITED","","","LONDON","","United Kingdom","Y"
"983802","120734","MORGAN STANLEY & CO.","","","LONDON","","United Kingdom","Y"
"987635","60677","BNP PARIBAS GLOBAL PRIME SERVICES","","","NEW YORK","New York","United States","Y"
"987635","61003","ICBC FINANCIAL SERVICES","","","NEW YORK","New York","United States","Y"
"987635","61003","BMO NESBITT BURNS INC.","","","TORONTO","","Canada","Y"
"987635","61003","BNP PARIBAS PRIME BROKERAGE, INC.","8-40490","24962","NEW YORK","New York","United States","Y"
"987590","76378","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"987590","76380","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"987590","74122","MORGAN STANLEY & CO. LLC","8-15869","8209","NEW YORK","New York","United States","Y"
"990829","42546","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"990829","42458","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"990829","42401","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"990829","42499","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
"990829","42471","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","8-7221","7691","NEW YORK","New York","United States","Y"
