"FilingID","ReferenceID","Foreign Regulatory Authority"
"965409","56370","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"965409","54744","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"965508","33257","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"965508","33229","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"965508","33192","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"965508","32970","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"965508","32600","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"965508","62494","Cayman Islands - Cayman Islands Monetary Authority"
"965508","49153","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"965162","168628","Bermuda - Bermuda Monetary Authority"
"965682","60959","Cayman Islands - Cayman Islands Monetary Authority"
"965682","16669","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"965682","16645","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"965682","16620","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"966172","50691","Other - CAYMAN ISLAND MONETARY AUTHORITY"
"966172","51519","Other - IRISH FINANCIAL SERVICES REGULATORY AUTHORITY"
"966172","51415","Other - IRISH FINANCIAL SERVICES REGULATORY AUTHORITY"
"966172","51249","Other - IRISH FINANCIAL SERVICES REGULATORY AUTHORITY"
"966172","50879","Other - IRISH FINANCIAL SERVICES REGULATORY AUTHORITY"
"966172","51009","Other - IRISH FINANCIAL SERVICES REGULATORY AUTHORITY"
"966172","69036","Other - IRISH FINANCIAL SERVICES AUTHORITY"
"966172","64568","Cayman Islands - Cayman Islands Monetary Authority"
"966172","61291","Other - IRISH FINANCIAL SERVICES REGULATORY AUTHORITY"
"966166","168715","Other - MONACO"
"966543","28233","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"966543","28216","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"964664","67038","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"964664","67033","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"964664","67032","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"964664","67037","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"964664","67036","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"964664","67035","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"964664","67034","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"964664","67055","Other - BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
"964664","67054","Other - BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
"964664","67050","Other - BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
"964664","67049","France - Financial Markets Authority"
"964664","67053","Other - BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
"964664","67039","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"964664","67052","Other - BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
"964664","67044","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"964664","67043","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"964664","67042","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"964664","67041","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"964664","67040","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"965629","59252","Cayman Islands - Cayman Islands Monetary Authority"
"965629","28932","Guernsey - Guernsey Financial Services Commission"
"967200","76502","Cayman Islands - Cayman Islands Monetary Authority"
"966791","62881","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"966791","31224","Other - CAYMAN ISLANDS MONETARY AUTHORITY"
"967299","32630","Cayman Islands - Cayman Islands Monetary Authority"
"967299","32473","Cayman Islands - Cayman Islands Monetary Authority"
"967299","32473","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"967146","67771","Cayman Islands - Cayman Islands Monetary Authority"
