"FilingID","ReferenceID","SubreferenceID","Related Person","Name of Marketer","SEC Number","CRD Number","City","State","Country","Websites"
"963726","44822","32382","N","BLUE SAND SECURITIES LLC","8-67514","142976","NEW YORK","New York","United States","N"
"961316","57036","34176","Y","PIPER JAFFRAY & CO.","8-15204","665","MINNEAPOLIS","Minnesota","United States","Y"
"962888","35785","18360","Y","FINANCE 500, INC.","8-28302","12981","IRVINE","California","United States","Y"
"962888","36560","18503","Y","FINANCE 500, INC.","8-28302","12981","IRVINE","California","United States","Y"
"965764","30575","15928","N","J.H. DARBIE & CO., INC.","","43520","NEW YORK","New York","United States","N"
"965764","30575","42616","N","OLD CITY SECURITIES LLC","8-69488","171910","CEDARHURST","New York","United States","N"
"965848","14591","5330","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14573","5325","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","43761","21487","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","43760","21486","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","43759","21485","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14614","5347","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14611","5345","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","44316","21701","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","43758","21484","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","120279","51605","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","120278","51604","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","120272","51603","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","120269","51601","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14609","5344","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14607","5343","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14606","5342","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14602","5340","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14604","5341","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14601","5339","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14599","5338","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14598","5337","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","54124","27229","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","54123","27228","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","63719","32575","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14597","5336","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","54130","27236","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","54129","27235","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","54128","27234","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","63721","32577","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","54127","27233","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","54126","27232","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14589","5329","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14587","5328","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14580","5327","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14578","5326","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","9760","5324","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14593","5333","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965848","14592","5332","Y","LEGG MASON INVESTOR SERVICES, LLC","8-53089","109064","BALTIMORE","Maryland","United States","N"
"965767","17022","33555","Y","AMG DISTRIBUTORS, INC.","8-43057","27314","NORWALK","Connecticut","United States","N"
"965767","70380","38085","N","SCHEUERMANN & CO. A.G.","","","ZURICH","","Switzerland","Y"
"965767","70380","38083","Y","AMG DISTRIBUTORS, INC.","8-43057","27314","NORWALK","Connecticut","United States","N"
"965767","74072","40272","N","SCHEUERMANN & CO. A.G.","","","ZURICH","","Switzerland","Y"
"965767","74072","40271","Y","AMG DISTRIBUTORS, INC.","8-43057","27314","NORWALK","Connecticut","United States","N"
"965767","74065","40267","N","SCHEUERMANN & CO. A.G.","","","ZURICH","","Switzerland","Y"
"965767","74065","40266","Y","AMG DISTRIBUTORS, INC.","8-43057","27314","NORWALK","Connecticut","United States","N"
"965767","72472","38264","N","VALUE FUND MANAGEMENT (CAYMAN) LIMTED","","","GEORGE TOWN","","Cayman Islands","Y"
"965767","16969","33553","Y","AMG DISTRIBUTORS, INC.","8-43057","27314","NORWALK","Connecticut","United States","N"
"965767","16989","33557","Y","AMG DISTRIBUTORS, INC.","8-43057","27314","NORWALK","Connecticut","United States","N"
"965767","17016","33556","Y","AMG DISTRIBUTORS, INC.","8-43057","27314","NORWALK","Connecticut","United States","N"
"965767","72992","38262","N","SCHEUERMANN & CO. A.G.","","","ZURICH","","Switzerland","Y"
"965767","72992","38261","Y","AMG DISTRIBUTORS, INC.","8-43057","27314","NORWALK","Connecticut","United States","N"
"966197","36263","56772","N","FDX CAPITAL LLC","8-65170","119302","NEW YORK","New York","United States","N"
