"FilingID","ReferenceID","SubreferenceID","Related Person","Name of Marketer","SEC Number","CRD Number","City","State","Country","Websites"
"1010972","175984","67172","Y","GOLDMAN SACHS AUSTRALIA PTY LTD","","","MELBOURNE","","Australia","N"
"1010972","175984","67170","Y","GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157","107715","LONDON","","United Kingdom","N"
"1010972","176000","67192","Y","GOLDMAN SACHS (SINGAPORE) PTE.","","","SINGAPORE","","Singapore","N"
"1010972","176000","67191","Y","GOLDMAN SACHS (ASIA) L.L.C.","","","HONG KONG","","Hong kong","N"
"1010972","176000","67190","Y","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591","107738","NEW YORK","New York","United States","N"
"1010972","176000","67189","Y","GOLDMAN SACHS JAPAN CO., LTD.","","","TOKYO","","Japan","N"
"1010972","176000","67188","Y","GOLDMAN SACHS PARIS INC. ET CIE","","","PARIS","","France","N"
"1010972","176000","67187","Y","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","N"
"1010972","176000","67186","Y","GOLDMAN SACHS AUSTRALIA PTY LTD","","","MELBOURNE","","Australia","N"
"1010972","176000","67185","Y","GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157","107715","LONDON","","United Kingdom","N"
"1010682","167718","61521","N","OCP CAPITAL, LLC","8-67556","143381","NEW YORK","New York","United States","N"
"1010682","167718","65571","N","BLUE SAND SECURITIES LLC","8-67514","142976","SCOTSDALE","Arizona","United States","N"
"1008343","8306","3198","N","ARIANE CAPITAL PARTNERS LLC","8-47026","36143","VILLANOVA","Pennsylvania","United States","N"
"1011214","175984","67168","Y","GOLDMAN SACHS (SINGAPORE) PTE.","","","SINGAPORE","","Singapore","N"
"1011214","175984","67167","Y","GOLDMAN SACHS (ASIA) L.L.C.","","","HONG KONG","","Hong kong","N"
"1011214","175984","67171","Y","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591","107738","NEW YORK","New York","United States","N"
"1011214","175996","67184","Y","GOLDMAN SACHS (SINGAPORE) PTE.","","","SINGAPORE","","Singapore","N"
"1011214","175996","67183","Y","GOLDMAN SACHS (ASIA) L.L.C.","","","HONG KONG","","Hong kong","N"
"1011214","175996","67182","Y","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591","107738","NEW YORK","New York","United States","N"
"1011214","175996","67181","Y","GOLDMAN SACHS JAPAN CO., LTD.","","","TOKYO","","Japan","N"
"1011214","175996","67180","Y","GOLDMAN SACHS PARIS INC. ET CIE","","","PARIS","","France","N"
"1011214","175996","67179","Y","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","N"
"1011214","175996","67178","Y","GOLDMAN SACHS AUSTRALIA PTY LTD","","","MELBOURNE","","Australia","N"
"1011214","175996","67177","Y","GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157","107715","LONDON","","United Kingdom","N"
"1011214","175984","67174","Y","GOLDMAN SACHS JAPAN CO., LTD.","","","TOKYO","","Japan","N"
"1011214","175984","67175","Y","GOLDMAN SACHS PARIS INC. ET CIE","","","PARIS","","France","N"
"1011214","175984","67173","Y","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","N"
"1011214","175984","67172","Y","GOLDMAN SACHS AUSTRALIA PTY LTD","","","MELBOURNE","","Australia","N"
"1011214","175984","67170","Y","GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157","107715","LONDON","","United Kingdom","N"
"1011214","176000","67192","Y","GOLDMAN SACHS (SINGAPORE) PTE.","","","SINGAPORE","","Singapore","N"
"1011214","176000","67191","Y","GOLDMAN SACHS (ASIA) L.L.C.","","","HONG KONG","","Hong kong","N"
"1011214","176000","67190","Y","GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591","107738","NEW YORK","New York","United States","N"
"1011214","176000","67189","Y","GOLDMAN SACHS JAPAN CO., LTD.","","","TOKYO","","Japan","N"
"1011214","176000","67188","Y","GOLDMAN SACHS PARIS INC. ET CIE","","","PARIS","","France","N"
"1011214","176000","67187","Y","GOLDMAN SACHS INTERNATIONAL","","","LONDON","","United Kingdom","N"
"1011214","176000","67186","Y","GOLDMAN SACHS AUSTRALIA PTY LTD","","","MELBOURNE","","Australia","N"
"1011214","176000","67185","Y","GOLDMAN SACHS ASSET MANAGEMENT INTERNATIONAL","801-38157","107715","LONDON","","United Kingdom","N"
"1011079","14917","31938","N","STIFEL, NICOLAUS & COMPANY, INCORPORATED","801-10746","793","ST. LOUIS","Missouri","United States","N"
"1010413","14336","5237","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","49411","23872","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14449","5281","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14447","5280","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14435","5277","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","55340","27849","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","55339","27848","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","55338","27847","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","55336","27844","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","55335","27843","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14300","5230","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14297","5229","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14317","5233","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14305","5231","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14285","5208","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14282","5204","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14271","5193","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14266","5189","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14260","5188","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14257","5187","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14253","5183","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14251","5182","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14245","5180","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14235","5174","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","49893","24118","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14212","5161","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14205","5155","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14204","5154","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","47118","22788","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14333","5236","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14229","5172","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14227","5171","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14220","5167","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","20285","7768","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14218","5166","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","55327","27837","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","55341","27850","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14455","5284","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14452","5283","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","13412","4871","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14451","5282","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","13373","4862","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","69148","35071","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14432","5276","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14338","5239","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14207","5157","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14429","5275","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","65210","33296","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","13821","4988","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","13701","4966","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","13453","4886","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","13444","4880","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","13429","4877","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","65209","33295","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","17673","6407","N","CITITRUST (BAHAMAS) LIMITED","","","NASSAU","","Bahamas, The","N"
"1010413","14465","5289","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14462","5288","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14460","5287","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14458","5286","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","69495","35225","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","69492","35224","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14445","5279","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14441","5278","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14413","5272","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14409","5271","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14406","5270","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","167762","61551","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","167778","61556","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","167777","61555","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","167776","61554","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","167779","61557","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14400","5269","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14395","5268","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14370","5264","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14360","5260","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14356","5255","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15109","5442","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15138","5457","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15131","5455","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15126","5454","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","172443","64460","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15559","5571","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","17006","6135","N","CITITRUST (BAHAMAS) LIMITED","","","NASSAU","","Bahamas, The","N"
"1010413","65214","33299","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14350","5252","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14345","5250","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14344","5245","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","49902","24121","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","16687","5971","N","CITITRUST (BAHAMAS) LIMITED","","","NASSAU","","Bahamas, The","N"
"1010413","15606","5587","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15603","5586","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15590","5583","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15575","5577","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15567","5574","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15557","5569","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15558","5570","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15134","5456","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14472","5290","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","15609","5588","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","172441","64458","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","172442","64459","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","172440","64457","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","59781","29872","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","59786","29881","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","65213","33298","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","65211","33297","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1010413","14241","5179","Y","WELLINGTON MANAGEMENT ADVISERS, INC","8-68476","152768","BOSTON","Massachusetts","United States","N"
"1015980","5834","64819","N","J.P. MORGAN SECURITIES LLC","801-3702","79","NEW YORK","New York","United States","Y"
"1015980","15264","5507","N","PERMAL INVESTMENT MANAGEMENT SERVICES LIMITED","801-65843","138297","LONDON","","United Kingdom","Y"
"1015980","15297","5508","N","PERMAL INVESTMENT MANAGEMENT SERVICES LIMITED","801-65843","138297","LONDON","","United Kingdom","Y"
"1015980","5834","2576","N","PERINVEST (UK) LTD","","","LONDON","","United Kingdom","Y"
"1015980","14924","5389","N","PERINVEST (UK) LTD","","","LONDON","","United Kingdom","Y"
"1015901","167592","61456","N","PATRICK CAPITAL MARKETS, LLC","8-34099","16518","LAFAYETTE HILL","Pennsylvania","United States","N"
"1012229","173297","65001","N","ATLANTIC - PACIFIC CAPITAL, INC.","8-48198","38356","GREENWICH","Connecticut","United States","N"
"1016097","47318","22899","Y","REINET 36 SOUTH HOLDINGS LIMITED","","","ST HELIER","","Jersey","N"
"1016097","47317","22898","Y","REINET 36 SOUTH HOLDINGS LIMITED","","","ST HELIER","","Jersey","N"
"1016097","47316","22897","Y","REINET 36 SOUTH HOLDINGS LIMITED","","","ST HELIER","","Jersey","N"
"1016097","47315","22896","Y","REINET 36 SOUTH HOLDINGS LIMITED","","","ST HELIER","","Jersey","N"
"1016097","61611","33856","N","BREAN CAPITAL, LLC","8-40742","23723","NEW YORK","New York","United States","N"
"1016677","52559","30780","Y","PACIFIC CURRENT GROUP","8-68781","156263","DENVER","Colorado","United States","N"
"1017612","71247","37603","N","SILVER LEAF PARTNERS, LLC","8-65902","126694","NEW YORK","New York","United States","N"
"1017612","71247","65327","N","ALTIS FINANCIAL SERVICES INC.","","","SANTIAGO","","Chile","N"
"1017884","45774","24381","N","MERRILL LYNCH INTERNATIONAL","","162416","LONDON","","United Kingdom","N"
"1017884","45774","24380","N","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235","7691","NEW YORK","New York","United States","N"
"1017884","7493","24379","N","CREDIT SUISSE SECURITIES (USA) LLC","801-56264","816","NEW YORK","New York","United States","N"
"1017884","27601","24376","N","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235","7691","NEW YORK","New York","United States","N"
"1017884","57864","28912","N","JERROD STELLI","","","TOKYO","","Japan","N"
"1017884","57864","28911","N","INTERCAPITAL SECURITIES INC.","","","TOKYO","","Japan","N"
"1017884","7468","19492","N","TRANSPACIFIC GROUP LLC","8-67611","143869","NEW YORK","New York","United States","N"
"1017884","9632","29937","N","JERROD STELLI","","","TOKYO","","Japan","N"
"1017884","9632","29936","N","INTERCAPITAL SECURITIES INC","","","TOKYO","","Japan","N"
"1017884","7475","29935","N","JERROD STELLI","","","TOKYO","","Japan","N"
"1017884","7475","29934","N","INTERCAPITAL SECURITIES INC.","","","TOKYO","","Japan","N"
"1017884","9611","19496","N","TRANSPACIFIC GROUP LLC","8-67611","143869","NEW YORK","New York","United States","N"
"1017884","9632","8104","N","UBS FINANCIAL SERVICES INC.","801-7163","8174","WEEHAWKEN","New Jersey","United States","N"
"1017884","9632","5653","N","CFA FINANCIAL LLC","8-68394","151730","GLENVIEW","Illinois","United States","N"
"1017884","9632","5656","N","LYSTER WATSON SECURITIES, INC.","8-44783","30210","NEW YORK","New York","United States","N"
"1017884","9633","6434","N","CFA FINANCIAL LLC","8-68394","151730","GLENVIEW","Illinois","United States","N"
"1017884","9633","5892","N","LYSTER WATSON SECURITIES, INC.","8-44783","30210","NEW YORK","New York","United States","N"
"1017884","9633","5891","N","UBS FINANCIAL SERVICES INC.","801-7163","8174","WEEHAWKEN","New Jersey","United States","N"
"1017884","7475","5684","N","LYSTER WATSON SECURITIES, INC.","8-44783","30210","NEW YORK","New York","United States","N"
"1017884","7475","5682","N","CFA FINANCIAL LLC","8-68394","151730","GLENVIEW","Illinois","United States","N"
"1017884","7468","24865","N","CREDIT SUISSE SECURITIES (USA) LLC","801-56264","816","NEW YORK","New York","United States","N"
"1017884","9611","24752","N","CREDIT SUISSE SECURITIES (USA) LLC","801-56264","816","NEW YORK","New York","United States","N"
"1017884","55502","27891","N","CREDIT SUISSE SECURITIES (USA) LLC","801-56264","816","NEW YORK","New York","United States","N"
"1017884","7488","24395","N","MERRILL LYNCH INTERNATIONAL","","162416","LONDON","","United Kingdom","N"
"1017884","63968","40329","N","PARK HILL GROUP LLC","8-66958","135898","NEW YORK","New York","United States","N"
"1017884","63968","40327","N","MA ALTERNATIVE INVESTMENTS LTD.","","","DUBAI","","United Arab Emirates","N"
"1017884","67716","40325","N","MA ALTERNATIVE INVESTMENTS LTD.","","","DUBAI","","United Arab Emirates","N"
"1017884","67718","40323","N","MA ALTERNATIVE ALTERNATIVE INVESTMENTS LTD.","","","DUBAI","","United Arab Emirates","N"
"1017884","7475","40300","N","CIBC WORLD MARKETS CORP.","8-18333","630","NEW YORK","New York","United States","N"
"1017884","7475","40298","N","MORGAN STANLEY","801-70103","149777","NEW YORK","New York","United States","N"
"1017884","63967","40295","N","ISP FINANCIAL SERVICES LTD.","","","TEL AVIV","","Israel","N"
"1017884","27601","67748","N","WELLS FARGO INVESTMENT INSTITUTE, INC.","","","CHARLOTTE","North Carolina","United States","N"
"1017884","120613","67741","N","MA ALTERNATIVE INVESTMENTS LTD.","","","DUBAI","","United Arab Emirates","N"
"1017884","57864","67743","N","J.P. MORGAN SECURITIES LLC","801-3702","79","NEW YORK","New York","United States","N"
"1017884","67718","67753","N","RAYMOND JAMES FINANCIAL SERVICES, INC.","8-17983","6694","ST. PETERSBURG","Florida","United States","N"
"1017884","120613","67742","N","ISP FINANCIAL SERVICES LTD.","","","HERZELIA","","Israel","N"
"1017884","67718","67749","N","ARTIVEST BROKERAGE LLC","8-69297","168218","NEW YORK","New York","United States","N"
"1017884","67718","67750","N","ISP FINANCIAL SERVICES LTD.","","","HERZELIA","","Israel","N"
"1017884","67720","67754","N","ARTIVEST BROKERAGE LLC","8-69297","168218","NEW YORK","New York","United States","N"
"1017884","120619","67746","N","ARTIVEST BROKERAGE LLC","8-69297","168218","NEW YORK","New York","United States","N"
"1017884","166488","61102","N","UBS FINANCIAL SERVICES INC.","801-7163","8174","NEW YORK","New York","United States","N"
"1017884","120685","51732","N","J.P. MORGAN SECURITIES LLC","801-3702","79","NEW YORK","New York","United States","N"
"1017884","120618","51713","N","PARK HILL GROUP LLC","8-66958","135898","NEW YORK","New York","United States","N"
"1017884","120613","51712","N","PARK HILL GROUP LLC","8-66958","135898","NEW YORK","New York","United States","N"
"1017884","67720","34569","N","PARK HILL GROUP LLC","8-66958","135898","NEW YORK","New York","United States","N"
"1017884","67718","34568","N","PARK HILL GROUP LLC","8-66958","135898","NEW YORK","New York","United States","N"
"1017884","67716","34567","N","PARK HILL GROUP LLC","8-66958","135898","NEW YORK","New York","United States","N"
"1017884","67712","34566","N","J.P. MORGAN SECURITIES LLC","801-3702","79","NEW YORK","New York","United States","N"
"1017884","7488","24394","N","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED","801-14235","7691","NEW YORK","New York","United States","N"
