"FilingID","Full Legal Name","CIK Number"
"1012677","MEDLEY MANAGEMENT INC.","1611110"
"1018266","LADENBURG THALMANN FINANCIAL SERVICES INC.","1029730"
"1014976","KKR & CO. L.P.","1404912"
"1018279","LINCOLN NATIONAL CORPORATION","59558"
"1018448","MANULIFE FINANCIAL CORPORATION","1086888"
"1018456","BANK OF AMERICA CORPORATION","70858"
"1018460","BANK OF AMERICA CORPORATION","70858"
"1017798","MANNING & NAPIER, INC.","1524223"
"1016114","MARSH & MCLENNAN COMPANIES, INC.","62709"
"1016650","MANNING & NAPIER, INC.","1524223"
"1018155","MARSH & MCLENNAN COMPANIES, INC.","62709"
"1001359","PINNACLE FINANCIAL PARTNERS","1115055"
"1018569","ORIX CORP","1070304"
"1016986","THE BLACKSTONE GROUP L.P.","1393818"
"1018705","BANCO BRADESCO S.A.","1160330"
"1018734","BANK OF AMERICA CORPORATION","70858"
"1018770","BERTHEL FISHER & COMPANY FINANCIAL SERVICES, INC","8016222"
"1018647","ROYAL BANK OF CANADA","1000275"
"1018796","HP INC.","47217"
"1018362","STIFEL FINANCIAL CORP","720672"
"1018899","CREDIT SUISSE (USA), INC.","29646"
"1018897","ORIX CORP","1070304"
"1018930","ROYAL BANK OF CANADA","1000275"
"1018639","CAPITAL ONE FINANCIAL CORPORATION","927628"
"1018124","FORTRESS INVESTMENT GROUP LLC","1380393"
"1014005","PNC FINANCIAL SERVICES GROUP, INC.","713676"
"1016882","INVESCO LTD.","914208"
"1019706","FORTRESS INVESTMENT GROUP LLC","1380393"
"1019738","PEOPLE'S UNITED FINANCIAL, INC.","1086095"
"1019161","PRUDENTIAL FINANCIAL, INC.","1137774"
"1019755","OM ASSET MANAGEMENT PLC","1611702"
"1018105","J.P. MORGAN CHASE & CO.","19617"
"1019747","NOMURA HOLDINGS, INC.","1163653"
"1019633","FRANKLIN RESOURCES, INC.","38777"
"1011619","PRUDENTIAL FINANCIAL, INC.","1137774"
"1017230","FORTRESS INVESTMENT GROUP LLC","1380393"
"1013366","HFA HOLDINGS LTD","1424483"
"1020127","BLUCORA, INC.","1068875"
"1019849","THE GOLDMAN SACHS GROUP, INC.","886982"
"1018079","VIRTUS INVESTMENT PARTNERS, INC.","883237"
"1019051","ROYAL BANK OF CANADA","1000275"
"1013335","PRINCIPAL FINANCIAL GROUP, INC.","1126328"
"1020163","ORIX CORPORATION","1070304"
"1019335","NORTHERN TRUST CORPORATION","73124"
"1020436","PRUDENTIAL FINANCIAL, INC.","1137774"
"1020445","E*TRADE FINANCIAL CORPORATION INC.","1015780"
"1020101","THE BLACKSTONE GROUP L.P.","1393818"
"1019566","J.P. MORGAN CHASE & CO.","19617"
"1020527","VALUE LINE, INC.","717720"
"1020561","AMERIPRISE FINANCIAL, INC","820027"
"1016899","ROYAL BANK OF CANADA","1000275"
"1020838","FIFTH THIRD BANCORP","35527"
"1020406","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"1020951","SIGNATURE BANK","5703"
"1020963","STIFEL FINANCIAL CORP.","720"
"1020970","STIFEL FINANCIAL CORP.","720672"
"1020977","STIFEL FINANCIAL CORPORATION","720672"
"1021025","STIFEL FINANCIAL CORP.","720672"
"1020111","MANNING & NAPIER, INC.","1524223"
"1020777","RCS CAPITAL CORPORATION","1568832"
"1021294","METLIFE INC.","1099219"
"1011664","CITIGROUP INC.","831001"
"1021512","THE PNC FINANCIAL SERVICES GROUP, INC.","713676"
"1021528","THE PNC FINANCIAL SERVICES GROUP, INC.","713676"
"1021546","LADENBURG THALMANN FINANCIAL SERVICES INC.","1029730"
"1021712","GUARANTY BANCORP","1324410"
"1021730","GUARANTY BANCORP","1324410"
"1021738","LADENBURG THALMANN FINANCIAL SERVICES INC.","1029730"
"1021762","BOSTON PRIVATE FINANCIAL HOLDINGS, INC.","821127"
"1021833","WADDELL & REED FINANCIAL, INC.","1052100"
"1016680","INVESCO","914208"
"1021978","CITIGROUP INC.","831001"
"1021772","FEDERATED INVESTORS, INC.","1056288"
"1021957","DEUTSCHE BANK AG","948046"
"1020655","LEGG MASON, INC. (USA)","704051"
"1007683","OPPENHEIMER HOLDINGS INC.","791963"
"1022262","INVESCO LIMITED","914208"
"1021999","COWEN GROUP, INC.","1466538"
"1022443","AMERICAN INTERNATIONAL GROUP INC.","5272"
"1022407","TRISTATE CAPITAL HOLDINGS INC.","1380846"
"1022452","TRISTATE CAPITAL HOLDINGS INC.","1380846"
"1022455","MEDLEY MANAGEMENT INC.","1611110"
"1022527","VIRTUS INVESTMENT PARTNERS, INC.","883237"
"1022826","CBRE GROUP, INC.","1138118"
"1022954","SUN LIFE FINANCIAL INC.","109762"
"1022980","PRUDENTIAL PLC","1116578"
"1020298","AMERIPRISE FINANCIAL, INC.","820027"
"1022869","WELLS FARGO AND COMPANY","105598"
"1022222","CNO FINANCIAL GROUP, INC.","122460"
"1023024","CNO FINANCIAL GROUP, INC.","122460"
"1018632","THE BLACKSTONE GROUP L.P.","1393818"
"1023116","BB&T CORP","92230"
"1023124","MITSUBISHI UFJ FINANCIAL GROUP, INC.","67088"
"1023124","MUFG AMERICAS HOLDINGS CORP.","1011659"
"1023231","FORTRESS INVESTMENT GROUP LLC","1380393"
"1023266","THE CARLYLE GROUP L.P.","1527166"
"1023352","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"1023369","THE CARLYLE GROUP, L.P.","1527166"
"1023649","BB&T CORPORATION","92230"
"1023657","STIFEL FINANCIAL CORP.","720672"
"1023689","DEUTSCHE BANK AG","948046"
"1022821","PRUDENTIAL FINANCIAL, INC.","1137774"
"1023750","TRISTATE CAPITAL HOLDINGS INC.","1380846"
"1023862","UMB FINANCIAL CORPORATION","101382"
"1023208","CAPITAL ONE FINANCIAL CORP","927628"
"1021495","RCS CAPITAL HOLDINGS, LLC","1568832"
"1024251","LADENBURG THALMANN FINANCIAL SERVICES INC.","1029730"
"1024338","THE CARLYLE GROUP, L.P.","1527166"
"1024426","ASSOCIATED BANC-CORP","7789"
"1024387","SUN LIFE FINANCIAL, INC.","1097362"
"1024527","ROYAL BANK OF CANADA","1000275"
"1023527","FEDERATED INVESTORS, INC.","1056288"
"1024628","MANULIFE FINANCIAL CORPORATION","1086888"
"1023790","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"1023506","MIZUHO FINANCIAL GROUP, INC.","1512734"
"1023506","THE DAI-ICHI LIFE INSURANCE COMPANY, LIMITED","948518"
"1024830","RAYMOND JAMES FINANCIAL, INC.","19617"
"1023338","ARTISAN PARTNERS ASSET MANAGEMENT INC.","1517302"
"1024913","WELLS FARGO AND COMPANY","105598"
"1025037","GOLDMAN SACHS GROUP, INC.","886982"
"1025053","PRINCIPAL FINANCIAL GROUP, INC.","1126328"
"1025125","BANK OF AMERICA CORPORATION","70858"
"1025242","DEUTSCHE BANK AG","948046"
"1024847","LEGG MASON, INC.","704051"
"1024051","HFA HOLDINGS LTD","1424483"
"1025325","BANK OF AMERICA CORPORATION","70858"
"1025347","LADENBURG THALMANN FINANCIAL SERVICES, INC.","1029730"
"1025441","ASSOCIATED BANC-CORP","7789"
"1025376","ASSOCIATED BANC-CORP","7789"
"1025431","PRUDENTIAL FINANCIAL, INC.","1137774"
"1025556","LPL FINANCIAL HOLDINGS INC.","1397911"
"1025553","STATE STREET CORPORATION","93751"
"1024828","WELLS FARGO & COMPANY","72971"
"1024828","WELLS FARGO BANK, N.A.","740906"
"1009113","FRANKLIN RESOURCES, INC.","38777"
"1025361","LEGG MASON, INC.","704051"
"1024278","LEGG MASON INC.","704051"
"1026508","PRINCIPAL FINANCIAL GROUP, INC.","1126328"
"1024277","AFFILIATED MANAGERS GROUP, INC.","1004434"
"1025635","RESOURCE AMERICA, INC.","83402"
"1025658","RCS CAPITAL CORPORATION","1568832"
"1025781","WELLS FARGO & COMPANY","105598"
"1025150","SUNTRUST BANKS, INC.","750556"
"1025945","WELLS FARGO AND COMPANY","72971"
"1017882","MORGAN STANLEY","895421"
"1025871","THE BLACKSTONE GROUP L.P.","1393818"
"1025980","BANK OF HAWAII CORP.","6022"
"1026007","HILLTOP HOLDINGS INC.","1265131"
"1026011","WELLS FARGO & CO","105598"
"1026040","PRIMERICA, INC.","147592"
"1022788","NOMURA HOLDINGS, INC. (FORMERLY NAMED THE NOMURA SECURITIES CO., LTD.)","1163653"
"1026303","CAPITAL ONE FINANCIAL CORP","927628"
"1026307","OPPENHEIMER HOLDINGS INC.","791963"
"1022854","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"1025808","LEGG MASON INC","704051"
"1022141","LEGG MASON, INC.","704051"
"1027118","LEGG MASON, INC.","704051"
"1022763","ROYAL BANK OF CANADA","1000275"
"1027239","ROYAL BANK OF CANADA","1000275"
"1026652","AMERICAN INTERNATIONAL GROUP INC.","5272"
"1024873","ORIX CORPORATION","1070304"
"1024873","HOULIHAN LOKEY, INC.","1302215"
"1025419","THE CARLYLE GROUP L.P.","1527166"
"1027289","FIRST FOUNDATION INC.","1413837"
"1020343","NOMURA HOLDINGS, INC. (FORMERLY NAMED THE NOMURA SECURITIES CO., LTD.)","1163653"
"1027053","THE BANK OF NEW YORK MELLON CORPORATION","1497973"
"1015883","LEGG MASON, INC.","704051"
"1026144","AON CORPORATION","315293"
"1021991","NOMURA HOLDINGS, INC. (FORMERLY NAMED THE NOMURA SECURITIES CO., LTD.)","1163653"
"1026221","INVESCO LIMITED","914208"
"1026407","ORIX CORPORATION","1070304"
"1026457","WELLS FARGO & COMPANY","105598"
"1025133","LEGG MASON, INC.","704051"
"1025305","NORTHSTAR ASSET MANAGEMENT GROUP INC.","1597503"
"1026020","INVESCO LIMITED","914208"
"1024221","PIPER JAFFRAY COMPANIES","724683"
"1025595","WELLS FARGO & CO","72971"
"1025526","VOYA FINANCIAL, INC.","1535929"
"1026001","WELLS FARGO & COMPANY","105598"
"1023095","NORTHSTAR ASSET MANAGEMENT GROUP INC.","1597503"
"1026682","MORGAN STANLEY","895421"
"1026697","PARAMOUNT GROUP, INC.","1605607"
"1025608","COMMERCE BANCSHARES, INC.","22356"
"1025883","INVESCO","914208"
"1025936","WELLS FARGO AND COMPANY","105598"
"1021269","SUNTRUST BANKS, INC.","750556"
"1025965","FORTRESS INVESTMENT GROUP LLC","1380393"
"1026013","WELLS FARGO & COMPANY","105598"
"1025153","XL GROUP PLC","875159"
"1022817","ROYAL BANK OF CANADA","1000275"
"1026775","VALLEY NATIONAL BANCORP","714310"
"1018739","INVESTEC PLC","1354572"
"1027184","LEGG MASON, INC.","704051"
"1027240","SYNOVUS FINANCIAL CORP","18349"
"1026049","DETUSCHE BANK AG","948046"
"1027052","THE BANK OF NEW YORK MELLON CORPORATION","1497973"
"1027060","ROYAL BANK OF CANADA","1000275"
"1025637","VALIDUS HOLDINGS, LTD.","1348259"
"1021779","UNION BANKSHARES CORPORATION","883948"
"1027211","INVESCO LTD","914208"
"1027193","FIRST HORIZON NATIONAL CORP","36966"
"1022784","NOMURA HOLDINGS, INC. (FORMERLY THE NOMURA SECURITIES CO., LTD.)","1163653"
"1008298","LEGG MASON, INC.","704051"
"1025940","WELLS FARGO AND COMPANY","105598"
"1026121","LADENBURG THALMANN FINANCIAL SERVICES INC.","1029730"
"1023408","LEUCADIA NATIONAL CORPORATION","9622"
"1021894","NOMURA HOLDINGS, INC. (FORMERLY NAMED THE NOMURA SECURITIES CO., LTD.)","1163653"
"1026502","PRUDENTIAL FINANCIAL, INC.","1137774"
"1027175","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"1026067","NORTHERN TRUST CORPORATION","73124"
"1024381","UMPQUA HOLDINGS CORP","1077771"
"1026981","FIRST CITIZENS BANCSHARES, INC.","798941"
"1026908","COHEN & STEERS, INC.","128481"
"1022120","JPMORGAN CHASE & CO.","19617"
"1027229","LINCOLN NATIONAL CORPORATION","59558"
"1022734","THE CARLYLE GROUP L.P.","1527166"
"1024267","AFFILIATED MANAGERS GROUP, INC.","1004434"
"1025647","WELLS FARGO & CO","72971"
"1025695","MANULIFE FINANCIAL CORPORATION","1086888"
"1026237","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"1009109","LEGG MASON, INC","704051"
"1027024","COHEN & STEERS, INC.","1284812"
"1025833","BOK FINANCIAL CORPORATION","875357"
"1025799","CHARLES SCHWAB & CO.","316709"
"1025836","DEUTSCHE BANK AG","948046"
"1022218","LEGG MASON INC.","704051"
"1026953","COHEN & STEERS, INC.","128481"
"1025631","ROYAL BANK OF CANADA","1000275"
"1026374","STIFEL FINANCIAL CORP.","720672"
"1026022","PIPER JAFFRAY COMPANIES","724683"
"1026082","CITIGROUP INC.","831001"
"1026164","PRUDENTIAL FINANCIAL, INC.","1137774"
"1026630","M&T BANK CORP","36270"
"1019226","INVESTEC PLC","1354272"
"1019226","INVESTEC LIMITED","1454173"
"1026494","INVESCO LTD","914208"
"1025879","INVESCO LTD","914208"
"1025142","MANULIFE FINANCIAL CORPORATION","1086888"
"1022228","INVESCO LTD","914208"
"1025590","STIFEL FINANCIAL CORP","720672"
"1027050","BANK OF AMERICA CORPORATION","70858"
"1027059","MITSUBISHI UFJ FINANCIAL GROUP, INC.","67088"
"1027059","MUFG AMERICAS HOLDINGS CORP.","1011659"
"1022731","NOMURA HOLDINGS, INC.","1163653"
"1013562","LEGG MASON, INC.","704051"
"1024466","LEGG MASON, INC.","704051"
"1025561","PRINCIPAL FINANCIAL GROUP INC","1126328"
"1024427","SANDY SPRING BANCORP","824410"
"1024635","MANULIFE FINANCIAL CORPORATION","1086888"
"1017249","THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND","1022575"
"1025884","LEGG MASON INC","704051"
"1025813","DEUTSCHE BANK AG","948046"
"1024275","LEGG MASON, INC.","704051"
"1024280","LGG MASON, INC.","704051"
"1026972","VOYA FINANCIAL, INC.","1535929"
