"FilingID","Representation 1","Representation 2"
205078,"Y","Y"
206161,"Y","Y"
199874,"Y","Y"
206342,"Y","Y"
202751,"Y","Y"
206487,"Y","Y"
201215,"Y","Y"
205104,"Y","Y"
206208,"Y","Y"
202333,"Y","Y"
206593,"Y","Y"
206621,"Y","Y"
204333,"Y","Y"
205384,"Y","Y"
206661,"Y","Y"
206725,"Y","Y"
205806,"Y","Y"
206533,"Y","Y"
206367,"Y","Y"
206815,"Y","Y"
206820,"Y","Y"
206334,"Y","Y"
206158,"Y","Y"
206285,"Y","Y"
205855,"Y","Y"
206591,"Y","Y"
206942,"Y","Y"
195502,"Y","Y"
204000,"Y","Y"
206687,"Y","Y"
206682,"Y","Y"
207114,"Y","Y"
207382,"Y","Y"
207103,"Y","Y"
207237,"Y","Y"
207025,"Y","Y"
206136,"Y","Y"
207301,"Y","Y"
205978,"Y","Y"
204006,"Y","Y"
207015,"Y","Y"
207225,"Y","Y"
207722,"Y","Y"
207727,"Y","Y"
201800,"Y","Y"
207523,"Y","Y"
207725,"Y","Y"
207832,"Y","Y"
202192,"Y","Y"
207324,"Y","Y"
207484,"Y","Y"
207096,"Y","Y"
206024,"Y","Y"
207063,"Y","Y"
208139,"Y","Y"
202031,"Y","Y"
208164,"Y","Y"
208244,"Y","Y"
208347,"Y","Y"
207689,"Y","Y"
208397,"Y","Y"
208437,"Y","Y"
208495,"Y","Y"
207054,"Y","Y"
205750,"Y","Y"
208696,"Y","Y"
208702,"Y","Y"
205828,"Y","Y"
198185,"Y","Y"
208743,"Y","Y"
208777,"Y","Y"
208278,"Y","Y"
207817,"Y","Y"
206890,"Y","Y"
205487,"Y","Y"
208842,"Y","Y"
207170,"Y","Y"
207230,"Y","Y"
209168,"Y","Y"
209229,"Y","Y"
207474,"Y","Y"
209260,"Y","Y"
193071,"Y","Y"
206406,"Y","Y"
207072,"Y","Y"
209463,"Y","Y"
209462,"Y","Y"
202407,"Y","Y"
208709,"Y","Y"
208625,"Y","Y"
209197,"Y","Y"
208055,"Y","Y"
209142,"Y","Y"
206986,"Y","Y"
209979,"Y","Y"
196180,"Y","Y"
209990,"Y","Y"
207454,"Y","Y"
210127,"Y","Y"
206653,"Y","Y"
210249,"Y","Y"
210258,"Y","Y"
208946,"Y","Y"
210322,"Y","Y"
209803,"Y","Y"
210362,"Y","Y"
210379,"Y","Y"
206930,"Y","Y"
210517,"Y","Y"
209800,"Y","Y"
210583,"Y","Y"
210511,"Y","Y"
210667,"Y","Y"
210731,"Y","Y"
208435,"Y","Y"
206669,"Y","Y"
210457,"Y","Y"
209689,"Y","Y"
209283,"Y","Y"
210887,"Y","Y"
210872,"Y","Y"
210968,"Y","Y"
211000,"Y","Y"
210268,"Y","Y"
209713,"Y","Y"
210519,"Y","Y"
204902,"Y","Y"
211067,"Y","Y"
210566,"Y","Y"
210561,"Y","Y"
211126,"Y","Y"
209257,"Y","Y"
211118,"Y","Y"
211228,"Y","Y"
208823,"Y","Y"
207059,"Y","Y"
211472,"Y","Y"
211480,"Y","Y"
210544,"Y","Y"
210680,"Y","Y"
211059,"Y","Y"
210615,"Y","Y"
211747,"Y","Y"
209497,"Y","Y"
211836,"Y","Y"
211902,"Y","Y"
211491,"Y","Y"
211936,"Y","Y"
208678,"Y","Y"
212036,"Y","Y"
212059,"Y","Y"
212085,"Y","Y"
212124,"Y","Y"
212188,"Y","Y"
212219,"Y","Y"
211400,"Y","Y"
205931,"Y","Y"
212271,"Y","Y"
211376,"Y","Y"
212417,"Y","Y"
212448,"Y","Y"
212529,"Y","Y"
212431,"Y","Y"
209892,"Y","Y"
212661,"Y","Y"
212726,"Y","Y"
212752,"Y","Y"
212864,"Y","Y"
212875,"Y","Y"
212879,"Y","Y"
212883,"Y","Y"
212919,"Y","Y"
212011,"Y","Y"
210927,"Y","Y"
212807,"Y","Y"
213159,"Y","Y"
211820,"Y","Y"
213020,"Y","Y"
213276,"Y","Y"
213453,"Y","Y"
213442,"Y","Y"
213478,"Y","Y"
211436,"Y","Y"
213529,"Y","Y"
213538,"Y","Y"
211570,"Y","Y"
213561,"Y","Y"
213592,"Y","Y"
209851,"Y","Y"
211705,"Y","Y"
213778,"Y","Y"
212104,"Y","Y"
213877,"Y","Y"
212564,"Y","Y"
213934,"Y","Y"
207338,"Y","Y"
213984,"Y","Y"
212740,"Y","Y"
205993,"Y","Y"
213676,"Y","Y"
213771,"Y","Y"
209781,"Y","Y"
212415,"Y","Y"
205016,"Y","Y"
214429,"Y","Y"
212402,"Y","Y"
212411,"Y","Y"
214520,"Y","Y"
214584,"Y","Y"
214674,"Y","Y"
214703,"Y","Y"
210253,"Y","Y"
212322,"Y","Y"
213614,"Y","Y"
210791,"Y","Y"
215042,"Y","Y"
210138,"Y","Y"
215081,"Y","Y"
215094,"Y","Y"
212497,"Y","Y"
215066,"Y","Y"
215114,"Y","Y"
215170,"Y","Y"
215321,"Y","Y"
210778,"Y","Y"
214481,"Y","Y"
213384,"Y","Y"
214612,"Y","Y"
214535,"Y","Y"
212627,"Y","Y"
215261,"Y","Y"
213667,"Y","Y"
215822,"Y","Y"
215852,"Y","Y"
207415,"Y","Y"
215932,"Y","Y"
215976,"Y","Y"
214223,"Y","Y"
216380,"Y","Y"
203710,"Y","Y"
216415,"Y","Y"
215787,"Y","Y"
213763,"Y","Y"
215366,"Y","Y"
213375,"Y","Y"
215773,"Y","Y"
214940,"Y","Y"
212881,"Y","Y"
216401,"Y","Y"
216730,"Y","Y"
216112,"Y","Y"
215467,"Y","Y"
214620,"Y","Y"
216902,"Y","Y"
216953,"Y","Y"
214363,"Y","Y"
215382,"Y","Y"
217103,"Y","Y"
217124,"Y","Y"
216859,"Y","Y"
217189,"Y","Y"
215523,"Y","Y"
217252,"Y","Y"
215291,"Y","Y"
210402,"Y","Y"
215677,"Y","Y"
216861,"Y","Y"
216400,"Y","Y"
214585,"Y","Y"
214320,"Y","Y"
217594,"Y","Y"
215762,"Y","Y"
217703,"Y","Y"
214714,"Y","Y"
217724,"Y","Y"
217862,"Y","Y"
216397,"Y","Y"
217988,"Y","Y"
215665,"Y","Y"
215641,"Y","Y"
217439,"Y","Y"
217098,"Y","Y"
217139,"Y","Y"
214945,"Y","Y"
218244,"Y","Y"
218247,"Y","Y"
218362,"Y","Y"
216204,"Y","Y"
218550,"Y","Y"
218595,"Y","Y"
210611,"Y","Y"
218786,"Y","Y"
218147,"Y","Y"
218827,"Y","Y"
218787,"Y","Y"
218909,"Y","Y"
217523,"Y","Y"
216363,"Y","Y"
214055,"Y","Y"
218889,"Y","Y"
214654,"Y","Y"
212996,"Y","Y"
212711,"Y","Y"
215902,"Y","Y"
219522,"Y","Y"
219132,"Y","Y"
219286,"Y","Y"
219310,"Y","Y"
217013,"Y","Y"
219554,"Y","Y"
219856,"Y","Y"
219874,"Y","Y"
219797,"Y","Y"
218972,"Y","Y"
219885,"Y","Y"
219961,"Y","Y"
218436,"Y","Y"
220023,"Y","Y"
220047,"Y","Y"
218225,"Y","Y"
220157,"Y","Y"
218439,"Y","Y"
220204,"Y","Y"
220251,"Y","Y"
219821,"Y","Y"
220282,"Y","Y"
219878,"Y","Y"
220399,"Y","Y"
220440,"Y","Y"
220635,"Y","Y"
220678,"Y","Y"
220696,"Y","Y"
220755,"Y","Y"
220856,"Y","Y"
219859,"Y","Y"
220948,"Y","Y"
218800,"Y","Y"
220254,"Y","Y"
220970,"Y","Y"
221186,"Y","Y"
221188,"Y","Y"
221192,"Y","Y"
219817,"Y","Y"
215748,"Y","Y"
221203,"Y","Y"
221291,"Y","Y"
221286,"Y","Y"
221305,"Y","Y"
215789,"Y","Y"
221548,"Y","Y"
221575,"Y","Y"
213298,"Y","Y"
220890,"Y","Y"
219833,"Y","Y"
219914,"Y","Y"
221785,"Y","Y"
221802,"Y","Y"
218995,"Y","Y"
220877,"Y","Y"
222203,"Y","Y"
218823,"Y","Y"
222327,"Y","Y"
222404,"Y","Y"
222460,"Y","Y"
222506,"Y","Y"
222528,"Y","Y"
222564,"Y","Y"
221657,"Y","Y"
222745,"Y","Y"
220040,"Y","Y"
219039,"Y","Y"
222517,"Y","Y"
223041,"Y","Y"
222890,"Y","Y"
223022,"Y","Y"
223275,"Y","Y"
213701,"Y","Y"
223505,"Y","Y"
222924,"Y","Y"
223590,"Y","Y"
223584,"Y","Y"
222622,"Y","Y"
223675,"Y","Y"
222648,"Y","Y"
223793,"Y","Y"
218393,"Y","Y"
223840,"Y","Y"
224006,"Y","Y"
223192,"Y","Y"
218543,"Y","Y"
224286,"Y","Y"
224311,"Y","Y"
224351,"Y","Y"
224293,"Y","Y"
223952,"Y","Y"
224504,"Y","Y"
224494,"Y","Y"
224517,"Y","Y"
213711,"Y","Y"
224566,"Y","Y"
223814,"Y","Y"
224757,"Y","Y"
221336,"Y","Y"
224215,"Y","Y"
216289,"Y","Y"
221495,"Y","Y"
224069,"Y","Y"
225772,"Y","Y"
225031,"Y","Y"
225256,"Y","Y"
225130,"Y","Y"
225874,"Y","Y"
226104,"Y","Y"
225046,"Y","Y"
224959,"Y","Y"
220765,"Y","Y"
226448,"Y","Y"
224593,"Y","Y"
225505,"Y","Y"
226702,"Y","Y"
226772,"Y","Y"
226798,"Y","Y"
224955,"Y","Y"
224903,"Y","Y"
223851,"Y","Y"
220192,"Y","Y"
227066,"Y","Y"
225109,"Y","Y"
222933,"Y","Y"
227721,"Y","Y"
225957,"Y","Y"
225679,"Y","Y"
227199,"Y","Y"
228115,"Y","Y"
224942,"Y","Y"
223383,"Y","Y"
228682,"Y","Y"
228730,"Y","Y"
205160,"Y","Y"
229070,"Y","Y"
229181,"Y","Y"
221474,"Y","Y"
228688,"Y","Y"
228832,"Y","Y"
227592,"Y","Y"
226596,"Y","Y"
217702,"Y","Y"
227095,"Y","Y"
226211,"Y","Y"
229984,"Y","Y"
214666,"Y","Y"
230027,"Y","Y"
230085,"Y","Y"
230106,"Y","Y"
230097,"Y","Y"
230224,"Y","Y"
230244,"Y","Y"
226481,"Y","Y"
230297,"Y","Y"
230298,"Y","Y"
230075,"Y","Y"
230283,"Y","Y"
230308,"Y","Y"
220998,"Y","Y"
230343,"Y","Y"
227311,"Y","Y"
227160,"Y","Y"
228636,"Y","Y"
230281,"Y","Y"
229303,"Y","Y"
229581,"Y","Y"
230523,"Y","Y"
230559,"Y","Y"
214962,"Y","Y"
230708,"Y","Y"
225041,"Y","Y"
230727,"Y","Y"
230803,"Y","Y"
230847,"Y","Y"
230552,"Y","Y"
227406,"Y","Y"
230920,"Y","Y"
230938,"Y","Y"
218075,"Y","Y"
206503,"Y","Y"
229595,"Y","Y"
230682,"Y","Y"
230645,"Y","Y"
231080,"Y","Y"
230893,"Y","Y"
231023,"Y","Y"
228932,"Y","Y"
228828,"Y","Y"
231144,"Y","Y"
225554,"Y","Y"
226386,"Y","Y"
231224,"Y","Y"
231299,"Y","Y"
231081,"Y","Y"
231292,"Y","Y"
231417,"Y","Y"
229901,"Y","Y"
231142,"Y","Y"
231497,"Y","Y"
218830,"Y","Y"
229057,"Y","Y"
228482,"Y","Y"
229258,"Y","Y"
231105,"Y","Y"
231682,"Y","Y"
231633,"Y","Y"
230403,"Y","Y"
231693,"Y","Y"
231694,"Y","Y"
231111,"Y","Y"
231790,"Y","Y"
231829,"Y","Y"
222781,"Y","Y"
231426,"Y","Y"
231751,"Y","Y"
224110,"Y","Y"
232043,"Y","Y"
231382,"Y","Y"
231219,"Y","Y"
232118,"Y","Y"
231771,"Y","Y"
232226,"Y","Y"
232234,"Y","Y"
232271,"Y","Y"
232281,"Y","Y"
229952,"Y","Y"
232203,"Y","Y"
232380,"Y","Y"
232390,"Y","Y"
231585,"Y","Y"
231948,"Y","Y"
232434,"Y","Y"
231900,"Y","Y"
231564,"Y","Y"
232623,"Y","Y"
232340,"Y","Y"
232675,"Y","Y"
232702,"Y","Y"
232751,"Y","Y"
211330,"Y","Y"
232905,"Y","Y"
232429,"Y","Y"
233068,"Y","Y"
232722,"Y","Y"
233085,"Y","Y"
231720,"Y","Y"
233199,"Y","Y"
232480,"Y","Y"
233251,"Y","Y"
233280,"Y","Y"
218348,"Y","Y"
233334,"Y","Y"
233345,"Y","Y"
233241,"Y","Y"
233206,"Y","Y"
231108,"Y","Y"
233393,"Y","Y"
231559,"Y","Y"
233428,"Y","Y"
231711,"Y","Y"
232904,"Y","Y"
233464,"Y","Y"
233538,"Y","Y"
233436,"Y","Y"
233597,"Y","Y"
233566,"Y","Y"
217289,"Y","Y"
233154,"Y","Y"
233709,"Y","Y"
233711,"Y","Y"
233579,"Y","Y"
233748,"Y","Y"
233755,"Y","Y"
233770,"Y","Y"
233787,"Y","Y"
232133,"Y","Y"
233912,"Y","Y"
233907,"Y","Y"
232677,"Y","Y"
233945,"Y","Y"
233881,"Y","Y"
232338,"Y","Y"
231193,"Y","Y"
232445,"Y","Y"
233401,"Y","Y"
215406,"Y","Y"
234092,"Y","Y"
232455,"Y","Y"
232614,"Y","Y"
233390,"Y","Y"
220982,"Y","Y"
234245,"Y","Y"
231021,"Y","Y"
233867,"Y","Y"
212427,"Y","Y"
231659,"Y","Y"
234389,"Y","Y"
234406,"Y","Y"
234408,"Y","Y"
232822,"Y","Y"
234462,"Y","Y"
234140,"Y","Y"
234465,"Y","Y"
234011,"Y","Y"
234468,"Y","Y"
226207,"Y","Y"
234607,"Y","Y"
234614,"Y","Y"
234043,"Y","Y"
234252,"Y","Y"
234493,"Y","Y"
231391,"Y","Y"
234506,"Y","Y"
234702,"Y","Y"
234818,"Y","Y"
234916,"Y","Y"
234509,"Y","Y"
234970,"Y","Y"
234986,"Y","Y"
229843,"Y","Y"
231336,"Y","Y"
234765,"Y","Y"
235022,"Y","Y"
212312,"Y","Y"
233904,"Y","Y"
233699,"Y","Y"
235169,"Y","Y"
234186,"Y","Y"
232909,"Y","Y"
231463,"Y","Y"
231686,"Y","Y"
235246,"Y","Y"
235265,"Y","Y"
234921,"Y","Y"
235290,"Y","Y"
234884,"Y","Y"
234634,"Y","Y"
235331,"Y","Y"
234843,"Y","Y"
235347,"Y","Y"
234930,"Y","Y"
235145,"Y","Y"
232547,"Y","Y"
234871,"Y","Y"
235537,"Y","Y"
235558,"Y","Y"
235579,"Y","Y"
235594,"Y","Y"
235171,"Y","Y"
220063,"Y","Y"
235602,"Y","Y"
235340,"Y","Y"
235810,"Y","Y"
234915,"Y","Y"
235863,"Y","Y"
235800,"Y","Y"
235910,"Y","Y"
235956,"Y","Y"
235304,"Y","Y"
236003,"Y","Y"
236041,"Y","Y"
235571,"Y","Y"
236075,"Y","Y"
235429,"Y","Y"
236012,"Y","Y"
233111,"Y","Y"
235952,"Y","Y"
235730,"Y","Y"
234298,"Y","Y"
236197,"Y","Y"
236196,"Y","Y"
236207,"Y","Y"
236212,"Y","Y"
234905,"Y","Y"
235475,"Y","Y"
236007,"Y","Y"
236282,"Y","Y"
234410,"Y","Y"
236104,"Y","Y"
236315,"Y","Y"
236112,"Y","Y"
236337,"Y","Y"
232733,"Y","Y"
234014,"Y","Y"
236386,"Y","Y"
236390,"Y","Y"
236391,"Y","Y"
236462,"Y","Y"
236480,"Y","Y"
234075,"Y","Y"
234885,"Y","Y"
236336,"Y","Y"
230471,"Y","Y"
235872,"Y","Y"
234960,"Y","Y"
236664,"Y","Y"
232627,"Y","Y"
224186,"Y","Y"
236760,"Y","Y"
236785,"Y","Y"
232639,"Y","Y"
236828,"Y","Y"
236887,"Y","Y"
236894,"Y","Y"
236895,"Y","Y"
232895,"Y","Y"
234660,"Y","Y"
233324,"Y","Y"
235777,"Y","Y"
236499,"Y","Y"
236168,"Y","Y"
236994,"Y","Y"
236423,"Y","Y"
219011,"Y","Y"
237034,"Y","Y"
236578,"Y","Y"
237142,"Y","Y"
237195,"Y","Y"
237106,"Y","Y"
237199,"Y","Y"
237219,"Y","Y"
234755,"Y","Y"
232040,"Y","Y"
236866,"Y","Y"
236670,"Y","Y"
236510,"Y","Y"
237284,"Y","Y"
237311,"Y","Y"
237352,"Y","Y"
237353,"Y","Y"
236632,"Y","Y"
237393,"Y","Y"
237026,"Y","Y"
237413,"Y","Y"
237532,"Y","Y"
237543,"Y","Y"
237547,"Y","Y"
237592,"Y","Y"
237607,"Y","Y"
231307,"Y","Y"
237554,"Y","Y"
236903,"Y","Y"
236973,"Y","Y"
237659,"Y","Y"
237319,"Y","Y"
237676,"Y","Y"
236186,"Y","Y"
237399,"Y","Y"
231055,"Y","Y"
237815,"Y","Y"
237763,"Y","Y"
237896,"Y","Y"
237899,"Y","Y"
237980,"Y","Y"
237992,"Y","Y"
237891,"Y","Y"
237564,"Y","Y"
238033,"Y","Y"
235645,"Y","Y"
238160,"Y","Y"
238176,"Y","Y"
231642,"Y","Y"
237617,"Y","Y"
234851,"Y","Y"
237747,"Y","Y"
236397,"Y","Y"
238349,"Y","Y"
238377,"Y","Y"
238354,"Y","Y"
237522,"Y","Y"
238405,"Y","Y"
237754,"Y","Y"
238436,"Y","Y"
237878,"Y","Y"
237939,"Y","Y"
238155,"Y","Y"
238455,"Y","Y"
237868,"Y","Y"
236571,"Y","Y"
238512,"Y","Y"
237129,"Y","Y"
237042,"Y","Y"
238513,"Y","Y"
238015,"Y","Y"
238595,"Y","Y"
238482,"Y","Y"
238686,"Y","Y"
234839,"Y","Y"
238775,"Y","Y"
238253,"Y","Y"
238877,"Y","Y"
238895,"Y","Y"
237855,"Y","Y"
237671,"Y","Y"
238932,"Y","Y"
238934,"Y","Y"
237357,"Y","Y"
234846,"Y","Y"
238341,"Y","Y"
239038,"Y","Y"
239077,"Y","Y"
239065,"Y","Y"
239127,"Y","Y"
237405,"Y","Y"
239158,"Y","Y"
238358,"Y","Y"
239221,"Y","Y"
239262,"Y","Y"
234831,"Y","Y"
237871,"Y","Y"
239464,"Y","Y"
239104,"Y","Y"
238885,"Y","Y"
239499,"Y","Y"
239514,"Y","Y"
239518,"Y","Y"
223482,"Y","Y"
235768,"Y","Y"
239142,"Y","Y"
239578,"Y","Y"
239573,"Y","Y"
239613,"Y","Y"
239348,"Y","Y"
238162,"Y","Y"
239701,"Y","Y"
239728,"Y","Y"
239287,"Y","Y"
239750,"Y","Y"
239702,"Y","Y"
239653,"Y","Y"
239832,"Y","Y"
237361,"Y","Y"
239872,"Y","Y"
238316,"Y","Y"
239945,"Y","Y"
240044,"Y","Y"
240133,"Y","Y"
239176,"Y","Y"
233656,"Y","Y"
240293,"Y","Y"
240209,"Y","Y"
239539,"Y","Y"
240440,"Y","Y"
240228,"Y","Y"
239886,"Y","Y"
240529,"Y","Y"
240631,"Y","Y"
235856,"Y","Y"
240660,"Y","Y"
239920,"Y","Y"
240761,"Y","Y"
239860,"Y","Y"
239180,"Y","Y"
240588,"Y","Y"
240669,"Y","Y"
234004,"Y","Y"
240472,"Y","Y"
240642,"Y","Y"
240955,"Y","Y"
237667,"Y","Y"
238952,"Y","Y"
240362,"Y","Y"
241297,"Y","Y"
241055,"Y","Y"
240981,"Y","Y"
241069,"Y","Y"
240996,"Y","Y"
241440,"Y","Y"
241419,"Y","Y"
241382,"Y","Y"
240623,"Y","Y"
237175,"Y","Y"
240481,"Y","Y"
241516,"Y","Y"
241569,"Y","Y"
241619,"Y","Y"
241394,"Y","Y"
240616,"Y","Y"
241298,"Y","Y"
234082,"Y","Y"
241894,"Y","Y"
241949,"Y","Y"
241991,"Y","Y"
241995,"Y","Y"
242008,"Y","Y"
242017,"Y","Y"
241804,"Y","Y"
242052,"Y","Y"
242005,"Y","Y"
241232,"Y","Y"
240449,"Y","Y"
242173,"Y","Y"
241722,"Y","Y"
242220,"Y","Y"
241195,"Y","Y"
242267,"Y","Y"
241692,"Y","Y"
242356,"Y","Y"
242187,"Y","Y"
240568,"Y","Y"
242497,"Y","Y"
242198,"Y","Y"
241127,"Y","Y"
237023,"Y","Y"
242602,"Y","Y"
241636,"Y","Y"
240113,"Y","Y"
242696,"Y","Y"
241887,"Y","Y"
241905,"Y","Y"
242722,"Y","Y"
241332,"Y","Y"
240071,"Y","Y"
242914,"Y","Y"
242962,"Y","Y"
242084,"Y","Y"
242981,"Y","Y"
242760,"Y","Y"
243109,"Y","Y"
243133,"Y","Y"
243150,"Y","Y"
242903,"Y","Y"
242886,"Y","Y"
241460,"Y","Y"
243126,"Y","Y"
243455,"Y","Y"
241801,"Y","Y"
243477,"Y","Y"
243653,"Y","Y"
243648,"Y","Y"
234540,"Y","Y"
242702,"Y","Y"
243671,"Y","Y"
243573,"Y","Y"
243864,"Y","Y"
243865,"Y","Y"
243882,"Y","Y"
241572,"Y","Y"
244069,"Y","Y"
244074,"Y","Y"
244076,"Y","Y"
244077,"Y","Y"
244089,"Y","Y"
243553,"Y","Y"
244114,"Y","Y"
242166,"Y","Y"
240764,"Y","Y"
244231,"Y","Y"
243674,"Y","Y"
244268,"Y","Y"
244086,"Y","Y"
243741,"Y","Y"
239098,"Y","Y"
241675,"Y","Y"
244423,"Y","Y"
242069,"Y","Y"
242376,"Y","Y"
244216,"Y","Y"
244526,"Y","Y"
244548,"Y","Y"
244555,"Y","Y"
244565,"Y","Y"
244464,"Y","Y"
244108,"Y","Y"
244053,"Y","Y"
244671,"Y","Y"
242695,"Y","Y"
244219,"Y","Y"
244221,"Y","Y"
244725,"Y","Y"
244844,"Y","Y"
244896,"Y","Y"
242280,"Y","Y"
243064,"Y","Y"
245028,"Y","Y"
244031,"Y","Y"
245027,"Y","Y"
243583,"Y","Y"
245166,"Y","Y"
245189,"Y","Y"
244803,"Y","Y"
244883,"Y","Y"
245342,"Y","Y"
244386,"Y","Y"
245433,"Y","Y"
244210,"Y","Y"
244799,"Y","Y"
245393,"Y","Y"
245489,"Y","Y"
244482,"Y","Y"
243849,"Y","Y"
245635,"Y","Y"
244810,"Y","Y"
245217,"Y","Y"
245676,"Y","Y"
244957,"Y","Y"
245135,"Y","Y"
244895,"Y","Y"
245550,"Y","Y"
245770,"Y","Y"
245403,"Y","Y"
245615,"Y","Y"
242313,"Y","Y"
244049,"Y","Y"
243016,"Y","Y"
246056,"Y","Y"
245624,"Y","Y"
242301,"Y","Y"
246092,"Y","Y"
245011,"Y","Y"
246205,"Y","Y"
246105,"Y","Y"
246280,"Y","Y"
245930,"Y","Y"
243083,"Y","Y"
245147,"Y","Y"
246344,"Y","Y"
246408,"Y","Y"
244506,"Y","Y"
246430,"Y","Y"
246431,"Y","Y"
245470,"Y","Y"
245781,"Y","Y"
246457,"Y","Y"
246030,"Y","Y"
246463,"Y","Y"
246478,"Y","Y"
246038,"Y","Y"
246506,"Y","Y"
245750,"Y","Y"
246541,"Y","Y"
246579,"Y","Y"
246622,"Y","Y"
246637,"Y","Y"
246676,"Y","Y"
246729,"Y","Y"
246763,"Y","Y"
246812,"Y","Y"
246835,"Y","Y"
246051,"Y","Y"
246874,"Y","Y"
246880,"Y","Y"
246909,"Y","Y"
246912,"Y","Y"
246915,"Y","Y"
246577,"Y","Y"
246925,"Y","Y"
246940,"Y","Y"
246953,"Y","Y"
246970,"Y","Y"
246972,"Y","Y"
246887,"Y","Y"
246395,"Y","Y"
246732,"Y","Y"
245704,"Y","Y"
246821,"Y","Y"
245838,"Y","Y"
247210,"Y","Y"
244767,"Y","Y"
247028,"Y","Y"
247324,"Y","Y"
247017,"Y","Y"
247510,"Y","Y"
245768,"Y","Y"
242490,"Y","Y"
246985,"Y","Y"
247568,"Y","Y"
247620,"Y","Y"
247621,"Y","Y"
247107,"Y","Y"
245048,"Y","Y"
247662,"Y","Y"
247782,"Y","Y"
247350,"Y","Y"
246878,"Y","Y"
242530,"Y","Y"
247954,"Y","Y"
247956,"Y","Y"
247676,"Y","Y"
246724,"Y","Y"
247971,"Y","Y"
247788,"Y","Y"
246701,"Y","Y"
248154,"Y","Y"
248162,"Y","Y"
248270,"Y","Y"
248293,"Y","Y"
248334,"Y","Y"
248341,"Y","Y"
248452,"Y","Y"
248456,"Y","Y"
246512,"Y","Y"
241381,"Y","Y"
248528,"Y","Y"
248537,"Y","Y"
245753,"Y","Y"
243166,"Y","Y"
248640,"Y","Y"
248240,"Y","Y"
248674,"Y","Y"
248710,"Y","Y"
248118,"Y","Y"
248740,"Y","Y"
248726,"Y","Y"
248620,"Y","Y"
247949,"Y","Y"
248951,"Y","Y"
248961,"Y","Y"
248155,"Y","Y"
248955,"Y","Y"
249062,"Y","Y"
248820,"Y","Y"
248831,"Y","Y"
248954,"Y","Y"
247960,"Y","Y"
249246,"Y","Y"
249250,"Y","Y"
249276,"Y","Y"
247899,"Y","Y"
249333,"Y","Y"
248932,"Y","Y"
249350,"Y","Y"
249051,"Y","Y"
245459,"Y","Y"
249692,"Y","Y"
249407,"Y","Y"
243871,"Y","Y"
249778,"Y","Y"
247122,"Y","Y"
249871,"Y","Y"
248718,"Y","Y"
241559,"Y","Y"
250204,"Y","Y"
250016,"Y","Y"
250045,"Y","Y"
250172,"Y","Y"
249717,"Y","Y"
249695,"Y","Y"
250368,"Y","Y"
250242,"Y","Y"
249599,"Y","Y"
250543,"Y","Y"
247700,"Y","Y"
250576,"Y","Y"
248952,"Y","Y"
250788,"Y","Y"
250816,"Y","Y"
250258,"Y","Y"
248652,"Y","Y"
239982,"Y","Y"
246451,"Y","Y"
250912,"Y","Y"
250946,"Y","Y"
250992,"Y","Y"
249204,"Y","Y"
251021,"Y","Y"
251042,"Y","Y"
251160,"Y","Y"
251174,"Y","Y"
251175,"Y","Y"
251199,"Y","Y"
251285,"Y","Y"
251299,"Y","Y"
251327,"Y","Y"
251387,"Y","Y"
251436,"Y","Y"
251503,"Y","Y"
251134,"Y","Y"
251765,"Y","Y"
247980,"Y","Y"
251795,"Y","Y"
251833,"Y","Y"
245582,"Y","Y"
251902,"Y","Y"
251909,"Y","Y"
251923,"Y","Y"
250649,"Y","Y"
251990,"Y","Y"
251050,"Y","Y"
251851,"Y","Y"
251725,"Y","Y"
249977,"Y","Y"
245537,"Y","Y"
251871,"Y","Y"
252244,"Y","Y"
252279,"Y","Y"
251099,"Y","Y"
251938,"Y","Y"
252260,"Y","Y"
250573,"Y","Y"
246984,"Y","Y"
252594,"Y","Y"
252621,"Y","Y"
252652,"Y","Y"
252719,"Y","Y"
252840,"Y","Y"
251181,"Y","Y"
250399,"Y","Y"
252833,"Y","Y"
253044,"Y","Y"
250829,"Y","Y"
253169,"Y","Y"
253189,"Y","Y"
252613,"Y","Y"
253289,"Y","Y"
252390,"Y","Y"
252468,"Y","Y"
253357,"Y","Y"
253072,"Y","Y"
253364,"Y","Y"
253458,"Y","Y"
253464,"Y","Y"
246020,"Y","Y"
253314,"Y","Y"
253593,"Y","Y"
249229,"Y","Y"
253785,"Y","Y"
253855,"Y","Y"
251041,"Y","Y"
253909,"Y","Y"
254112,"Y","Y"
254116,"Y","Y"
251559,"Y","Y"
251857,"Y","Y"
254212,"Y","Y"
254365,"Y","Y"
253649,"Y","Y"
253780,"Y","Y"
254417,"Y","Y"
251895,"Y","Y"
254158,"Y","Y"
254518,"Y","Y"
254533,"Y","Y"
254549,"Y","Y"
254324,"Y","Y"
254692,"Y","Y"
254988,"Y","Y"
255054,"Y","Y"
252525,"Y","Y"
255114,"Y","Y"
255189,"Y","Y"
255221,"Y","Y"
255206,"Y","Y"
242513,"Y","Y"
255222,"Y","Y"
255324,"Y","Y"
255348,"Y","Y"
255367,"Y","Y"
254938,"Y","Y"
254845,"Y","Y"
255536,"Y","Y"
254045,"Y","Y"
255557,"Y","Y"
255602,"Y","Y"
254570,"Y","Y"
255477,"Y","Y"
251450,"Y","Y"
255820,"Y","Y"
253895,"Y","Y"
255845,"Y","Y"
254870,"Y","Y"
256103,"Y","Y"
256325,"Y","Y"
255937,"Y","Y"
256019,"Y","Y"
252966,"Y","Y"
