"FilingID","Full Legal Name","CIK Number"
"972237","THE BANK OF NOVA SCOTIA","9631"
"968923","JPMORGAN CHASE & CO.","19617"
"975419","MARSH & MCLENNAN COMPANIES, INC.","62709"
"975806","BALFOUR BEATTY PLC","1506721"
"975807","BALFOUR BEATTY PLC","1506721"
"975031","COMMUNITY BANK SYSTEM, INC","723188"
"975886","THE CARLYLE GROUP, L.P.","1527166"
"970285","FRANKLIN RESOURCES, INC.","38777"
"976433","STIFEL FINANCIAL CORP.","720672"
"975068","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"976613","J.P. MORGAN CHASE & CO.","19617"
"976710","LPL FINANCIAL HOLDINGS INC.","1397911"
"977040","RCS CAPITAL HOLDINGS, LLC","1568832"
"977252","RCS CAPITAL CORPORATION","1568832"
"977381","RCS CAPITAL HOLDINGS, LLC","1568832"
"977382","BANK OF MONTREAL","927971"
"968986","GUARANTY BANCORP","1324410"
"968818","GUARANTY BANCORP","1324410"
"973662","RCS CAPITAL CORPORATION","1568832"
"974329","FRANKLIN RESOURCES, INC.","38777"
"977944","CBOE HOLDINGS, INC.","1374310"
"977964","ARBOR REALTY TRUST, INC.","1338657"
"977984","STIFEL FINANCIAL CORP","720672"
"978049","THE TORONTO-DOMINION BANK","947263"
"978133","BIMINI CAPITAL MANAGEMENT, INC.","1275477"
"978423","BLUCORA, INC.","1068875"
"978426","BLUCORA, INC.","1068875"
"968739","BERTHEL FISHER & COMPANY FINANCIAL SERVICES, INC","8016222"
"978873","AEGON N.V.","769218"
"978884","MANULIFE FINANCIAL CORPORATION","1086888"
"978896","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"977639","CANANDAIGUA NATIONAL BANK & TRUST CO","107426"
"978924","BALFOUR BEATTY PLC","1506721"
"977686","KOHLBERG KRAVIS ROBERTS & CO. L.P.","1399770"
"975956","FORTRESS INVESTMENT GROUP LLC","1380393"
"978940","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"969018","WASHINGTON TRUST BANCORP, INC.","737468"
"979377","NORTHWEST FINANCIAL CORP","1053601"
"979461","RAYMOND JAMES FINANCIAL, INC.","720005"
"979567","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"979630","AFFILIATED MANAGERS GROUP, INC","1004434"
"980249","ROYAL BANK OF CANADA","1000275"
"979709","SUN LIFE FINANCIAL INC.","109762"
"976497","PIPER JAFFRAY COMPANIES","724683"
"974828","CREDIT SUISSE GROUP AG","1159510"
"976555","ROYAL BANK OF CANADA","1000275"
"976555","MIZUHO FINANCIAL GROUP, INC.","1335730"
"980963","WELLS FARGO AND COMPANY","105598"
"979967","NORTHSTAR ASSET MANAGEMENT GROUP INC.","1597503"
"980993","MEDLEY MANAGEMENT INC.","1611110"
"980996","MEDLEY MANAGEMENT INC.","1611110"
"981019","J.P. MORGAN CHASE & CO.","19617"
"981091","RCS CAPITAL CORPORATION","1568832"
"981102","RCS CAPITAL CORPORATION","1568832"
"981104","RCS CAPITAL CORPORATION","1568832"
"981113","RCS CAPITAL CORPORATION","1568832"
"981085","J.P. MORGAN CHASE & CO.","19617"
"980618","RESOURCE AMERICA, INC.","83402"
"981172","RESOURCE AMERICA, INC.","83402"
"981073","XL GROUP PLC","875159"
"981224","FINANCIAL INSTITUTIONS, INC.","862831"
"981265","BANK OF AMERICA CORPORATION","70858"
"976617","LADENBURG THALMANN FINANCIAL SERVICES, INC","1029730"
"970464","HFA HOLDINGS LTD","1424483"
"967477","CREDIT SUISSE ASSET MANAGEMENT, LLC","1159510"
"981962","MORGAN STANLEY","895421"
"982029","COWEN GROUP, INC.","1466538"
"982047","CBOE HOLDINGS, INC.","1374310"
"980395","THE BLACKSTONE GROUP L.P.","1393818"
"982306","AMERICAN INTERNATIONAL GROUP, INC.","5272"
"982311","AMERICAN INTERNATIONAL GROUP, INC.","5272"
"982321","AMERICAN INTERNATIONAL GROUP","5272"
"982391","ORANGE COUNTY BANCORP INC","1096144"
"982453","OM ASSET MANAGEMENT PLC","1611702"
"980423","CNO FINANCIAL GROUP, INC.","122460"
"980256","BOSTON PRIVATE FINANCIAL HOLDINGS, INC.","821127"
"983099","VIRTUS INVESTMENT PARTNERS, INC.","883237"
"981215","OAKTREE CAPITAL GROUP, LLC","1403528"
"983390","MORGAN STANLEY","895421"
"983589","BANK OF MONTREAL","927971"
"974458","LEUCADIA NATIONAL CORPORATION","96223"
"983878","DEUTSCHE BANK AG","948046"
"968985","WASHINGTON TRUST BANCORP, INC.","737468"
"983123","CANADIAN IMPERIAL BANK OF COMMERCE","16847"
"968500","LENNAR CORPORATION","5869"
"983040","JPMORGAN CHASE & CO.","19617"
"984285","THE BLACKSTONE GROUP L.P.","1393818"
"981066","PRINCIPAL FINANCIAL GROUP INC","1126328"
"984885","BANK OF MONTREAL","927971"
"978069","AFFILIATED MANAGERS GROUP, INC.","1004434"
"985138","THE BLACKSTONE GROUP L.P.","1393818"
"985300","STIFEL FINANCIAL CORP.","720672"
"985462","WOODSTOCK HOLDINGS, INC.","1095373"
"966311","BLACKROCK, INC.","1364742"
"966319","BLACKROCK, INC.","1364742"
"985678","DIAMOND HILL INVESTMENT GROUP, INC.","909108"
"983615","NORDEA INVESTMENT MANAGEMENT AB","1218210"
"985774","THE GOLDMAN SACHS GROUP, INC.","886982"
"983897","FIDELITY NATIONAL INFORMATION SERVICES, INC.","1136893"
"986008","MB FINANCIAL, INC.","1139812"
"986275","PIPER JAFFRAY COMPANIES","724683"
"967095","BLACKROCK INC.","1364742"
"974222","THE BANK OF NOVA SCOTIA","1041839"
"981308","ROCKLAND TRUST CO.","84616"
"986048","RESOURCE AMERICA, INC.","83402"
"986490","LPL FINANCIAL HOLDINGS INC.","1397911"
"981616","ARROW FINANCIAL CORP.","717538"
"986843","COMMUNITY BANK SYSTEM, INC","723188"
"984488","OAKTREE CAPITAL GROUP, LLC","1403528"
"987089","OM ASSET MANAGEMENT PLC","1611702"
"987144","NORTHERN TRUST CORPORATION","73124"
"987468","LPL FINANCIAL HOLDINGS INC.","1397911"
"985906","MB FINANCIAL, INC.","1139812"
"985695","CAMDEN NATIONAL CORPORATION","750686"
"980778","HORACE MANN EDUCATORS CORPORATION","850141"
"988233","JPMORGAN CHASE & CO.","19617"
"988215","M&T BANK CORPORATION","36270"
"982184","VOYA FINANCIAL INC.","1535929"
"988319","WELLS FARGO AND COMPANY","105598"
"988377","SVB FINANCIAL GROUP","719739"
"971425","ORIX CORPORATION","1070304"
"988760","LADENBURG THALMANN FINANCIAL SERVICES, INC","1029730"
"983647","STIFEL FINANCIAL CORPORATION","720672"
"989560","PRINCIPAL FINANCIAL GROUP, INC","1126328"
"988049","STIFEL FINANCIAL CORPORATION","720672"
"977801","RCS CAPITAL CORP","1568832"
"978923","BALFOUR BEATTY PLC","1506721"
"986705","PROLOGIS, L.P.","1045610"
"986705","PROLOGIS, INC.","1045609"
"986894","BRYN MAWR BANK CORP","802681"
"989925","POPULAR, INC.","763901"
"981694","ROYAL BANK OF CANADA","1000275"
"986390","CITIZENS FINANCIAL GROUP","759944"
"990502","BERTHEL FISHER & COMPANY FINANCIAL SERVICES, INC","8016222"
"988799","RESOURCE AMERICA, INC.","83402"
"967815","INVESCO LIMITED","914208"
"991035","AMERIPRISE FINANCIAL, INC.","820027"
"991175","WELLS FARGO AND COMPANY","105598"
"991449","BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","842180"
"991449","COMPASS BANCSHARES INC.","1409775"
"974133","BANCO SANTANDER (BRASIL) S. A.","1471055"
"974133","BANCO SANTANDER S.A. (SPAIN)","891478"
"973369","PRUDENTIAL FINANCIAL, INC.","1137774"
"991984","THE BLACKSTONE GROUP L.P.","1393818"
"976113","BOK FINANCIAL CORPORATION","875357"
"992093","BLUCORA, INC.","1068875"
"992275","THE BLACKSTONE GROUP L.P.","1393818"
"988700","OM ASSET MANAGEMENT PLC","1611702"
"990020","COMMERCE BANCSHARES, INC.","22356"
"984164","BANK OF AMERICA CORPORATION","70858"
"992800","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"983374","CREDIT SUISSE GROUP AG","1159510"
"993724","LPL FINANCIAL HOLDINGS INC.","1397911"
"993727","KOHLBERG KRAVIS ROBERTS & CO. L.P.","1399770"
"975848","PNC FINANCIAL SERVICES GROUP, INC","713676"
"972074","ORIX CORPORATION","1070304"
"993918","AFFILIATED MANAGERS GROUP, INC","1004434"
"977649","BOSTON PRIVATE FINANCIAL HOLDINGS INC.","821127"
"982736","BOK FINANCIAL CORPORATION","875357"
"994445","BANK OF MONTREAL","927971"
"994440","APOLLO GLOBAL MANAGEMENT, LLC","1411494"
"994496","APOLLO GLOBAL MANAGEMENT, LLC","1411494"
"985851","XL GROUP PLC","875159"
"987681","FEDERATED INVESTORS, INC.","1056288"
"988020","FEDERATED INVESTORS, INC.","1056288"
"988081","FEDERATED INVESTORS, INC.","1056288"
"986773","S&T BANCORP.","719220"
"981969","J.P. MORGAN CHASE & CO.","19617"
"969330","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"969330","THE BANK OF NEW YORK MELLON","1497973"
"984582","AFFILIATED MANAGERS GROUP INC.","1004434"
"994759","COWEN GROUP, INC.","1466538"
"994925","COWEN GROUP, INC.","1466538"
"991333","EATON VANCE CORP.","350797"
"992898","WELLS FARGO & COMPANY","72971"
"979154","WELLS FARGO & COMPANY","72971"
"995615","FIFTH THIRD BANCORP","35527"
"977855","SUNTRUST BANKS, INC.","750556"
"992872","SANDY SPRING BANCORP","824410"
"974673","REDWOOD TRUST, INC.","930236"
"995855","BANCO SANTANDER, S.A.","891478"
"985764","LADDER CAPITAL CORP","1577670"
"987000","CREDIT SUISSE GROUP AG","1159510"
"972062","MORGAN STANLEY","895421"
"994026","AFFILIATED MANAGERS GROUP, INC.","1004434"
"992472","BB&T CORPORATION","92230"
"996749","PRUDENTIAL PLC","1116578"
"987604","AFFILIATED MANAGERS GROUP, INC.","1004434"
"995910","UNIVEST CORPORATION OF PENNSYLVANIA","102212"
"995745","ZIONS BANCORPORATION","109380"
"997907","VALLEY NATIONAL BANCORP","714310"
"989250","OPPENHEIMER HOLDINGS INC.","791963"
"990137","ROYAL BANK OF CANADA","1000275"
"991335","JONES LANG LASALLE INCORPORATED","1037976"
"972766","OPPENHEIMER HOLDINGS INC.","791963"
"990591","OPPENHEIMER HOLDINGS INC.","791963"
"990377","OPPENHEIMER HOLDINGS INC.","791963"
"990124","OPPENHEIMER HOLDINGS INC.","791963"
"995211","FUND.COM INC.","1335795"
"986316","BANK OF HAWAII CORP.","6022"
"998640","BANK OF AMERICA CORPORATION","70858"
"986935","INVESCO LTD","914208"
"997982","VIRTUS INVESTMENT PARTNERS, INC","883237"
"971050","HATTERAS FINANCIAL CORP.","1419521"
"988707","WRIGHT INVESTORS' SERVICE HOLDINGS, INC.","1279715"
"988725","WRIGHT INVESTORS' SERVICE HOLDINGS, INC.","1279715"
"988738","WRIGHT INVESTORS' SERVICE HOLDINGS, INC.","1279715"
"996766","NELNET INC","1258602"
"996934","U.S. BANCORP","36104"
"973456","ORIX CORPORATION","1070304"
"967541","PRUDENTIAL FINANCIAL, INC.","1137774"
"968008","MORNINGSTAR, INC.","1289419"
"968190","LPL FINANCIAL HOLDINGS INC.","1397911"
"968149","BANK OF AMERICA, NATIONAL ASSOCIATION","1102113"
"968207","FIRST HORIZON NATIONAL CORP","36966"
"957791","BANK OF MONTREAL","927971"
"955962","ORIX CORPORATION","1070304"
"968073","MANULIFE FINANCIAL CORPORATION","1086888"
"968346","STIFEL FINANCIAL CORP.","720672"
"968473","DEUTSCHE BANK AG","948046"
"968534","BANK OF AMERICA CORPORATION","70858"
"967457","INTERCONTINENTAL EXCHANGE, INC.","1571949"
"966216","BANC OF CALIFORNIA, INC.","1169770"
"960064","THE CARLYLE GROUP L.P.","1527166"
"964733","BLACKROCK, INC.","1364742"
"967030","MB FINANCIAL, INC.","1139812"
"968917","THE GOLDMAN SACHS GROUP, INC.","886982"
"968957","J.P. MORGAN CHASE & CO.","19617"
"968805","WRIGHT INVESTORS' SERVICE HOLDINGS, INC.","1279715"
"969172","DEUTSCHE BANK AG","948046"
"969019","ACCESS NATIONAL CORPORATION","1176316"
"968287","PRUDENTIAL FINANCIAL, INC.","1137774"
"969157","WELLS FARGO & COMPANY","105598"
"967640","ACTUA CORPORATION","1085621"
"968535","MANULIFE FINANCIAL CORPORATION","1086888"
"969470","PAULSON CAPITAL CORPORATION","704159"
"969680","INVESCO LTD","914208"
"969772","RAYMOND JAMES FINANCIAL SERVICES, INC","52021"
"966620","CREDIT SUISSE GROUP AG","1159510"
"969963","BLUCORA, INC.","1068875"
"969988","INVESCO LTD","914208"
"970034","MORNINGSTAR, INC.","1289419"
"970122","SUMITOMO MITSUI TRUST BANK LTD","1046017"
"970148","PRUDENTIAL PLC","1116578"
"969881","GREAT-WEST LIFECO INC","850918"
"970432","J.P. MORGAN CHASE & CO.","19617"
"970915","FINANCIAL INSTITUTIONS, INC.","862831"
"966019","WILLIS TOWERS WATSON PUBLIC LIMITED COMPANY","1140536"
"970965","PRUDENTIAL FINANCIAL, INC.","1137774"
"970367","HANCOCK HOLDING COMPANY","750577"
"971107","BANK OF AMERICA CORPORATION","70858"
"971158","PAULSON CAPITAL CORPORATION","704159"
"971331","PRUDENTIAL PLC","1116578"
"971328","LEGG MASON, INC.","704051"
"971343","DEUTSCHE BANK AG","948046"
"971367","COBIZ FINANCIAL INC","1028734"
"971366","MB FINANCIAL, INC.","1139812"
"971385","MB FINANCIAL, INC.","1139812"
"971387","AMERICAN INTERNATIONAL GROUP","5272"
"965533","NORTHSTAR ASSET MANAGEMENT GROUP INC.","1597503"
"971685","PRINCIPAL FINANCIAL GROUP, INC","1126328"
"971777","WELLS FARGO AND COMPANY","105598"
"972003","LEGG MASON, INC.","704051"
"971969","APOLLO GLOBAL MANAGEMENT, LLC","1411494"
"967817","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"970560","BANCO BILBAO VIZCAYA ARGENTARIA, S.A.","842180"
"970560","COMPASS BANCSHARES INC.","1409775"
"972345","PRUDENTIAL PLC","1116578"
"972547","ROYAL BANK OF CANADA","1000275"
"972740","PRUDENTIAL PLC","1116578"
"972545","CITIZENS FINANCIAL GROUP","759944"
"949643","WELLS FARGO & CO","72971"
"972828","THE BLACKSTONE GROUP L.P.","1393818"
"965828","METLIFE INC.","1099219"
"971908","NATIONAL BANK OF CANADA","926171"
"972890","DEUTSCHE BANK AG","948046"
"972876","THE BANK OF NEW YORK MELLON CORPORATION","1390777"
"971335","JMP GROUP LLC","1302350"
"966576","BANK OF MONTREAL","927971"
"973141","LEGG MASON, INC.","704051"
"973161","VALLEY NATIONAL BANCORP","714310"
"972461","BANCO BRADESCO S.A.","1160330"
"973262","UMB FINANCIAL CORP","101382"
"973122","THE BLACKSTONE GROUP L.P.","1393818"
"973397","BROOKFIELD ASSET MANAGEMENT INC.","1001085"
"973345","MORGAN STANLEY","895421"
"972128","E.I. DUPONT DENEMOURS & CO","30554"
"973498","AMERICAN INTERNATIONAL GROUP, INC","5272"
"966535","BANK OF MONTREAL","927971"
"973648","BANK OF MONTREAL","927971"
"971697","BANK OF MONTREAL","927971"
"970609","BNP PARIBAS S.A.","310732"
"970609","NATIONAL BANK OF CANADA","926171"
"973196","ROYAL BANK OF CANADA","1000275"
"973726","BANK OF MONTREAL","927971"
"973717","BANK OF MONTREAL","927971"
"973628","ROYAL BANK OF CANADA","1000275"
"971472","ROYAL BANK OF CANADA","1000275"
"973807","WSFS FINANCIAL CORPORATION","828944"
"973836","RCS CAPITAL CORPORATION","1568832"
"973919","KB FINANCIAL GROUP INC.","53445"
"973290","THE BANK OF NOVA SCOTIA","1041839"
"972188","EATON VANCE CORP.","350797"
"973953","FORTRESS INVESTMENT GROUP LLC","1380393"
"973961","THE GOLDMAN SACHS GROUP, INC.","886982"
"968039","BROWN ADVISORY SECURITIES, LLC","1389479"
"972488","AEGON N.V.","769218"
"973989","AMERICAN INTERNATIONAL GROUP, INC.","5272"
"972728","FINANCIAL ENGINES, INC.","1430592"
"973935","MARSH & MCLENNAN COMPANIES, INC.","62709"
"974526","STATE STREET CORPORATION","93751"
"970316","FRANKLIN RESOURCES, INC.","38777"
"970384","FRANKLIN RESOURCES, INC.","38777"
"973938","FINANCIAL ENGINES, INC.","1430592"
"965977","FRANKLIN RESOURCES, INC.","38777"
"974665","LPL FINANCIAL HOLDINGS INC.","1397911"
"974709","FINANCIAL ENGINES, INC.","1430592"
"974806","BANK OF MONTREAL","9622"
"974813","BANK OF MONTREAL","9622"
"969424","CITIGROUP INC.","831001"
"975050","FINANCIAL ENGINES, INC.","1430592"
"975156","ASSOCIATED BANC-CORP","7789"
"975681","VALLEY NATIONAL BANCORP","714310"
"975810","BALFOUR BEATTY PLC","1506721"
"974449","PRUDENTIAL FINANCIAL INC","1137774"
"975157","MSCI INC.","1408198"
"975326","PAULSON CAPITAL CORPORATION","704159"
"976270","STIFEL FINANCIAL CORP.","720672"
"972292","JEFFERIES GROUP LLC","717867"
"972292","LEUCADIA NATIONAL CORPORATION","96223"
"966554","HUNTINGTON BANCSHARES INC","49196"
"972347","BB&T CORPORATION","92230"
"976664","LADENBURG THALMANN FINANCIAL SERVICES INC.","1029730"
"973865","MANULIFE FINANCIAL CORPORATION","1086888"
"976158","BERKSHIRE HATHAWAY INC.","1067983"
"977163","KEYCORP","91576"
"977175","STIFEL FINANCIAL CORP.","720672"
"976387","INVESCO","914208"
"975485","XL GROUP PLC","875159"
