"FilingID","Country/Authority"
1043088,"Guernsey - Guernsey Financial Services Commission"
1041317,"Cayman Islands - Cayman Islands Monetary Authority"
1041317,"Other: HPS INVESTMENT PARTNERS (UK) LLP (RELYING ADVISER) - UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY"
1042330,"United Kingdom - Financial Conduct Authority"
1042339,"Netherlands - The Netherlands Authority for the Financial Markets"
1040441,"Canada - Ontario Securities Commission"
1040441,"Singapore - Monetary Authority of Singapore"
1043190,"Hong Kong - Securities and Futures Commission"
1043190,"China, People's Republic of - China Securities Regulatory Commission "
1023555,"United Kingdom - Financial Conduct Authority"
1028338,"Ireland -  Central Bank of Ireland"
1014911,"Australia - Australian Securities and Investments Commission"
1030061,"Other: COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS"
1030061,"Other: GOVERNMENT OF GUAM - DEPARTMENT OF REVENUE AND TAXATION"
1033557,"Hong Kong - Securities and Futures Commission"
1024073,"Other: ORGANISMO DI AUTODISCIPLINA DEI FIDUCIARI DEL CANTONE TICINO (OAD FCT)"
1041990,"India - Securities and Exchange Board of India"
1041990,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1041990,"China, People's Republic of - China Securities Regulatory Commission "
1028740,"Canada - Alberta Securities Commission"
1028740,"Ireland -  Central Bank of Ireland"
1028740,"Canada - Nova Scotia Securities Commission"
1028740,"Canada - Ontario Securities Commission"
1028740,"Netherlands - The Netherlands Authority for the Financial Markets"
1028740,"Canada - Quebec, Financial Markets Authority"
1028740,"Canada - British Columbia Securities Commission"
1028740,"Canada - Manitoba Securities Commission"
1028740,"Canada - Saskatchewan Financial Services Commission"
1028740,"United Kingdom - Financial Conduct Authority"
1028727,"Hong Kong - Securities and Futures Commission"
1022040,"United Kingdom - Financial Conduct Authority"
1031037,"United Kingdom - Financial Conduct Authority"
1033874,"United Kingdom - Financial Conduct Authority"
1034130,"Canada - Ontario Securities Commission"
1034130,"Taiwan - Financial Supervisory Commission"
1034130,"India - Securities and Exchange Board of India"
1034130,"Ireland -  Central Bank of Ireland"
1034130,"Netherlands - The Netherlands Authority for the Financial Markets"
1016346,"Canada - Quebec, Financial Markets Authority"
1016346,"Canada - Alberta Securities Commission"
1016346,"Canada - British Columbia Securities Commission"
1016346,"Canada - Manitoba Securities Commission"
1016346,"Canada - New Brunswick Securities Commission"
1016346,"Canada - Nova Scotia Securities Commission"
1016346,"Canada - Ontario Securities Commission"
1016346,"Canada - Saskatchewan Financial Services Commission"
1028691,"Hong Kong - Securities and Futures Commission"
1028691,"Ireland -  Central Bank of Ireland"
1038835,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1039676,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1039676,"Hong Kong - Securities and Futures Commission"
1040789,"Australia - Australian Securities and Investments Commission"
1040817,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1028155,"Other: LONE STAR GLOBAL ACQUISITIONS, LTD., THE RELYING ADVISER, IS REGISTERED WITH THE BERMUDA MONETARY AUTHORITY"
1041428,"Other: DE NEDERLANDSCHE BANK, NV NETHERLANDS"
1041428,"Other: DUBAI MERCANTILE EXCHANGE, DUBAI"
1027492,"Other: JAPAN - KANTO LOCAL FINANCE BUREAU"
1027492,"Japan - Financial Services Agency"
1027492,"Dubai - Dubai Financial Services Authority"
1027492,"South Africa - Financial Services Board"
1027492,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1027492,"United Kingdom - Financial Conduct Authority"
1027495,"Hong Kong - Securities and Futures Commission"
1027509,"Canada - Ontario Securities Commission"
1027509,"Canada - British Columbia Securities Commission"
1027509,"Canada - Manitoba Securities Commission"
1027509,"Canada - Quebec, Financial Markets Authority"
1027509,"India - Securities and Exchange Board of India"
1027509,"Canada - Alberta Securities Commission"
1027509,"Canada - New Brunswick Securities Commission"
1027509,"Canada - Nova Scotia Securities Commission"
1026788,"Dubai - Dubai Financial Services Authority"
1006442,"Canada - Saskatchewan Financial Services Commission"
1006442,"Canada - Quebec, Financial Markets Authority"
1006442,"Canada - Ontario Securities Commission"
1026744,"Ireland -  Central Bank of Ireland"
1026744,"Hong Kong - Securities and Futures Commission"
1026744,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1031430,"Hong Kong - Securities and Futures Commission"
1031430,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1033656,"France - Financial Markets Authority"
1036255,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1036255,"Singapore - Monetary Authority of Singapore"
1036255,"India - Securities and Exchange Board of India"
1036255,"Australia - Australian Securities and Investments Commission"
1036255,"Japan - Financial Services Agency"
1036255,"China, People's Republic of - China Securities Regulatory Commission "
1042264,"United Kingdom - Financial Conduct Authority"
1042923,"Canada - British Columbia Securities Commission"
1042923,"Canada - Alberta Securities Commission"
1042923,"Canada - Quebec, Financial Markets Authority"
1042923,"Canada - Ontario Securities Commission"
1042472,"Cayman Islands - Cayman Islands Monetary Authority"
1019427,"United Kingdom - Financial Conduct Authority"
1033559,"Japan - Financial Services Agency"
1034548,"Cayman Islands - Cayman Islands Monetary Authority"
1035458,"Australia - Australian Securities and Investments Commission"
1035458,"India - Securities and Exchange Board of India"
1035316,"Other: CENTRAL BANK OF IRELAND - FINANCIAL INSTITUTIONS & FUNDS AUTHORISATION"
1034311,"United Kingdom - Financial Conduct Authority"
1041889,"Canada - Quebec, Financial Markets Authority"
1041889,"Canada - Ontario Securities Commission"
1041889,"Canada - Manitoba Securities Commission"
1032676,"Canada - British Columbia Securities Commission"
1032676,"Canada - Ontario Securities Commission"
1032676,"Canada - Quebec, Financial Markets Authority"
1032676,"Canada - Nova Scotia Securities Commission"
1032676,"Canada - Alberta Securities Commission"
1036070,"Other: COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS"
1036070,"Other: GOVERNMENT OF GUAM - DEPARTMENT OF REVENUE AND TAXATION"
1041669,"Canada - Quebec, Financial Markets Authority"
1041669,"Canada - Ontario Securities Commission"
1041669,"Canada - Manitoba Securities Commission"
1028698,"Cayman Islands - Cayman Islands Stock Exchange Authority"
1027904,"United Kingdom - Financial Conduct Authority"
1031195,"Other: COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS"
1031195,"Other: GOVERNMENT OF GUAM - DEPARTMENT OF REVENUE AND TAXATION"
1031843,"Japan - Financial Services Agency"
1034870,"Canada - British Columbia Securities Commission"
1034870,"Canada - Nova Scotia Securities Commission"
1034870,"Canada - Alberta Securities Commission"
1034870,"Canada - Quebec, Financial Markets Authority"
1034870,"Canada - Ontario Securities Commission"
1034870,"Other: IRELAND - IRISH FINANCIAL SERVICES REGULATORY AUTHORITY"
1035528,"Canada - British Columbia Securities Commission"
1035528,"Canada - Nova Scotia Securities Commission"
1035528,"Canada - Alberta Securities Commission"
1035528,"Canada - Quebec, Financial Markets Authority"
1035528,"Canada - Ontario Securities Commission"
1035528,"Other: IRELAND - IRISH FINANCIAL SERVICES REGULATORY AUTHORITY"
1037050,"Canada - Ontario Securities Commission"
1038741,"Australia - Australian Securities and Investments Commission"
1038741,"India - Securities and Exchange Board of India"
1038517,"United Kingdom - Financial Conduct Authority"
1038517,"Dubai - Dubai Financial Services Authority"
1038517,"South Africa - Financial Services Board"
1038517,"Other: ITALY - COMMISSIONE NAZIONALE PER LE SOCIETÀ E LA BORSA"
1038517,"Germany - German Federal Financial Supervisory Agency"
1038517,"Netherlands - The Netherlands Authority for the Financial Markets"
1043285,"Canada - Ontario Securities Commission"
1036510,"Other: CANADIAN EXEMPTION: ALBERTA, BRITISH COLUMBIA, MANITOBA, NEW BRUNSWICK, NEWFOUNDLAND, NOVA SCOTIA, ONTARIO, QUEBEC, SASKATCHEWAN"
1036510,"India - Securities and Exchange Board of India"
1036510,"Other: AUSTRALIAN SECURITIES & INVESTMENTS COMMISSION (NOTICE FILING PURSUANT TO ASIC CLASS ORDER CO  03/1100)"
1036510,"Other: THE NETHERLANDS AUTHORITY FOR THE FINANCIAL MARKETS (NOTICE FILING REGARDING SECTION 10 EXEMPTED COMPANY)"
1036510,"Other: SINGAPORE MONETARY AUTHORITY (APPROVAL OF PARAGRAPH 9 ARRANGEMENT UNDER SFA 289)"
1036510,"Other: CANADIAN INTERNATIONAL INVESTMENT FUND MANAGER EXEMPTION:  NEWFOUNDLAND AND LABRADOR, ONTARIO, QUEBEC"
1036510,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1030228,"United Kingdom - Financial Conduct Authority"
1020880,"India - Securities and Exchange Board of India"
1027869,"Canada - Ontario Securities Commission"
1027869,"Canada - British Columbia Securities Commission"
1027869,"Other: JAPAN - KANTO LOCAL FINANCIAL BUREAU"
1027869,"Canada - Quebec, Financial Markets Authority"
1027869,"Canada - Alberta Securities Commission"
1031368,"Other: AUSTRALIA - AUSTRALIAN PRUDENTIAL REGULATORY AUTHORITY"
1031368,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1031368,"India - Securities and Exchange Board of India"
1031368,"Australia - Australian Securities and Investments Commission"
1031368,"Canada - Ontario Securities Commission"
1031220,"Canada - Ontario Securities Commission"
1031220,"Canada - Alberta Securities Commission"
1031220,"Canada - Manitoba Securities Commission"
1031220,"Other: CANADA - FINANCIAL AND CONSUMER SERVICES COMMISSION, NEW BRUNSWICK"
1031220,"Canada - Nova Scotia Securities Commission"
1031220,"Other: CANADA - FINANCIAL AND CONSUMER AFFAIRS AUTHORITY OF SASKATCHEWAN"
1031220,"Canada - British Columbia Securities Commission"
1031220,"Other: CANADA - OFFICE OF THE SUPERINTENDENT OF SECURITIES, NORTHWEST TERRITORIES"
1031220,"Other: CANADA - AUTORITÉ DES MARCHES FINANCIERS"
1032039,"Ireland -  Central Bank of Ireland"
1031427,"Germany - German Federal Financial Supervisory Agency"
1031427,"Other: GERMANY - GERMAN FEDERAL BANK (DEUTSCHE BUNDESBANK)"
1034160,"Other: COMMONWEALTH OF THE NORTHERN MARIANA ISLANDS"
1034160,"Other: GOVERNMENT OF GUAM - DEPARTMENT OF REVENUE AND TAXATION"
1033672,"Canada - British Columbia Securities Commission"
1033672,"Canada - Manitoba Securities Commission"
1033672,"Ireland -  Central Bank of Ireland"
1033672,"Canada - New Brunswick Securities Commission"
1033672,"Canada - Prince Edward Island, Securities Office"
1033672,"Canada - Quebec, Financial Markets Authority"
1033672,"Canada - Saskatchewan Financial Services Commission"
1033672,"Canada - Alberta Securities Commission"
1033672,"Canada - Nova Scotia Securities Commission"
1033672,"Canada - Ontario Securities Commission"
1033672,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1034333,"Cayman Islands - Cayman Islands Monetary Authority"
1034551,"United Kingdom - Financial Conduct Authority"
1035573,"Australia - Australian Securities and Investments Commission"
1037447,"United Kingdom - Financial Conduct Authority"
1037714,"Ireland -  Central Bank of Ireland"
1037714,"China, People's Republic of - China Securities Regulatory Commission "
1039204,"United Kingdom - Financial Conduct Authority"
1040024,"Ireland -  Central Bank of Ireland"
1038997,"United Kingdom - Financial Conduct Authority"
1029052,"Singapore - Monetary Authority of Singapore"
1029052,"India - Securities and Exchange Board of India"
1029052,"China, People's Republic of - China Securities Regulatory Commission "
1029052,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1025164,"Canada - Ontario Securities Commission"
1025199,"Netherlands - The Netherlands Authority for the Financial Markets"
1025375,"Canada - Ontario Securities Commission"
1027305,"Australia - Australian Securities and Investments Commission"
1031384,"Canada - Ontario Securities Commission"
1031384,"Canada - Alberta Securities Commission"
1033561,"Canada - Alberta Securities Commission"
1033561,"Canada - Ontario Securities Commission"
1033561,"Other: DUBAI - DUBAI MERCANTILE EXCHANGE"
1033561,"Canada - Quebec, Financial Markets Authority"
1033561,"Canada - British Columbia Securities Commission"
1032686,"Other: ARIF - ASSOCIATION ROMANDE DES INTERMEDAIRES FINANCIERS"
1034731,"Ireland -  Central Bank of Ireland"
1034731,"Canada - Ontario Securities Commission"
1036678,"Canada - Manitoba Securities Commission"
1036678,"Canada - Nova Scotia Securities Commission"
1036678,"Canada - New Brunswick Securities Commission"
1036678,"Canada - Ontario Securities Commission"
1036678,"Canada - British Columbia Securities Commission"
1036678,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1036678,"Canada - Saskatchewan Financial Services Commission"
1036678,"Canada - Alberta Securities Commission"
1036678,"Canada - Quebec, Financial Markets Authority"
1036741,"Singapore - Monetary Authority of Singapore"
1018364,"Canada - Ontario Securities Commission"
1018364,"Canada - Quebec, Financial Markets Authority"
1018364,"Canada - British Columbia Securities Commission"
1038057,"Australia - Australian Securities and Investments Commission"
1039768,"United Kingdom - Financial Conduct Authority"
1039735,"United Kingdom - Financial Conduct Authority"
1041832,"Isle of Man - Financial Supervision Commission"
1042363,"Egypt - Capital Market Authority"
1040468,"Canada - Quebec, Financial Markets Authority"
1040468,"Canada - British Columbia Securities Commission"
1040468,"Canada - Manitoba Securities Commission"
1040468,"Canada - New Brunswick Securities Commission"
1040468,"Canada - Nova Scotia Securities Commission"
1040468,"Canada - Ontario Securities Commission"
1040468,"Canada - Alberta Securities Commission"
1040468,"Canada - Saskatchewan Financial Services Commission"
1041432,"Japan - Financial Services Agency"
1041427,"Ireland -  Central Bank of Ireland"
1041427,"United Kingdom - Financial Conduct Authority"
1020569,"United Kingdom - Financial Conduct Authority"
1020569,"Australia - Australian Securities and Investments Commission"
1030004,"Canada - Ontario Securities Commission"
1030004,"Canada - Alberta Securities Commission"
1031234,"Denmark - Danish Financial Supervisory Authority"
1031234,"Sweden - Swedish Financial Supervisory Authority"
1032932,"Cayman Islands - Cayman Islands Monetary Authority"
1040978,"Australia - Australian Securities and Investments Commission"
1040134,"Other: UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY ""FCA"""
1028992,"Canada - Ontario Securities Commission"
1042142,"Canada - Alberta Securities Commission"
1042142,"Canada - Ontario Securities Commission"
1042142,"Other: DUBAI - DUBAI MERCANTILE EXCHANGE"
1042142,"Canada - Quebec, Financial Markets Authority"
1042142,"Canada - British Columbia Securities Commission"
1028293,"United Kingdom - Financial Conduct Authority"
1028986,"Cyprus, Republic of - Cyprus Securities and Exchange Commission"
1031277,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1031277,"Canada - Alberta Securities Commission"
1031277,"Canada - New Brunswick Securities Commission"
1031277,"Canada - Ontario Securities Commission"
1031277,"Canada - Nova Scotia Securities Commission"
1031277,"Australia - Australian Securities and Investments Commission"
1031277,"Canada - Prince Edward Island, Securities Office"
1031277,"Canada - Saskatchewan Financial Services Commission"
1031277,"Canada - Quebec, Financial Markets Authority"
1031655,"Switzerland - Swiss Financial Market Supervisory Authority"
1030688,"Switzerland - Swiss Financial Market Supervisory Authority"
1034596,"United Kingdom - Financial Conduct Authority"
1038916,"United Kingdom - Financial Conduct Authority"
1040010,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1040031,"United Kingdom - Financial Conduct Authority"
1036786,"Switzerland - Swiss Financial Market Supervisory Authority"
1041552,"Canada - Ontario Securities Commission"
1041640,"Hong Kong - Securities and Futures Commission"
1027766,"Canada - Ontario Securities Commission"
1028596,"United Kingdom - Financial Conduct Authority"
1029147,"Canada - Nova Scotia Securities Commission"
1029147,"United Kingdom - Financial Conduct Authority"
1029147,"Canada - Ontario Securities Commission"
1029147,"Canada - Quebec, Financial Markets Authority"
1029147,"Ireland -  Central Bank of Ireland"
1029147,"Australia - Australian Securities and Investments Commission"
1034103,"South Africa - Financial Services Board"
1034103,"United Kingdom - Financial Conduct Authority"
1037088,"Mauritius, Republic of - Financial Services Commission"
1037088,"Singapore - Monetary Authority of Singapore"
1037059,"Ireland -  Central Bank of Ireland"
1037059,"Belgium - Banking, Finance and Insurance Commission"
1021260,"Belgium - Banking, Finance and Insurance Commission"
1041020,"Singapore - Monetary Authority of Singapore"
1041020,"United Kingdom - Financial Conduct Authority"
1039590,"Canada - Ontario Securities Commission"
1039814,"United Kingdom - Financial Conduct Authority"
1041948,"Canada - Ontario Securities Commission"
1030650,"India - Securities and Exchange Board of India"
1018457,"United Kingdom - Financial Conduct Authority"
1027570,"Ireland -  Central Bank of Ireland"
1027570,"United Kingdom - Financial Conduct Authority"
1027332,"Cayman Islands - Cayman Islands Monetary Authority"
1029937,"Dubai - Dubai Financial Services Authority"
1029937,"Other: SWISS FEDERAL BANKING COMMISSION"
1029937,"Other: SWISS NATIONAL BANK"
1029937,"Other: SUPERINTENDENCIA FINANCIERA DE COLOMBIA"
1029937,"Australia - Australian Securities and Investments Commission"
1029937,"China, People's Republic of - China Securities Regulatory Commission "
1029937,"Taiwan - Financial Supervisory Commission"
1029937,"Other: TAIWAN - THE CENTRAL BANK OF REPUBLIC OF CHINA"
1029937,"India - Securities and Exchange Board of India"
1029937,"Singapore - Monetary Authority of Singapore"
1029937,"Italy - National Stock Exchange Commission"
1033156,"Cayman Islands - Cayman Islands Monetary Authority"
1033624,"Switzerland - Swiss Financial Market Supervisory Authority"
1034161,"Australia - Australian Securities and Investments Commission"
1034161,"Ireland -  Central Bank of Ireland"
1034161,"India - Securities and Exchange Board of India"
1034161,"China, People's Republic of - China Securities Regulatory Commission "
1034161,"Canada - Ontario Securities Commission"
1034161,"Canada - British Columbia Securities Commission"
1034161,"United Kingdom - Financial Conduct Authority"
1034161,"Canada - Alberta Securities Commission"
1034161,"Canada - Quebec, Financial Markets Authority"
1034161,"Other: KOREA FINANCIAL SERVICES COMMISSION"
1034161,"Canada - Nova Scotia Securities Commission"
1018414,"Other: ASSOCIATION ROMANDE DES INTERMÉDIAIRES FINANCIERS (ARIF) - SWITZERLAND"
1040182,"United Kingdom - Financial Conduct Authority"
1042597,"Canada - Ontario Securities Commission"
1042597,"Ireland -  Central Bank of Ireland"
1042597,"Canada - Quebec, Financial Markets Authority"
1042597,"Canada - Alberta Securities Commission"
1042597,"Canada - British Columbia Securities Commission"
1026994,"Canada - Quebec, Financial Markets Authority"
1026994,"Australia - Australian Securities and Investments Commission"
1026994,"Canada - British Columbia Securities Commission"
1026994,"Canada - Ontario Securities Commission"
1027488,"Canada - Ontario Securities Commission"
1027488,"Canada - British Columbia Securities Commission"
1027488,"Canada - Manitoba Securities Commission"
1027488,"Canada - Alberta Securities Commission"
1027488,"Canada - Saskatchewan Financial Services Commission"
1027488,"Canada - Quebec, Financial Markets Authority"
1027488,"Canada - New Brunswick Securities Commission"
1027488,"Canada - Nova Scotia Securities Commission"
1027488,"Canada - Newfoundland and Labrador, Financial Services Regulation Division"
1027488,"Canada - Prince Edward Island, Securities Office"
1021223,"Other: FINANCIAL SERVICES STANDARDS ASSOCIATION (VQF) AN SRO IN SWITZERLAND"
1029436,"Canada - Ontario Securities Commission"
1029436,"Canada - Quebec, Financial Markets Authority"
1033839,"Other: UNITED KINGDOM - FINANCIAL CONDUCT AUTHORITY"
1033839,"Canada - Manitoba Securities Commission"
1033839,"Canada - Ontario Securities Commission"
1033839,"Canada - Alberta Securities Commission"
1036423,"Canada - Ontario Securities Commission"
1032619,"Canada - Ontario Securities Commission"
1032619,"Canada - British Columbia Securities Commission"
1032619,"Australia - Australian Securities and Investments Commission"
1032619,"Canada - Quebec, Financial Markets Authority"
1032619,"China, People's Republic of - China Securities Regulatory Commission "
1032619,"Sweden - Swedish Financial Supervisory Authority"
1032619,"Norway - The Banking, Insurance and Securities Commission"
1041294,"Ireland -  Central Bank of Ireland"
1041294,"United Kingdom - Financial Conduct Authority"
1039425,"Australia - Australian Securities and Investments Commission"
1028560,"Other: COLOMBIA - FINANCE SUPERINTENDENCE OF COLOMBIA"
1030171,"Singapore - Monetary Authority of Singapore"
