"FilingID","ReferenceID","Private Fund Name","Fund ID"
1035097,174553,"SEIF II CO-INVESTOR 2, L.L.C.",805-4057927891
1035097,65597,"SOF-X NEW INVESTOR, L.P.",805-4350617337
1035097,175677,"SCG WHALE CO-INVEST INVESTOR, L.P.",805-6176663709
1035097,157770,"SEIF II CO-INVEST K, LP",805-7552849619
1035097,25318,"STARWOOD OPPORTUNITY VIII-J INVESTOR, L.P.",805-5653087842
1035097,25316,"STARWOOD U.S. OPPORTUNITY FUND VIII-J INVESTOR, L.P.",805-8944820164
1035097,25295,"STARWOOD U.S. OPPORTUNITY FUND VIII-1 INVESTMENT, INC.",805-9078883082
1035097,20483,"STARWOOD U.S. OPPORTUNITY FUND IX INVESTOR, L.P.",805-1711279267
1035097,49022,"STARWOOD ENERGY INFRASTRUCTURE FUND II INVESTOR, L.L.C.",805-8474734460
1035097,25323,"CB CO-INVEST INVESTORS, INC.",805-5767937985
1035097,65597,"STARWOOD INTERNATIONAL OPPORTUNITY FUND X INVESTOR L.P.",805-1505787187
1035097,65596,"STARWOOD U.S. OPPORTUNITY FUND X INVESTOR L.P",805-8858152550
1035097,25713,"53RD STREET INVESTORS NYC, L.P.",805-9140055953
1035097,25286,"STARWOOD INTERNATIONAL OPPORTUNITY FUND IX INVESTOR L.P.",805-2378480335
1035097,157770,"SEIF II CO-INVESTOR FF, LLC",805-9012403547
1035097,157770,"CO-INVESTOR 1, LLC",805-4785136969
1035097,66984,"INSOLVE GLOBAL CREDIT FEEDER FUND II, L.P.",805-8794150688
1035097,25845,"SDF II NON-US INVESTORS L.P.",805-9641620828
1035097,25833,"CO-SEIF INVESTMENT INC.",805-4434430423
1035097,25807,"STARWOOD CAPITAL HOSPITALITY FUND II-J U.S. INVESTOR, INC.",805-9568852653
1035097,25807,"STARWOOD CAPITAL HOSPITALITY II INVESTMENT, INC.",805-5684085745
1035097,25778,"SCHF I-3 INVESTOR, L.P.",805-4054967752
1035097,25723,"STARWOOD CAPITAL HOSPITALITY FUND I-1 INVESTMENT, INC.",805-6230019016
1035097,19899,"INSOLVE GLOBAL CREDIT FEEDER FUND I, L.P.",805-2165888095
1035097,177945,"SCG ATLAS CO-INVEST INVESTOR, L.P.",805-8592822150
1035097,20181,"STARWOOD U.S. OPPORTUNITY FUND VII-D INVESTMENT, INC.",805-1707572682
1037447,41041,"STANDARD LIFE INVESTMENTS GLOBAL ABSOLUTE RETURN STRATEGIES ONSHORE FEEDER FUND, LP",805-8834552314
1037447,41041,"STANDARD LIFE INVESTMENTS GLOBAL ABSOLUTE RETURN STRATEGIES OFFSHORE FEEDER FUND LTD",805-8268257668
1037447,179299,"STANDARD LIFE INVESTMENTS GLOBAL FOCUSED STRATEGIES OFFSHORE FEEDER FUND LTD",805-5580959185
1036319,37356,"TRENT RIVER OFFSHORE LTD. CLASS B",805-4390395400
1036319,37356,"TRENT RIVER OFFSHORE LTD. CLASS A",805-7063585907
1036319,37408,"CRESTLINE CS 3000 FUND, L.P.",805-5107377752
1036319,37392,"CRESTLINE OFFSHORE RECOVERY FUND II, L.P.",805-5221526278
1036319,51991,"CRESTLINE OFFSHORE RECOVERY FUND III, L.P.",805-1653743411
1036319,73051,"CRESTLINE SPECIALTY LENDING (IRL) FUND, L.P.",805-2691912791
1036319,73051,"CRESTLINE SPECIALTY LENDING (CAN) FUND, L.P.",805-6317748432
1036319,73051,"CRESTLINE SPECIALTY LENDING (JPN) FUND, L.P.",805-8155005080
1036319,73051,"CRESTLINE SPECIALTY LENDING (CAYMAN C) FUND, L.P.",805-6423431053
1036319,73051,"CRESTLINE SPECIALTY LENDING (US), L.P.",805-1075070977
1036319,73028,"CRESTLINE OFFSHORE OPPORTUNITY FUND II, L.P. - CLASS D",805-7341501397
1036319,37389,"CRESTLINE OFFSHORE RECOVERY FUND, L.P.",805-4026789320
1036319,60715,"CRESTLINE ALPAMAYO OFFSHORE FUND, L.P.",805-7142656194
1036319,60944,"CRESTLINE OFFSHORE OPPORTUNITY FUND II, L.P. - CLASS C",805-1085331246
1036319,60939,"CRESTLINE OFFSHORE OPPORTUNITY FUND II, L.P. - CLASS A",805-7903763618
1036319,60938,"CRESTLINE OFFSHORE OPPORTUNITY FUND II, L.P. - CLASS B",805-9240900778
1016307,77294,"US INDUSTRIAL FUND II, LP",805-8588102402
1025064,178570,"PANDION FUND I FEEDER, L.P.",805-3230392558
1027254,4646,"THE WEATHERLOW LONG-SHORT EQUITY FUND LTD.",805-9477224536
1027254,3829,"THE WEATHERLOW OFFSHORE FUND II LTD.",805-8243233604
1027254,4636,"THE WEATHERLOW ALPHA STRATEGIES FUND LTD. (FORMERLY KNOWN AS THE WEATHERLOW RELATIVE VALUE FUND LTD.)",805-3927615288
1027254,3829,"THE WEATHERLOW OFFSHORE FUND I LTD.",805-2172567078
1026973,55929,"KRENSAVAGE OFFSHORE FUND, LTD",805-7026451111
1030688,167352,"RAM (CAYMAN) SYSTEMATIC L/S EUROPEAN EQUITIES FUND LTD",805-3882615257
1030688,167352,"RAM (US) SYSTEMATIC L/S EUROPEAN EQUITIES FUND LP",805-5108563508
1030688,167346,"RAM (US) SYSTEMATIC EUROPEAN EQUITIES FUND LP",805-3480561996
1030688,167346,"RAM (CAYMAN) SYSTEMATIC EUROPEAN EQUITIES FUND LTD",805-3642143097
1030688,167340,"RAM (US) SYSTEMATIC EMERGING MARKETS EQUITIES FUND LP",805-5550488962
1030688,167340,"RAM (CAYMAN) SYSTEMATIC EMERGING MARKETS EQUITIES FUND LTD",805-7153845583
1032974,31937,"LATIGO ADVISORS OFFSHORE FUND, LTD",805-8392648684
1032974,31937,"LATIGO ADVISORS ONSHORE FUND, LP",805-2069758950
1032974,31881,"LATIGO ULTRA FUND LTD.",805-2845690827
1032974,31881,"LATIGO ULTRA FUND LP",805-2829997606
1033078,57646,"PROPHECY TRADING ADVISORS INTERNATIONAL LTD.",805-3738283434
1033316,67384,"WPRAXIS FUND LTD.",805-2710102829
1032185,178880,"HIGHLAND CRUSADER FUND, LTD.",805-6479800250
1032185,178880,"HIGHLAND CRUSADER FUND, L.P.",805-4742419401
1032185,178880,"HIGHLAND CRUSADER FUND II, LTD.",805-9883464437
1028643,16674,"TOCQUEVILLE GOLD PRIVATE EQUITY FUND, LP",805-1913630394
1028643,16674,"TOCQUEVILLE GOLD PRIVATE EQUITY FUND, LTD",805-5181111688
1029167,55354,"SCHRODER STRATEGIC BETA PORTFOLIO (CAYMAN) LIMITED",805-5696333894
1029167,58029,"SCHRODER GLOBAL MACRO PORTFOLIO (CAYMAN) LIMITED",805-7052731165
1029167,62482,"SCHRODER DIVERSIFIED GROWTH PORTFOLIO (CAYMAN) LIMITED",805-1155646652
1028415,60885,"AMC HOLDINGS 2012 LTD.",805-4064640187
1028415,60889,"AMC HOLDINGS 2013 LTD.",805-3967281227
1028415,53218,"ASF V CO-INVEST LTD.",805-8429978504
1028415,174671,"AMC HOLDINGS 2015 LTD.",805-7587200678
1028415,174889,"ALPINVEST ACCESS CAYMAN FEEDER, L.P.",805-6963016536
1028415,73800,"AMC HOLDINGS 2014 LTD.",805-2903173820
1028415,60858,"ALPINVEST FEEDER (EURO) V C.V.",805-8600713096
1028415,174665,"ALPINVEST SECONDARIES FUND (OFFSHORE FEEDER) V, L.P.",805-5031320182
1029617,30896,"PCM PARTNERS L.P. I",805-2224382567
1029658,33953,"ASM ASIA RECOVERY FUND",805-8240270346
1029658,60970,"ASM CONNAUGHT HOUSE FUND, LLC",805-3616986827
1029658,34000,"ASM TERM TRUST I",805-3903162667
1029658,33953,"ASM ASIA RECOVERY FUND, LLC",805-9930981316
1032491,68902,"KKR SPECIAL SITUATIONS (OFFSHORE) FUND PRIVATE INVESTORS II L.P.",805-6713251787
1032491,167742,"KKR REVOLVING CREDIT FEEDER L.P.",805-5402552350
1032491,166637,"KKR LENDING PARTNERS EUROPE (USD) PRIVATE INVESTORS L.P.",805-2212732410
1032491,166637,"KKR LENDING PARTNERS EUROPE (TE) FEEDER L.P.",805-8127974614
1032491,166637,"KKR LENDING PARTNERS EUROPE (USD) FEEDER L.P.",805-5451503104
1032491,51273,"KKR SPECIAL SITUATIONS (DOMESTIC) FEEDER L.P.",805-5554265042
1032491,51273,"KKR SPECIAL SITUATIONS (DOMESTIC) FUND PRIVATE INVESTORS L.P.",805-4897291686
1032491,26067,"KKR LENDING PARTNERS FEEDER L.P.",805-1469121369
1032491,26973,"KKR MEZZANINE PARTNERS OFFSHORE FEEDER I L.P.",805-4596661333
1032491,26067,"KKR LENDING PARTNERS PRIVATE INVESTORS L.P.",805-9802820862
1032491,26973,"KKR MEZZANINE PARTNERS I FEEDER L.P.",805-7053646157
1032491,60297,"KKR CREDIT ALPHA FUND",805-7896355328
1032491,51274,"KKR SPECIAL SITUATIONS (TE) FEEDER L.P.",805-6121886664
1032491,55565,"KKR CREDIT RELATIVE VALUE (OVERSEAS) LIMITED",805-5015541389
1032491,55565,"KKR CREDIT RELATIVE VALUE (OVERSEAS) INTERMEDIATE L.P.",805-2706046322
1032491,66870,"KKR LENDING PARTNERS II FEEDER L.P.",805-4802468128
1032491,55565,"KKR CREDIT RELATIVE VALUE L.P.",805-1939230681
1032491,55565,"KKR CREDIT RELATIVE VALUE PRIVATE INVESTORS L.P.",805-2241640191
1032491,51274,"KKR SPECIAL SITUATIONS (OFFSHORE) FEEDER L.P.",805-5513323773
1032491,51274,"KKR SPECIAL SITUATIONS (OFFSHORE) FUND PRIVATE INVESTORS L.P.",805-1686589982
1032491,66871,"KKR-CDP PARTNERS FEEDER L.P.",805-9485711534
1032491,66870,"KKR LENDING PARTNERS II PRIVATE INVESTORS L.P.",805-6381837795
1032491,68902,"KKR SPECIAL SITUATIONS (TE) FEEDER II L.P.",805-3724136874
1032491,68902,"KKR SPECIAL SITUATIONS (OFFSHORE) FEEDER II L.P.",805-5117477031
1032491,68900,"KKR SPECIAL SITUATIONS (DOMESTIC) FEEDER II L.P.",805-4607299012
1032491,68900,"KKR SPECIAL SITUATIONS (DOMESTIC) FUND PRIVATE INVESTORS II L.P.",805-8517172638
1032757,68200,"GLOBAL ASSET BACKED OPPORTUNITIES (CAYMAN) LP",805-5116027311
1032757,27532,"MORGAN STANLEY OPPORTUNISTIC MORTGAGE INCOME FUND (CAYMAN) LP",805-6117394520
1032757,27498,"MORGAN STANLEY GLOBAL DIVERSIFIED MARKETS FUND (CAYMAN) LTD.",805-3979798487
1034222,174553,"SEIF II CO-INVESTOR 2, L.L.C.",805-4057927891
1034222,65597,"SOF-X NEW INVESTOR, L.P.",805-4350617337
1034222,175677,"SCG WHALE CO-INVEST INVESTOR, L.P.",805-6176663709
1034222,157770,"SEIF II CO-INVEST K, LP",805-7552849619
1034222,25318,"STARWOOD OPPORTUNITY VIII-J INVESTOR, L.P.",805-5653087842
1034222,25316,"STARWOOD U.S. OPPORTUNITY FUND VIII-J INVESTOR, L.P.",805-8944820164
1034222,25295,"STARWOOD U.S. OPPORTUNITY FUND VIII-1 INVESTMENT, INC.",805-9078883082
1034222,20483,"STARWOOD U.S. OPPORTUNITY FUND IX INVESTOR, L.P.",805-1711279267
1034222,49022,"STARWOOD ENERGY INFRASTRUCTURE FUND II INVESTOR, L.L.C.",805-8474734460
1034222,25323,"CB CO-INVEST INVESTORS, INC.",805-5767937985
1034222,65597,"STARWOOD INTERNATIONAL OPPORTUNITY FUND X INVESTOR L.P.",805-1505787187
1034222,65596,"STARWOOD U.S. OPPORTUNITY FUND X INVESTOR L.P",805-8858152550
1034222,25713,"53RD STREET INVESTORS NYC, L.P.",805-9140055953
1034222,25286,"STARWOOD INTERNATIONAL OPPORTUNITY FUND IX INVESTOR L.P.",805-2378480335
1034222,157770,"SEIF II CO-INVESTOR FF, LLC",805-9012403547
1034222,157770,"CO-INVESTOR 1, LLC",805-4785136969
1034222,66984,"INSOLVE GLOBAL CREDIT FEEDER FUND II, L.P.",805-8794150688
1034222,25845,"SDF II NON-US INVESTORS L.P.",805-9641620828
1034222,25833,"CO-SEIF INVESTMENT INC.",805-4434430423
1034222,25807,"STARWOOD CAPITAL HOSPITALITY FUND II-J U.S. INVESTOR, INC.",805-9568852653
1034222,25807,"STARWOOD CAPITAL HOSPITALITY II INVESTMENT, INC.",805-5684085745
1034222,25778,"SCHF I-3 INVESTOR, L.P.",805-4054967752
1034222,25723,"STARWOOD CAPITAL HOSPITALITY FUND I-1 INVESTMENT, INC.",805-6230019016
1034222,19899,"INSOLVE GLOBAL CREDIT FEEDER FUND I, L.P.",805-2165888095
1034222,177945,"SCG ATLAS CO-INVEST INVESTOR, L.P.",805-8592822150
1034222,20181,"STARWOOD U.S. OPPORTUNITY FUND VII-D INVESTMENT, INC.",805-1707572682
1033693,174562,"PMF INTEGRO FUND I (CAYMAN) LP",805-4079284957
1033693,174571,"RIVERVIEW STRATEGIC OPPORTUNISTIC FUND II (CAYMAN) LP",805-2072312176
1033693,72637,"PRIVATE MARKETS INCOME FUND I (CAYMAN) LP",805-1910236664
1033693,72630,"MORGAN STANLEY PRIVATE EQUITY ACCESS FUND II (CAYMAN) LP",805-2664407410
1033693,72623,"MORGAN STANLEY PRIVATE EQUITY ACCESS FUND (CAYMAN) LP",805-8950464857
1033693,3292,"MORGAN STANLEY GLOBAL SECONDARY OPPORTUNITIES FUND I (CAYMAN) LP",805-8624465532
1033693,3225,"MORGAN STANLEY GLOBAL DISTRESSED OPPORTUNITIES FUND (NETHERLANDS) CV",805-1395817586
1033693,3225,"MORGAN STANLEY GLOBAL DISTRESSED OPPORTUNITIES FUND (CAYMAN) LP",805-4431077348
1033693,3243,"MORGAN STANLEY EMERGING PRIVATE MARKETS FUND I (NETHERLANDS) CV",805-1790902401
1033693,3243,"MORGAN STANLEY EMERGING PRIVATE MARKETS FUND I (CAYMAN) LP",805-8204404713
1033693,3220,"MORGAN STANLEY PRIVATE MARKETS FUND II (NETHERLANDS) CV",805-6179277634
1033693,3220,"MORGAN STANLEY AIP GLOBAL DIVERSIFIED FUND (CAYMAN) II LP",805-6622435055
1033693,3220,"MORGAN STANLEY AIP GLOBAL DIVERSIFIED FUND (CAYMAN) LP",805-5330862276
1033693,3210,"MORGAN STANLEY AIP DISTRESSED FUND (CAYMAN) LP",805-5464013747
1033693,49950,"AIP SELECT MORTGAGE FUND (CAYMAN) LP",805-9435008101
1033693,49948,"AIP MPI PARTNERS (CAYMAN) LP",805-3921306703
1033693,3302,"MORGAN STANLEY AIP FALCONER GLOBAL REAL ESTATE FEEDER 2010 LP",805-9144642373
1033693,3201,"CSF SPV LTD.",805-3453643736
1033693,3213,"RIVERVIEW GLOBAL MACRO FUND (CAYMAN) LP",805-7266468990
1033693,3310,"MORGAN STANLEY AIP PHOENIX GLOBAL REAL ESTATE SECONDARIES FEEDER 2009 LP",805-1955988624
1033693,50063,"NPS PARTNERS (NORTH AMERICA) (CAYMAN) L.P.",805-6702477628
1033693,50052,"MORGAN STANLEY GLOBAL SECONDARY OPPORTUNITIES FUND II (CAYMAN) LP",805-5240483452
1033693,3299,"MORGAN STANLEY PRIVATE MARKETS FUND V (CAYMAN) LP",805-2069781352
1033693,3281,"MORGAN STANLEY PRIVATE MARKETS FUND IV (NETHERLANDS) CV",805-6737882970
1033693,3281,"MORGAN STANLEY PRIVATE MARKETS FUND IV (CAYMAN) LP",805-7385538181
1033693,3237,"MORGAN STANLEY PRIVATE MARKETS FUND III (NETHERLANDS) CV",805-3713699660
1033693,3237,"MORGAN STANLEY PRIVATE MARKETS FUND III (CAYMAN) LP",805-8061031100
1033693,3219,"MORGAN STANLEY PRIVATE MARKETS FUND I - PRIVATE INVESTORS LP",805-8528782874
1033693,3199,"MORGAN STANLEY PREMIUM PARTNERS FUND II (CAYMAN) LP",805-6739065359
1033693,3189,"MORGAN STANLEY OPPORTUNISTIC FUND - RETIREMENT PLAN INVESTORS LP",805-7146846803
1033693,3189,"MORGAN STANLEY OPPORTUNISTIC CAYMAN FUND SPC- PRIVATE INVESTORS SEGREGATED PORTFOLIO",805-8060895636
1033693,3186,"RIVERVIEW LIQUID MARKETS FUND II - RETIREMENT PLAN INVESTORS LP",805-5261101167
1033693,3186,"RIVERVIEW LIQUID MARKETS FUND II - PRIVATE INVESTORS LP",805-7532956702
1033693,60212,"PRIVATE MARKETS FUND VI (CAYMAN) L.P.",805-4899607354
1033693,60206,"GPF PRIVATE EQUITY FEEDER LP",805-5599959434
1033693,3307,"MORGAN STANLEY AIP FALCONER GLOBAL EX-US REAL ESTATE FEEDER 2010 LP",805-7275284369
1033693,61036,"AIP PHOENIX GLOBAL REAL ESTATE FUND II FEEDER 2013 LP",805-5490271617
1033693,72603,"RIVERVIEW SOF I (CAYMAN) LP",805-9592278478
1033693,72603,"RIVERVIEW STRATEGIC OPPORTUNITIES FUND I (CAYMAN) LP",805-2256053237
1033693,3203,"MORGAN STANLEY AIP EMERGING MARKETS FUND (CAYMAN) L.P.",805-8938099055
1035295,168157,"MAPLELANE DOMESTIC FUND, LP",805-9599767025
1035295,168157,"MAPLELANE OFFSHORE FUND, LTD.",805-8640473446
1035458,19630,"ALGER DYNAMIC RETURN OFFSHORE FUND",805-7312962421
1026748,2540,"CAPSTONE VOL (OFFSHORE) LIMITED",805-3931246325
1026748,2540,"CAPSTONE VOL (US), LP",805-2615206996
1026748,2540,"CAPSTONE VOLATILITY INTERMEDIATE (CAYMAN) LIMITED",805-7533316000
1026748,68995,"CAPSTONE INCOME OPPORTUNITIES FEEDER FUND LIMITED",805-6879740530
1030099,52471,"ROSEN V OFFSHORE, LTD.",805-5526139312
1030099,52471,"ROSEN V PARTNERS, LP",805-2499020685
1030572,124738,"FORT WASHINGTON GLOBAL ALPHA DOMESTIC FUND LP",805-6437080606
1030889,56093,"IDALION GLOBAL FUND LP",805-9617265539
1030889,56093,"IDALION GLOBAL FUND LIMITED",805-6423219256
1035063,171800,"CLARION DEVELOPMENT II NNI INVESTOR, LLC",805-6415791471
1035063,171800,"CLARION DEVELOPMENT II PRINCIPALS INVESTOR, LLC",805-7883904781
1035063,27270,"CLPF CAYMAN 3, LTD.",805-9480873425
1035063,27239,"LION VALUE FUND PRINCIPAL INV, LLC",805-9655333338
1035063,169928,"CLARION VENTURES 4 SLP, LLC",805-9590839006
1035063,27270,"CLPF CAYMAN 5, LTD.",805-4010441399
1035063,27270,"CLARION LION PROPERTIES FUND HOLDINGS FEEDER, LLC",805-1666322302
1035063,73213,"CCSHP ASIA-PACIFIC FEEDER III, LTD",805-8215157826
1035063,73213,"CCSHP ASIA-PACIFIC FEEDER II, LTD",805-8266183678
1035063,73213,"CCSHP ASIA-PACIFIC FEEDER I, LTD",805-2164868161
1035063,26854,"LMF PRINCIPAL INVESTORS, LLC",805-2002363431
1035063,169889,"CLARION DIF SLP, LLC",805-9640037243
1035063,73213,"CAMPUS-CLARION STUDENT HOUSING PARTNERS FEEDER INVESTORS, LP",805-8631789480
1035063,73213,"CLARION PARTNERS STUDENT HOUSING FUND CO-INVESTMENT, LLC",805-9586348665
1035063,26838,"ING CLARION DEVELOPMENT III PRINCIPALS INVESTOR, LLC",805-6559013386
1035063,27270,"CLPF CAYMAN 1, LTD.",805-8594843178
1035063,26838,"CDV III NON-U.S. FEEDER, LP",805-5546122132
1035063,26838,"CDV III NON-U.S. DEBT FEEDER, LP",805-1358136050
1032619,27305,"BRIDGEWATER PURE ALPHA MAJOR MARKETS, LTD.",805-5567394192
1032619,27305,"BRIDGEWATER PURE ALPHA MAJOR MARKETS, LLC",805-5137191694
1032619,27283,"BRIDGEWATER PURE ALPHA MAJOR MARKETS II, LTD.",805-9336927332
1032619,27223,"BRIDGEWATER INTERNATIONAL INFLATION-LINKED BOND FUND, LTD.",805-2663405598
1032619,26682,"BRIDGEWATER ALL WEATHER PORTFOLIO II, LTD.",805-2572193431
1032619,120372,"BRIDGEWATER OPTIMAL PORTFOLIO, LLC",805-3707273637
1032619,120372,"BRIDGEWATER OPTIMAL PORTFOLIO, LTD.",805-9435874923
1032619,46643,"ALL WEATHER@15, LLC",805-7064384011
1032619,26682,"BRIDGEWATER ALL WEATHER PORTFOLIO II, LLC",805-5619351895
1032619,46643,"ALL WEATHER@15%, LTD.",805-5781646969
1032619,45571,"BRIDGEWATER BETA IMPLEMENTATION FUND I, LTD.",805-4053239436
1032619,27397,"BRIDGEWATER SPECIAL OPPORTUNITIES FUND, LTD.",805-2618704799
1032619,27412,"BRIDGEWATER U.S. INFLATION-LINKED BOND FUND, LTD.",805-1245023476
1032619,27349,"BRIDGEWATER PURE ALPHA FUNDS LTD.",805-8487951351
1032619,27322,"BRIDGEWATER PURE ALPHA FUND II, LTD.",805-1577726987
1032619,27322,"BRIDGEWATER PURE ALPHA FUND II, LLC",805-3619861273
1032619,15739,"ALL WEATHER PORTFOLIO, LLC",805-8644728438
1032619,26686,"ALL WEATHER@12%, LTD.",805-9320095074
1032619,26686,"ALL WEATHER@12%, LLC",805-9088335014
1032619,15739,"ALL WEATHER PORTFOLIO LIMITED",805-5340322871
1032619,27283,"BRIDGEWATER PURE ALPHA MAJOR MARKETS II, LLC",805-7099970896
1036982,179254,"IONIC PAMLI GLOBAL CREDIT STRATEGIES FUND LTD",805-9168107566
1036982,69129,"IONIC VOLATILITY ARBITRAGE FUND III LTD.",805-1901063250
1036982,65626,"IONIC VOLATILITY ARBITRAGE FUND II LTD.",805-5529613463
1036982,65626,"IONIC VOLATIILTY ARBITRAGE FUND II LLC",805-3581321399
1036982,25344,"IONIC CAPITAL LLC",805-8307372184
1036982,25905,"IONIC EVENT DRIVEN INTERMEDIATE FUND LTD.",805-9098709773
1036982,25905,"IONIC EVENT DRIVEN FUND LTD.",805-7920887390
1036982,25905,"IONIC EVENT DRIVEN FUND LLC",805-7571398471
1036982,25835,"IONIC VOLATIILTY ARBITRAGE FUND LLC",805-9503220026
1036982,25344,"IONIC CAPITAL INTERNATIONAL INTERMEDIATE LTD.",805-3955662374
1036982,25344,"IONIC CAPITAL INTERNATIONAL LTD.",805-2117984884
1036982,176461,"PAMLI GLOBAL CREDIT STRATEGIES ONSHORE LP",805-6738695897
1036982,176461,"PAMLI GLOBAL CREDIT STRATEGIES OFFSHORE LTD",805-2653012939
1037310,171747,"WLR RECOVERY FUND VI",805-1927720455
1035319,179197,"BLACK-AND-WHITE INNOVATION FUND (CAYMAN) LTD.",805-4958269070
1035319,179197,"BLACK-AND-WHITE INNOVATION FUND LP",805-4072416215
1028095,13318,"INVESCO ASIAN REAL ESTATE PARTNERS II (USD FEEDER) L.P.",805-5827606249
1025740,178452,"SANDPOINTE U.S. VOLATILITY FUND, LLC",805-8670036270
1025740,178454,"SANDPOINTE OPPORTUNITIES FUND, LLC",805-5015226509
1025740,178454,"SANDPOINTE OPPORTUNITIES FUND, LTD.",805-4014782767
1025740,178452,"SANDPOINTE U.S. VOLATILITY FUND, LTD.",805-2712974722
1028026,60961,"GLG EUROPEAN DISTRESSED FUND LP",805-7844862431
1028026,61034,"GLG EUROPEAN LONG-SHORT OFFSHORE FUND LTD.",805-3994090098
1028026,61034,"GLG EUROPEAN LONG-SHORT FUND LP",805-9991490651
1028026,60831,"GLG CROSS ASSET VALUE OFFSHORE FUND LTD.",805-4724215379
1028026,60961,"GLG EUROPEAN DISTRESSED OFFSHORE FUND LTD",805-8154328709
1028026,60961,"GLG EUROPEAN DISTRESSED INTERMEDIATE FUND LP",805-6161890981
1031187,44842,"CREDIT SUISSE SECURITIZED PRODUCTS INTERMEDIATE FUND LTD.",805-1807402917
1031187,44765,"PB HUDSON CLEAN ENERGY PARTNERS OFFSHORE FEEDER, L.P.",805-4565240952
1031187,44842,"CREDIT SUISSE SECURITIZED PRODUCTS FUND LTD.",805-7489901557
1031187,44842,"CREDIT SUISSE SECURITIZED PRODUCTS FUND L.P.",805-6931595412
1031187,44807,"ILS PROPERTY & CASUALTY FEEDER FUND LTD.",805-1687419558
1031187,28444,"MASDAR CLEAN  TECH FUND HOLDINGS -A, L.P.",805-7191360617
1031187,59489,"CREDIT SUISSE NEXT HOLDINGS, LP",805-8324185204
1031187,25899,"CREDIT SUISSE ACCESS COMMODITY FUND, LTD.",805-5392338952
1031187,46074,"AI SPECIAL CO-INVESTORS (DOCKLANDS), L.P.",805-3219331742
1031187,26613,"CREDIT SUISSE DOLLAR SENIOR LOAN OFFSHORE FUND LTD.",805-6723741359
1028123,23919,"AVENUE STRATEGIC PARTNERS FEEDER, LTD.",805-5544328506
1031334,43320,"BAILARD LONG/SHORT ONSHORE FUND, L.P.",805-4188294882
1032232,30289,"STEELHEAD NAVIGATOR FUND, L.P.",805-8023625952
1032232,30322,"STEELHEAD PATHFINDER FUND, LTD.",805-7747116862
1032232,30322,"STEELHEAD PATHFINDER FUND, L.P.",805-9643920551
1032232,30289,"STEELHEAD NAVIGATOR FUND, LTD.",805-7201304139
1032855,77298,"VISTA PUBLIC STRATEGIES ONSHORE FUND, L.P.",805-3605940508
1033532,178880,"HIGHLAND CRUSADER FUND, LTD.",805-6479800250
1033532,178880,"HIGHLAND CRUSADER FUND, L.P.",805-4742419401
1033532,178880,"HIGHLAND CRUSADER FUND II, LTD.",805-9883464437
1033557,57393,"BIN YUAN GREATER CHINA FUND",805-2367407629
1033557,57393,"BIN YUAN GREATER CHINA FUND (US) LLC",805-5386419992
1033559,13318,"INVESCO ASIAN REAL ESTATE PARTNERS II (USD FEEDER) L.P.",805-5827606249
1033687,71328,"AVIATION INCOME RETURN (AIR) JAPANESE UNIT TRUST",805-3109810767
1033687,71328,"AVIATION INCOME RETURN (AIR) FUND LP",805-4274327373
1033687,71328,"AVIATION INCOME RETURN (AIR) OFFSHORE FUND LTD.",805-2494057832
1033687,71328,"AVIATION INCOME RETURN (AIR) INTERMEDIATE FUND LP",805-6887580833
1033687,57084,"AAG AVIATION FUND LP",805-6485599585
1033687,57084,"AAG AVIATION OFFSHORE FUND LTD.",805-3461802290
1033687,57084,"AAG AVIATION INTERMEDIATE FUND LP",805-9390487072
1031541,20951,"BRONTE CAPITAL GANYMEDE FUND LTD",805-5884075475
1034480,60593,"GLOBAL MACRO OFFSHORE FUND, LP",805-7606101780
1034438,174357,"PRIVATE EQUITY CORE FUND (QP) V, L.P.",805-9822452931
1034438,174382,"PRIVATE EQUITY CORE FUND VI, L.P.",805-3266341783
1034438,174333,"PRIVATE EQUITY CORE FUND (QP) IV, L.P.",805-1024145711
1034438,174323,"PRIVATE EQUITY CORE FUND (QP) III, L.P.",805-4098926519
1034438,174309,"SYSTEMATIC ALTERNATIVES FUND, LLC",805-1390901999
1034438,174309,"SYSTEMATIC ALTERNATIVES FUND, LTD.",805-9415125205
1034438,174339,"PRIVATE EQUITY CORE FUND (QP) III, L.P.",805-4098926519
1034438,174368,"EMPLOYEE CORE FUND IV, LLC",805-8304217467
1034438,174373,"NORTHERN TRUST EMPLOYEE FUND I, LLC",805-6017302527
1034438,174277,"NORTHERN TRUST DIVERSIFIED HEDGE FUND, LLC",805-2953098503
1034438,174277,"NORTHERN TRUST DIVERSIFIED HEDGE FUND, LTD",805-1405911397
1034438,174374,"EMPLOYEE CORE FUND II, LLC",805-1372059287
1034438,174376,"EMPLOYEE CORE FUND III, LLC",805-5146296280
1034438,174348,"PRIVATE EQUITY CORE FUND (QP) V LP",805-9822452931
1034438,174388,"STRATEGIC OPPORTUNITIES EMPLOYEE FUND I, LLC",805-9660527871
1034438,174401,"PRIVATE EQUITY CORE FUND VI, L.P.",805-3266341783
1034438,174343,"PRIVATE EQUITY CORE FUND (QP) IV, L.P.",805-1024145711
1034438,174355,"PRIVATE EQUITY CORE FUND (QP) IV, L.P.",805-1024145711
1034438,174417,"PRIVATE EQUITY STRATEGIC OPPORTUNITIES FUND II A, L.P.",805-3998194925
