"FilingID","ReferenceID","Name of Adviser","SEC File Number","CRD Number"
1031208,53886,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1031208,45704,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1031208,46589,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1031208,46594,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1031208,45701,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1031208,39913,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1031208,120728,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1031208,162284,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1031208,167791,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1031208,178734,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1016166,178753,"WHITE OAKS INVESTMENT MANAGEMENT, INC","801-79237",170016
1016307,64926,"LUXEMBOURG INVESTMENT SOLUTIONS, S.A.","",
1016166,178758,"WHITE OAKS INVESTMENT MANAGEMENT, INC","801-79237",170016
1021814,12817,"PACIFIC INVESTMENT MANAGEMENT COMPANY LLC","801-48187",104559
1021814,12814,"WESTERN ASSET MANAGEMENT COMPANY","801-8162",110441
1021814,12816,"GOLDMAN SACHS ASSET MANAGEMENT, L.P.","801-37591",107738
1016166,178756,"WHITE OAKS INVESTMENT MANAGEMENT, INC","801-79237",170016
1016166,178757,"WHITE OAKS INVESTMENT MANAGEMENT, INC","801-79237",170016
1016166,66437,"WHITE OAKS INVESTMENT MANAGEMENT, INC","801-79237",170016
1016166,66438,"WHITE OAKS INVESTMENT MANAGEMENT, INC","801-79237",170016
1016166,66439,"WHITE OAKS INVESTMENT MANAGEMENT, INC","801-79237",170016
1016166,66440,"WHITE OAKS INVESTMENT MANAGEMENT, INC","801-79237",170016
1016166,66436,"WHITE OAKS INVESTMENT MANAGEMENT, INC","801-79237",170016
1016166,178754,"WHITE OAKS INVESTMENT MANAGEMENT, INC","801-79237",170016
1016166,178755,"WHITE OAKS INVESTMENT MANAGEMENT, INC","801-79237",170016
1016166,178752,"WHITE OAKS INVESTMENT MANAGEMENT, INC","801-79237",170016
1031770,10975,"DUNHAM & ASSOCIATES INVESTMENT COUNSEL, INC.","801-25803",13162
1028172,167179,"CRESTRBRIDGE MANAGEMENT COMPANY S.A.","",
1026803,167596,"ALPHA INVESTMENT MANAGEMENT LTD. - INVESTMENT MANAGER","",
1033316,67407,"WILLOWBRIDGE ASSET MANAGEMENT, INC. (RELYING ADVISER)","",
1031972,178822,"GLUSKIN SHEFF + ASSOCIATES INC","801-68290",144928
1031972,178810,"GLUSKIN SHEFF + ASSOCIATES INC","801-68290",144928
1034337,169739,"PACIFIC ALTERNATIVE ASSET MANAGEMENT CO LLC","801-57416",108989
1034581,178822,"GLUSKIN SHEFF + ASSOCIATES INC","801-68290",144928
1034581,178810,"GLUSKIN SHEFF + ASSOCIATES INC","801-68290",144928
1034215,174223,"MSD PARTNERS MAURITIUS, LTD.","",
1034785,172729,"INVESCO ADVISERS, INC.","801-33949",105360
1035368,69694,"PINEBRIDGE INVESTMENTS IRELAND LIMITED","",
1035368,60050,"PINEBRIDGE INVESTMENTS IRELAND LIMITED","",
1031622,60372,"CDH INVESTMENT ADVISORY PRIVATE LIMITED","802-76527",163756
1031622,43405,"CDH INVESTMENT ADVISORY PRIVATE LIMITED","802-76527",163756
1031622,72508,"SOUTHERN OAK CAPITAL MANAGEMENT COMPANY LIMITED","",
1036365,32762,"CITIGROUP ALTERNATIVE INVESTMENTS LLC","801-60990",119537
1036365,32034,"CITIGROUP ALTERNATIVE INVESTMENTS LLC","801-60990",119537
1036365,32046,"CITIGROUP ALTERNATIVE INVESTMENTS LLC","801-60990",119537
1036365,32048,"CITIGROUP ALTERNATIVE INVESTMENTS LLC","801-60990",119537
1036365,32769,"CITIGROUP ALTERNATIVE INVESTMENTS LLC","801-60990",119537
1036365,32774,"CITI PROPERTY INVESTORS","",
1036365,32821,"CITI PROPERTY INVESTORS","",
1036365,32826,"CITITRUST (BAHAMAS) LIMITED","",
1036365,33031,"CITITRUST (BAHAMAS) LIMITED","",
1036365,32831,"CITIBANK, N.A.","",
1036365,32000,"CITIGROUP ALTERNATIVE INVESTMENTS LLC","801-60990",119537
1036785,169739,"PACIFIC ALTERNATIVE ASSET MANAGEMENT CO LLC","801-57416",108989
1036799,169739,"PACIFIC ALTERNATIVE ASSET MANAGEMENT CO LLC","801-57416",108989
1036406,168694,"SWISS CAPITAL INVEST HOLDING (DUBLIN) LIMITED","",
1036406,168691,"SWISS CAPITAL ALTERNATIVE INVESTMENTS AG","",
1036406,168693,"SWISS CAPITAL INVEST HOLDING (DUBLIN) LIMITED","",
1036406,168689,"SWISS CAPITAL ALTERNATIVE INVESTMENTS AG","",
1036406,168690,"SWISS CAPITAL ALTERNATIVE INVESTMENTS AG","",
1034831,170773,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,170778,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,170772,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,170774,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,49138,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,49140,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,49141,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,65547,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,46157,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,46158,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,46159,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,46162,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,49142,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,46163,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,56486,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,64365,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,70228,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,70229,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,166868,"GC INVESTMENT MANAGER LLC, RELYING ADVISER","",
1034831,166865,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,166866,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,64379,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,58786,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,54642,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,168250,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1034831,179090,"GC INVESTMENT MANAGEMENT LLC, RELYING ADVISER","",
1037484,176886,"AXONIC CAPITAL LLC","801-73132",159518
1036189,55356,"PACIFIC ALTERNATIVE ASSET MANAGEMENT CO LLC","801-57416",108989
1038696,7470,"CRESTLINE MANAGEMENT, L.P.","801-61607",122711
1038696,7432,"CRESTLINE MANAGEMENT, L.P.","801-61607",122711
1038696,7461,"CRESTLINE MANAGEMENT, L.P.","801-61607",122711
1038572,67027,"HSBC GLOBAL ASSET MANAGEMENT (CANADA) LIMITED","802-75724",161641
1039061,39208,"DISCRETIONARY MANAGEMENT SERVICES, LLC","801-68693",145851
1039196,65094,"PACIFIC ALTERNATIVE ASSET MANAGEMENT CO LLC","801-57416",108989
1038273,6167,"FEDERATED INTERNATIONAL MANAGEMENT LIMITED","802-75233",161726
1038273,6168,"FEDERATED INTERNATIONAL MANAGEMENT LIMITED","802-75233",161726
1038273,6164,"FEDERATED INTERNATIONAL MANAGEMENT LIMITED","802-75233",161726
1030456,174467,"M.M. WARBURG & CO","",
1041036,177035,"NESTLE CAPITAL ADVISERS S.A.","",
1041036,176943,"BUTTERFIELD ASSET MANAGEMENT LIMITED","",
1041036,176947,"CSI ALTERNATIVE INVESTMENT ADVISORS COMPANY LIMITED","",
1041036,176950,"DONGBU ASSET MANAGEMENT CO., LTD.","",
1041036,176958,"ERSEL ASSET MANAGEMENT SGR S.P.A.","",
1041036,177029,"MIRAE ASSET GLOBAL INVSTMENTS CO. LTD.","",
1041036,177034,"NESTLE CAPITAL ADVISERS S.A.","",
1041439,46240,"INVESCO ASSET MANAGEMENT LTD.","801-50197",109985
1041239,52750,"GIP MANAGER L/CAL LLC","",
1041239,14475,"GI INTERNATIONAL L.P.","",
1041239,13629,"GIP MANAGER (CALEAST) LLC","",
1041239,14390,"GI INTERNATIONAL L.P.","",
1041239,14480,"GI INTERNATIONAL L.P.","",
1041239,14486,"GI INTERNATIONAL L.P.","",
1041239,14497,"GIP MANAGER (CALEAST) LLC","",
1041239,14501,"CALEAST CANADA ADVISORS, INC","",
1041239,14734,"GI INTERNATIONAL L.P.","",
1041640,179693,"BRILLIANCE CAPITAL MANAGEMENT","",
1042676,65094,"PACIFIC ALTERNATIVE ASSET MANAGEMENT CO LLC","801-57416",108989
1042505,67416,"CALEDONIA (PRIVATE) INVESTMENTS US LLC","",
1042505,167080,"CALEDONIA (PRIVATE) INVESTMENTS US LLC","",
1042505,167227,"CALEDONIA (PRIVATE) INVESTMENTS US LLC","",
1042720,62012,"SG HAMBROS FUND MANAGERS (JERSEY) LIMITED","",
1042512,65288,"PARABELLUM LIMITED","",
1042512,65288,"DAVID CARMAN AND JONATHAN SEAL","",
1032744,167097,"ABINGWORTH MANAGEMENT LIMITED","",
1032744,167094,"ABINGWORTH LLP","802-75741",163213
1032744,167096,"ABINGWORTH MANAGEMENT LIMITED","",
1032744,167106,"ABINGWORTH MANAGEMENT LIMITED","",
1032744,167107,"ABINGWORTH MANAGEMENT LIMITED","",
1032744,167108,"ABINGWORTH MANAGEMENT LIMITED","",
1032744,167109,"ABINGWORTH MANAGEMENT LIMITED","",
1032744,167110,"ABINGWORTH MANAGEMENT LIMITED","",
1032744,167113,"ABINGWORTH LLP","802-75741",163213
1032744,167117,"ABINGWORTH LLP","802-75741",163213
1032744,167119,"ABINGWORTH LLP","802-75741",163213
1032744,178887,"ABINGWORTH LLP","802-75741",163213
1043304,41999,"GRANAHAN INVESTMENT MANAGEMENT INC","801-23705",107745
1029614,178614,"QUAD ASSET MANAGEMENT LP (RELYING ADVISER)","801-107277",170286
1029614,178612,"QUAD ASSET MANAGEMENT LP (RELYING ADVISER)","801-107277",170286
1031732,25250,"POLARIS INVESTMENT PARTNERS, INC","801-38199",106711
1032044,53053,"TIEDEMANN WEALTH MANAGEMENT, LLC","801-69865",147189
1031285,41231,"CLARET ASSET MANAGEMENT CORP","801-55012",110453
1031285,41408,"CLARET ASSET MANAGEMENT CORP","801-55012",110453
1031285,166255,"CLARET ASSET MANAGEMENT CORP","801-55012",110453
1031285,65152,"CLARET ASSET MANAGEMENT CORP","801-55012",110453
1031285,65150,"CLARET ASSET MANAGEMENT CORP","801-55012",110453
1031894,178806,"AUTONOMY CAPITAL (JERSEY) L.P.","",
1031894,49595,"AUTONOMY CAPITAL (JERSEY) LP","",
1031894,4873,"AUTONOMY CAPITAL (JERSEY) L.P.","",
1031894,4874,"AUTONOMY CAPITAL (JERSEY) L.P.","",
1031894,4872,"AUTONOMY CAPITAL (JERSEY) L.P.","",
1031894,4871,"AUTONOMY CAPITAL (JERSEY) L.P.","",
1031894,173864,"AUTONOMY CAPITAL (JERSEY) LP","",
1032698,172729,"INVESCO ADVISERS, INC.","801-33949",105360
1031636,166254,"QUILVEST AND PARTNERS S.A.","",
1031636,162256,"QUILVEST AND PARTNERS S.A.","",
1031636,166257,"QUILVEST AND PARTNERS S.A.","",
1031636,166383,"QUILVEST AND PARTNERS S.A.","",
1031636,166263,"QUILVEST AND PARTNERS S.A.","",
1031636,166382,"QUILVEST AND PARTNERS S.A.","",
1031636,162257,"QUILVEST AND PARTNERS S.A.","",
1031636,162254,"QUILVEST AND PARTNERS S.A.","",
1031636,162263,"QUILVEST AND PARTNERS S.A.","",
1031636,162255,"QUILVEST AND PARTNERS S.A.","",
1031636,162258,"QUILVEST AND PARTNERS S.A.","",
1031636,162260,"QUILVEST AND PARTNERS S.A.","",
1031636,166264,"QUILVEST AND PARTNERS S.A.","",
1031636,166265,"QUILVEST AND PARTNERS S.A.","",
1031636,162268,"QUILVEST AND PARTNERS S.A.","",
1031636,162269,"QUILVEST AND PARTNERS S.A.","",
1031636,162261,"QUILVEST AND PARTNERS S.A.","",
1031636,162264,"QUILVEST AND PARTNERS S.A.","",
1031636,162262,"QUILVEST AND PARTNERS S.A.","",
1031636,162265,"QUILVEST AND PARTNERS S.A.","",
1031636,162270,"QUILVEST AND PARTNERS S.A.","",
1031636,162271,"QUILVEST AND PARTNERS S.A.","",
1031636,162272,"QUILVEST AND PARTNERS S.A.","",
1033656,67027,"HSBC GLOBAL ASSET MANAGEMENT (CANADA) LIMITED","802-75724",161641
1033656,44930,"HSBC GLOBAL ASSET MANAGEMENT (FRANCE)","801-72605",158519
1033656,44938,"HSBC GLOBAL ASSET MANAGEMENT (FRANCE)","801-72605",158519
1034283,58917,"THE BANK OF NEW YORK MELLON","",
