"FilingID","ReferenceID","Name of Partner, etc."
"955299","27305","BRIDGEWATER ASSOCIATES, LP"
"955299","27305","RONAN GUILFOYLE"
"955299","27305","HUMPHRY LEUE"
"955299","27283","BRIDGEWATER ASSOCIATES, LP"
"955299","27283","RONAN GUILFOYLE"
"955299","27283","HUMPHRY LEUE"
"955299","27266","BRIDGEWATER ASSOCIATES, LP"
"955299","27266","RONAN GUILFOYLE"
"955299","27266","HUMPHRY LEUE"
"955299","27241","BRIDGEWATER ASSOCIATES, LP"
"955299","27241","HUMPHRY LEUE"
"955299","27241","DERMOT BUTLER"
"955299","27231","BRIDGEWATER ASSOCIATES, LP"
"955299","27223","BRIDGEWATER ASSOCIATES, LP"
"955299","27223","HUMPHRY LEUE"
"955299","27223","DERMOT BUTLER"
"955299","27210","RONAN GUILFOYLE"
"955299","27210","BRIDGEWATER ASSOCIATES, LP"
"955299","27210","HUMPHRY LEUE"
"955299","27182","BRIDGEWATER ASSOCIATES, LP"
"955299","27182","HUMPHRY LEUE"
"955299","27182","DERMOT BUTLER"
"955299","27174","BRIDGEWATER ASSOCIATES, LP"
"955299","27151","BRIDGEWATER ASSOCIATES, LP"
"955299","27080","BRIDGEWATER ASSOCIATES, LP"
"955299","27072","BRIDGEWATER ASSOCIATES, LP"
"955299","27072","HUMPHRY LEUE"
"955299","27072","DERMOT BUTLER"
"955299","26682","BRIDGEWATER ASSOCIATES, LP"
"955299","26682","HUMPHRY LEUE"
"955299","26682","DERMOT BUTLER"
"955299","15737","RONAN GUILFOYLE"
"955299","15737","BRIDGEWATER ASSOCIATES, LP"
"955299","15737","HUMPHRY LEUE"
"955299","26685","PETER LA TRONICA"
"955299","26685","HUMPHRY LEUE"
"955299","26685","DERMOT BUTLER"
"955299","26686","BRIDGEWATER ASSOCIATES, LP"
"955299","26686","HUMPHRY LEUE"
"955299","26686","DERMOT BUTLER"
"955299","15739","BRIDGEWATER ASSOCIATES, LP"
"955299","27671","BRIDGEWATER ASSOCIATES, LP"
"955299","27665","BRIDGEWATER ASSOCIATES, LP"
"955299","27657","HUMPHRY LEUE"
"955299","27657","BRIDGEWATER ASSOCIATES, LP"
"955299","27642","RONAN GUILFOYLE"
"955299","27642","BRIDGEWATER ASSOCIATES, LP"
"955299","27642","HUMPHRY LEUE"
"955299","58341","BRIDGEWATER ASSOCIATES, LP"
"955299","46643","BRIDGEWATER ASSOCIATES, LP"
"955299","46643","RONAN GUILFOYLE"
"955299","46643","HUMPHRY LEUE"
"955299","120372","HUMPHRY LEUE"
"955299","120372","RONAN GUILFOYLE"
"955299","120372","BRIDGEWATER ASSOCIATES, LP"
"955132","76358","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","58830","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","58826","PWP GLOBAL MACRO GP L.P."
"955132","58825","PWP ALPHA EUROPE GP LLC"
"955132","58823","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","58821","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","53274","PWP GROWTH EQUITY FUND I GP LLC"
"955132","58831","PWP GLOBAL MACRO GP LLC"
"955132","41130","PERELLA WEINBERG PARTNERS LLC"
"955132","41118","PERELLA WEINBERG PARTNERS LLC"
"955132","41103","PERELLA WEINBERG PARTNERS LLC"
"955132","41093","PERELLA WEINBERG PARTNERS LLC"
"955132","43083","PERELLA WEINBERG PARTNERS LLC"
"955132","40781","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","40726","PERELLA WEINBERG PARTNERS SUSTAINABLE RESOURCES FUND GP LLC"
"955132","40673","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","40670","PWP DIVERSIFIED EQUITIES GP L.P."
"955132","62427","PWP ABV CO-INVEST VII GP LLC"
"955132","40276","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","40267","PERELLA WEINBERG PARTNERS AGILITY COMPREHENSIVE SOLUTIONS FUND GP L.P."
"955132","40208","PERELLA WEINBERG PARTNERS ABV OPPORTUNITY III GP L.P."
"955132","40191","PERELLA WEINBERG PARTNERS ABV OPPORTUNITY III GP L.P."
"955132","40177","PERELLA WEINBERG PARTNERS ABV OPPORTUNITY III GP L.P."
"955132","40162","PERELLA WEINBERG PARTNERS ABV OPPORTUNITY FUND GP L.P."
"955132","40160","PERELLA WEINBERG PARTNERS ABV OPPORTUNITY FUND GP L.P."
"955132","40152","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","53743","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","53744","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","53276","PWP GROWTH EQUITY FUND I GP LLC"
"955132","40141","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","40124","PERELLA WEINBERG PARTNERS ABV OPPORTUNITY FUND GP L.P."
"955132","40130","PERELLA WEINBERG PARTNERS ABV OPPORTUNITY FUND GP L.P."
"955132","40119","PERELLA WEINBERG PARTNERS ABV OPPORTUNITY FUND GP L.P."
"955132","40055","PERELLA WEINBERG PARTNERS ASSET BASED VALUE FUND GP L.P."
"955132","40051","PERELLA WEINBERG PARTNERS ASSET BASED VALUE FUND GP L.P."
"955132","40047","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","40043","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","40041","PERELLA WEINBERG PARTNERS ASSET BASED VALUE FUND GP L.P."
"955132","40033","PERELLA WEINBERG PARTNERS ASSET BASED VALUE FUND GP L.P."
"955132","41412","PERELLA WEINBERG PARTNERS SUSTAINABLE RESOURCES FUND GP L.P."
"955132","40229","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","41390","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","41330","PERELLA WEINBERG PARTNERS AILERON FUND GP LLC"
"955132","41285","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","40644","PWP DIVERSIFIED EQUITIES GP LLC"
"955132","43228","PERELLA WEINBERG PARTNERS AILERON FUND GP L.P."
"955132","43100","PERELLA WEINBERG PARTNERS LLC"
"955132","49994","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","43093","PERELLA WEINBERG PARTNERS LLC"
"955132","42446","PERELLA WEINBERG PARTNERS ABV OPPORTUNITY III GP L.P."
"955132","49991","PERELLA WEINBERG PARTNERS ABV OPPORTUNITY III GP L.P."
"955132","41047","PERELLA WEINBERG PARTNERS LLC"
"955132","41022","PERELLA WEINBERG PARTNERS XERION EQUITY LP"
"955132","41015","PERELLA WEINBERG PARTNERS XERION CAPITAL LP"
"955132","41006","PERELLA WEINBERG PARTNERS XERION EQUITY LP"
"955132","50014","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","41022","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","40243","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","61731","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","61730","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","61727","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","61723","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","61998","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","61999","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955132","76711","PWP GROWTH EQUITY FUND I GP LLC"
"955132","74066","PERELLA WEINBERG PARTNERS CAPITAL MANAGEMENT LP"
"955272","58043","ROBOTTI OPPORTUNITY VALUE MANAGEMENT COMPANY, LLC"
"955272","19208","RAVENSWOOD MANAGEMENT COMPANY LLC"
"955272","19927","ROBOTTI GLOBAL MANAGEMENT COMPANY, LLC"
"955272","19421","RAVENSWOOD MANAGEMENT COMPANY LLC"
"945098","57541","RICHARD L. INTRATER"
"945098","51088","RICHARD L. INTRATER"
"945098","51083","RICHARD L. INTRATER"
"945098","16851","RICHARD L. INTRATER"
"945098","16848","RICHARD L. INTRATER"
"945098","16842","RICHARD L. INTRATER"
"945098","16838","RICHARD L. INTRATER"
"945098","16834","RICHARD L. INTRATER"
"945098","16802","RICHARD L. INTRATER"
"945098","16830","RICHARD L. INTRATER"
"945098","16825","RICHARD L. INTRATER"
"945098","16820","RICHARD L. INTRATER"
"945098","64912","RICHARD L. INTRATER"
"945098","166926","RICHARD L. INTRATER"
"955424","167326","PORT CAPITAL LLC"
"955424","167325","PORT CAPITAL LLC"
"955424","167324","PORT CAPITAL LLC"
"955584","57541","RICHARD L. INTRATER"
"955584","51088","RICHARD L. INTRATER"
"955584","51083","RICHARD L. INTRATER"
"955584","16851","RICHARD L. INTRATER"
"955584","16848","RICHARD L. INTRATER"
"955584","16842","RICHARD L. INTRATER"
"955584","16838","RICHARD L. INTRATER"
"955584","16834","RICHARD L. INTRATER"
"955584","16802","RICHARD L. INTRATER"
"955584","16830","RICHARD L. INTRATER"
"955584","16825","RICHARD L. INTRATER"
"955584","16820","RICHARD L. INTRATER"
"955584","64912","RICHARD L. INTRATER"
"955584","166926","RICHARD L. INTRATER"
"950204","160169","DIVITIAE DIVITIE, LLC"
"950204","160170","DIVITIAE DIVITIE, LLC"
"955694","77315","TAMMY JENNISSEN"
"955694","77295","CTP OFFSHORE FEEDER FUND GP, LTD"
"955694","77291","BRAVO II OFFSHORE SELECT FEEDER FUND GP, LTD."
"955694","77306","ONE DALTON OFFSHORE FEEDER FUND, LTD."
"955694","77312","EUROPEAN PRIMARY LENDING OPPORTUNITIES OFFSHORE FEEDER FUND GP, LTD."
"955694","77301","C-SUNSET REAL ESTATE OPPORTUNITIES OFFSHORE FEEDER FUND, LP"
"955694","77300","EUROPEAN INVESTMENT MANAGEMENT SERVICES, INC"
"955694","62187","EUROPEAN INVESTMENT MANAGEMENT SERVICES, INC."
"955694","62184","C VIII REAL ESTATE OPPORTUNITIES OFFSHORE FEEDER FUND  GP, LTD."
"955694","62182","PETER DAYTZ"
"955694","62182","JEROME WIGNY"
"955694","62182","SIMON AIREY"
"955694","62180","PETER DAYTZ"
"955694","62180","JEROME WIGNY"
"955694","62180","SIMON AIREY"
"955694","62175","PETER DAYTZ"
"955694","62175","JEROME WIGNY"
"955694","62175","SIMON AIREY"
"955694","62166","EUROPEAN INVESTMENT MANAGEMENT SERVICES, INC."
"955694","62165","EUROPEAN INVESTMENT MANAGEMENT SERVICES, INC."
"955694","62163","EUROPEAN INVESTMENT MANAGEMENT SERVICES, INC."
"955694","62161","CTP OFFSHORE FEEDER FUND GP, LTD"
"955694","62156","BRAVO II OFFSHORE SELECT FEEDER FUND GP, LTD."
"955694","62160","BTO OFFSHORE FEEDER FUND GP, LTD."
"955694","36530","JEROME WIGNY"
"955694","31831","SAM ELLIS"
"955694","31831","STEPHANE LACHANCE"
"955694","31637","AMACAR CPO, INC"
"955694","28603","TAMMY JENNISSEN"
"955694","28603","KEVIN SOLOMON"
"955694","25869","SAM ELLIS"
"955694","25869","STEPHANE LACHANCE"
"955694","26859","HEDGEFORUM GOLDENTREE, LTD"
"955694","26852","MAPLESFS DIRECTORS LTD"
"955694","26785","CHINA OPPORTUNITIES (HCF) OFFSHORE FEEDER FUND GP, LTD"
"955694","26781","PRIVATE EQUITY OPPORTUNITIES (PPV) OFFSHORE FEEDER FUND GP, LTD"
"955694","26715","EUROPEAN INVESTMENT MANAGEMENT SERVICES, INC."
"955694","26700","AMACAR CPO, INC"
"955694","26396","AMACAR CPO, INC"
"955694","26390","AMACAR CPO, INC"
"955694","26374","AMACAR CPO, INC"
"955694","26350","AMACAR CPO, INC"
"955694","26092","AMACAR CPO, INC"
"955694","26095","AMACAR CPO, INC"
"955694","26089","AMACAR CPO, INC"
"955694","26061","AMACAR CPO, INC"
"955694","26041","KEVIN SOLOMON"
"955694","26041","TAMMY JENNISSEN"
"955694","26026","KEVIN SOLOMON"
"955694","26026","TAMMY JENNISSEN"
"955694","26057","AMACAR CPO, INC"
"955694","25970","KEVIN SOLOMON"
"955694","25970","TAMMY JENNISSEN"
"955694","25930","KEVIN SOLOMON"
"955694","25920","KEVIN SOLOMON"
"955694","25920","TAMMY JENNISSEN"
"955694","26675","AMACAR CPO, INC"
"955694","26655","AMACAR CPO, INC"
"955694","26577","AMACAR CPO, INC"
"955694","26456","AMACAR CPO, INC"
"955694","25898","AMACAR CPO, INC"
"955694","25884","SAM ELLIS"
"955694","25884","STEPHANE LACHANCE"
"955694","25876","AMACAR CPO, INC"
"955694","25815","AMACAR CPO, INC"
"955694","36198","PETER DAYTZ"
"955694","36198","JEROME WIGNY"
"955694","36198","SIMON AIREY"
"955694","18964","KEVIN SOLOMON"
"955694","18964","TAMMY JENNISSEN"
"955694","18919","KEVIN SOLOMON"
"955694","18919","TAMMY JENNISSEN"
"955694","18906","KEVIN SOLOMON"
"955694","18906","TAMMY JENNISSEN"
"955694","52324","EUROPEAN INVESTMENT MANAGEMENT SERVICES, INC"
"955694","52315","C 432 PA OFFSHORE FEEDER FUND GP, LTD."
"955694","52298","C 432 PA OFFSHORE FEEDER FUND , L.P. ( GP OF SOLE MEMBER - C 432 PA OFFSHORE FEEDER FUND GP, LTD.)"
"955694","18880","SAM ELLIS"
"955694","18880","STEPHANE LACHANCE"
"955694","18876","SAM ELLIS"
"955694","18876","STEPHANE LACHANCE"
"955694","18867","STEPHANE LACHANCE"
"955694","18871","SAM ELLIS"
"955694","18871","STEPHANE LACHANCE"
"955694","18867","SAM ELLIS"
"955694","18834","SAM ELLIS"
"955694","18834","STEPHANE LACHANCE"
"955694","18816","SAM ELLIS"
"955694","18816","STEPHANE LACHANCE"
"955694","25930","TAMMY JENNISSEN"
"955694","52535","SAM ELLIS"
"955694","52535","STEPHANE LACHANCE"
"955694","52528","AMACAR CPO, INC"
"955694","52525","AMACAR CPO, INC"
"955694","36530","SIMON AIREY"
"955694","36530","PETER DAYTZ"
"955694","61836","AMACAR CPO, INC"
"955694","61835","AMACAR CPO, INC"
"955694","61834","AMACAR CPO, INC"
"955694","61828","SAM ELLIS"
"955694","61828","STEPHANE LACHANCE"
"955694","61826","SAM ELLIS"
"955694","61826","STEPHANE LACHANCE"
"955694","61820","SAM ELLIS"
"955694","62543","CRP VI 71 SMITH OFFSHORE FEEDER FUND , L.P.,"
"955694","61820","STEPHANE LACHANCE"
"955694","63094","C VIII REAL ESTATE OPPORTUNITIES OFFSHORE FEEDER FUND-R  GP, LTD."
"955694","76868","SAM ELLIS"
"955694","76868","STEPHANE LACHANCE"
"955694","76853","AMACAR CPO, INC"
"955694","76851","AMACAR CPO, INC"
"955694","77324","AMACAR CPO, INC"
"955694","77323","PETER DAYTZ"
"955694","77323","JEROME WIGNY"
"955694","77323","SIMON AIREY"
"955694","77320","PETER DAYTZ"
"955694","77320","JEROME WIGNY"
"955694","77320","SIMON AIREY"
"955694","77317","AMACAR CPO, INC"
"955694","77315","KEVIN SOLOMON"
"955694","77314","EUROPEAN INVESTMENT MANAGEMENT SERVICES, INC"
"955694","77311","EUROPEAN INVESTMENT MANAGEMENT SERVICES, INC."
"955694","77307","ONE DALTON OFFSHORE FEEDER FUND GP, LTD."
"955694","77296","C SUNSET REAL ESTATE OPPORTUNITIES OFFSHORE FEEDER FUND GP, LTD."
"955736","120279","BGIM CAPITAL MANAGEMENT, LLC"
"955736","120278","BGIM CAPITAL MANAGEMENT, LLC"
"955736","120269","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","120272","BGIM CAPITAL MANAGEMENT, LLC"
"955736","54126","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","54124","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","54123","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","44316","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","43761","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","43760","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","43758","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14614","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14611","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14606","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14607","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14604","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14602","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14601","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14599","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14598","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14597","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14593","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14592","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14591","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14589","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","43759","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14587","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14573","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14580","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14578","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","9760","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","63721","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","63719","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","14609","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","54130","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","54129","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","54128","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955736","54127","BRANDYWINE GLOBAL INVESTMENT MANAGEMENT, LLC"
"955134","167727","MERCHANTS' GATE ASSET MANAGEMENT FUND GP LLC"
"955197","59663","AIPCF V (CO-INVEST), LLC"
"955197","14895","AIPCF IV, LLC"
"955197","14893","AIPCF IV, LLC"
"955197","9939","AIPCF V, LLC"
"955545","70058","ADVANTAGE ADVISERS MANAGEMENT, LLC"
"955545","68445","ADVANTAGE ADVISERS MANAGEMENT, LLC"
"955545","20739","OPPENHEIMER ASSET MANAGEMENT INC."
"954616","4589","OSKIE GP, LLC"
"954616","50191","OSKIE CAPITAL MANAGEMENT, LLC"
"952712","52559","HERMES BPK LIMITED"
"952712","52559","NORTHERN LIGHTS CAPITAL GROUP, LLC"
"952712","52559","THE ACCELERATOR GP, LLC"
"952712","167042","NORTHERN LIGHTS CAPITAL GROUP, LLC"
"953511","63695","WLR CONDUIT MM LLC"
"953511","51684","WLR EURO WAGON MANAGEMENT LIMITED"
"953511","58158","STARBOARD RECOVERY ASSOCIATES L.P."
"953511","50594","INVESCO MORTGAGE RECOVERY MASTER ASSOCIATES LLC"
"953511","22496","WLR RECOVERY ASSOCIATES IV LLC"
"953511","22494","WLR RECOVERY ASSOCIATES IV LLC"
"953511","22489","WLR/GS MASTER CO-INVESTMENT GP, LLC"
"953511","22485","INDIA ASSET RECOVERY GP, LTD."
"953511","22473","WLR RECOVERY ASSOCIATES III, LLC"
"953511","22585","WLR EURO WAGON MANAGEMENT LIMITED"
"953511","22575","ASIA RECOVERY ASSOCIATES, L.P."
"953511","22572","ASIA RECOVERY ASSOCIATES, L.P."
"953511","63661","WLR RECOVERY ASSOCIATES III LLC"
"953511","73235","WLR RECOVERY ASSOCIATES V LLC"
"953511","73226","WLR CARDINAL ASSOCIATES LLC"
"953511","73240","STARBOARD RECOVERY ASSOCIATES L.P."
"953511","22466","WLR RECOVERY ASSOCIATES II, LLC"
"953511","22593","WLR SELECT ASSOCIATES LLC"
"953511","22592","WLR CHINA ENERGY ASSOCIATES, LTD."
"953511","22590","WLR RECOVERY ASSOCIATES V LLC"
"953784","68117","TSP VALUE AND INCOME FUND GP, L.L.C."
"953784","68113","TSP VALUE AND INCOME FUND GP, L.L.C."
"953833","68117","TSP VALUE AND INCOME FUND GP, L.L.C."
"953833","68113","TSP VALUE AND INCOME FUND GP, L.L.C."
"952551","38919","WEXFORD-MIT ENERGY II ADVISORS LLC (GENERAL PARTNER)"
"952551","35080","VALENTIS SB GP LLC (GENERAL PARTNER)"
"952551","48731","WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
"952551","48731","WEXFORD ABSOLUTE RETURN ADVISORS LLC (GENERAL PARTNER)"
"952551","48588","WEXFORD ABSOLUTE RETURN ADVISORS LLC (MANAGER)"
"952551","48588","WEXFORD CAPITAL LP (ADVISOR)"
"952551","57604","WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
"952551","57604","WEXFORD RHINO ADVISORS LLC (GP)"
"952551","39227","PAUL JACOBI (DIRECTOR)"
"952551","48392","PAUL JACOBI (DIRECTOR)"
"952551","48418","PAUL JACOBI (DIRECTOR)"
"952551","40414","PAUL JACOBI"
"952551","48411","PAUL JACOBI (DIRECTOR)"
"952551","40421","PAUL JACOBI (DIRECTOR)"
"952551","55071","WEXFORD CAPITAL LP (MANAGER)"
"952551","48418","WEXFORD CREDIT OPPORTUNITIES ADVISORS, L.P. (INVESTMENT MANAGER)"
"952551","48418","WEXFORD CAPITAL LP (ADVISOR)"
"952551","48418","ROBERT MICHAELSON (DIRECTOR)"
"952551","48418","STEVEN E. WEST (DIRECTOR)"
"952551","48418","ARTHUR AMRON (DIRECTOR)"
"952551","48414","WEXFORD CREDIT OPPORTUNITIES ADVISORS, L.P. (GENERAL PARTNER)"
"952551","48414","WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
"952551","48411","WEXFORD CATALYST ADVISORS, L.P. (INVESTMENT MANAGER)"
"952551","48411","WEXFORD CAPITAL LP (ADVISOR)"
"952551","48411","ROBERT MICHAELSON (DIRECTOR)"
"952551","48411","STEVEN E. WEST (DIRECTOR)"
"952551","48411","ARTHUR AMRON (DIRECTOR)"
"952551","48408","WEXFORD CATALYST ADVISORS, L.P. (GENERAL PARTNER)"
"952551","48408","WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
"952551","48392","WEXFORD SPECTRUM ADVISOR, L.P. (INVESTMENT MANAGER)"
"952551","48392","WEXFORD CAPITAL LP (ADVISOR)"
"952551","48392","ROBERT MICHAELSON (DIRECTOR)"
"952551","48392","STEVEN E. WEST (DIRECTOR)"
"952551","48392","ARTHUR AMRON (DIRECTOR)"
"952551","48297","WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
"952551","48297","WEXFORD SPECTRUM ADVISORS, L.P. (GENERAL PARTNER)"
"952551","39227","WEXFORD CAPITAL LP (ADVISOR)"
"952551","39227","WEXFORD SPECTRUM ADVISORS, L.P. (INVESTMENT MANAGER)"
"952551","39227","ARTHUR AMRON (DIRECTOR)"
"952551","39227","STEVEN E. WEST (DIRECTOR)"
"952551","40561","WEXFORD CAPITAL LP (MANAGER)"
"952551","38683","WEXFORD CAPITAL LP (MANAGER)"
"952551","40313","WEXFORD CAPITAL LP (MANAGER)"
"952551","38741","WEXFORD CAPITAL LP (MANAGER)"
"952551","25654","WEXFORD CAPITAL LP (MANAGER)"
"952551","38181","WEXFORD CAPITAL LP (MANAGER)"
"952551","35080","WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
"952551","38604","WEXFORD CAPITAL LP (MANAGER)"
"952551","40421","WEXFORD CREDIT OPPORTUNITIES ADVISORS, L.P.  (INVESTMENT MANAGER)"
"952551","40421","WEXFORD CAPITAL LP (ADVISOR)"
"952551","40421","STEVEN E. WEST (DIRECTOR)"
"952551","40421","ARTHUR AMRON (DIRECTOR)"
"952551","40414","WEXFORD CATALYST ADVISORS, L.P. (INVESTMENT MANAGER)"
"952551","40414","WEXFORD CAPITAL LP (ADVISOR)"
"952551","40414","STEVEN E. WEST (DIRECTOR)"
"952551","40414","ARTHUR AMRON (DIRECTOR)"
"952551","38009","WEXFORD CAPITAL LP (MANAGER)"
"952551","38874","WEXFORD CAPITAL LP (MANAGER)"
"952551","38784","WEXFORD CAPITAL LP (MANAGER)"
"952551","40679","WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
"952551","40679","WEXFORD ABSOLUTE RETURN ADVISORS LLC (GENERAL PARTNER)"
"952551","39013","WEXFORD CAPITAL LP (MANAGER)"
"952551","38985","WEXFORD CAPITAL LP (MANAGER)"
"952551","38919","WEXFORD CAPITAL LP (INVESTMENT MANAGER)"
"953854","167424","SCOTT DAKERS"
"953854","167424","JOHN FICHTHORN"
"953854","3926","JOHN FICHTHORN"
"953854","3903","DIALECTIC CAPITAL, LLC"
"953854","3900","DIALECTIC CAPITAL, LLC"
"953854","2243","DIALECTIC CAPITAL, LLC"
"953854","3926","INDERJIT SINGH"
"953854","3926","SCOTT DAKERS"
"953854","167424","INDERJIT SINGH"
"953859","41610","KNIGHT VINKE"
"953859","37492","KNIGHT VINKE"
"949158","44622","MYCIO HEDGE FUND ADVISORS, LLC"
"949158","20278","MYCIO HEDGE FUND ADVISORS, LLC"
"949158","20277","MYCIO HEDGE FUNDS ADVISORS, LLC"
"949158","20273","MYCIO HEDGE FUND ADVISORS, LLC"
"954035","27164","WHITNEY L.P."
"951739","166294","S. MCREERY - DIRECTOR"
"951739","166294","NORTHERN TRUST FIDUCIARY SERVICES (IRELAND) LIMITED - TRUSTEE"
"951739","166294","A.  COLLINS - DIRECTOR"
"951739","166294","HOSKING PARTNERS LLP - MANAGER"
"951739","166294","B. EVANS - DIRECTOR"
"952955","75598","BIENVILLE ARGENTINA OPPORTUNITIES FUND GP, LLC"
"952955","22940","BIENVILLE CAPITAL GP, LLC"
"954216","76552","STIFEL NICOLAUS & COMPANY, INC."
"954216","22812","STIFEL, NICOLAUS & COMPANY, INCORPORATED"
"954216","22801","STIFEL NICOLAUS & COMPANY, INC."
"954216","22836","STIFEL NICOLAUS & COMPANY, INC."
"954216","22644","STIFEL NICOLAUS & COMPANY, INC."
"954216","22723","STIFEL NICOLAUS & COMPANY, INC."
"954216","22660","STIFEL NICOLAUS & COMPANY, INC."
"954216","22821","STIFEL NICOLAUS & COMPANY, INC."
"954216","22847","STIFEL NICOLAUS & COMPANY, INC."
"954216","22831","STIFEL NICOLAUS & COMPANY, INC."
"954216","62682","STIFEL NICOLAUS & COMPANY, INC."
"947541","73617","DIRECTORS:  ALAN BOSSIN, EDITH CONYERS, ANDRE PEREZ, AND JEFFREY D. SANGSTER"
"947541","73430","DIRECTORS: JEFFREY D. SANGSTER, ALAN BOSSIN AND EDITH G. CONYERS"
"947541","73429","DIRECTORS:  ALAN BOSSIN, EDITH G. CONYERS AND JEFFREY D. SANGSTER"
"947541","73428","DIRECTORS:  ALAN BOSSIN, EDITH G. CONYERS AND JEFFREY D. SANGSTER"
"947541","66663","DIRECTORS:  JOHN HENDRICKSON, ROB KUZLOSKI, EDWARD NOONAN AND LIXIN ZENG"
