"FilingID","Accountant Name","Street 1","Street 2","City","State","Country","Postal Code","Private Residence?","Registered PCAOB","PCAOB Inspection","Audit","Examination","Report","Unqualified Opinion"
"1021579","SNEAD & WILLIAMS, P.L.L.C","P. O. BOX 498","","DANVILLE","VA","United States","24543-0498","","Y","Y","N","Y","N",""
"1021626","MENGEL METZGER BARR & CO. LLP","100 CHESTNUT STREET","SUITE 1200","ROCHESTER","NY","United States","14504","","Y","Y","N","Y","N","No"
"1019984","COHNREZNICK LLP","1212 AVENUE OF THE AMERICAS","","NEW YORK","NY","United States","10036","","Y","Y","Y","N","N","Yes"
"1019984","ERNST & YOUNG","5 TIMES SQUARE","","NEW YORK","NY","United States","10036","","Y","Y","Y","N","N","Yes"
"1019984","KPMG","345 PARK AVENUE","","NEW YORK","NY","United States","10154","","Y","Y","Y","N","N","Yes"
"1019984","WEISERMAZARS LLP","135 WEST 50TH STREET","","NEW YORK","NY","United States","10020","","Y","Y","N","Y","N",""
"1018192","KPMG LLP","9171 WILSHIRE BOULEVARD 5TH FLOOR","","BEVERLY HILLS","CA","United States","90210","","Y","Y","Y","N","N","Yes"
"1020398","DEMARCO, SCIACCO HA, WILKENS & DUNLEAVY","9645 LINCOLNWAY LN","#241A","FRANKFORT","IL","United States","60423","","Y","Y","Y","N","N","Yes"
"1021345","BAKER TILLY","ONE PENN PLAZA","","NEW YORK","NY","United States","10119","","Y","Y","N","Y","N","Not Yet Received"
"1022244","DELOITTE & TOUCHE, LLP","201 EAST KENNEDY BLVD.","SUITE 1200","TAMPA","FL","United States","33602-5827","","Y","Y","N","Y","Y","Yes"
"1022429","LARRY D. LIBERFARB, P.C.","11 VANDERBILT AVENUE","SUITE 220","NORWOOD","MA","United States","02062","","Y","Y","N","Y","N","No"
"1024469","DELOITTE & TOUCHE LLP","30 ROCKEFELLER PLAZA","","NEW YORK","NY","United States","10112-0015","","Y","Y","N","Y","Y","Yes"
"1025482","ERNST & YOUNG","5 TIMES SQUARE","","NEW YORK","NY","United States","10036","","Y","Y","Y","N","N","Yes"
"1023356","DELOITTE & TOUCHE LLP","2200 ROSS AVE","STE 1600","DALLAS","TX","United States","75201","","Y","Y","Y","N","N","Yes"
"1025970","SNYDER COHN, PC","11200 ROCKVILLE PIKE","SUITE 415","NORTH BETHESDA","MD","United States","20852","","Y","N","N","Y","N",""
"1026307","DELOITTE & TOUCHE LLP","1633 BROADWAY","","NEW YORK","NY","United States","10019","","Y","Y","N","Y","Y","Yes"
"1025877","BKD, LLP","201 N. ILLINOIS STREET","SUITE 700","INDIANAPOLIS","IN","United States","46244-0998","","Y","Y","Y","N","N","Yes"
"1025877","RSM US LLP","9225 PRIORITY WAY WEST DRIVE","SUITE 300","INDIANAPOLIS","IN","United States","46240","","Y","Y","Y","N","N","Yes"
"1009017","DELOITTE","DELOITTE & TOUCHE HOUSE","EARLSFORT TERRACE","DUBLIN 2","","Ireland","","","N","","Y","N","N","Yes"
"1009017","RSM US LLP","ONE SOUTH WACKER DRIVE","","CHICAGO","IL","United States","60606","","Y","Y","Y","N","N","Yes"
"1022854","KPMG","SUITE 2500","2500 GRANT STREET","PITTSBURGH","PA","United States","15219","","Y","Y","N","N","Y","Yes"
"1022141","BKD, LLP","1801 CALIFORNIA STREET","SUITE 2900","DENVER","CO","United States","80202-2606","","Y","Y","Y","N","N","Yes"
"1022141","PRICEWATERHOUSECOOPERS LLP","300 MADISON AVENUE","","NEW YORK","NY","United States","10017","","Y","Y","Y","N","N","Yes"
"1026899","COHNREZNICK LLP","4 BECKER FARM ROAD","","ROSELAND","NJ","United States","07068","","Y","Y","Y","N","N","Yes"
"1026899","ERNST AND YOUNG","5 TIMES SQUARE","","NEW YORK","NY","United States","10036","","Y","Y","Y","N","N","Yes"
"1026899","KPMG LLP - PLEASE SEE SCHEDULE D - MISC RELATING TO THIS SECTION","900 WELLS FARGO TOWER","201 MAIN STREET","FORT WORTH","TX","United States","76102","","Y","Y","Y","N","N","Yes"
"1022338","DELOITTE & TOUCHE, LLP","555 WEST 5TH STREET, SUITE 2700","","LOS ANGELES","CA","United States","90013","","Y","Y","Y","N","N","Yes"
"1024511","WEBSTERROGERS, LLP","1411 SECOND LOOP ROAD","","FLORENCE","SC","United States","29505","","N","N","N","Y","N","Yes"
"1026952","MAYER HOFFMAN MCCANN P.C. - TOFIAS","500 BOYLSTON STREET","","BOSTON","MA","United States","02116","","Y","Y","Y","N","N","Yes"
"1026952","PRICEWATERHOUSECOOPERS LLP","101 SEAPORT BLVD","","BOSTON","MA","United States","02210","","Y","Y","Y","N","N","Yes"
"1026952","MARCUM LLP","53 STATE STREET","","BOSTON","MA","United States","02109","","Y","Y","Y","N","N","Not Yet Received"
"1005883","KPMG LLP","717 N. HARWOOD ST.","SUITE 3100","DALLAS","TX","United States","75201","","Y","Y","Y","N","N","No"
"1027186","SMITH ELLIOTT KEARNS & COMPANY, LLC","498 N. POTOMAC STREET","","HAGERSTOWN","MD","United States","21740","","Y","Y","N","Y","N",""
"1022763","O'CONNOR DAVIES CAYMAN","CAYMAN CORPORATE CENTER","27 HOSPITAL ROAD","GEORGE TOWN","","Cayman Islands","BWI","","Y","Y","Y","N","N","Yes"
"1022763","KPMG LLP","550 SOUTH HOPE STREET","SUITE 1500","LOS ANGELES","CA","United States","90071","","Y","Y","Y","Y","N","No"
"1027239","O'CONNOR DAVIES CAYMAN","CAYMAN CORPORATE CENTER","27 HOSPITAL ROAD","GEORGE TOWN","","Cayman Islands","BWI","","Y","Y","Y","N","N","Yes"
"1027239","KPMG LLP","550 SOUTH HOPE STREET","SUITE 1500","LOS ANGELES","CA","United States","90071","","Y","Y","Y","Y","N","No"
"1027255","COHNREZNICK LLP","1900 AVENUE OF THE STARS","28TH FLOOR","LOS ANGELES","CA","United States","90067","","Y","Y","Y","N","N","Not Yet Received"
"1026652","PRICEWATERHOUSECOOPERS LLP","1000 LOUISIANA STREET","#5800","HOUSTON","TX","United States","77002","","Y","Y","N","Y","Y","No"
"1024873","HOLTHOUSE CARLIN & VAN TRIGT","11444 W. OLYMPIC BLVD","11TH FLOOR","LOS ANGELES","CA","United States","90064","","Y","Y","Y","N","N","Yes"
"1027289","MARCUM LLP ACCOUNTANTS & ADVISORS","1920 MAIN STREET","STE 950","IRVINE","CA","United States","92614","","Y","Y","Y","Y","Y","Yes"
"1027293","PRICEWATERHOUSECOOPERS, LLP","1420 5TH AVENUE #1900","","SEATTLE","WA","United States","98109","","Y","Y","N","N","N","Yes"
"1027293","PRICEWATERHOUSECCOPERS, LLP","ONE SPENCER DOCK NORTH WALL","","DUBLIN","","Ireland","","","Y","Y","Y","N","N","Yes"
"1027293","PRICEWATERHOUSECOOPERS","ROYAL TRUST TOWER, TD CENTRE, SUITE 3000","P.O. BOX 82","TORONTO","","Canada","M5K 1G8","","Y","Y","Y","N","N","Yes"
"1027293","PRICEWATERHOUSECOOPERS","DARLING PARK TOWER 2","201 SUSSEX ST.","SYDNEY","","Australia","2000","","Y","Y","Y","N","N","Yes"
"1027297","PRICEWATERHOUSECOOPERS","ONE SPENCER DOCK","NORTH WALL QUAY","DUBLIN 1","","Ireland","","","Y","Y","Y","N","N","Yes"
"1027297","PRICEWATERHOUSECOOPERS, LLP","1420 5TH AVENU #1900","","SEATTLE","WA","United States","98109","","Y","Y","Y","N","N","Yes"
"1007602","DUDLEY, HOPTON-JONES, SIMS, & FREEMAN PLLP","2101 MAGNOLIA AVE SOUTH SUITE 300","","BIRMINGHAM","AL","United States","35205","","Y","Y","Y","N","N","Yes"
"1008374","DELOITTE & TOUCHE LLP","555 SEVENTEENTH STREET","","DENVER","CO","United States","80202-3942","","Y","Y","N","Y","Y","No"
"1008429","DELOITTE AND TOUCHE LLP","655 WEST BROADWAY, SUITE 700","","SAN DIEGO","CA","United States","92101","","Y","Y","N","Y","Y","No"
"1008521","ARMANINO, LLP","12667 ALCOSTA BLVD.","SUITE 500","SAN RAMON","CA","United States","94583-4427","","Y","Y","N","Y","N","Yes"
"1008543","GRANT BENNETT ASSOCIATES","1375 EXPOSITION BLVD.","SUITE 230","SACRAMENTO","CA","United States","95815","","N","","N","Y","N",""
"1008558","KPMG LLP","10 SOUTH BROADWAY","SUITE 900","SAINT LOUIS","MO","United States","63102-1736","","Y","Y","N","Y","Y","Yes"
"1007994","RSM US LLP F/K/A MCGLADREY LLP","1185 AVENUE OF THE AMERICAS","","NEW YORK","NY","United States","10036","","Y","Y","Y","N","N","Yes"
"1007994","DELOITTE & TOUCHE","CORNER HOUSE, CHURCH & PARLIAMENT STREETS","","HAMILTON","","Bermuda","HM 12","","Y","Y","Y","N","N","Yes"
"1007994","KPMG","P.O. BOX 493 GT","CENTURY YARD, CRICKET SQUARE","GRAND CAYMAN","","Cayman Islands","KY1-1106","","Y","Y","Y","N","N","Yes"
"1009036","SANDLER & COMPANY, PC","43 CHARLES STREET","","NEEDHAM","MA","United States","02494","","Y","Y","Y","N","N","Yes"
"1009036","MONTE C. WALDMAN, CPA","4701 N. FEDERAL HIGHWAY","SUITE 300, OFFICE 312","POMPANO BEACH","FL","United States","33064","","Y","Y","Y","N","N","No"
"1009336","DELOITTE & TOUCHE LLP","200 BERKELEY STREET","","BOSTON","MA","United States","02116","","Y","Y","Y","N","N","Yes"
"1009373","PATKE & ASSOCIATES","300 VILLAGE GREEN DRIVE","SUITE 210","LINCOLNSHIRE","IL","United States","60069","","Y","Y","Y","Y","N","Yes"
"1009145","DELOITTE & TOUCHE LLP","30 ROCKEFELLER PLAZA","","NEW YORK","NY","United States","10112","","Y","Y","N","Y","Y","Yes"
"1016261","RSM US LLP","ONE SOUTH WACKER DRIVE","SUITE 800","CHICAGO","IL","United States","60606","","Y","Y","Y","N","N","Yes"
"1016273","RSM US LLP","ONE SOUTH WACKER DRIVE","SUITE 800","CHICAGO","IL","United States","60606","","Y","Y","Y","N","N","Yes"
"1016429","ERNST & YOUNG LLP","5 TIMES SQUARE","","NEW YORK","NY","United States","10036-6530","","Y","Y","Y","N","N","Yes"
"1016429","ERNST & YOUNG LTD.","62 FORUM LANE, CAMANA BAY","P.O. BOX 510","GRAND CAYMAN","","Cayman Islands","KY1-1106","","Y","Y","Y","N","N","Yes"
"1016497","BDO USA, LLC","100 PARK AVE","","NEW YORK","NY","United States","10017","","Y","Y","Y","Y","N","Yes"
"1015678","BURR PILGER MAYER, INC.","600 CALIFORNIA STREET, SUITE 1300","","SAN FRANCISCO","CA","United States","94108","","Y","Y","Y","N","N","Yes"
"1018134","ERNST & YOUNG LLP","5 TIMES SQUARE","","NEW YORK","NY","United States","10036","","Y","Y","Y","N","N","Not Yet Received"
"1018352","KPMG LLP","10 SOUTH BROADWAY","SUITE 900","SAINT LOUIS","MO","United States","63102-1736","","Y","Y","N","Y","Y","Yes"
"1019431","KPMG LLP","303 EAST WACKER DRIVE","","CHICAGO","IL","United States","60601-5212","","Y","Y","N","Y","Y","Yes"
"1019955","COHEN FUND AUDIT SERVICES LTD","1350 EUCLID AVE.","SUITE 800","CLEVELAND","OH","United States","44115","","Y","Y","N","Y","N",""
"1019552","LUTZ & COMPANY, PC","13616 CALIFORNIA STREET","","OMAHA","NE","United States","68154","","Y","Y","N","Y","N",""
"1019781","FRASIER, DEAN & HOWARD, PLLC","3310 WEST END. AVE. SUITE 550","","NASHVILLE","TN","United States","37203","","Y","Y","N","N","N","No"
"1020022","PRICEWATERHOUSECOOPERS","ONE SPENCER DOCK","NORTHWALL QUAY","DUBLIN 1","","Ireland","","","Y","Y","N","N","N","Yes"
"1020022","DELOITTE & TOUCHE LLP","111 S. WACKER DR","","CHICAGO","IL","United States","60606","","Y","Y","N","N","N","Yes"
"1019096","MORRISON, BROWN, ARGIZ & FARRA LLP","1450 BRICKELL AVE.","18TH FLOOR","MIAMI","FL","United States","33131","","Y","Y","N","Y","N","Yes"
"1018764","KPMG LLP","AON CENTER","200 E. RANDOLPH DRIVE, SUITE 5500","CHICAGO","IL","United States","60601-6436","","Y","Y","Y","N","N","Yes"
"1020619","JACKSON THORNTON & CO., P.C.","200 COMMERCE STREET","","MONTGOMERY","AL","United States","36101","","Y","N","N","Y","N",""
"1018018","PRICEWATERHOUSECOOPERS","300 MADISON AVENUE","24TH FLOOR","NEW YORK","NY","United States","10017","","Y","Y","Y","N","N","Yes"
"1020796","KPMG LLP","10 SOUTH BROADWAY","SUITE 900","SAINT LOUIS","MO","United States","63102-1736","","Y","Y","N","Y","Y","Yes"
"1014491","ERNST & YOUNG","HARCOURT CENTRE, HARCOURT STREET,","","DUBLIN 2","","Ireland","","","Y","Y","Y","N","Y","Yes"
"1022859","MOSS ADAMS LLP","999 THIRD AVENUE","SUITE 2800","SEATTLE","WA","United States","98104-4019","","Y","Y","N","Y","Y","Yes"
"1022921","PRICEWATERHOUSE COOPERS LLP","300 MADISON AVE","","NEW YORK","NY","United States","10017","","Y","Y","Y","N","N","Yes"
"1022941","ERNST & YOUNG LLP","155 NORTH WACKER DRIVE","","CHICAGO","IL","United States","60606-1787","","Y","Y","N","Y","Y","Yes"
"1022982","PRICEWATERHOUSECOOPERS","DORCHESTER HOUSE","7 CHURCH STREET","HAMILTON","","Bermuda","HM 11","","Y","Y","N","N","N","Yes"
"1022982","DELOITTE & TOUCHE","TWO WORLD FINANCIAL CENTER","","NEW YORK","NY","United States","10281","","Y","Y","Y","N","N","Yes"
"1022982","DELOITTE & TOUCHE","PO BOX 137, REGENCY COURT","GLATEGNY ESPLANADE, ST. PETER PORT","GUERNSEY","","United Kingdom","GY1 3HW","","Y","Y","Y","N","N","Yes"
"1022982","DELOITTE & TOUCHE","7TH FLOOR, RAFFLES TOWER","19 CYBERCITY","EBENE","","Mauritius","","","Y","Y","Y","N","N","Yes"
"1022982","DELOITTE & TOUCHE","333 LUDLOW ST.","","STAMFORD","CT","United States","06902-6982","","Y","Y","Y","N","N","Yes"
"1022982","DELOITTE & TOUCHE","STONECUTTER COURT","1 STONECUTTER STREET","LONDON","","United Kingdom","EC4A 4TR","","Y","Y","Y","N","N","Yes"
"1022982","KPMG","8TH FLOOR, PRINCE'S BUILDING","10 CHATER ROAD","HONG KONG","","China","","","Y","Y","Y","N","N","Yes"
"1022982","KPMG","CANARY WHARF, 11TH FLOOR","15 CANADA SQUARE","LONDON","","United Kingdom","E14 5GL","","Y","Y","Y","N","N","Yes"
"1022982","KPMG","345 PARK AVE","","NEW YORK","NY","United States","10154-0102","","Y","Y","Y","N","N","Yes"
"1022982","PRICEWATERHOUSECOOPERS","699 WALNUT STREET","","DES MOINES","IA","United States","50309","","Y","Y","Y","Y","N","Yes"
"1022982","PRICEWATERHOUSECOOPERS","300 MADISON AVE","","NEW YORK","NY","United States","10017","","Y","Y","Y","N","N","Yes"
"1022982","DELOITTE & TOUCHE","35/F ONE PACIFIC PLACE","88 QUEENSWAY","HONG KONG","","China","","","Y","Y","Y","N","N","Not Yet Received"
"1022982","KPMG","LODHA EXCELUS, APOLLO MILLS COMPOUND","NM JOSHI MARG, MAHALAXMI","MUMBAI","","India","400 011","","Y","Y","N","N","Y","Not Yet Received"
"1022866","KPMG LLP","10 SOUTH BROADWAY","SUITE 900","SAINT LOUIS","MO","United States","63102-1736","","Y","Y","N","Y","Y","Yes"
"1023010","MOORE STEPHENS LOVELACE, P.A.","1201 SOUTH ORLANDO AVENUE","SUITE 400","WINTER PARK","FL","United States","32789","","Y","Y","N","Y","Y","Yes"
"1023010","PRICEWATERHOUSECOOPERS LLP","601 S. FIGUEROA STREET","","LOS ANGELES","CA","United States","90017","","Y","Y","N","N","Y","Yes"
"1022704","PRICEWATERHOUSECOOPERS","10 TENTH STREET","SUITE 1400","ATLANTA","GA","United States","30309","","Y","Y","N","N","Y","No"
"1008816","MARVIN AND COMPANY, P.C.","11 BRITISH AMERICAN BLVD.","","LATHAM","NY","United States","12110","","N","N","N","Y","N","No"
"1008826","MARVIN AND COMPANY, P.C.","11 BRITISH AMERICAN BLVD.","","LATHAM","NY","United States","12110","","N","N","N","Y","N","No"
"1011894","PLANTE MORAN","10 S. RIVERSIDE PLAZA","9TH FLOOR","CHICAGO","IL","United States","60606","","Y","Y","N","Y","N","Not Yet Received"
"1008511","PRICEWATERHOUSECOOPERS, LLP","800 MARKET STREET","","ST. LOUIS","MO","United States","63101","","Y","Y","N","Y","Y","Yes"
"1012587","TBASS & ASSOCIATES, LLC","5121 CASTELLO DRIVE","SUITE 1","NAPLES","FL","United States","34103","","Y","Y","N","Y","N","Yes"
"1013388","DELOITTE CANADA","121 KING STREET WEST, SUITE 300","","TORONTO, ONTARIO","","Canada","M5H 3T9","","Y","Y","Y","N","N","Yes"
"1013337","PRICEWATERHOUSECOOPERS LLP","125 HIGH STREET","","BOSTON","MA","United States","02110","","Y","Y","Y","Y","Y","Yes"
"1011625","KRAFT CPAS PLLC","555 GREAT CIRCLE ROAD","","NASHVILLE","TN","United States","37228","","Y","Y","N","Y","N","No"
"1014174","WOLF & COMPANY, P.C.","99 HIGH STREET","","BOSTON","MA","United States","02110-2320","","Y","Y","N","Y","N","Yes"
"1016184","WEISERMAZARS LLP","60 CROSSWAYS PARK DRIVE","SUITE 301","WOODBURY","NY","United States","11797","","Y","Y","N","Y","N","Not Yet Received"
"1017647","KPMG","345 PARK AVENUE","","NEW YORK","NY","United States","10154","","Y","Y","Y","N","N","Yes"
"1018767","PWC","350 S. GRAND AVENUE","","LOS ANGELES","CA","United States","90071","","Y","Y","Y","N","N","Yes"
"1018767","EISNERAMPER LLP","ONE MARKET","LANDMARK, SUITE 620","SAN FRANCISCO","CA","United States","94105","","Y","Y","Y","N","N","Yes"
"1018703","PRICEWATERHOUSECOOPERS LLP","300 MADISON AVENUE","","NEW YORK","NY","United States","10017","","Y","Y","Y","N","Y","Yes"
"1018703","DELOITTE & TOUCHE LLP","TWO WORLD FINANCIAL CENTER","","NEW YORK","NY","United States","10281","","Y","Y","N","N","Y","Yes"
"1018799","ELLIOTT DAVIS DECOSIMO, LLC","629 MARKET STREET","SUITE 100","CHATTANOOGA","TN","United States","37402","","Y","Y","N","Y","N","Yes"
"1016496","WHITLEY PENN","8343 DOUGLAS AVENUE","SUITE 400","DALLAS","TX","United States","75225","","Y","Y","Y","N","N","Yes"
"1016496","HAYNIE & COMPANY","1221 W MINERAL AVENUE","SUITE 202","LITTLETON","CO","United States","80120","","Y","Y","Y","N","N","No"
"1018872","SMITH BUNDAY BERMAN BRITTON, P.S.","11808 NORTHUP WAY","SUITE 240","BELLEVUE","WA","United States","98005","","Y","N","N","Y","N","Not Yet Received"
"1020161","MOORE STEPHENS LOVELACE, P.A.","1201 SOUTH ORLANDO AVENUE","SUITE 400","WINTER PARK","FL","United States","32789","","Y","Y","N","Y","Y","Yes"
"1020161","PRICEWATERHOUSECOOPERS LLP","601 S. FIGUEROA STREET","","LOS ANGELES","CA","United States","90017","","Y","Y","N","N","Y","Yes"
"1019348","PMB HELIN DONOVAN LLP","100 CLOCK TOWER PLACE, SUITE 120","","CARMEL","CA","United States","93923","","Y","Y","Y","N","N","Yes"
"1020580","PRICEWATERHOUSECOOPERS LLP","300 MADISON AVE","","NEW YORK","NY","United States","10017","","Y","Y","Y","N","N","Yes"
"1020580","PRICEWATERHOUSECOOPERS LLP","7 MORE LONDON RIVERSIDE","","LONDON","","United Kingdom","SE1 2RT","","Y","Y","Y","N","N","Yes"
"1018738","KPMG LLP","200 E RANDOLPH DR","STE 5500","CHICAGO","IL","United States","60601-6436","","Y","Y","Y","Y","Y","Yes"
"1022389","MAYER HOFFMAN MCCANN P.C.","500 BOYLSTON STREET","","BOSTON","MA","United States","02116","","Y","Y","N","Y","N","Not Yet Received"
"1025325","PRICEWATERHOUSE COOPERS LLP","300 MADISON AVENUE","","NEW YORK","NY","United States","10017-6204","","Y","Y","N","N","Y","Yes"
"1025294","KPMG","200 E. RANDOLPH DRIVE","","CHICAGO","IL","United States","60601","","Y","Y","Y","N","N","Yes"
"1007827","PRICEWATERHOUSECOOPERS LLP","300 MADISON AVENUE","","NEW YORK","NY","United States","10017-6232","","Y","Y","N","Y","Y","Yes"
"1009387","ERNST & YOUNG LTD","62 FORUM LANE","PO BOX 510","GRAND CAYMAN","","Cayman Islands","KY11106","","Y","Y","Y","N","N","Not Yet Received"
"1011078","EDELSTEIN & COMPANY","160 FEDERAL STREET","9TH FLOOR","BOSTON","MA","United States","02110","","Y","N","N","Y","N",""
"1012638","KESSELMAN & KESSELMAN (PWC ISRAEL)","TRADE TOWER","25 HAMERED STREET","TEL AVIV","","Israel","68125","","Y","Y","Y","N","N","Yes"
"1012811","PRICEWATERHOUSECOOPERS LLP","600 GRANT STREET","","PITTSBURGH","PA","United States","15219-2794","","Y","Y","N","N","Y","Not Yet Received"
"1012429","PRICEWATERHOUSECOOPERS","1201 LOUISIANA","SUITE 2900","HOUSTON","TX","United States","77002","","Y","Y","Y","N","N","Not Yet Received"
"1012551","DELOITTE LLP","1, PLACE VILLE-MARIE","SUITE 3000","MONTREAL, QUEBEC","","Canada","H3B 4T9","","N","","Y","N","N","Yes"
"1014222","ASHLAND PARTNERS & COMPANY LLP","525 BIGHAM KNOLL, SUITE 200","","JACKSONVILLE","OR","United States","97530","","Y","Y","N","Y","N","No"
"1014301","PRICEWATERHOUSE COOPERS LLP","333 SE 2ND AVENUE","SUITE 3000","MIAMI","FL","United States","33131","","Y","Y","Y","N","N","Yes"
"1014383","AGL/ASCENT","2810 PREMIERE PARKWAY","SUITE 200","DULUTH","GA","United States","30097","","Y","Y","Y","N","N","Not Yet Received"
"1016567","MONTE C. WALDMAN, CPA","4701 N. FEDERAL HIGHWAY","SUITE 300, OFFICE 312","POMPANO BEACH","FL","United States","33064","","Y","Y","Y","N","N","No"
"1016567","SANDLER & COMPANY, PC","43 CHARLES STREET","","NEEDHAM","MA","United States","02494","","Y","Y","Y","N","N","Yes"
"1016806","ERNST & YOUNG LLP","200 CLARENDON STREET","","BOSTON","MA","United States","02116","","Y","Y","Y","N","N","Yes"
"1017067","GRANT THORNTON LLP","60 BROAD ST.","24TH FLOOR","NEW YORK","NY","United States","10004","","Y","Y","N","Y","N","No"
"1015847","WOLF & COMPANY P.C.","99 HIGH ST.","","BOSTON","MA","United States","02110","","Y","Y","N","Y","N","No"
"1017045","DANNIBLE & MCKEE, LLP","FINANCIAL PLAZA","221 S. WARREN ST.","SYRACUSE","NY","United States","13202-2687","","Y","Y","N","Y","N","Yes"
"1017117","ARTHUR F. BELL, JR. & ASSOCIATES, LLC","201 INTERNATIONAL CIRCLE","SUITE 400","HUNT VALLEY","MD","United States","21030","","Y","Y","Y","N","N","Not Yet Received"
"1017158","DELOITTE & TOUCHE LLP","111 SOUTH WACKER DRIVE","","CHICAGO","IL","United States","60606","","Y","Y","N","Y","N","Yes"
"1017158","BKD, LLP","1120 SOUTH 101ST STREET","SUITE 410","OMAHA","NE","United States","68124","","Y","Y","Y","N","N","Yes"
"1017177","MCGLADREY LLP","ONE SOUTH WACKER DRIVE","SUITE 800","CHICAGO","IL","United States","60606","","Y","Y","Y","N","N","Not Yet Received"
"1017548","PRICEWATERHOUSECOOPERS CAYMAN ISLANDS","5TH FLOOR STRATHVALE HOUSE","P.O. BOX 258","GRAND CAYMAN","","Cayman Islands","","","Y","Y","Y","N","N","Not Yet Received"
"1017548","KPMG","1 HARBOURMASTER PLACE","","DUBLIN","","Ireland","","","Y","Y","Y","N","N","Not Yet Received"
"1017548","PRICEWATERHOUSECOOPERS LLP","18 YORK STREET","SUITE 2600","TORONTO","","Canada","","","Y","Y","Y","N","N","Not Yet Received"
"1017581","MOSS ADDAMS LLP","999 THIRD AVENUE","SUITE 3300","SEATTLE","WA","United States","98104","","Y","Y","Y","N","N","Yes"
"1017581","KPMG LLP","345 PARK AVENUE","","NEW YORK","NY","United States","10154","","Y","Y","Y","N","N","Yes"
"1017790","ERNST & YOUNG LLP","560 MISSION STREET","SUITE 1600","SAN FRANCISCO","CA","United States","94105","","Y","Y","Y","Y","N","Yes"
"1017790","ERNST & YOUNG LTD.","62 FORUM LANE","","CAMANA BAY, GRAND CAYMAN","","Cayman Islands","KY1-1106","","Y","Y","Y","N","N","Yes"
"1017939","ERNST & YOUNG LLP","300 FIRST STAMFORD PLACE","","STAMFORD","CT","United States","06902","","Y","Y","Y","Y","N","Yes"
"1017758","BDO","755 WEST BIG BEAVER, SUITE 1900","","TROY","MI","United States","48084-0178","","Y","Y","Y","N","N","Not Yet Received"
"1017828","EISNERAMPER LLP","ONE MARKET, LANDMARK","SUITE 620","SAN FRANCISCO","CA","United States","94105","","Y","Y","N","Y","N","No"
"1018731","PRICEWATERHOUSE COOPERS LLP","300 MADISON AVENUE","","NEW YORK","NY","United States","10017-6204","","Y","Y","N","Y","Y","Yes"
"1017395","ERNST & YOUNG","5 TIMES SQUARE","","NEW YORK","NY","United States","10036-6530","","Y","Y","Y","N","Y","Yes"
"1019062","DELOITTE & TOUCHE LLP","100 S. 4TH STREET","SUITE 300","ST. LOUIS","MO","United States","63102","","Y","Y","N","Y","Y","Yes"
"1021353","DENT K BURK ASSOCIATES","217 EAST NEW STREET","","KINGSPORT","TN","United States","37660-4334","","N","","N","Y","N",""
"1011714","BKM SOWAN HORAN","15301 DALLAS PARKWAY","SUITE 960","ADDISON","TX","United States","75001","","Y","Y","Y","N","Y","Yes"
"1021539","PRICEWATERHOUSECOOPERS LLP","600 GRANT STREET","","PITTSBURGH","PA","United States","15219","","Y","Y","N","N","Y","Not Yet Received"
"1021539","NOVOGRADAC & COMPANY LLP","246 FIRST STREET","2ND FLOOR","SAN FRANCISCO","CA","United States","94105","","Y","Y","Y","N","N","Not Yet Received"
"1021539","COHNREZNICK LLP","4 BECKER FARM ROAD","","ROSELAND","NJ","United States","07068","","Y","Y","Y","N","N","Not Yet Received"
"1019948","KPMG LLC","51 JFK PARKWAY-5TH FLOOR","","SHORT HILLS","NJ","United States","07078","","Y","Y","Y","N","N","Yes"
"1020443","PRICEWATERHOUSECOOPERS LLP","800 MARKET STREET","SUITE 1900","ST. LOUIS","MO","United States","63101-2695","","Y","Y","N","Y","N","No"
"1022045","PRICEWATERHOUSECOOPERS","PO BOX 258","STRATHVALE STREET","GRAND CAYMAN","","Cayman Islands","","","Y","Y","Y","N","N","Not Yet Received"
"998744","ERNST & YOUNG","155 NORTH WACKER DRIVE","","CHICAGO","IL","United States","60606","","Y","Y","Y","N","N","Yes"
"1023063","ERNST & YOUNG SA","ROUTE DE CHANCY 59","","GENEVA","","Switzerland","CH 1213","","Y","Y","N","N","Y","No"
"1023080","KPMG","51 JOHN F KENNEDY PARKWAY","","SHORT HILLS","NJ","United States","07078","","Y","Y","Y","Y","N","Yes"
"1023221","ELLIOTT DAVIS, LLC","1901 MAIN STREET, SUITE 1650","P.O. BOX 2227","COLUMBIA","SC","United States","29202","","Y","Y","N","N","Y","No"
"1022761","ERNST & YOUNG","HARCOURT CENTRE","HARCOURT STREET","DUBLIN","","Ireland","","","Y","Y","Y","N","N","Yes"
"1023274","PRICEWATERHOUSECOOPERS LLP","125 HIGH STREET","","BOSTON","MA","United States","02110","","Y","Y","Y","Y","Y","Yes"
"1023517","STEVE HALKO-SHEEHAN","80 WASHINGTON STREET","","NORWELL","MA","United States","02061","","Y","Y","N","Y","N","No"
"1023323","EISNERAMPER LLP","750 THIRD AVENUE","16TH FLOOR","NEW YORK","NY","United States","10022","","Y","Y","Y","N","N","Yes"
"1023323","COHEN FUND AUDIT SERVICES","1350 EUCLID AVENUE","SUITE 800","CLEVELAND","OH","United States","44115","","Y","Y","N","Y","N","Yes"
"1023777","GRANT THORNTON LLP","700 MILAM ST STE 300","","HOUSTON","TX","United States","77002","","Y","Y","Y","N","N","Not Yet Received"
