"FilingID","ReferenceID","SubreferenceID","Foreign  
Regulatory Authority"
"880625","21807","4246","Other  
- CIMA - CAYMAN ISLANDS MONETARY AUTHORITY"
"880625","50067","9276","Other  
- CIMA-CAYMAN ISLANDS MONETARY AUTHORITY"
"891580","13991","2980","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY, CAYMAN ISLANDS"
"891580","13987","10489","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY, CAYMAN ISLANDS"
"880424","15423","14058","Netherlands - The Netherlands Authority for the Financial Markets"
"880424","15423","14058","Finland - Financial Supervision Authority"
"880424","15423","14058","Sweden - Swedish Financial Supervisory Authority"
"880424","15423","14058","United Kingdom - Financial Conduct Authority"
"880424","15423","14058","Ireland -  Central Bank of Ireland"
"880424","15423","14058","Cayman Islands - Cayman Islands Monetary Authority"
"880424","15423","14058","Other  
- THE FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
"880424","15423","14058","Singapore - Monetary Authority of Singapore"
"880424","15423","14060","Cayman Islands - Cayman Islands Monetary Authority"
"880424","50305","9348","Cayman Islands - Cayman Islands Monetary Authority"
"880424","19115","14045","Finland - Financial Supervision Authority"
"880424","19115","14045","Netherlands - The Netherlands Authority for the Financial Markets"
"880424","19115","14045","Sweden - Swedish Financial Supervisory Authority"
"880424","19115","14045","Ireland -  Central Bank of Ireland"
"880424","19115","14045","United Kingdom - Financial Conduct Authority"
"880424","19115","14045","Other  
- THE FINANCIAL SUPERVISORY AUTHORITY OF NORWAY"
"880424","19115","14045","Cayman Islands - Cayman Islands Monetary Authority"
"880424","19115","14045","Singapore - Monetary Authority of Singapore"
"880424","68668","14042","Finland - Financial Supervision Authority"
"880424","68668","14042","United Kingdom - Financial Conduct Authority"
"880424","68668","14042","Sweden - Swedish Financial Supervisory Authority"
"880424","68668","14042","Netherlands - The Netherlands Authority for the Financial Markets"
"880424","19115","14047","Cayman Islands - Cayman Islands Monetary Authority"
"890614","4852","2067","Cayman Islands - Cayman Islands Monetary Authority"
"902461","72947","29367","United Kingdom - Financial Conduct Authority"
"902461","72947","29367","Cayman Islands - Cayman Islands Monetary Authority"
"902461","72950","29368","Cayman Islands - Cayman Islands Monetary Authority"
"902461","72950","29368","Singapore - Monetary Authority of Singapore"
"902461","72950","29368","United Kingdom - Financial Conduct Authority"
"902461","53927","10592","United Kingdom - Financial Conduct Authority"
"902461","37626","6987","United Kingdom - Financial Conduct Authority"
"902461","37626","6987","Singapore - Monetary Authority of Singapore"
"902461","37626","6987","Cayman Islands - Cayman Islands Monetary Authority"
"902461","37658","6992","Other  
- CAYMAN ISLANDS/CAYMAN ISLAND MONETARY AUTHORITY"
"869083","15448","11457","Cayman Islands - Cayman Islands Monetary Authority"
"891617","49475","9129","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"902535","50691","9519","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"902535","57899","11672","Cayman Islands - Cayman Islands Monetary Authority"
"884179","57194","12279","Cayman Islands - Cayman Islands Monetary Authority"
"902239","10198","2468","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"902239","10589","2510","British Virgin Islands - British Virgin Islands Financial Services Commission"
"902239","10640","2527","British Virgin Islands - British Virgin Islands Financial Services Commission"
"902239","10774","2540","British Virgin Islands - British Virgin Islands Financial Services Commission"
"902239","10798","2544","British Virgin Islands - British Virgin Islands Financial Services Commission"
"893903","38330","7123","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"902187","65262","13322","Cayman Islands - Cayman Islands Monetary Authority"
"894242","25927","4778","Cayman Islands - Cayman Islands Monetary Authority"
"894242","25927","4780","Cayman Islands - Cayman Islands Monetary Authority"
"880674","68971","14109","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"880674","38508","7680","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"880674","2600","7688","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"882819","4649","1546","British Virgin Islands - British Virgin Islands Financial Services Commission"
"897588","57043","11588","Cayman Islands - Cayman Islands Monetary Authority"
"886141","65796","13437","Cayman Islands - Cayman Islands Monetary Authority"
"886141","70168","14353","Cayman Islands - Cayman Islands Monetary Authority"
"893485","9882","2865","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"898391","65139","13291","Cayman Islands - Cayman Islands Monetary Authority"
"902521","21012","4086","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"902521","19336","3798","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"889579","5827","3058","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"898765","14790","3121","Cayman Islands - Cayman Islands Monetary Authority"
"890752","70124","31382","Cayman Islands - Cayman Islands Monetary Authority"
"865158","68422","13983","Cayman Islands - Cayman Islands Monetary Authority"
"896941","9558","2377","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"896941","9763","2419","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"887910","4294","1475","Cayman Islands - Cayman Islands Monetary Authority"
"887910","67019","13728","Cayman Islands - Cayman Islands Monetary Authority"
"894556","6613","1896","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"894556","6613","1897","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"880402","1066","1032","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"880402","1066","1432","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"885241","32010","5884","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"885241","32310","5916","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"885241","32328","5919","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"903063","33932","6278","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"902814","65599","13393","Cayman Islands - Cayman Islands Monetary Authority"
"902814","54753","10783","British Virgin Islands - British Virgin Islands Financial Services Commission"
"903063","30835","6303","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"903063","30837","6314","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"903063","30837","6315","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"903063","65554","13383","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"889297","57309","43379","Cayman Islands - Cayman Islands Monetary Authority"
"889297","59712","12824","Cayman Islands - Cayman Islands Monetary Authority"
"889297","57313","12822","Cayman Islands - Cayman Islands Monetary Authority"
"889297","59706","12826","Cayman Islands - Cayman Islands Monetary Authority"
"889297","49701","9174","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"889297","17094","3393","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"889297","17120","3399","Singapore - Monetary Authority of Singapore"
"889297","17120","3399","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"889297","16489","3303","Singapore - Monetary Authority of Singapore"
"889297","16489","3303","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"889297","16094","3307","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891084","61935","12578","Other  
- CENTRAL BANK OF CURACAO & ST. MAARTEN"
"891084","61921","12577","British Virgin Islands - British Virgin Islands Financial Services Commission"
"892869","32174","8203","Other  
- CIMA - CAYMAN ISLANDS MONETARY AUTHORITY"
"892869","34108","8201","Other  
- CIMA - CAYMAN ISLANDS MONETARY AUTHORITY"
"892869","32172","9862","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892869","57080","11371","Cayman Islands - Cayman Islands Monetary Authority"
"900126","8982","2300","Cayman Islands - Cayman Islands Monetary Authority"
"873329","50908","9789","Mauritius, Republic of - Financial Services Commission"
"873329","50912","9791","Other  
- SUPERINTENDENCIA DE BANCA Y SEGUROS, PERU"
"873329","30593","9537","Other  
- DUBAI INTERNATIONAL FINANCIAL CENTRE"
"882969","1946","1144","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"882969","1941","1140","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"882969","1947","1145","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"882969","1949","1146","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"882969","1984","1151","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"882969","58630","11831","Cayman Islands - Cayman Islands Monetary Authority"
"875327","9515","2373","Cayman Islands - Cayman Islands Monetary Authority"
"899237","13633","2930","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"899237","15019","3145","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"883785","6038","1793","Cayman Islands - Cayman Islands Monetary Authority"
"883785","48333","8882","Cayman Islands - Cayman Islands Monetary Authority"
"891286","28609","5248","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"891286","28679","5269","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"891286","30779","12792","Cayman Islands - Cayman Islands Monetary Authority"
"891286","28712","5274","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"876489","14808","3126","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"876489","14808","3127","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"875296","2449","1245","Cayman Islands - Cayman Islands Monetary Authority"
"875296","2449","1249","Cayman Islands - Cayman Islands Monetary Authority"
"875296","2449","1250","Cayman Islands - Cayman Islands Monetary Authority"
"891303","45520","8181","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891303","5929","1779","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891303","6020","1789","Other  
- NO INFORMATION FILED"
"891303","6143","1816","Other  
- NO INFORMATION FILED"
"897318","10153","2939","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"897318","9342","2943","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"872090","24874","5610","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"884755","13799","2956","Cayman Islands - Cayman Islands Monetary Authority"
"890949","6222","1828","Cayman Islands - Cayman Islands Stock Exchange Authority"
"890949","6222","1828","Netherlands - The Netherlands Authority for the Financial Markets"
"890949","6222","1828","United Kingdom - Financial Conduct Authority"
"865921","23079","4685","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"866099","30825","39364","Cayman Islands - Cayman Islands Monetary Authority"
"866099","30797","39366","Cayman Islands - Cayman Islands Monetary Authority"
"865921","23077","4591","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890200","60983","12508","Cayman Islands - Cayman Islands Monetary Authority"
"893289","6226","2658","Cayman Islands - Cayman Islands Monetary Authority"
"883655","17172","34429","Cayman Islands - Cayman Islands Monetary Authority"
"870303","36224","6720","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"870303","47367","11959","Cayman Islands - Cayman Islands Monetary Authority"
"891234","12219","2740","Bermuda - Bermuda Monetary Authority"
"891067","6741","2855","Other  
- CIMA CAYMAN ISLANDS MONETARY AUTHORITY"
"891067","6744","2869","Other  
- CIMA CAYMAN ISLANDS MONETARY AUTHORITY"
"865216","41359","7507","Cayman Islands - Cayman Islands Monetary Authority"
"865216","41420","7528","Cayman Islands - Cayman Islands Monetary Authority"
"865216","40009","7318","Cayman Islands - Cayman Islands Monetary Authority"
"865216","40009","7318","India - Securities and Exchange Board of India"
"865216","41578","9868","Cayman Islands - Cayman Islands Monetary Authority"
"885944","36933","6838","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"898245","13572","2911","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"880247","34239","6350","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"880247","34462","6403","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"887636","73296","34409","Cayman Islands - Cayman Islands Monetary Authority"
"876171","46991","12914","Cayman Islands - Cayman Islands Monetary Authority"
"903038","8112","12334","Cayman Islands - Cayman Islands Monetary Authority"
"903038","8116","12335","Cayman Islands - Cayman Islands Monetary Authority"
"881217","31905","12340","Cayman Islands - Cayman Islands Monetary Authority"
"890533","20742","7222","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890533","23134","7225","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890533","59269","11950","Cayman Islands - Cayman Islands Monetary Authority"
"894877","30480","5727","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894877","65642","13414","Cayman Islands - Cayman Islands Monetary Authority"
"894877","65644","13410","Cayman Islands - Cayman Islands Monetary Authority"
"892858","44906","8113","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"879655","69867","14295","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"879655","68570","13997","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"891099","35513","6561","Cayman Islands - Cayman Islands Monetary Authority"
"884110","69403","14220","Cayman Islands - Cayman Islands Monetary Authority"
"884110","69437","14223","Cayman Islands - Cayman Islands Monetary Authority"
"890096","40995","8740","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890539","66722","13656","Cayman Islands - Cayman Islands Monetary Authority"
"874088","60289","12184","Cayman Islands - Cayman Islands Monetary Authority"
"874088","26937","12191","Singapore - Monetary Authority of Singapore"
"896954","52255","10098","Cayman Islands - Cayman Islands Monetary Authority"
"889154","1400","1081","Cayman Islands - Cayman Islands Monetary Authority"
"888626","4632","1535","Other  
- CIMA, CAYMAN ISLANDS"
"888626","4645","1556","Other  
- CIMA, CAYMAN ISLANDS"
"887669","56105","11108","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"887669","37198","6868","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"887669","37223","6880","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"887669","32035","6098","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"887669","36254","8767","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"896146","62087","12614","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"884841","65463","13348","Cayman Islands - Cayman Islands Monetary Authority"
"884841","26531","5412","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884841","26519","5395","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884841","26523","5396","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884841","26528","5401","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884841","54845","10824","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884841","56779","11271","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884841","26504","5403","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884841","29637","10821","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884841","26551","5407","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"903347","30395","5545","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"903347","30395","5549","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890497","6356","8279","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"888522","58855","11871","Cayman Islands - Cayman Islands Monetary Authority"
"894761","32013","5866","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894761","48962","9004","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892297","58798","11855","Bahrain - Central Bank of Bahrain"
"892297","58798","11855","Cayman Islands - Cayman Islands Monetary Authority"
"893132","10943","2570","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"894898","45392","8168","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891382","18045","4646","British Virgin Islands - British Virgin Islands Financial Services Commission"
"891382","24538","4609","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"896066","16905","46409","Cayman Islands - Cayman Islands Monetary Authority"
"896066","49186","10248","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"896066","16919","10254","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"896025","3704","1398","Cayman Islands - Cayman Islands Monetary Authority"
"897158","58016","11713","Cayman Islands - Cayman Islands Monetary Authority"
"894749","57595","11603","Cayman Islands - Cayman Islands Monetary Authority"
"898260","34008","6300","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"898260","59792","12085","Cayman Islands - Cayman Islands Monetary Authority"
"880499","26604","47381","Cayman Islands - Cayman Islands Monetary Authority"
"892146","30504","5569","British Virgin Islands - British Virgin Islands Financial Services Commission"
"892146","30504","5573","British Virgin Islands - British Virgin Islands Financial Services Commission"
"892146","30504","5575","British Virgin Islands - British Virgin Islands Financial Services Commission"
"892146","30504","5577","British Virgin Islands - British Virgin Islands Financial Services Commission"
"888865","8200","2857","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"888865","61902","49417","Cayman Islands - Cayman Islands Monetary Authority"
"878188","32161","5892","Cayman Islands - Cayman Islands Monetary Authority"
"878188","32161","5894","Cayman Islands - Cayman Islands Monetary Authority"
"878188","32161","5898","Cayman Islands - Cayman Islands Monetary Authority"
"878188","32161","5899","Cayman Islands - Cayman Islands Monetary Authority"
"878188","32161","5900","Cayman Islands - Cayman Islands Monetary Authority"
"878188","32161","5901","Cayman Islands - Cayman Islands Monetary Authority"
"898918","9190","10144","Cayman Islands - Cayman Islands Monetary Authority"
"898918","75313","45379","Cayman Islands - Cayman Islands Monetary Authority"
"882214","58620","11832","Other  
- EXEMPTED LIMITED PARTNERSHIP"
"898789","3406","1367","Cayman Islands - Cayman Islands Monetary Authority"
"891065","62592","14360","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892189","21744","4764","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892189","21744","4766","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892189","23104","4771","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892189","23104","4772","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892189","21744","4765","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"892189","45318","12102","Cayman Islands - Cayman Islands Monetary Authority"
"902842","9043","2489","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"902842","9052","2491","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"895244","73579","37374","Cayman Islands - Cayman Islands Monetary Authority"
"895898","43881","7953","Other  
- CAYMAN  ISLANDS MONETARY AUTHORITY"
"902518","63164","12801","Cayman Islands - Cayman Islands Monetary Authority"
"902518","35443","6549","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"880956","22389","38366","Cayman Islands - Cayman Islands Monetary Authority"
"880956","22886","38379","Cayman Islands - Cayman Islands Monetary Authority"
"890885","25512","37364","Cayman Islands - Cayman Islands Monetary Authority"
"890885","25512","37365","Cayman Islands - Cayman Islands Monetary Authority"
"890885","33885","6260","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890885","33885","6262","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890885","54549","10738","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890885","54549","10739","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"889482","2117","1183","Cayman Islands - Cayman Islands Monetary Authority"
"890704","25711","4724","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890704","27522","5066","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894859","50148","9323","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"904350","55192","12016","Cayman Islands - Cayman Islands Monetary Authority"
"903523","15198","56365","Cayman Islands - Cayman Islands Monetary Authority"
"903463","22461","4293","British Virgin Islands - British Virgin Islands Financial Services Commission"
"892955","60469","12210","Cayman Islands - Cayman Islands Monetary Authority"
"896360","28216","5178","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"896360","28233","5182","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"887168","14807","8011","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"880553","5740","1727","Other  
- CIMA"
"891877","4870","1841","Cayman Islands - Cayman Islands Monetary Authority"
"891877","4872","2618","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"890128","10085","2459","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"884600","56370","11173","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"897165","5749","1737","British Virgin Islands - British Virgin Islands Financial Services Commission"
"891851","49793","9194","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"896581","9071","2314","Cayman Islands - Cayman Islands Monetary Authority"
"898818","66877","13689","Cayman Islands - Cayman Islands Monetary Authority"
"897229","65187","13310","Cayman Islands - Cayman Islands Monetary Authority"
"903097","37336","6943","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"903097","37401","6947","British Virgin Islands - British Virgin Islands Financial Services Commission"
"878983","17108","3403","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"873593","57774","11609","Cayman Islands - Cayman Islands Monetary Authority"
"873593","20554","4000","Bermuda - Bermuda Monetary Authority"
"873593","20554","4002","Bermuda - Bermuda Monetary Authority"
"873593","20907","4053","Cayman Islands - Cayman Islands Stock Exchange Authority"
"873593","20907","4053","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"873593","21705","4204","Bermuda - Bermuda Monetary Authority"
"881751","72700","27381","Cayman Islands - Cayman Islands Monetary Authority"
"899879","47174","8592","Cayman Islands - Cayman Islands Stock Exchange Authority"
"898752","4387","1505","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"898752","4387","1506","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"904603","69627","14246","Cayman Islands - Cayman Islands Monetary Authority"
"887650","15968","3234","Other  
- CAYMAN MONETARY AUTHORITY"
"887650","47074","8562","Other  
- CAYMAN MONETARY AUTHORITY"
"887650","47074","8579","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"887650","15605","3200","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"887650","15894","3222","Other  
- CAYMAN MONETARY AUTHORITY"
"871888","25023","4647","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
"873986","43405","12556","Cayman Islands - Cayman Islands Monetary Authority"
"873986","43405","7848","Cayman Islands - Cayman Islands Monetary Authority"
"900265","12245","2838","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"900265","49391","9102","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"900265","49391","9103","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"900265","12245","11771","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"904682","19564","3846","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"904682","19564","3847","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"886634","67084","13742","Cayman Islands - Cayman Islands Monetary Authority"
"886634","67084","13743","Cayman Islands - Cayman Islands Monetary Authority"
"886634","6747","11969","Cayman Islands - Cayman Islands Monetary Authority"
"871327","41950","13877","Cayman Islands - Cayman Islands Monetary Authority"
"871327","41950","13903","Cayman Islands - Cayman Islands Monetary Authority"
"886808","69642","14345","Netherlands - The Netherlands Authority for the Financial Markets"
"886808","69642","14345","Denmark - Danish Financial Supervisory Authority"
"886808","69642","14345","Sweden - Swedish Financial Supervisory Authority"
"886808","69642","14345","Germany - German Federal Financial Supervisory Agency"
"886808","69642","14345","Finland - Financial Supervision Authority"
"886808","69642","14345","United Kingdom - Financial Conduct Authority"
"886808","69642","14345","Other  
- BELGIUM - FINANCIAL SERVICES AND MARKETS AUTHORITY"
"881104","12604","2770","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"894074","68206","13939","Cayman Islands - Cayman Islands Monetary Authority"
"894074","18687","4188","Cayman Islands - Cayman Islands Monetary Authority"
"868256","10251","2508","Bermuda - Bermuda Monetary Authority"
"877471","2163","3154","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"877471","68421","13980","Cayman Islands - Cayman Islands Monetary Authority"
"889966","45360","8161","Cayman Islands - Cayman Islands Monetary Authority"
"889966","58892","11886","Cayman Islands - Cayman Islands Monetary Authority"
"889952","6366","1851","Cayman Islands - Cayman Islands Monetary Authority"
"889952","6373","1858","Cayman Islands - Cayman Islands Monetary Authority"
"889952","51725","10376","Cayman Islands - Cayman Islands Monetary Authority"
"888132","45571","8197","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"888132","27223","5854","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"888132","27283","5857","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"888132","27305","5859","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"888132","27322","5865","British Virgin Islands - British Virgin Islands Financial Services Commission"
"888132","27322","5865","Cayman Islands - Cayman Islands Monetary Authority"
"888132","27349","5867","British Virgin Islands - British Virgin Islands Financial Services Commission"
"888132","27412","5872","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"888132","27397","6425","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"888132","15739","5843","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"888132","26686","5840","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"888132","26682","5848","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"888132","46643","8434","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"876496","7270","9408","Cayman Islands - Cayman Islands Monetary Authority"
"879234","72352","23365","Guernsey - Guernsey Financial Services Commission"
"879234","72352","23364","Guernsey - Guernsey Financial Services Commission"
"892118","33953","10430","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"892118","34000","6593","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"887293","6016","1788","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"891880","55448","12168","Cayman Islands - Cayman Islands Monetary Authority"
"884606","10613","2524","Cayman Islands - Cayman Islands Monetary Authority"
"889131","27839","5296","British Virgin Islands - British Virgin Islands Financial Services Commission"
"900685","65514","13370","Other  
- EXCLUDED FROM REGISTRATION UNDER BERMUDA LAW."
"900685","35962","8826","Bermuda - Bermuda Monetary Authority"
"900685","35981","8817","Bermuda - Bermuda Monetary Authority"
"900685","35904","8819","Bermuda - Bermuda Monetary Authority"
"899582","3896","1415","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"900270","50371","9367","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"875755","11232","2659","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"875755","11257","2660","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"895354","73094","32367","Cayman Islands - Cayman Islands Monetary Authority"
"895354","6121","1801","Cayman Islands - Cayman Islands Monetary Authority"
"895354","6121","1802","Cayman Islands - Cayman Islands Monetary Authority"
"895354","6128","1803","Cayman Islands - Cayman Islands Monetary Authority"
"895354","6128","1804","Cayman Islands - Cayman Islands Monetary Authority"
"895354","6132","1805","Cayman Islands - Cayman Islands Monetary Authority"
