"FilingID","ReferenceID","SubreferenceID","Foreign  
Regulatory Authority"
"938397","6143","1816","Other  
- NO INFORMATION FILED"
"936187","2163","3154","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"936187","68421","13980","Cayman Islands - Cayman Islands Monetary Authority"
"940887","32174","8203","Other  
- CIMA - CAYMAN ISLANDS MONETARY AUTHORITY"
"940704","64820","13210","Cayman Islands - Cayman Islands Monetary Authority"
"940861","65599","13393","Cayman Islands - Cayman Islands Monetary Authority"
"940861","54753","10783","British Virgin Islands - British Virgin Islands Financial Services Commission"
"940887","32172","9862","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941067","120407","83404","Cayman Islands - Cayman Islands Monetary Authority"
"941067","120403","83402","Cayman Islands - Cayman Islands Monetary Authority"
"941067","5648","1715","Cayman Islands - Cayman Islands Monetary Authority"
"941067","5626","19375","Cayman Islands - Cayman Islands Monetary Authority"
"941067","5746","1730","Cayman Islands - Cayman Islands Monetary Authority"
"941067","4226","1689","Cayman Islands - Cayman Islands Monetary Authority"
"941110","65599","13393","Cayman Islands - Cayman Islands Monetary Authority"
"941110","54753","10783","British Virgin Islands - British Virgin Islands Financial Services Commission"
"939838","44944","9886","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"939838","44917","9887","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"939838","44939","9930","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"939838","44940","62374","Cayman Islands - Cayman Islands Monetary Authority"
"939838","35627","62382","Cayman Islands - Cayman Islands Monetary Authority"
"939838","44947","10517","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"939838","44973","9936","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"941101","52429","10150","Cayman Islands - Cayman Islands Monetary Authority"
"941101","52424","10147","Cayman Islands - Cayman Islands Monetary Authority"
"941101","2352","1217","Cayman Islands - Cayman Islands Monetary Authority"
"941178","54922","10837","Other  
- CAYMAN ISLANDS / CAYMAN ISLANDS MONETARY AUTHORITY"
"941292","32590","5966","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
"941292","32575","5958","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
"941292","32590","5966","Singapore - Monetary Authority of Singapore"
"941292","32590","5966","Other  
- PERU - SUPERINTENDENCIA DE BANCA, SEGUROS Y AGP"
"941292","32590","5967","Singapore - Monetary Authority of Singapore"
"941292","32590","5967","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
"941292","32590","5998","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
"941292","32590","9811","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
"941292","32717","9813","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
"939228","47343","115589","Cayman Islands - Cayman Islands Monetary Authority"
"939228","47343","8657","Cayman Islands - Cayman Islands Monetary Authority"
"936285","23846","4432","Ireland -  Central Bank of Ireland"
"936285","163161","110568","Ireland -  Central Bank of Ireland"
"941342","45392","8168","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"927514","32314","5917","Cayman Islands - Cayman Islands Monetary Authority"
"941146","31224","5685","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941146","62881","12756","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940724","6222","1828","Cayman Islands - Cayman Islands Stock Exchange Authority"
"940724","6222","1828","Netherlands - The Netherlands Authority for the Financial Markets"
"940724","6222","1828","United Kingdom - Financial Conduct Authority"
"941284","44944","9886","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"941284","44917","9887","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"941284","44939","9930","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"941284","44940","62374","Cayman Islands - Cayman Islands Monetary Authority"
"941284","35627","62382","Cayman Islands - Cayman Islands Monetary Authority"
"941284","44947","10517","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"941284","44973","9936","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY - CAYMAN ISLANDS"
"941370","19266","4248","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941016","23596","4404","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941016","23537","11965","Cayman Islands - Cayman Islands Monetary Authority"
"932567","69867","14295","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"932567","68570","13997","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"941523","72700","27381","Cayman Islands - Cayman Islands Monetary Authority"
"941645","120407","83404","Cayman Islands - Cayman Islands Monetary Authority"
"941645","120403","83402","Cayman Islands - Cayman Islands Monetary Authority"
"941645","5648","1715","Cayman Islands - Cayman Islands Monetary Authority"
"941645","5626","19375","Cayman Islands - Cayman Islands Monetary Authority"
"941645","5746","1730","Cayman Islands - Cayman Islands Monetary Authority"
"941645","4226","1689","Cayman Islands - Cayman Islands Monetary Authority"
"939848","63717","12916","Cayman Islands - Cayman Islands Monetary Authority"
"939848","17713","3579","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"939848","17711","3582","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"939848","17714","3589","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"934707","162332","109628","Cayman Islands - Cayman Islands Monetary Authority"
"934707","162332","109629","Cayman Islands - Cayman Islands Monetary Authority"
"934707","120508","83409","Cayman Islands - Cayman Islands Monetary Authority"
"934707","63664","12897","Cayman Islands - Cayman Islands Monetary Authority"
"934707","17706","3552","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"934707","54100","10608","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"934707","48088","8820","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"934707","48088","8821","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"934707","44782","8082","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"934707","17708","3549","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"934707","17707","3555","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"934707","17703","3542","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"934707","17703","3736","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"934707","63664","12898","Cayman Islands - Cayman Islands Monetary Authority"
"934707","65012","13276","Cayman Islands - Cayman Islands Monetary Authority"
"940623","65463","13348","Cayman Islands - Cayman Islands Monetary Authority"
"940623","26531","5412","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940623","26519","5395","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940623","26523","5396","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940623","26528","5401","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940623","54845","10824","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940623","56779","11271","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940623","26504","5403","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940623","29637","10821","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940623","26551","5407","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941777","25550","4703","Cayman Islands - Cayman Islands Monetary Authority"
"940375","7421","2035","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940375","7470","2039","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940529","68481","83424","Cayman Islands - Cayman Islands Monetary Authority"
"940529","68481","83425","Cayman Islands - Cayman Islands Monetary Authority"
"919354","166500","115613","Cayman Islands - Cayman Islands Monetary Authority"
"919354","45042","8123","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941930","6741","2855","Other  
- CIMA CAYMAN ISLANDS MONETARY AUTHORITY"
"941882","6744","2869","Other  
- CIMA CAYMAN ISLANDS MONETARY AUTHORITY"
"941882","6741","2855","Other  
- CIMA CAYMAN ISLANDS MONETARY AUTHORITY"
"941930","6744","2869","Other  
- CIMA CAYMAN ISLANDS MONETARY AUTHORITY"
"941649","46673","8443","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"941649","27131","4986","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941649","27131","4987","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941649","25981","4787","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941649","66925","13702","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"941649","66937","13712","Cayman Islands - Cayman Islands Monetary Authority"
"941649","65585","13387","Cayman Islands - Cayman Islands Monetary Authority"
"941649","26490","4866","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"941649","46741","8466","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"941649","26880","10416","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"941649","126734","89461","Cayman Islands - Cayman Islands Monetary Authority"
"941649","26375","4838","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941649","26386","4843","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941649","56970","11329","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"940374","166384","115627","Cayman Islands - Cayman Islands Monetary Authority"
"940374","11609","10990","Cayman Islands - Cayman Islands Monetary Authority"
"940374","46870","8490","Cayman Islands - Cayman Islands Monetary Authority"
"940374","46861","8488","Cayman Islands - Cayman Islands Monetary Authority"
"940374","11294","2636","Cayman Islands - Cayman Islands Monetary Authority"
"940374","11513","2672","Cayman Islands - Cayman Islands Monetary Authority"
"940374","11636","2686","Cayman Islands - Cayman Islands Monetary Authority"
"940374","11692","2704","Cayman Islands - Cayman Islands Monetary Authority"
"940374","11804","2712","Cayman Islands - Cayman Islands Monetary Authority"
"940374","55563","10965","Cayman Islands - Cayman Islands Monetary Authority"
"941965","70183","14357","Cayman Islands - Cayman Islands Monetary Authority"
"940895","120272","83370","Cayman Islands - Cayman Islands Monetary Authority"
"940895","120278","83372","Cayman Islands - Cayman Islands Monetary Authority"
"940895","120279","83374","Cayman Islands - Cayman Islands Monetary Authority"
"942174","55947","11092","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941868","166570","115632","Cayman Islands - Cayman Islands Monetary Authority"
"941868","29160","12716","Cayman Islands - Cayman Islands Monetary Authority"
"942345","65428","13584","Cayman Islands - Cayman Islands Monetary Authority"
"925151","64717","13180","Cayman Islands - Cayman Islands Monetary Authority"
"925151","64717","13179","Cayman Islands - Cayman Islands Monetary Authority"
"942485","57118","11388","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","57117","11387","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","57120","11392","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","61222","13466","Cayman Islands - Cayman Islands Monetary Authority"
"942485","2791","1376","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","3205","1416","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","56410","11169","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","3207","1490","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","3208","1491","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","4576","1527","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","4477","1529","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","54629","10762","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","56409","11183","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","56408","11176","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942485","158889","107491","Cayman Islands - Cayman Islands Monetary Authority"
"942008","58856","26366","United Kingdom - Financial Conduct Authority"
"942008","58856","26372","United Kingdom - Financial Conduct Authority"
"942008","58856","26369","United Kingdom - Financial Conduct Authority"
"942008","58856","26371","United Kingdom - Financial Conduct Authority"
"942008","41546","7578","United Kingdom - Financial Conduct Authority"
"942008","36314","7560","United Kingdom - Financial Conduct Authority"
"942008","49593","9140","United Kingdom - Financial Conduct Authority"
"942008","49593","9141","United Kingdom - Financial Conduct Authority"
"940098","10198","2468","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940098","10589","2510","British Virgin Islands - British Virgin Islands Financial Services Commission"
"940098","10640","2527","British Virgin Islands - British Virgin Islands Financial Services Commission"
"940098","10774","2540","British Virgin Islands - British Virgin Islands Financial Services Commission"
"940098","10798","2544","British Virgin Islands - British Virgin Islands Financial Services Commission"
"942534","10198","2468","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942534","10589","2510","British Virgin Islands - British Virgin Islands Financial Services Commission"
"942534","10640","2527","British Virgin Islands - British Virgin Islands Financial Services Commission"
"942534","10774","2540","British Virgin Islands - British Virgin Islands Financial Services Commission"
"942534","10798","2544","British Virgin Islands - British Virgin Islands Financial Services Commission"
"942540","73172","32372","Singapore - Monetary Authority of Singapore"
"942540","73172","32372","Cayman Islands - Cayman Islands Monetary Authority"
"942540","7192","6255","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942540","50248","9333","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"942540","73163","32371","Cayman Islands - Cayman Islands Monetary Authority"
"942540","7082","6108","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942540","7082","6108","Other  
- KOREA- FINANCIAL SUPERVISORY SERVICE"
"942540","7082","6108","Singapore - Monetary Authority of Singapore"
"942540","7086","6116","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942540","7201","6266","Other  
- KOREA- FINANCIAL SUPERVISORY SERVICE"
"942540","7201","6266","Other  
- CAYMAN ISLANDS MOMETARY AUTHORITY"
"942540","166643","115654","South Korea - Financial Supervisory Commission / Financial Supervisory Service"
"942540","166643","115654","Singapore - Monetary Authority of Singapore"
"941327","7488","2047","British Virgin Islands - British Virgin Islands Financial Services Commission"
"941327","9621","3541","British Virgin Islands - British Virgin Islands Financial Services Commission"
"941327","9632","3215","British Virgin Islands - British Virgin Islands Financial Services Commission"
"941327","45774","8260","British Virgin Islands - British Virgin Islands Financial Services Commission"
"916946","120591","83435","Cayman Islands - Cayman Islands Monetary Authority"
"916946","120593","83436","Cayman Islands - Cayman Islands Monetary Authority"
"938933","53406","10475","Cayman Islands - Cayman Islands Monetary Authority"
"937081","13187","2827","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942883","22825","4328","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942901","1841","1118","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942901","1872","1126","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942901","1840","1115","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942901","1840","1116","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942901","1841","1117","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942837","120407","83404","Cayman Islands - Cayman Islands Monetary Authority"
"942837","120403","83402","Cayman Islands - Cayman Islands Monetary Authority"
"942837","5648","1715","Cayman Islands - Cayman Islands Monetary Authority"
"942837","5626","19375","Cayman Islands - Cayman Islands Monetary Authority"
"942837","5746","1730","Cayman Islands - Cayman Islands Monetary Authority"
"942837","4226","1689","Cayman Islands - Cayman Islands Monetary Authority"
"943056","30779","12792","Cayman Islands - Cayman Islands Monetary Authority"
"943016","55192","12016","Cayman Islands - Cayman Islands Monetary Authority"
"943056","28609","5248","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"943056","28679","5269","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"943056","28712","5274","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"932534","24874","5610","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"943162","13187","2827","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"932889","69899","14307","Cayman Islands - Cayman Islands Monetary Authority"
"932889","57401","11444","Cayman Islands - Cayman Islands Monetary Authority"
"932889","57401","11444","Other  
- JAPAN - KANTO LOCAL FINANCE BUREAU"
"932889","68915","14099","Cayman Islands - Cayman Islands Monetary Authority"
"932889","166715","115684","Cayman Islands - Cayman Islands Monetary Authority"
"932889","166712","115678","Cayman Islands - Cayman Islands Monetary Authority"
"932889","166711","115676","Cayman Islands - Cayman Islands Monetary Authority"
"932889","166714","115682","Cayman Islands - Cayman Islands Monetary Authority"
"932889","166713","115680","Cayman Islands - Cayman Islands Monetary Authority"
"943203","166712","115678","Cayman Islands - Cayman Islands Monetary Authority"
"943203","166711","115676","Cayman Islands - Cayman Islands Monetary Authority"
"943203","166714","115682","Cayman Islands - Cayman Islands Monetary Authority"
"943203","166715","115684","Cayman Islands - Cayman Islands Monetary Authority"
"943203","166713","115680","Cayman Islands - Cayman Islands Monetary Authority"
"943203","69899","14307","Cayman Islands - Cayman Islands Monetary Authority"
"943203","57401","11444","Cayman Islands - Cayman Islands Monetary Authority"
"943203","57401","11444","Other  
- JAPAN - KANTO LOCAL FINANCE BUREAU"
"943203","68915","14099","Cayman Islands - Cayman Islands Monetary Authority"
"939627","63763","12920","Cayman Islands - Cayman Islands Monetary Authority"
"939627","63762","12921","Cayman Islands - Cayman Islands Monetary Authority"
"943249","8112","12334","Cayman Islands - Cayman Islands Monetary Authority"
"943249","8116","12335","Cayman Islands - Cayman Islands Monetary Authority"
"943228","47343","115589","Cayman Islands - Cayman Islands Monetary Authority"
"943228","47343","8657","Cayman Islands - Cayman Islands Monetary Authority"
"943194","166256","115582","Cayman Islands - Cayman Islands Monetary Authority"
"943194","47500","8691","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"943194","47503","8694","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"943194","47500","8690","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"943194","47503","8696","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"942646","18587","3732","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942646","166650","115657","Cayman Islands - Cayman Islands Monetary Authority"
"942646","18587","3739","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942646","25727","4729","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942646","25843","4758","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942646","48976","9010","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942646","57072","11366","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942646","25843","12731","Cayman Islands - Cayman Islands Monetary Authority"
"942646","18587","54364","Cayman Islands - Cayman Islands Monetary Authority"
"942646","166650","115656","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943274","166824","115717","Cayman Islands - Cayman Islands Monetary Authority"
"943274","66581","13633","Cayman Islands - Cayman Islands Monetary Authority"
"943274","9004","2301","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943274","9029","2307","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943274","9039","2309","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943274","62088","12616","Cayman Islands - Cayman Islands Monetary Authority"
"943412","120407","83404","Cayman Islands - Cayman Islands Monetary Authority"
"943412","120403","83402","Cayman Islands - Cayman Islands Monetary Authority"
"943412","5648","1715","Cayman Islands - Cayman Islands Monetary Authority"
"943412","5626","19375","Cayman Islands - Cayman Islands Monetary Authority"
"943412","5746","1730","Cayman Islands - Cayman Islands Monetary Authority"
"943412","4226","1689","Cayman Islands - Cayman Islands Monetary Authority"
"943460","7421","2035","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943460","7470","2039","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"940801","5086","1615","Cayman Islands - Cayman Islands Monetary Authority"
"940801","5101","1617","Cayman Islands - Cayman Islands Monetary Authority"
"940801","5216","1631","Cayman Islands - Cayman Islands Monetary Authority"
"943394","21012","4086","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943394","19336","3798","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943394","153735","104462","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943528","21012","4086","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943528","19336","3798","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943528","153735","104462","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943625","17438","3440","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943602","5749","1737","British Virgin Islands - British Virgin Islands Financial Services Commission"
"943710","14770","3116","Cayman Islands - Cayman Islands Stock Exchange Authority"
"930835","162273","109620","Cayman Islands - Cayman Islands Monetary Authority"
"942417","25210","4661","Singapore - Monetary Authority of Singapore"
"942387","57774","11609","Cayman Islands - Cayman Islands Monetary Authority"
"942387","20554","4000","Bermuda - Bermuda Monetary Authority"
"942387","20554","4002","Bermuda - Bermuda Monetary Authority"
"942387","20907","4053","Cayman Islands - Cayman Islands Stock Exchange Authority"
"942387","20907","4053","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942387","21705","4204","Bermuda - Bermuda Monetary Authority"
"943558","49429","9119","Cayman Islands - Cayman Islands Monetary Authority"
"929022","166835","115725","Cayman Islands - Cayman Islands Monetary Authority"
"929022","68341","13968","Cayman Islands - Cayman Islands Monetary Authority"
"929022","7607","3871","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"929022","48818","9015","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"929022","10087","9016","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"929022","7592","2065","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"929022","7774","2085","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"929022","7725","4001","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"929022","20947","4092","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"929022","11469","2666","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"929022","11523","2687","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"929022","6474","2710","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"929022","66251","13555","Cayman Islands - Cayman Islands Monetary Authority"
"943272","73954","40364","Ireland -  Central Bank of Ireland"
"943272","73954","40364","United Kingdom - Financial Conduct Authority"
"943272","66112","13516","Cayman Islands - Cayman Islands Monetary Authority"
"943272","66123","13519","Cayman Islands - Cayman Islands Monetary Authority"
"943272","66178","13535","Cayman Islands - Cayman Islands Monetary Authority"
"941328","8164","10992","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"941328","54601","10756","Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
"941328","8164","4524","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"941328","17308","4527","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"941328","17212","4531","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"941328","17307","4533","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"941328","17253","4535","Other  
- CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
"942201","41954","7586","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"942201","166601","115645","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"938506","55234","10906","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943654","44843","8131","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"942226","61022","12347","Bermuda - Bermuda Monetary Authority"
"942226","29875","5425","Bermuda - Bermuda Monetary Authority"
"942226","29897","5434","Bermuda - Bermuda Monetary Authority"
"942226","77505","59364","Bermuda - Bermuda Monetary Authority"
"942226","166606","115646","Bermuda - Bermuda Monetary Authority"
"940672","29291","5337","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"940672","29255","5334","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"940672","29255","5335","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"940672","29291","5338","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"940672","29331","5342","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"940672","29403","5350","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"940672","29403","5354","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"940672","31367","5705","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
"940672","31367","5709","Other  
- CAYMAN ISLANDS/CAYMAN ISLANDS REGULATORY AUTHORITY"
"943638","23469","4393","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943638","23469","4392","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943638","18336","3625","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"943638","18336","3626","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"936121","33749","6213","Cayman Islands - Cayman Islands Monetary Authority"
"936121","45737","8258","Cayman Islands - Cayman Islands Monetary Authority"
"936121","33678","6159","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"936121","33693","6162","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"936121","33693","6163","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"936121","33731","6204","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"936121","33731","6205","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"936121","33713","6185","Cayman Islands - Cayman Islands Monetary Authority"
"936121","33713","6186","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"936121","33721","6193","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"936121","33727","6196","Japan - Financial Services Agency"
"936121","45737","9110","Cayman Islands - Cayman Islands Monetary Authority"
"944300","18587","3732","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"944010","17408","3429","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"944135","14379","3055","Other  
- CAYMAN ISLAND MONETARY AUTHORITY"
"944300","166650","115657","Cayman Islands - Cayman Islands Monetary Authority"
"944300","18587","3739","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"944300","25727","4729","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"944300","25843","4758","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"944300","48976","9010","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
"944300","57072","11366","Other  
- CAYMAN ISLANDS MONETARY AUTHORITY"
