"FilingID","ReferenceID","SubreferenceID","Foreign Regulatory Authority"
1051656,41122,10043,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1051656,49255,12480,"Cayman Islands - Cayman Islands Monetary Authority"
1051656,66502,13598,"Cayman Islands - Cayman Islands Monetary Authority"
1051656,49255,9062,"Cayman Islands - Cayman Islands Monetary Authority"
1051656,40715,7418,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1051656,40738,7422,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1051656,41995,7832,"Cayman Islands - Cayman Islands Monetary Authority"
1051656,40987,7842,"Cayman Islands - Cayman Islands Monetary Authority"
1051656,41995,50364,"Cayman Islands - Cayman Islands Monetary Authority"
1051656,40900,46433,"Cayman Islands - Cayman Islands Monetary Authority"
1051656,49255,47365,"Cayman Islands - Cayman Islands Monetary Authority"
1051656,49255,47364,"Cayman Islands - Cayman Islands Monetary Authority"
1051656,41995,7831,"Cayman Islands - Cayman Islands Monetary Authority"
1051656,40987,7843,"Cayman Islands - Cayman Islands Monetary Authority"
1052753,49593,9141,"United Kingdom - Financial Conduct Authority"
1036074,2658,1276,"Other - CAYMAN ISLANDS / CAYMAN ISLANDS MONETARY AUTHORITY"
1047487,65182,13307,"Cayman Islands - Cayman Islands Monetary Authority"
1048184,26523,5396,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1048184,26528,5401,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1048184,56779,11271,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1048184,26504,5403,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1048184,26551,5407,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1050571,11131,2751,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1050571,11135,2746,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1050571,11133,2747,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1050571,10595,2750,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1050571,180522,118364,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1036044,179429,118202,"Cayman Islands - Cayman Islands Monetary Authority"
1042970,179872,118265,"Cayman Islands - Cayman Islands Monetary Authority"
1042970,168562,116053,"Cayman Islands - Cayman Islands Monetary Authority"
1042970,168562,116052,"Cayman Islands - Cayman Islands Monetary Authority"
1042970,168565,116055,"Cayman Islands - Cayman Islands Monetary Authority"
1042970,168640,116083,"Cayman Islands - Cayman Islands Monetary Authority"
1042970,168668,116088,"Cayman Islands - Cayman Islands Monetary Authority"
1047020,2163,3154,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1047020,68421,13980,"Cayman Islands - Cayman Islands Monetary Authority"
1049415,5472,1670,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1049399,1907,1137,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1049661,39916,7968,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1050707,174223,117301,"Mauritius, Republic of - Financial Services Commission"
1050707,14974,3134,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1050707,66492,13595,"Cayman Islands - Cayman Islands Monetary Authority"
1050707,58606,11826,"Cayman Islands - Cayman Islands Monetary Authority"
1050707,178959,118130,"Cayman Islands - Cayman Islands Monetary Authority"
1051327,61139,12372,"Cayman Islands - Cayman Islands Monetary Authority"
1051327,20238,3947,"Cayman Islands - Cayman Islands Monetary Authority"
1051327,20241,3950,"Cayman Islands - Cayman Islands Monetary Authority"
1051327,30101,5464,"Cayman Islands - Cayman Islands Monetary Authority"
1051327,20238,9199,"Cayman Islands - Cayman Islands Monetary Authority"
1045215,18045,4646,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1052753,168002,115973,"United Kingdom - Financial Conduct Authority"
1052753,168002,115974,"United Kingdom - Financial Conduct Authority"
1052841,55098,12798,"Sweden - Swedish Financial Supervisory Authority"
1052841,55098,12798,"Netherlands - The Netherlands Authority for the Financial Markets"
1052841,55098,12798,"United Kingdom - Financial Conduct Authority"
1052841,55098,12798,"Finland - Financial Supervision Authority"
1052841,55098,12798,"Bermuda - Bermuda Monetary Authority"
1052841,32724,6011,"Singapore - Monetary Authority of Singapore"
1052841,32724,6011,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1052841,32724,6011,"Netherlands - The Netherlands Authority for the Financial Markets"
1052841,32724,6011,"United Kingdom - Financial Conduct Authority"
1052841,32724,6011,"Sweden - Swedish Financial Supervisory Authority"
1052841,56987,11340,"Netherlands - The Netherlands Authority for the Financial Markets"
1052841,56987,11340,"Cayman Islands - Cayman Islands Monetary Authority"
1052841,56987,11340,"Sweden - Swedish Financial Supervisory Authority"
1052841,56987,11340,"United Kingdom - Financial Conduct Authority"
1052841,56987,11340,"Finland - Financial Supervision Authority"
1052730,2609,1271,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY"
1050579,180523,118365,"Cayman Islands - Cayman Islands Monetary Authority"
1050579,5836,1819,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1050854,5086,1615,"Cayman Islands - Cayman Islands Monetary Authority"
1050854,5101,1617,"Cayman Islands - Cayman Islands Monetary Authority"
1050854,5216,1631,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,180647,118401,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,180646,118400,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,179162,118155,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,166712,115678,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,166711,115676,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,166714,115682,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,166715,115684,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,166713,115680,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,69899,14307,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,57401,11444,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,57401,11444,"Other - JAPAN - KANTO LOCAL FINANCE BUREAU"
1051998,68915,14099,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,167772,115929,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,167774,115931,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,167769,115927,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,177808,117911,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,177809,117912,"Cayman Islands - Cayman Islands Monetary Authority"
1051998,177777,117904,"Cayman Islands - Cayman Islands Monetary Authority"
1052185,34045,6306,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1052185,33943,6280,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1052185,53571,10502,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1052185,62755,12744,"Cayman Islands - Cayman Islands Monetary Authority"
1053773,7146,1990,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1054501,178786,118078,"Cayman Islands - Cayman Islands Monetary Authority"
1054501,178786,118079,"Cayman Islands - Cayman Islands Monetary Authority"
1054501,59330,11966,"Cayman Islands - Cayman Islands Monetary Authority"
1054501,59330,11967,"Cayman Islands - Cayman Islands Monetary Authority"
1056520,120699,83456,"Cayman Islands - Cayman Islands Monetary Authority"
1056520,52557,10175,"Cayman Islands - Cayman Islands Monetary Authority"
1048912,6659,7985,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1051489,19854,3876,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1051489,18367,3787,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1039107,33749,6213,"Cayman Islands - Cayman Islands Monetary Authority"
1039107,45737,8258,"Cayman Islands - Cayman Islands Monetary Authority"
1039107,33678,6159,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1039107,33693,6162,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1039107,33693,6163,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1039107,33731,6204,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1039107,33731,6205,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1045058,40254,10505,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1049493,17360,116440,"Cayman Islands - Cayman Islands Monetary Authority"
1049493,17360,3426,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1049493,17134,11725,"Cayman Islands - Cayman Islands Monetary Authority"
1049493,17134,11729,"Cayman Islands - Cayman Islands Monetary Authority"
1049493,17360,116439,"Cayman Islands - Cayman Islands Monetary Authority"
1052774,65097,13753,"Cayman Islands - Cayman Islands Monetary Authority"
1056789,120272,83370,"Cayman Islands - Cayman Islands Monetary Authority"
1056789,120278,83372,"Cayman Islands - Cayman Islands Monetary Authority"
1056789,120279,83374,"Cayman Islands - Cayman Islands Monetary Authority"
1058657,7082,6108,"Other - KOREA- FINANCIAL SUPERVISORY SERVICE"
1058657,7082,6108,"Singapore - Monetary Authority of Singapore"
1058657,7082,6108,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1058657,7201,6266,"Other - KOREA- FINANCIAL SUPERVISORY SERVICE"
1058657,166643,115654,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1058657,73172,32372,"Singapore - Monetary Authority of Singapore"
1058657,73172,32372,"Cayman Islands - Cayman Islands Monetary Authority"
1058657,50248,9333,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1044499,30806,5806,"Bermuda - Bermuda Monetary Authority"
1044499,36551,6788,"Luxembourg, Grand Duchy of - Commission to Surveillance of the Finance Sector"
1044499,36551,6790,"Bermuda - Bermuda Monetary Authority"
1044499,36551,6792,"Australia - Australian Securities and Investments Commission"
1044499,36670,6804,"Bermuda - Bermuda Monetary Authority"
1044499,30778,5782,"Bermuda - Bermuda Monetary Authority"
1044499,30818,5793,"Bermuda - Bermuda Monetary Authority"
1044499,30500,5802,"Bermuda - Bermuda Monetary Authority"
1044499,54551,10743,"Bermuda - Bermuda Monetary Authority"
1044506,55486,10948,"Other - CAYMAN ISLANDS MUTUAL FUND AUTHORITY (""CIMA""), CAYMAN ISLANDS"
1047228,65126,13297,"Cayman Islands - Cayman Islands Monetary Authority"
1047228,65126,13296,"Cayman Islands - Cayman Islands Monetary Authority"
1047228,170796,116706,"Cayman Islands - Cayman Islands Monetary Authority"
1047333,27839,5296,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1048005,45002,12705,"Bahamas - Securities Commission of the Bahamas"
1048005,45026,12702,"Bahamas - Securities Commission of the Bahamas"
1049421,8112,12334,"Cayman Islands - Cayman Islands Monetary Authority"
1049421,8116,12335,"Cayman Islands - Cayman Islands Monetary Authority"
1047777,56453,11178,"Cayman Islands - Cayman Islands Monetary Authority"
1040642,5002,2440,"Cayman Islands - Cayman Islands Monetary Authority"
1040642,4621,2448,"Cayman Islands - Cayman Islands Monetary Authority"
1047777,173509,117167,"Cayman Islands - Cayman Islands Monetary Authority"
1047885,60289,12184,"Cayman Islands - Cayman Islands Monetary Authority"
1047885,26937,12191,"Singapore - Monetary Authority of Singapore"
1048543,59623,12034,"United Kingdom - Financial Conduct Authority"
1039107,33713,6185,"Cayman Islands - Cayman Islands Monetary Authority"
1039107,33713,6186,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1039107,33721,6193,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1039107,33727,6196,"Japan - Financial Services Agency"
1039107,45737,9110,"Cayman Islands - Cayman Islands Monetary Authority"
1053881,65260,13391,"Cayman Islands - Cayman Islands Monetary Authority"
1053876,178004,117998,"Cayman Islands - Cayman Islands Monetary Authority"
1053876,178005,118000,"Cayman Islands - Cayman Islands Monetary Authority"
1055991,167340,115839,"Cayman Islands - Cayman Islands Monetary Authority"
1055991,167346,115840,"Cayman Islands - Cayman Islands Monetary Authority"
1055991,167352,115841,"Cayman Islands - Cayman Islands Monetary Authority"
1053935,26523,5396,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1053935,26528,5401,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1053935,56779,11271,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1053935,26504,5403,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1053935,26551,5407,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1053935,26548,118445,"Cayman Islands - Cayman Islands Monetary Authority"
1043582,167432,115857,"Cayman Islands - Cayman Islands Monetary Authority"
1049411,55098,12798,"Sweden - Swedish Financial Supervisory Authority"
1049411,55098,12798,"Netherlands - The Netherlands Authority for the Financial Markets"
1049411,55098,12798,"United Kingdom - Financial Conduct Authority"
1049411,55098,12798,"Finland - Financial Supervision Authority"
1049411,55098,12798,"Bermuda - Bermuda Monetary Authority"
1049411,32724,6011,"Singapore - Monetary Authority of Singapore"
1049411,32724,6011,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
1049411,32724,6011,"Netherlands - The Netherlands Authority for the Financial Markets"
1049411,32724,6011,"United Kingdom - Financial Conduct Authority"
1049411,32724,6011,"Sweden - Swedish Financial Supervisory Authority"
1049411,56987,11340,"Netherlands - The Netherlands Authority for the Financial Markets"
1049411,56987,11340,"Cayman Islands - Cayman Islands Monetary Authority"
1049411,56987,11340,"Sweden - Swedish Financial Supervisory Authority"
1049411,56987,11340,"United Kingdom - Financial Conduct Authority"
1049411,56987,11340,"Finland - Financial Supervision Authority"
1046214,177822,117913,"Cayman Islands - Cayman Islands Monetary Authority"
1051413,173503,117170,"Cayman Islands - Cayman Islands Monetary Authority"
1057238,9595,2603,"Bermuda - Bermuda Monetary Authority"
1052702,3112,1332,"Cayman Islands - Cayman Islands Monetary Authority"
1052702,3107,1331,"Cayman Islands - Cayman Islands Monetary Authority"
1052702,56589,11216,"Cayman Islands - Cayman Islands Monetary Authority"
1052637,56651,11256,"Cayman Islands - Cayman Islands Monetary Authority"
1044052,19438,3819,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1042322,58876,11880,"Cayman Islands - Cayman Islands Monetary Authority"
1042322,2052,1160,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1046750,67461,13814,"Japan - Financial Services Agency"
1046750,67461,13814,"Netherlands - The Netherlands Authority for the Financial Markets"
1046750,67461,13814,"Cayman Islands - Cayman Islands Monetary Authority"
1046750,67461,13814,"Singapore - Monetary Authority of Singapore"
1046750,67461,13814,"United Kingdom - Financial Conduct Authority"
1046750,67462,13818,"United Kingdom - Financial Conduct Authority"
1046750,67462,13818,"Singapore - Monetary Authority of Singapore"
1046750,67462,13818,"Cayman Islands - Cayman Islands Monetary Authority"
1046750,67462,13818,"Netherlands - The Netherlands Authority for the Financial Markets"
1044536,7694,2073,"Cayman Islands - Cayman Islands Monetary Authority"
1047755,56453,11178,"Cayman Islands - Cayman Islands Monetary Authority"
1047755,173509,117167,"Cayman Islands - Cayman Islands Monetary Authority"
1047841,40254,10505,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1048567,167597,115877,"Cayman Islands - Cayman Islands Monetary Authority"
1054338,43047,7768,"Cayman Islands - Cayman Islands Monetary Authority"
1048183,52150,13945,"Cayman Islands - Cayman Islands Monetary Authority"
1048183,66635,13737,"Cayman Islands - Cayman Islands Monetary Authority"
1048183,66639,13739,"Cayman Islands - Cayman Islands Monetary Authority"
1048183,66633,13735,"Cayman Islands - Cayman Islands Monetary Authority"
1048183,52150,13946,"Cayman Islands - Cayman Islands Monetary Authority"
1048183,52150,13941,"Cayman Islands - Cayman Islands Monetary Authority"
1048183,52477,13947,"Cayman Islands - Cayman Islands Monetary Authority"
1048183,52477,13949,"Cayman Islands - Cayman Islands Monetary Authority"
1048183,159089,107558,"Cayman Islands - Cayman Islands Monetary Authority"
1045298,173214,117537,"Cayman Islands - Cayman Islands Monetary Authority"
1045298,6222,1828,"Cayman Islands - Cayman Islands Monetary Authority"
1045298,6222,1828,"Netherlands - The Netherlands Authority for the Financial Markets"
1045298,6222,1828,"United Kingdom - Financial Conduct Authority"
1045298,173214,117208,"United Kingdom - Financial Conduct Authority"
1047162,18367,3787,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1047162,19854,3876,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1049383,75433,46393,"Cayman Islands - Cayman Islands Monetary Authority"
1049855,180424,118357,"Cayman Islands - Cayman Islands Monetary Authority"
1049855,3487,11957,"Cayman Islands - Cayman Islands Monetary Authority"
1051542,180612,118395,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1051542,6327,2323,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1051542,51540,9909,"Cayman Islands - Cayman Islands Monetary Authority"
1053034,39916,7968,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1049827,180604,118433,"Switzerland - Swiss Financial Market Supervisory Authority"
1049827,180604,118433,"United Kingdom - Financial Conduct Authority"
1045186,8902,2289,"Cayman Islands - Cayman Islands Monetary Authority"
1045186,54491,13754,"Cayman Islands - Cayman Islands Monetary Authority"
1046302,64553,13116,"British Virgin Islands - British Virgin Islands Financial Services Commission"
1031422,178786,118078,"Cayman Islands - Cayman Islands Monetary Authority"
1031422,178786,118079,"Cayman Islands - Cayman Islands Monetary Authority"
1031422,59330,11966,"Cayman Islands - Cayman Islands Monetary Authority"
1031422,59330,11967,"Cayman Islands - Cayman Islands Monetary Authority"
1045178,61246,12393,"Cayman Islands - Cayman Islands Monetary Authority"
1045178,61228,12386,"Cayman Islands - Cayman Islands Monetary Authority"
1045178,61228,12390,"Cayman Islands - Cayman Islands Monetary Authority"
1045178,158808,107475,"Cayman Islands - Cayman Islands Monetary Authority"
1045178,158808,107474,"Cayman Islands - Cayman Islands Monetary Authority"
1044873,50115,9313,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1044873,45329,8152,"Cayman Islands - Cayman Islands Monetary Authority"
1044873,45329,8153,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1045377,47525,8703,"Cayman Islands - Cayman Islands Monetary Authority"
1045377,56651,11256,"Cayman Islands - Cayman Islands Monetary Authority"
1057820,21012,4086,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1057820,19336,3798,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1057820,153735,104462,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1045077,169198,116206,"Cayman Islands - Cayman Islands Monetary Authority"
1045077,169379,116308,"Cayman Islands - Cayman Islands Monetary Authority"
1045077,169379,116308,"Singapore - Monetary Authority of Singapore"
1045077,169379,116311,"Other - PERU - SUPERINTENDENCIA DE BANCA, SEGUROS Y AGP"
1045077,169379,116311,"Cayman Islands - Cayman Islands Monetary Authority"
1045077,169379,116311,"Singapore - Monetary Authority of Singapore"
1057858,32575,5958,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
1057858,32590,5966,"Singapore - Monetary Authority of Singapore"
1057858,32590,5966,"Other - PERU - SUPERINTENDENCIA DE BANCA, SEGUROS Y AGP"
1057858,32590,5966,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
1057858,32590,5967,"Singapore - Monetary Authority of Singapore"
1057858,32590,5967,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
1057858,32590,5998,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
1057858,32590,9811,"Other - CAYMAN ISLANDS - CAYMAN ISLANDS MONETARY AUTHORITY (CIMA)"
1058046,11124,2609,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1057795,181058,118491,"Cayman Islands - Cayman Islands Monetary Authority"
1050057,158863,107479,"Cayman Islands - Cayman Islands Monetary Authority"
1050077,64083,13002,"Cayman Islands - Cayman Islands Monetary Authority"
1054347,37718,11112,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1054347,37718,11116,"Other - AUSTRALIAN PRUDENTIAL REGULATORY AUTHORITY"
1044660,34045,6306,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1044660,33943,6280,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1044660,53571,10502,"Other - CAYMAN ISLANDS MONETARY AUTHORITY"
1044660,62755,12744,"Cayman Islands - Cayman Islands Monetary Authority"
1048915,75433,46393,"Cayman Islands - Cayman Islands Monetary Authority"
1048508,169051,116147,"Cayman Islands - Cayman Islands Monetary Authority"
1048508,73373,34435,"Cayman Islands - Cayman Islands Monetary Authority"
1048508,177383,117852,"Cayman Islands - Cayman Islands Monetary Authority"
1049552,180383,118351,"Cayman Islands - Cayman Islands Monetary Authority"
1045982,180030,118315,"Cayman Islands - Cayman Islands Monetary Authority"
1045982,1383,1071,"Other - CAYMAN ISLANDS/THE CAYMAN ISLANDS MONETARY AUTHORITY"
1045982,1393,1074,"Other - CAYMAN ISLANDS/THE CAYMAN ISLANDS MONETARY AUTHORITY"
1045982,45582,8205,"Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
1045982,45534,8187,"Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
1045982,45534,8188,"Other - CAYMAN ISLANDS/CAYMAN ISLANDS MONETARY AUTHORITY"
1045982,1245,1052,"Other - CAYMAN ISLANDS/THE CAYMAN ISLANDS MONETARY AUTHORITY"
1045982,1371,1065,"Other - CAYMAN ISLANDS/THE CAYMAN ISLANDS MONETARY AUTHORITY"
1045982,1374,1067,"Other - CAYMAN ISLANDS/THE CAYMAN ISLANDS MONETARY AUTHORITY"
1045982,1378,1069,"Other - CAYMAN ISLANDS/THE CAYMAN ISLANDS MONETARY AUTHORITY"
1049910,167597,115877,"Cayman Islands - Cayman Islands Monetary Authority"
1049962,180424,118357,"Cayman Islands - Cayman Islands Monetary Authority"
1049962,3487,11957,"Cayman Islands - Cayman Islands Monetary Authority"
1047335,177689,117894,"Cayman Islands - Cayman Islands Monetary Authority"
1047335,177629,117875,"Cayman Islands - Cayman Islands Monetary Authority"
1047335,11609,10990,"Cayman Islands - Cayman Islands Monetary Authority"
1047335,46870,8490,"Cayman Islands - Cayman Islands Monetary Authority"
1047335,46861,8488,"Cayman Islands - Cayman Islands Monetary Authority"
1047335,11294,2636,"Cayman Islands - Cayman Islands Monetary Authority"
1047335,11513,2672,"Cayman Islands - Cayman Islands Monetary Authority"
1047335,11636,2686,"Cayman Islands - Cayman Islands Monetary Authority"
1047335,11692,2704,"Cayman Islands - Cayman Islands Monetary Authority"
1047335,11804,2712,"Cayman Islands - Cayman Islands Monetary Authority"
1047335,166384,115627,"Cayman Islands - Cayman Islands Monetary Authority"
1050329,180526,118367,"Cayman Islands - Cayman Islands Monetary Authority"
1048728,18485,3757,"Other - CAYMAN ISLANDS MONETARY AUTHORITY - CIMA"
1048728,18595,3761,"Other - CAYMAN ISLAND MONETARY AUTHORITY - CIMA"
1050742,58198,11751,"Cayman Islands - Cayman Islands Monetary Authority"
1050742,23302,11975,"Cayman Islands - Cayman Islands Monetary Authority"
1052004,178786,118078,"Cayman Islands - Cayman Islands Monetary Authority"
1052004,178786,118079,"Cayman Islands - Cayman Islands Monetary Authority"
1052004,59330,11966,"Cayman Islands - Cayman Islands Monetary Authority"
1052004,59330,11967,"Cayman Islands - Cayman Islands Monetary Authority"
1039512,65585,13387,"Cayman Islands - Cayman Islands Monetary Authority"
1034789,162245,109606,"Cayman Islands - Cayman Islands Monetary Authority"
1034789,179323,118198,"Cayman Islands - Cayman Islands Monetary Authority"
1039512,46741,8466,"South Korea - Financial Supervisory Commission / Financial Supervisory Service"
