"FilingID","Wrap Fee Program","Sponsor"
"882079","MANAGED ASSETS PROGRAM","AIG FINANCIAL ADVISORS"
"882079","MANAGED ASSETS PROGRAM","ROYAL ALLIANCE ASSOCIATES, INC."
"882079","MASTERS INVESTMENT CONSULTING SERVICES","WELLS FARGO ADVISORS, LLC"
"900096","SILVER OAK SECURITIES WRAP PROGRAM","SILVER OAK SECURITIES INCORPORATED"
"890587","VISION2020 WEALTH MANAGEMENT PROGRAM","SAGEPOINT FINANCIAL, INC."
"878842","ADVISORY CHOICE PROGRAM","ROBERT W. BAIRD & CO., INC."
"878842","MANAGED ACCOUNT UTILITY PROGRAM","LOCKWOOD ADVISORS, INC."
"878842","UBS ACCESS AND STRATEGIC WEALTH PORTFOLIO PROGRAMS","UBS FINANCIAL SERVICES INC."
"878842","STRATEGIC PORTFOLIO ADVISORS","MERRILL LYNCH"
"878842","MANAGED ACCOUNT PROGRAM","RBC WEALTH MANAGEMENT"
"878842","HORIZON DUAL CONTRACT PROGRAM","STIFEL NICOLAUS"
"878842","PRIVATE ADVISOR NETWORK PROGRAM","WELLS FARGO ADVISORS"
"878842","INVESTMENT MANAGEMENT SERVICES PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
"878842","MANAGED ACCOUNT MARKETPLACE","CHARLES SCHWAB"
"878842","STRATEGIC ASSET REVIEW PROGRAM","OPPENHEIMER ASSET MANAGEMENT"
"878842","SEPARATE ACCOUNT NETWORK","FIDELITY"
"878842","INVESTMENT COUNSELING SERVICE PROGRAM","JP MORGAN"
"878842","MANAGED ACCOUNTS CONSULTING","UBS FINANCIAL SERVICES INC."
"878842","PERSHING ADVISOR SOLUTIONS","PERSHING LLC"
"878842","PREFERRED MANAGERS PROGRAM","ROBERT W. BAIRD & CO., INC."
"878842","PERSHING MANAGED ACCOUNT SOLUTIONS","PERSHING LLC"
"904527","PLATINUM SOLUTIONS STRATEGIC INDEX PORTFOLIOS","LINCOLN INVESTMENT PLANNING, INC."
"904527","PLATINUM SOLUTIONS CLIENT CUSTOM PORTFOLIO","LINCOLN INVESTMENT PLANNING, INC."
"891977","RBC WEALTH MANAGEMENT","RBC WEALTH MANAGEMENT"
"891977","LOCKWOOD ADVISORS","LOCKWOOD ADVISORS"
"891977","UBS PAIN WEBBER","UBS PAIN WEBBER"
"891977","WELLS FARGO SECURITIES","WELLS FARGO SECURITIES"
"891977","MORGAN STANLEY","MORGAN STANLEY"
"904502","CUSTOM INVESTMENT OUTSOURCING (CIO)","MORGAN STANLEY SMITH BARNEY LLC"
"899138","MERRILL LYNCH MANAGED ACCOUNT SERVICE","MERRILL LYNCH"
"877366","KARSTEN ADVISORS WRAP PROGRAM","KARSTEN ADVISORS"
"904370","CAAMS ETF","CAPITAL ANALYSTS, INC"
"904370","CAAMS STOCK","CAPITAL ANALYSTS, INC"
"904370","CAAMS UMA","CAPITAL ANALYSTS, INC"
"904370","CAAMS ASSET BUILDER","CAPITAL ANALYSTS, INC"
"904370","CAAMS COMPLETE","CAPITAL ANALYSTS, INC"
"904370","CAAMS BEACON FOCUS","CAPITAL ANALYSTS, INC."
"904886","MULTIPLE STRATEGY PORTFOLIO PROGRAM","ARGENTUS CAPITAL MANAGEMENT, LLC"
"906240","KARP CAPITAL MANAGEMENT CORPORATION","KARP CAPITAL MANAGEMENT CORPORATION"
"902361","CAAP","CAMBRIDGE INVESTMENT RESEARCH"
"886654","MANAGER OF MANAGERS","BRINKER CAPITAL SOLUTIONS"
"886654","ADVISER SELECT","DEUTSCHE BANK ALEX BROWN"
"886654","MANAGER SELECT","LPL FINANCIAL LLC"
"886654","SELECT MODEL (UMA)","MORGAN STANLEY SMITH BARNEY"
"886654","PRIVATE ADVISOR NETWORK","WELLS FARGO"
"886654","NORTHERN  MODEL MANAGEMENT (UMA)","NORTHERN TRUST COMPANY"
"886654","MANAGED ACCOUNT SELECT","CHARLES SCHWAB"
"886654","STRATEGIC PORTFOLIO ADVISORS/MANAGED ACCOUNT SERVICES","MERRILL LYNCH"
"886654","INVESTMENT CONSULTING SERVICES","J.P. MORGAN CHASE"
"886654","ASSET BASED INVESTMENT MANAGEMENT","ROBERT W. BAIRD & COMPANY INC"
"886654","CONSULTING AND EVALUATION SERVICES / IMS","MORGAN STANLEY SMITH BARNEY"
"886654","STIFEL MANAGED ASSETS PROGRAM","STIFEL NICOLAUS & COMPANY INC"
"886654","MANAGER ACCESS SELECT","LPL FINANCIAL LLC"
"886654","PRIVATE WEALTH PORTFOLIO MODEL (UMA)","LPL FINANCIAL LLC"
"886654","FIDUCIARY SERVICES","MORGAN STANLEY SMITH BARNEY"
"886654","STRATEGIC ASSET REVIEW","CIBC OPPENHEIMER"
"886654","PERSHING / DUAL CONTRACT","LOCKWOOD ADVISORS INC."
"886654","MANAGED ACCOUNT ACCESS","CHARLES SCHWAB"
"886654","MANAGED ACCOUNTS CONSULTING (MAC)","UBS FINANCIAL SERVICES INC."
"886654","DIVERSIFIED MANAGED ALLOCATIONS PROGAM (UMA)","WELLS FARGO"
"886654","NTI WEALTH MANAGEMENT MODEL PORTFOLIO PROGRAM (UMA/SMA)","NORTHERN TRUST COMPANY"
"899958","MARKET PACE & MARKET PACE II","INDEPENDENT ADVISERS GROUP (IAG)"
"899958","UNIFIED MANAGED ACCOUNT (UMA)","EAGLE STRATEGIES, LLC"
"899958","REPRESENTATIVE DIRECTED PROGRAM","EAGLE STRATEGIES, LLC"
"906244","BRINKER SEPARATELY MANAGED ACCOUNT PROGRAM","MILL CREEK CAPITAL ADVISORS, LLC."
"906244","SEPARATE ACCOUNT PROGRAM","MAI WEALTH ADVISORS, LLC."
"904420","DB DYNAMIC ETF PORTFOLIOS","DEUTSCHE BANK SECURITIES INC."
"904420","NDA SELECT","DEUTSCHE BANK SECURITIES INC."
"904420","FUND SELECT","DEUTSCHE BANK SECURITIES INC."
"904420","CORPORATE CASH MANAGEMENT","DEUTSCHE BANK SECURITIES INC."
"904420","MANAGED SELECT","DEUTSCHE BANK SECURITIES INC."
"904420","DB CIO SELECT FUNDS","DEUTSCHE BANK SECURITIES INC."
"904420","DB CIO SELECT","DEUTSCHE BANK SECURITIES INC."
"906135","MONARCH PORTFOLIOS WRAP FEE PROGRAM","SOVEREIGN LEGACY, INC."
"904289","NEWBRIDGE FINANCIAL MANAGED WRAP PROGRAM","NEWBRIDGE FINANCIAL SERVICES GROUP, INC."
"905702","LIDO ADVISERS PROGRAM","LIDO ADVISERS"
"905702","UNITED CAPITAL PROGRAM","UNITED CAPITAL FINANCIAL ADVISERS, INC."
"899394","SELECT MONEY MANAGEMENT WRAP FEE PROGRAM","SELECT MONEY MANAGEMENT, INC."
"882034","PRIVATELY MANAGED ACCOUNT PROGRAM (PMA)","BPU INVESTMENT MANAGEMENT, INC."
"882034","CLIENT & ADVISOR MANAGED ACCOUNT PROGRAM (CAP)","BPU INVESTMENT MANAGEMENT, INC."
"882034","PORTFOLIO ADVISORY SOLUTIONS MANAGED ACCOUNT PROGRAM (PAS)","BPU INVESTMENT MANAGEMENT, INC."
"882034","OUTSIDE MANAGED ACCOUNT PROGRAM (OMA)","BPU INVESTMENT MANAGEMENT, INC."
"906007","UBP INVESTMENT ADVISERS WRAP FEE PROGRAM","UBP INVESTMENT ADVISORS S.A."
"905878","BAIRD INVESTMENT MANAGEMENT PORTFOLIOS","ROBERT W. BAIRD & CO. INCORPORATED"
"905878","MANAGED ASSETS CONSULTING SERVICES","ENVESTNET ASSET MANAGEMENT, INC."
"905878","ADVISER SELECT PROGRAM","DEUTSCHE BANK SECURITIES"
"905878","ALIGN PORTFOLIOS","ROBERT W. BAIRD & CO. INCORPORATED"
"905878","PRIVATE ASSET MANAGEMENT","ROBERT W. BAIRD & CO. INCORPORATED"
"905878","PRIVATE INVESTMENT MANAGEMENT","ROBERT W. BAIRD & CO. INCORPORATED"
"905878","BAIRD FAMILY WEALTH GROUP","ROBERT W. BAIRD & CO. INCORPORATED"
"905878","STRATIS PROGRAM","J.P. MORGAN SECURITIES LLC"
"905878","MANAGED ACCOUNT SERVICES","CHARLES SCHWAB & CO."
"905878","MANAGER SELECT PROGRAM","LPL FINANCIAL"
"905878","CONSULTING GROUP PROGRAM","MORGAN STANLEY SMITH BARNEY"
"905878","STAR PROGRAM","OPPENHEIMER & CO. INC."
"905878","MANAGED ACCOUNT PROGRAM","RBC WEALTH MANAGEMENT"
"905878","CLIENT SELECTED MANAGERS","ROBERT W. BAIRD  & CO. INCORPORATED"
"905878","RECOMMENDED MANAGERS","ROBERT W. BAIRD & CO. INCORPORATED"
"905878","RUSSELL MODEL STRATEGIES","ROBERT W. BAIRD & CO. INCORPORATED"
"905878","SYNTRINSIC INVESTMENT COUNSEL","SYNTRINSIC INVESTMENT COUNSEL, LLC"
"905878","OUTSIDE MANAGER (OSM) PROGRAM","RAYMOND JAMES & ASSOCIATES, INC."
"905878","OUTSIDE MANAGER (OSM) PROGRAM","RAYMOND JAMES FINANCIAL SERVICES ADVISORS, INC."
"905878","MANAGED ACCOUNT SERVICE","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
"905878","PORTFOLIO MANAGER (PMP) PROGRAM","J.P. MORGAN SECURITIES LLC"
"905878","PREMIER DIRECTIONS","PNC INVESTMENTS LLC"
"883908","BAIRD INVESTMENT MANAGEMENT PORTFOLIOS PROGRAM","ROBERT W. BAIRD & CO. INCORPORATED"
"901007","BHWM WRAP","BEVERLY HILLS WEALTH MANAGEMENT, LLC"
"894423","ADVISER SELECT PROGRAM","DEUTSCHE BANK"
"894423","SPS PLATFORM, ML CONSULTS, AND SPA PROGRAM","BANK OF AMERICA / MERRILL LYNCH"
"894423","KEYBANK INVESTMENT ADVISORY PROGRAM","KEYBANK"
"894423","BAIRD SMA PLATFORM","ROBERT W. BAIRD & CO"
"894423","C-PASS","REHMANN FINANCIAL"
"894423","MAP (MASTER ACCOUNT PROGRAM)","SEI INVESTMENTS MANAGEMENT CORP"
"894423","ENVESTNET SEPARATE ACCOUNTS","ENVESTNET ASSET MANAGEMENT"
"894423","UBS ACCESS AND STRATEGIC WEALTH PORTFOLIO PROGRAMS","UBS FINANCIAL SERVICES, INC."
"894423","MANAGER ACCESS SELECT PROGRAM","LPL FINANCIAL LLC"
"894423","PRIVATE ADVISOR NETWORK PROGRAM","WELLS FARGO ADVISORS"
"894423","MANAGED ACCOUNT SELECT AND MANAGED ACCOUNT ACCESS","CHARLES SCHWAB & CO. INC."
"894423","SMA MANAGER","FOLIODYNAMIX"
"894423","CONSULTING SOLUTIONS","RBC WEALTH MANAGEMENT"
"906299","EQIS CAPITAL WRAP FEE PROGRAM","EQIS CAPITAL MANAGEMENT"
"906332","EQIS CAPITAL WRAP FEE PROGRAM","EQIS CAPITAL MANAGEMENT"
"879971","INVESTMENT ADVISORY SERVICE PROGRAM","PLACEMARK INVESTMENTS INC."
"879971","UNIFIED MANAGED ACCOUNT PROGRAM","MERRILL LYNCH MANAGED ACCOUNT ADVISORS LLC"
"879971","UNIFIED MANAGED ACCOUNT PROGRAM","HSBC GLOBAL ASSET MANAGEMENT (USA) INC."
"879971","UNIFIED MANAGED ACCOUNT PROGRAM","HSBC BANK USA, N.A."
"879971","ENVESTNET PREMIER ASSET MANAGEMENT PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
"879971","MORGAN STANLEY SMITH BARNEY SELECT UMA MODEL","MORGAN STANLEY SMITH BARNEY LLC"
"879971","MASTERS INVESTMENT CONSULTING SERVICES AND DIVERSIFIED MANAGED ALLOCATIONS PROGRAM","WELLS FARGO ADVISORS LLC"
"879971","MUTUAL FUND ADVISOR","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
"879971","PERSONAL INVESTMENT ADVISORY","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
"879971","PERSONAL ADVISOR","MERRILL LYNCH, PIERCE, FENNER & SMITH INCORPORATED"
"879971","TRAK FUND SOLUTION","MORGAN STANLEY SMITH BARNEY LLC"
"879971","CONSULTING GROUP ADVISOR","MORGAN STANLEY SMITH BARNEY LLC"
"879971","PORTFOLIO MANAGEMENT","MORGAN STANLEY SMITH BARNEY LLC"
"879971","FUND SOURCE","WELLS FARGO ADVISORS LLC"
"879971","PRIVATE INVESTMENT MANAGEMENT","WELLS FARGO ADVISORS LLC"
"879971","CUSTOM CHOICE","WELLS FARGO ADVISORS LLC"
"879971","ASSET ADVISOR","WELLS FARGO ADVISORS LLC"
"870612","EDELMAN MANAGED ASSET PROGRAM","EDELMAN FINANCIAL SERVICES, LLC"
"864289","MANAGED ACCOUNTS CONSULTING ELIGIBLE","UBS FINANCIAL SERVICES INC."
"864289","INVESTMENT MANAGEMENT SERVICES PROGRAM","MORGAN STANLEY SMITH BARNEY LLC"
"884610","SEPARATE ACCOUNT NETWORK","FIDELITY INVESTMENTS"
"884610","MARKETPLACE","CHARLES SCHWAB & CO., INC."
"884610","ACCESS PROGRAM","CHARLES SCHWAB & CO. INC."
"884610","OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INC."
"884610","ACCESS","UBS FINANCIAL SERVICES, INC."
"884610","STRATEGIC WEALTH PORTFOLIO","UBS FINANCIAL SERVICES, INC."
"884610","CONSULTING AND EVALUATION SERVICES (CES)","MORGAN STANLEY SMITH BARNEY, LLC"
"884610","STRATEGIC PORTFOLIO ADVISORS (SPA)","MERRILL LYNCH"
"884610","MANAGED ACCOUNT SERVICE (MAS)","MERRILL LYNCH"
"884610","MANAGED ACCOUNT PROGRAM (MAP)","RBC CAPITAL MARKETS CORPORATION"
"884610","MANAGED ACCOUNTS CONSULTING (MAC)","UBS FINANCIAL SERVICES, INC."
"884610","PRIVATE ADVISOR NETWORK","WELLS FARGO ADVISORS, LLC"
"884610","ENVESTNET PREMIER ASSET MANAGEMENT PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
"884610","INVESTMENT COUNSELING SERVICE PROGRAM","JP MORGAN SECURITIES"
"884610","MANAGED ACCOUNT COMMAND (UTILITY)","LOCKWOOD ADVISORS, LLC"
"884610","MANAGED ACCOUNT LINK","LOCKWOOD ADVISORS, LLC"
"884610","MANAGED ACCOUNTS ADVISORS","LOCKWOOD ADVISORS, LLC"
"884610","SELECT UMA","MORGAN STANLEY SMITH BARNEY, LLC"
"884610","FIDUCIARY SERVICES PROGRAM","MORGAN STANLEY SMITH BARNEY, LLC"
"884610","ADVISOR PROGRAM","MOUNT YALE PORTFOLIO ADVISORS, LLC"
"884610","FIDUCIARY SERVICES PROGRAM","CITIGROUP GLOBAL MARKETS, INC."
"884610","LOCKWOOD SPONSORED","LOCKWOOD ADVISORS, LLC"
"884610","UNIFIED OVERLAY MANAGEMENT PROGRAM","FDX ADVISORS, INC."
"884610","INVESTMENT MANAGER SERVICES (IMS)","MORGAN STANLEY SMITH BARNEY, LLC"
"884610","CONSULTING SOLUTIONS","RBC CAPITAL MARKETS CORPORATION"
"896615","ALTERNATIVE FOCUS ACCOUNT","JANNEY MONTGOMERY SCOTT LLC"
"896615","ADVISER'S","JANNEY MONTGOMERY SCOTT LLC"
"896615","CLASSIC","JANNEY MONTGOMERY SCOTT LLC"
"896615","JANNEY CAPITAL MANAGEMENT DIRECT","JANNEY MONTGOMERY SCOTT LLC"
"896615","PARTNERS ADVISORY","JANNEY MONTGOMERY SCOTT LLC"
"896615","COMPASS","JANNEY MONTGOMERY SCOTT LLC"
"896615","KEYSTONE","JANNEY MONTGOMERY SCOTT LLC"
"896615","ETF ADVANTAGE","JANNEY MONTGOMERY SCOTT LLC"
"896615","ADVISER'S MSP","JANNEY MONGTOMERY SCOTT LLC"
"896615","RUSSELL STRATEGIES","JANNEY MONGTOMERY SCOTT LLC"
"896615","PIONEER","JANNEY MONTGOMERY SCOTT LLC"
"896615","INVESTORS SELECT","JANNEY MONTGOMERY SCOTT LLC"
"905418","PRIME ASSET MANAGEMENT II","FIRST ALLIED ADVISORY SERVICES"
"905418","PORTFOLIO ONE","FIRST ALLIED ADVISORY SERVICES"
"905418","ELITE ASSET MANAGEMENT","FIRST ALLIED ADVISORY SERVICES"
"905418","FIRST ALLIED ADVISOR SELECT","FIRST ALLIED ADVISORY SERVICES"
"905418","SEI INVESTMENT MANAGEMENT CORP.","FIRST ALLIED ADVISORY SERVICES"
"905418","FTJ FUND CHOICE","FIRST ALLIED ADVISORY SERVICES"
"905418","PRIME ASSET MANAGEMENT","FIRST ALLIED ADVISORY SERVICES"
"899117","ADVISOR ONE PROGRAM","INVESTMENT ADVISORS CORP."
"902577","ETF ADVANTAGE","JANNEY MONTGOMERY SCOTT LLC"
"902577","KEYSTONE","JANNEY MONTGOMERY SCOTT LLC"
"902577","JANNEY CAPITAL MANAGEMENT DIRECT","JANNEY MONTGOMERY SCOTT LLC"
"902577","ALTERNATIVE FOCUS ACCOUNT","JANNEY MONTGOMERY SCOTT LLC"
"903531","WELLS FARGO FUNDS MANAGEMENT SEPARATELY MANAGED ACCOUNTS PROGRAM","WELLS FARGO FUNDS MANAGEMENT, LLC"
"903531","WELLS FARGO MANAGED DIVERSIFIED PORTFOLIOS","WELLS FARGO BANK"
"906361","ADVISOR ONE PROGRAM","INVESTMENT ADVISORS CORP."
"905232","SEI","SEI INVESTMENTS"
"906367","ADVISOR ONE PROGRAM","INVESTMENT ADVISORS CORP."
"905590","OCEANIQ CAPITAL WRAP FEE PROGRAM","OCEANIQ CAPITAL, LLC"
"897467","BERNICKE & ASSOCIATES WRAP FEE PROGRAM","BERNICKE & ASSOCIATES, LTD."
"895560","LINSCO/PRIVATE LEDGER CORP. MASTER PORTFOLIO MANAGER PROGRAM","LINSCO/PRIVATE LEDGER CORP."
"895560","STIFEL MANAGED ASSETS PROGRAM (SMAP)","STIFEL NICOLAUS & CO."
"875760","MASTER MANAGER PROGRAM","PRUDENTIAL"
"875760","MANAGED ACCOUNT SELECT PROGRAM","CHARLES SCHWAB & CO., INC."
"875760","FIDUCIARY SERVICES","MORGAN STANLEY SMITH BARNEY"
"875760","MANAGED ACCOUNT STRATEGIES","GOLDMAN, SACHS & CO."
"875760","CES/VISION","MORGAN STANLEY SMITH BARNEY"
"875760","FIDUCIARY SERVICES","CITI PRIVATE BANK"
"875760","SELECT UMA","MORGAN STANLEY SMITH BARNEY"
"875760","STRATEGIC WEALTH PORTFOLIO PROGRAM","UBS FINANCIAL SERVICES"
"875760","CORE MANAGED ACCOUNT PROGRAM","BRINKER CAPITAL"
"875760","UBS ACCESS PROGRAM","UBS FINANCIAL SERVICES"
"875760","MANAGED DIVERSIFIED PORTFOLIOS","WELLS FARGO BANK"
"906388","MANAGED ASSET PROGRAM","CORNERSTONE WEALTH MANAGEMENT, LLC"
"891164","KMS WRAP FEE PROGRAM","KMS FINANCIAL SERVICES, INC"
"906326","BLUE SHORES CAPITAL WRAP-FEE PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
"906326","CORRESPONDENT MANAGED ASSETS PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
"906326","LINCOLN MANAGED ASSETS PROGRAM","LINCOLN FINANCIAL ADVISORS CORP. & INDEPENDENT PORTFOLIO CONSULTANTS, INC."
"906326","INDEPENDENT MANAGED ASSETS PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
"906326","PROFESSIONAL MANAGED ASSETS PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
"906326","SELECT MANAGED ASSETS PROGRAM","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
"906326","INDEPENDENT MANAGED ASSETS PROGRAM D","INDEPENDENT PORTFOLIO CONSULTANTS, INC."
"906326","MANAGER'S CHOICE","AMERICAN PORTFOLIOS FINANCIAL SERVICES, INC."
"883737","MANAGER SELECT ACCOUNT","LPL FINANCIAL LLC AND AXA ADVISORS LLC"
"883737","STIFEL OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INC."
"883737","ACCESS PROGRAM","UBS FINANCIAL SERVICES, INC."
"883737","STRATEGIC WEALTH PORTFOLIO PROGRAM (SWP)","UBS FINANCIAL SERVICES, INC."
"883737","MASTERS MANAGERS INVESTMENT CONSULTING SERVICE","WELLS FARGO ADVISORS, LLC"
"883737","MANAGED ACCOUNT MARKETPLACE","CHARLES SCHWAB & CO., INC."
"883737","ASSET-BASED INVESTMENT MANAGEMENT PROGRAM","ROBERT W. BAIRD & CO. INCORPORATED"
"883737","MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO., INC."
"883737","MANAGED ACCOUNT CONNECTION","CHARLES SCHWAB & CO., INC."
"883737","MANAGED ACCOUNT ACCESS","CHARLES SCHWAB & CO., INC."
"883737","MANAGER OF MANAGERS PROGRAM","BRINKER CAPITAL, INC."
"883737","ADVISER SELECT PROGRAM","DEUTSCHE BANK ALEX. BROWN DIVISION OF DEUTSCHE BANK SECURITIES INC."
"883737","MANAGED ACCOUNT PROGRAM","ENVESTNET ASSET MANAGEMENT, INC."
"883737","STRATEGIC INVESTMENT SERVICES PROGRAM (STRATIS)","JPMORGAN CHASE & CO. (FKA, BEAR, STEARNS & CO., INC.)"
"883737","CONSULTING AND EVALUATION SERVICES PROGRAM (CES)","MORGAN STANLEY SMITH BARNEY LLC / CITIGROUP GLOBAL MARKETS, INC."
"883737","CONSULTING GROUP SELECT UMA PROGRAM (UMA)","MORGAN STANLEY SMITH BARNEY LLC AND MSSB PRIVATE PORTFOLIO GROUP"
"883737","FIDUCIARY SERVICES PROGRAM (FS)","MORGAN STANLEY SMITH BARNEY LLC"
"883737","MANAGED ACCOUNT PROGRAM (STIFEL AND UBS PIMCO/NFJ BALANCED STRATEGY)","ALLIANZ GLOBAL INVESTORS MANAGED ACCOUNTS, LLC"
"883737","CONSULTING GROUP SELECT UMA PROGRAM (LOCKWOOD-PERSHING UMA)","CITIGROUP GLOBAL MARKETS, INC."
"883737","STRATEGIC PORTFOLIO ADVISOR SERVICE (SPA)","BANK OF AMERICA CORPORATION (FKA, MERRILL LYNCH WEALTH MANAGEMENT)"
"883737","UNIFIED MANAGED ACCOUNT (UMA) PROGRAM (MANAGED ACCOUNT ADVISERS LLC)","BANK OF AMERICA CORPORATION (FKA, MERRILL LYNCH)"
"883737","ASSET-BASED INVESTMENT MANAGEMENT PROGRAM","JANNEY MONTGOMERY SCOTT, LLC"
"883737","CALLAN UMA PROGRAM (CALLAN-NATIXIS-UMA)","NGAM ADVISORS, L.P. AND CALLAN ASSOCIATES INC."
"883737","FIDUCIARY SERVICES PROGRAM (LOCKWOOD-PERSHING FS)","CITIGROUP GLOBAL MARKETS INC."
"883737","INVESTMENT MANAGEMENT SERVICE PROGRAM (IMS); CONSULTING GROUP INSTITUTIONAL SERVICES (CGIS)","MORGAN STANLEY SMITH BARNEY LLC/CITIGROUP GLOBAL MARKETS, INC."
"883737","INVESTMENT ADVISORY PLATFORM (CSA/IMSA MODEL)","ASSETMARK, INC. (FKA, GENWORTH FINANCIAL WEALTH MANAGEMENT, INC. (GFWM))"
"883737","INSTITUTIONAL (IWS)","FIDELITY BROKERAGE SERVICES LLC AND NATIONAL FINANCIAL SERVICES LLC"
"883737","THIRD PARTY MODELS PROGRAM (ENVESTNET-STRATEGIST-UMA)","ENVESTNET ASSET MANAGEMENT, INC."
"883737","WEALTH MANAGEMENT SOLUTIONS (WMS)","ENVESTNET ASSET MANAGEMENT, INC. (FKA, PRUDENTIAL INVESTMENTS LLC (PRUCO SECURITIES LLC))"
"883737","MANAGED ACCOUNT PROGRAM","SOUTH CAROLINA BANK & TRUST (SCBT)"
"883737","MANAGED ACCOUNT PROGRAM","FIRST TENNESSEE BANK NATIONAL ASSOCIATION"
"883737","MANAGED ACCOUNTS CONSULTING (MAC)","UBS FINANCIAL SERVICES, INC."
"883737","CONSULTING DIRECT PROGRAM","DEUTSCHE BANK ALEX. BROWN DIVISION OF DEUTSCHE BANK SECURITIES INC."
"883737","MANAGER ACCESS NETWORK (MAN)","LPL FINANCIAL LLC"
"898606","SELECT ADVISORS PROGRAM","SCHREINER CAPITAL MANAGEMENT, INC."
"906057","MANAGED ACCOUNTS CONSULTING","UBS"
"906309","ARCHITECT PROGRAM","BMO NESBITT BURNS, INC"
"906309","DIVERSIFIED MULTI-STRATEGY PORTFOLIOS","AMERITAS INVESTMENT CORPORATION"
"906309","DIVERSIFIED MULTI-STRATEGY PORTFOLIOS","PRUCO SECURITIES, LLC"
"906309","DIVERSIFIED MULTI-STRATEGY PORTFOLIOS","MUTUAL SERVICE CORPORATION"
"906309","DIVERSIFIED MULTI-STRATEGY PORTFOLIOS","ROYAL ALLIANCE ASSOCIATES, INC."
"906309","DIVERSIFIED MULTI-STRATEGY PORTFOLIOS","FSC SECURITIES CORPORATION"
"906309","DIVERSIFIED MULTI-STRATEGY PORTFOLIOS","SAGEPOINT FINANCIAL, INC. (F/K/A AIG FINANCIAL ADVISORS)"
"906309","INVESTMENT ADVISORY SERVICE PROGRAM","OPPENHEIMER ASSET MANAGEMENT INC."
"906309","MANAGED PORTFOLIO STRATEGIES PROGRAM","RJL WEALTH MANAGEMENT, LLC"
"906309","RBC CAPITAL MARKETS TOTAL PORTFOLIO PROGRAM","RBC CAPITAL MARKETS INC."
"906309","UNIFIED MANAGED ACCOUNT PROGRAM","D.A. DAVIDSON & CO."
"906309","UNIFIED MANAGED ACCOUNT PROGRAM","JANNEY MONTGOMERY SCOTT LLC"
"906309","UNIFIED MANAGED ACCOUNT PROGRAM","J.J.B HILLIARD, W.L. LYONS, LLC"
"906309","UNIFIED MANAGED ACCOUNT PROGRAM","J.P. MORGAN INVESTMENT MANAGEMENT INC."
"906309","WRAP FEE PROGRAM","WRAPMANAGER, INC"
"906309","PROACTIVE MONEY MANAGEMENT PROGRAM","WORLD EQUITY GROUP, INC."
"904386","DISCRETIONARY PORTFOLIO SOLUTIONS PROGRAM","CREDIT SUISSE SECURITIES (USA) LLC"
"904386","ADVISORY SOLUTIONS PROGRAM","CREDIT SUISSE SECURITIES (USA) LLC"
"904386","DISCRETIONARY MANAGED PORTFOLIOS PROGRAM","CREDIT SUISSE SECURITIES (USA) LLC"
"904386","CREDIT SUISSE SOLUTIONS PROGRAM","CREDIT SUISSE SECURITIES (USA) LLC"
"905475","FUND SELECT PREMIER","CETERA ADVISOR NETWORKS AND LOCKWOOD ADVISORS, INC."
"905475","ADVISOR SELECT ADVISORYONE","CETERA ADVISOR NETWORKS LLC"
"905475","PRIME PORTFOLIO SERVICES","CETERA ADVISOR NETWORKS LLC"
"905475","MUTUAL FUND/ EXCHANGE TRADED FUNDS ADVISORY PROGRAM","CETERA ADVISOR NETWORKS LLC"
"905475","NEXT GENERATION ADVISORY (XMA) PROGRAM","CETERA ADVISOR NETWORKS LLC"
"905475","PREMIER PORTFOLIO MANAGEMENT","CETERA ADVISOR NETWORKS LLC"
"905475","MANAGED WEALTH ADVANTAGE","CETERA ADVISOR NETWORKS LLC"
"906410","MANAGER SELECT ACCOUNT","LPL FINANCIAL LLC AND AXA ADVISORS LLC"
"906410","STIFEL OPPORTUNITY PROGRAM","STIFEL, NICOLAUS & COMPANY, INC."
"906410","ACCESS PROGRAM","UBS FINANCIAL SERVICES, INC."
"906410","STRATEGIC WEALTH PORTFOLIO PROGRAM (SWP)","UBS FINANCIAL SERVICES, INC."
"906410","MASTERS MANAGERS INVESTMENT CONSULTING SERVICE","WELLS FARGO ADVISORS, LLC"
"906410","MANAGED ACCOUNT MARKETPLACE","CHARLES SCHWAB & CO., INC."
"906410","ASSET-BASED INVESTMENT MANAGEMENT PROGRAM","ROBERT W. BAIRD & CO. INCORPORATED"
"906410","MANAGED ACCOUNT SELECT","CHARLES SCHWAB & CO., INC."
