"FilingID","ReferenceID","SubreferenceID","Website Address"
"884471","58527","29255","HTTP://WWW.HSBC.CA"
"884471","67027","33984","HTTP://WWW.HSBC.CA"
"883543","32758","21039","WWW.DREYFUS.COM"
"883543","32758","21034","WWW.BNYMELLONAM.COM"
"905910","64363","32837","HTTP://WWW.FRMHEDGE.COM/HOME"
"905910","64363","32838","HTTP://WWW.MAN.COM"
"905910","66466","33742","HTTP://WWW.FRMHEDGE.COM/HOME"
"905910","66466","33743","HTTP://WWW.MAN.COM"
"905918","32758","21039","WWW.DREYFUS.COM"
"905918","32758","21034","WWW.BNYMELLONAM.COM"
"904570","53777","27071","HODESWEILL.COM"
"904570","16545","5939","HODESWEILL.COM"
"904570","62757","32158","HODESWEILL.COM"
"905897","4656","5512","WWW.FORUMCP.COM"
"892048","39192","19820","WWW.OPTIMA.COM"
"892048","39473","19835","WWW.OPTIMA.COM"
"892048","39486","19838","WWW.OPTIMA.COM"
"906051","4823","5502","WWW.FORUMCP.COM"
"906109","4656","5512","WWW.FORUMCP.COM"
"882079","48983","23615","WWW.OPTIMA.COM"
"896695","14924","5389","HTTP://WWW.PERINVEST.CO.UK"
"896695","5834","2576","HTTP://WWW.PERINVEST.CO.UK"
"896695","15297","5508","PERMAL.COM"
"896695","15264","5507","PERMAL.COM"
"873434","58891","30021","HTTP://WWW.PRIVILEDGECAPITAL.CH"
"873434","70015","39815","HTTP://WWW.PRIVILEDGECAPITAL.CH"
"900769","26187","15625","WWW.FARHILLS.COM"
"900769","48624","23396","WWW.FARHILLS.COM"
"884831","55929","28039","WWW.SILVERLEAFPARTNERS.COM"
"884831","77713","43181","WWW.SILVERLEAFPARTNERS.COM"
"890127","1723","1095","WWW.MERCURYCAPITALADVISORS.COM"
"890127","1723","1096","WWW.SPARRINGPARTNERSCAPITAL.COM"
"864262","57136","33183","HTTP://WWW.FMBINVESTMENTS.COM/EN/PERFORMANCE.HTM"
"907048","19354","7444","WWW.CDKGROUP.COM"
"907048","19236","7432","WWW.CDKGROUP.COM"
"907048","19294","7437","WWW.CDKGROUP.COM"
"907048","19305","7438","WWW.CDKGROUP.COM"
"907048","19325","7441","WWW.CDKGROUP.COM"
"907048","19372","7450","WWW.CDKGROUP.COM"
"907411","8164","27936","WWW.CAISGROUP.COM"
"907722","50691","24551","WWW.NAPIERPARKGLOBAL.COM"
"907722","50701","24564","WWW.NAPIERPARKGLOBALCAPITAL.COM"
"907722","51514","25109","WWW.SCIENSAM.COM"
"907722","51514","25110","WWW.SCIENSAM.COM"
"907722","51514","25108","WWW.SCIENSAM.COM"
"907722","64568","32944","WWW.NAPIERPARKGLOBAL.COM"
"908543","9769","5435","WWW.WBBSEC.COM"
"908670","67160","34091","WWW.ALTEGRIS.COM"
"908670","67163","34031","WWW.ALTEGRIS.COM"
"908670","67164","34032","WWW.ALTEGRIS.COM"
"908670","67165","34033","WWW.ALTEGRIS.COM"
"908670","67166","34034","WWW.ALTEGRIS.COM"
"908670","67170","34038","WWW.ALTEGRIS.COM"
"908670","67156","34030","WWW.ALTEGRIS.COM"
"908670","67169","34042","WWW.ALTEGRIS.COM"
"908670","67171","34096","WWW.ALTEGRIS.COM"
"908670","67157","34044","WWW.ALTEGRIS.COM"
"908670","67158","34045","WWW.ALTEGRIS.COM"
"908670","67159","34047","WWW.ALTEGRIS.COM"
"908670","67161","34049","WWW.ALTEGRIS.COM"
"908670","67162","34051","WWW.ALTEGRIS.COM"
"908670","67168","34080","WWW.ALTEGRIS.COM"
"908670","67167","34084","WWW.ALTEGRIS.COM"
"909895","63694","32569","HTTP://WWW.DAVY.IE/SEARCH?QUERY=PARKER+GLOBAL+STRATEGIES"
"911521","49403","23865","WWW.PROBITASPARTNERS.COM"
"911565","60924","30926","HTTP://HODESWEILL.COM/"
"913938","64779","33082","HTTP://WWW.NOVAFUNDADVISORS.COM/"
"913938","62637","32309","HTTP://WWW.NOVAFUNDADVISORS.COM/"
"913938","72397","37903","HTTP://WWW.NOVAFUNDADVISORS.COM/"
"914027","72992","38262","WWW.SCHEUERMANNCO.CH"
"914027","72472","38264","WWW.GLOBALINTRINSICVALUEFUND.COM"
"914027","74065","40267","WWW.SCHEUERMANNCO.CH"
"914027","74072","40272","WWW.SCHEUERMANNCO.CH"
"914027","70380","38085","WWW.SCHEUERMANNCO.CH"
"914401","9298","3711","WWW.CAMPBELL-LUTYENS.COM"
"914401","9287","3710","WWW.CAMPBELL-LUTYENS.COM"
"913491","23608","11448","WWW.PERMAL.COM"
"914890","62013","31950","WWW.ACCESSALPHA.COM"
"914890","120382","51632","WWW.ACCESSALPHA.COM"
"914890","120385","51641","WWW.ACCESSALPHA.COM"
"913335","120322","51608","WWW.HSBC.CA"
"913335","120323","51609","WWW.HSBC.CA"
"913335","120325","51610","WWW.HSBC.CA"
"913335","120326","51611","WWW.HSBC.CA"
"916098","62013","31950","WWW.ACCESSALPHA.COM"
"916098","120382","51632","WWW.ACCESSALPHA.COM"
"916098","120385","51641","WWW.ACCESSALPHA.COM"
"913898","50691","24551","WWW.NAPIERPARKGLOBAL.COM"
"913898","50701","24564","WWW.NAPIERPARKGLOBALCAPITAL.COM"
"913898","64568","32944","WWW.NAPIERPARKGLOBAL.COM"
"916712","49403","23865","WWW.PROBITASPARTNERS.COM"
"916413","58891","30021","HTTP://WWW.PRIVILEDGECAPITAL.CH"
"916413","70015","39815","HTTP://WWW.PRIVILEDGECAPITAL.CH"
"916740","62157","31736","HTTPS://SERVICES.INTRALINKS.COM/UI/FLEX/CIX.HTML"
"916740","55437","31845","HTTPS://SERVICES.INTRALINKS.COM/UI/FLEX/CIX.HTML"
"916740","61528","31112","HTTPS://SERVICES.INTRALINKS.COM/UI/FLEX/CIX.HTML"
"916740","61530","31113","HTTPS://SERVICES.INTRALINKS.COM/UI/FLEX/CIX.HTML"
"917396","55019","40527","HTTPS://PLUS.GOOGLE.COM/+CAMPONEVENTURES/POSTS"
"917396","55019","40527","HTTPS://INSTAGRAM.COM/CAMPONEVENTURES/"
"917396","55019","40527","HTTPS://TWITTER.COM/CAMP1VENTURES"
"917396","55019","40527","HTTPS://WWW.FACEBOOK.COM/CAMPONEVENTURES"
"917396","55019","40527","HTTPS://WWW.YOUTUBE.COM/USER/CAMPONEVENTURES"
"917396","55019","40527","HTTPS://WWW.LINKEDIN.COM/COMPANY/CAMP-ONE-VENTURES-LLC"
"917396","55019","40527","WWW.CAMPONEVENTURES.COM"
"917396","51653","40571","HTTPS://INSTAGRAM.COM/CAMPONEVENTURES/"
"917396","51653","40571","HTTPS://PLUS.GOOGLE.COM/+CAMPONEVENTURES/POSTS"
"917396","51653","40571","HTTPS://TWITTER.COM/CAMP1VENTURES"
"917396","51653","40571","HTTPS://WWW.FACEBOOK.COM/CAMPONEVENTURES"
"917396","51653","40571","HTTPS://WWW.YOUTUBE.COM/USER/CAMPONEVENTURES"
"917396","51653","40571","HTTPS://WWW.LINKEDIN.COM/COMPANY/CAMP-ONE-VENTURES-LLC"
"917396","51653","40571","HTTP://WWW.CAMPONEVENTURES.COM/"
"917396","55019","31527","WWW.CAMPONEVENTURES.COM"
"917396","51653","31529","WWW.CAMPONEVENTURES.COM"
"917396","55019","27702","WWW.CAMPONEVENTURES.COM"
"917396","51653","25202","WWW.CAMPONEVENTURES.COM"
"917396","51653","29427","WWW.CAMPONEVENTURES.COM"
